site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,agb_source,dbh,htot,hcom,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
JAM_A01,118,Dialium guianense,Fabaceae,522197.525,8998073.799,0.89,3.1359365,50.0,27.68,20.41,20011209,A,O,T08,29.28,29.28,feldpausch_regional,0.18,default,0.0,50.0,29.28
JAM_A01,119,Dialium guianense,Fabaceae,522202.4887,8998096.363,0.89,15.58472524,95.3,37.87,23.4,20011209,A,O,T08,38.35,38.35,feldpausch_regional,0.18,default,0.0,95.3,38.35
JAM_A01,120,Tetragastris altissima,Burseraceae,522201.5891,8998096.389,0.71,0.347905684,22.0,19.95,14.63,20011209,A,O,T08,18.26,18.26,feldpausch_regional,0.18,default,0.0,22.0,18.26
JAM_A01,121,Helicostylis sp.,Moraceae,522197.4612,8998098.912,0.65,0.046529602,10.1,13.73,9.73,20011209,A,O,T08,10.7,10.7,feldpausch_regional,0.18,default,0.0,10.1,10.7
JAM_A01,122,Helicostylis sp.,Moraceae,522197.8608,8998102.301,0.65,0.007579649,5.9,6.56,4.96,20011209,A,O,T08,7.18,7.18,feldpausch_regional,0.18,default,0.0,5.9,7.18
JAM_A01,123,Peltogyne leicointei,Fabaceae,522198.3008,8998113.893,0.76,0.099161588,13.1,14.87,9.32,20011209,A,O,T08,12.88,12.88,feldpausch_regional,0.18,default,0.0,13.1,12.88
JAM_A01,124,Euterpe oleracea,Arecaceae,522198.8648,8998119.479,,0.044332036,14.2,14.68,11.83,20011209,A,P,T08,13.62,13.62,feldpausch_regional,0.18,default,0.0,14.2,13.62
JAM_A01,125,Inga alba,Fabaceae,522199.1116,8998121.073,0.59,0.663998651,29.7,25.23,9.08,20011209,A,O,T08,22.0,22.0,feldpausch_regional,0.18,default,0.0,29.7,22.0
JAM_A01,126,Clarisia racemosa,Moraceae,522198.3501,8998122.396,0.59,0.011391303,7.7,6.45,4.66,20011209,A,O,T08,8.77,8.77,feldpausch_regional,0.18,default,0.0,7.7,8.77
JAM_A01,127,Tachigali myrmecophila,Fabaceae,522199.8905,8998123.751,0.48,0.299239401,23.1,23.15,11.21,20011209,A,O,T08,18.84,18.84,feldpausch_regional,0.18,default,0.0,23.1,18.84
JAM_A01,128,Tetragastris altissima,Burseraceae,522199.202,8998130.974,0.71,0.104508207,14.0,14.8,11.53,20011209,A,O,T08,13.49,13.49,feldpausch_regional,0.18,default,0.0,14.0,13.49
JAM_A01,129,Helicostylis sp.,Moraceae,522199.0167,8998131.48,0.65,0.019986155,7.2,11.61,5.97,20011209,A,O,T08,8.34,8.34,feldpausch_regional,0.18,default,0.0,7.2,8.34
JAM_A01,130,Licania heteromorpha,Chrysobalanaceae,522199.1958,8998134.176,0.82,0.131097127,14.5,15.0,12.86,20011209,A,O,T08,13.82,13.82,feldpausch_regional,0.18,default,0.0,14.5,13.82
JAM_A01,131,NI,NI,522199.5397,8998135.666,0.58,0.918665626,54.1,14.51,,20011209,D,O,T08,30.43,30.43,feldpausch_regional,0.18,default,0.0,54.1,30.43
JAM_A01,132,Tachigali alba,Fabaceae,522202.6023,8998144.58,0.56,4.782812049,66.7,37.7,22.14,20011209,A,O,T08,33.46,33.46,feldpausch_regional,0.18,default,0.0,66.7,33.46
JAM_A01,133,Tetragastris altissima,Burseraceae,522201.1757,8998153.926,0.71,1.142174168,29.0,37.7,22.14,20011209,A,O,T08,21.68,21.68,feldpausch_regional,0.18,default,0.0,29.0,21.68
JAM_A01,134,Pouteria gongrijpii,Sapotaceae,522202.5297,8998169.393,0.8,2.202856622,42.5,29.97,16.5,20011209,A,O,T08,26.93,26.93,feldpausch_regional,0.18,default,0.0,42.5,26.93
JAM_A01,135,Tetragastris altissima,Burseraceae,522200.4629,8998170.554,0.71,0.449556543,21.1,28.03,14.28,20011209,A,O,T08,17.78,17.78,feldpausch_regional,0.18,default,0.0,21.1,17.78
