site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,htot_feldpausch
FN_A01,69,Qualea paraensis,Vochysiaceae,8.051.050.392.732,867.156.752.132,65.8,34.39,11.57,False,O,33.27
FN_A01,70,Pouteria gongrijpii,Sapotaceae,80.512.344.449.664,8.671.560.078.464,38.5,18.47,11.73,False,O,25.53
FN_A01,71,,,80.511.057.024.457,867.153.908.008.296,38.0,9.8,,True,O,25.35
FN_A01,72,Ormosia excelsa,Fabaceae,80.510.347.000.564,8.671.534.883.684,85.0,36.35,23.55,False,O,36.85
FN_A01,73,Quiina florida,Ochnaceae,80.504.086.696.072,86.716.665.577.698,13.1,10.63,5.83,False,O,12.88
FN_A01,74,Qualea paraensis,Vochysiaceae,80.504.096.029.666,86.716.665.824.269,14.8,17.14,11.07,False,O,14.02
FN_A01,75,Endlicheria ruforamula,Lauraceae,80.504.161.404.256,86.716.679.561.934,11.4,,,False,O,11.67
FN_A01,76,Pouteria gongrijpii,Sapotaceae,805.037.975.821.744,867.166.669.192.616,14.2,15.32,9.65,False,O,13.62
FN_A01,77,Inga alba,Fabaceae,805.039.098.291.184,867.166.938.818.776,10.4,12.15,8.42,False,O,10.93
FN_A01,78,Inga alba,Fabaceae,80.503.670.776.548,86.716.689.495.472,14.8,14.53,8.21,False,O,14.02
FN_A01,79,Esenbeckia febrifuga,Rutaceae,80.503.563.178.448,86.716.766.574.272,15.5,15.61,8.78,False,O,14.47
FN_A01,80,Dipteryx odorata,Fabaceae,805.040.682.711.559,867.168.237.223.839,57.1,14.04,6.06,False,O,31.21
FN_A01,81,Jacaranda copaia,Bignoniaceae,80.503.315.865.104,86.716.839.920.256,15.7,14.92,11.87,False,O,14.6
FN_A01,82,Schefflera morototoni,Araliaceae,805.031.989.140.048,867.168.446.567.072,15.7,19.66,14.36,False,O,14.6
FN_A01,83,,,805.030.878.209.424,867.168.776.389.136,20.2,20.44,15.39,True,O,17.28
FN_A01,84,Inga sp.,Fabaceae,80.503.084.735.024,86.716.878.555.086,17.4,9.51,,False,O,15.65
FN_A01,85,Jacaranda copaia,Bignoniaceae,8.050.343.726.076,8.671.689.363.814,20.1,10.57,6.54,False,O,17.22
FN_A01,86,,,805.030.936.065.568,867.168.938.769.152,12.5,9.21,,True,O,12.46
FN_A01,87,,,805.030.353.603.296,867.168.932.138.444,19.0,8.03,,True,O,16.6
FN_A01,88,Inga sp.,Fabaceae,805.032.821.632.515,867.169.335.336.973,14.8,22.29,11.41,False,O,14.02
FN_A01,89,Qualea paraensis,Vochysiaceae,805.030.282.626.817,867.169.282.009.926,23.6,14.33,8.25,False,O,19.1
FN_A01,90,Inga alba,Fabaceae,80.502.697.581.744,86.717.023.285.216,10.0,14.53,8.55,False,O,10.62
FN_A01,91,Bellucia grossularioides,Melastomataceae,80.502.602.930.904,86.717.081.057.256,21.2,18.62,14.53,False,O,17.83
FN_A01,92,Nectandra cuspidata,Lauraceae,80.502.762.843.856,86.717.093.013.834,11.0,16.96,11.26,False,O,11.38
FN_A01,93,Tetragastris altissima,Burseraceae,8.050.748.287.732,8.671.689.472.348,73.1,34.7,21.08,False,O,34.77
FN_A01,94,Ormosia excelsa,Fabaceae,80.503.367.029.304,86.717.033.135.156,60.0,38.29,26.25,False,O,31.94
