site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A01,295.0,,,726700.31,9684530.15,O,9.9,A,6.21,11.17,20090617-20090708,9.6,D,10.79,20100714-20100805,9.6,D,,11.17,20110712-20110719,M2,10.31,11.17,measured,0.0,observed,-1.0,9.6,11.17
TAP_A01,296.0,,,726705.01,9684531.22,O,11.7,A,8.3,14.08,20090617-20090708,13.1,A,14.88,20100714-20100805,13.2,A,11.92,14.88,20110712-20110719,M2,12.95,14.08,measured,0.75,observed,-1.0,12.45,13.51
TAP_A01,297.0,,,726707.35,9684531.26,P,5.6,A,4.1,7.77,20090617-20090708,5.6,A,6.65,20100714-20100805,5.9,A,3.83,9.48,20110712-20110719,M2,7.18,7.77,measured,0.15,observed,-1.0,5.75,7.62
TAP_A01,298.0,,,726712.03,9684530.33,O,7.7,A,3.16,5.27,20090617-20090708,7.9,A,5.54,20100714-20100805,8.0,A,2.16,7.4,20110712-20110719,M2,9.02,5.27,measured,0.15,observed,-1.0,7.85,5.19
TAP_A01,299.0,,,726715.26,9684527.38,O,61.4,D,1.05,3.47,20090617-20090708,59.4,D,3.64,20100714-20100805,59.4,D,,2.04,20110712-20110719,M2,31.79,3.47,measured,0.0,observed,-1.0,59.4,3.47
TAP_A01,300.0,,,726721.14,9684531.3,O,35.1,D,1.44,15.79,20090617-20090708,35.2,D,15.2,20100714-20100805,35.2,D,,18.64,20110712-20110719,M2,24.28,15.79,measured,0.05,observed,-1.0,35.15,15.78
TAP_A01,301.0,,,726725.4,9684530.94,O,8.7,A,2.06,7.89,20090617-20090708,9.0,A,6.51,20100714-20100805,9.0,A,2.95,6.72,20110712-20110719,M2,9.84,7.89,measured,0.15,observed,-1.0,8.85,7.79
TAP_A01,302.0,,,726725.85,9684529.9,O,15.5,A,9.71,18.07,20090617-20090708,15.7,A,18.3,20100714-20100805,15.8,A,10.14,16.43,20110712-20110719,M2,14.66,18.07,measured,0.15,observed,-1.0,15.65,17.96
TAP_A01,303.0,,,726726.96,9684530.31,O,76.3,D,2.17,37.83,20090617-20090708,76.4,D,42.43,20100714-20100805,76.4,D,,26.19,20110712-20110719,M2,35.39,37.83,measured,0.05,observed,-1.0,76.35,37.82
TAP_A01,304.0,,,726726.79,9684528.31,O,22.1,A,12.6,17.37,20090617-20090708,22.2,A,17.2,20100714-20100805,22.1,A,12.3,17.27,20110712-20110719,M2,18.31,17.37,measured,0.0,observed,-1.0,22.1,17.37
TAP_A01,305.0,,,726729.13,9684530.62,P,5.1,A,3.09,5.67,20090617-20090708,5.4,A,5.91,20100714-20100805,5.2,A,3.25,6.39,20110712-20110719,M2,6.52,5.67,measured,0.05,observed,-1.0,5.15,5.63
TAP_A01,306.0,,,726734.4,9684523.15,O,57.0,A,1.83,31.2,20090617-20090708,57.1,A,34.94,20100714-20100805,57.2,A,27.03,52.27,20110712-20110719,M2,31.24,31.2,measured,0.1,observed,-1.0,57.1,31.17
TAP_A01,307.0,,,726736.02,9684529.54,O,5.8,A,5.83,8.88,20090617-20090708,6.2,A,10.2,20100714-20100805,6.9,A,3.66,11.06,20110712-20110719,M2,8.08,8.88,measured,0.55,observed,-1.0,6.35,8.34
TAP_A01,308.0,,,726739.26,9684529.76,O,10.9,A,5.87,9.69,20090617-20090708,11.0,A,10.57,20100714-20100805,11.2,A,7.54,11.98,20110712-20110719,M2,11.53,9.69,measured,0.15,observed,-1.0,11.05,9.59
TAP_A01,309.0,,,726739.22,9684529.27,O,6.7,A,8.07,9.81,20090617-20090708,6.7,A,8.57,20100714-20100805,6.7,A,4.97,12.48,20110712-20110719,M2,7.9,9.81,measured,0.0,observed,-1.0,6.7,9.81
TAP_A01,310.0,,,726739.75,9684529.22,O,10.6,A,10.98,12.74,20090617-20090708,10.7,A,10.8,20100714-20100805,10.7,A,8.52,12.41,20110712-20110719,M2,11.15,12.74,measured,0.05,observed,-1.0,10.65,12.71
TAP_A01,311.0,,,726745.08,9684528.77,O,15.5,A,8.25,13.72,20090617-20090708,15.6,A,14.92,20100714-20100805,15.7,A,7.94,14.16,20110712-20110719,M2,14.6,13.72,measured,0.1,observed,-1.0,15.6,13.66
TAP_A01,312.0,,,726753.57,9684527.54,O,41.2,A,23.82,27.21,20090617-20090708,41.9,A,31.94,20100714-20100805,41.8,A,25.65,42.69,20110712-20110719,M2,26.7,27.21,measured,0.3,observed,-1.0,41.5,27.1
TAP_A01,313.0,,,726764.18,9684526.14,O,6.3,A,3.09,7.9,20090617-20090708,6.6,A,6.78,20100714-20100805,6.5,A,3.17,7.54,20110712-20110719,M2,7.72,7.9,measured,0.1,observed,-1.0,6.4,7.82
TAP_A01,314.0,,,726765.91,9684527.5,O,8.0,A,7.11,10.64,20090617-20090708,8.0,A,12.79,20100714-20100805,8.2,A,7.29,12.07,20110712-20110719,M2,9.19,10.64,measured,0.1,observed,-1.0,8.1,10.54
TAP_A01,315.0,,,726767.47,9684526.86,O,6.2,A,7.96,10.26,20090617-20090708,6.3,A,9.34,20100714-20100805,6.6,A,4.95,10.52,20110712-20110719,M2,7.81,10.26,measured,0.2,observed,-1.0,6.4,10.04
TAP_A01,316.0,,,726769.46,9684518.67,O,78.8,D,1.4,18.56,20090617-20090708,79.0,D,19.49,20100714-20100805,79.0,D,,1.3,20110712-20110719,M2,35.85,18.56,measured,0.1,observed,-1.0,78.9,18.55
TAP_A01,317.0,,,726772.8,9684526.41,L,6.1,A,0.0,0.0,20090617-20090708,6.2,A,,20100714-20100805,6.4,A,,,20110712-20110719,M2,7.64,8.91,local_fit,0.15,observed,-1.0,6.25,8.75
TAP_A01,318.0,,,726773.78,9684525.32,O,55.3,A,19.81,25.62,20090617-20090708,55.3,A,24.82,20100714-20100805,55.7,A,10.95,24.72,20110712-20110719,M2,30.85,25.62,measured,0.2,observed,-1.0,55.5,25.58
TAP_A01,319.0,,,726777.55,9684525.51,O,9.4,A,9.41,13.72,20090617-20090708,9.5,A,16.14,20100714-20100805,9.6,A,8.47,16.79,20110712-20110719,M2,10.31,13.72,measured,0.1,observed,-1.0,9.5,13.61
TAP_A01,321.0,,,726788.3,9684525.6,O,13.7,A,15.93,18.18,20090617-20090708,13.9,A,17.63,20100714-20100805,13.9,A,22.52,32.35,20110712-20110719,M2,13.42,18.18,measured,0.1,observed,-1.0,13.8,18.1
TAP_A01,322.0,,,726795.14,9684524.01,O,20.6,D,1.83,3.09,20090617-20090708,14.1,D,2.54,20100714-20100805,14.1,D,,2.3,20110712-20110719,M2,13.56,3.09,measured,0.0,observed,-1.0,14.1,3.09
TAP_A01,323.0,,,726798.38,9684524.24,O,12.9,A,6.43,9.48,20090617-20090708,12.9,A,11.0,20100714-20100805,13.1,A,6.66,10.02,20110712-20110719,M2,12.88,9.48,measured,0.1,observed,-1.0,13.0,9.43
TAP_A01,324.0,,,726798.38,9684524.24,O,8.0,A,7.24,11.29,20090617-20090708,8.1,A,11.64,20100714-20100805,8.3,A,7.12,11.59,20110712-20110719,M2,9.27,11.29,measured,0.15,observed,-1.0,8.15,11.14
TAP_A01,325.0,,,726802.34,9684522.72,O,51.4,A,25.42,31.86,20090617-20090708,50.1,A,34.97,20100714-20100805,49.6,A,23.88,34.66,20110712-20110719,M2,29.16,31.86,measured,0.0,observed,-1.0,49.6,31.86
TAP_A01,326.0,,,726805.4,9684522.59,O,69.7,D,,2.8,20090617-20090708,61.8,D,2.69,20100714-20100805,61.8,D,,3.0,20110712-20110719,M2,32.36,2.8,measured,0.0,observed,-1.0,61.8,2.8
TAP_A01,327.0,,,726806.04,9684525.57,O,6.5,A,2.36,4.88,20090617-20090708,6.3,A,4.08,20100714-20100805,6.3,A,2.39,4.28,20110712-20110719,M2,7.54,4.88,measured,0.0,observed,-1.0,6.3,4.88
TAP_A01,328.0,,,726815.74,9684525.18,O,5.9,A,6.37,12.26,20090617-20090708,6.4,A,9.49,20100714-20100805,6.9,A,6.45,10.34,20110712-20110719,M2,8.08,12.26,measured,0.5,observed,-1.0,6.4,11.59
TAP_A01,329.0,,,726820.25,9684523.0,O,27.2,A,11.15,18.96,20090617-20090708,27.3,A,21.01,20100714-20100805,27.4,A,9.98,20.0,20110712-20110719,M2,20.95,18.96,measured,0.1,observed,-1.0,27.3,18.92
TAP_A01,330.0,,,726835.06,9684522.4,O,26.5,A,13.91,15.81,20090617-20090708,26.7,D,13.47,20100714-20100805,26.7,D,1.45,3.62,20110712-20110719,M2,20.62,15.81,measured,0.1,observed,-1.0,26.6,15.78
TAP_A01,331.0,,,726842.28,9684523.61,O,47.1,A,23.77,29.02,20090617-20090708,47.4,A,30.08,20100714-20100805,47.9,A,19.13,32.43,20110712-20110719,M2,28.66,29.02,measured,0.4,observed,-1.0,47.5,28.9
TAP_A01,332.0,,,726843.79,9684523.05,L,9.5,D,1.5,3.92,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M2,,3.92,measured,0.1,site_median,-1.0,,
TAP_A01,333.0,,,726853.0,9684523.18,O,10.6,A,12.54,16.47,20090617-20090708,10.5,A,19.85,20100714-20100805,10.5,D,,,20110712-20110719,M2,11.0,16.47,measured,0.0,observed,-1.0,10.5,16.47
TAP_A01,334.0,,,726855.04,9684523.09,O,7.3,A,4.81,7.66,20090617-20090708,7.4,A,7.75,20100714-20100805,7.4,A,5.51,10.07,20110712-20110719,M2,8.51,7.66,measured,0.05,observed,-1.0,7.35,7.62
TAP_A01,335.0,,,726856.49,9684521.03,O,36.7,A,29.71,32.97,20090617-20090708,36.4,A,27.83,20100714-20100805,36.4,D,,27.7,20110712-20110719,M2,24.75,32.97,measured,0.0,observed,-1.0,36.4,32.97
TAP_A01,336.0,,,726866.67,9684519.62,O,68.2,A,37.7,43.06,20090617-20090708,67.8,A,33.23,20100714-20100805,66.3,A,26.19,37.95,20110712-20110719,M2,33.38,43.06,measured,0.0,observed,-1.0,66.3,43.06
TAP_A01,337.0,,,726867.79,9684522.08,O,21.2,A,11.11,13.71,20090617-20090708,21.2,A,17.47,20100714-20100805,21.1,A,14.11,17.52,20110712-20110719,M2,17.78,13.71,measured,0.0,observed,-1.0,21.1,13.71
TAP_A01,338.0,,,726868.79,9684521.54,O,17.8,A,12.3,15.13,20090617-20090708,17.9,A,16.04,20100714-20100805,18.1,A,15.22,19.48,20110712-20110719,M2,16.07,15.13,measured,0.15,observed,-1.0,17.95,15.05
TAP_A01,986.0,,,726872.4,9684522.19,O,,,,,20090617-20090708,9.0,A,7.36,20100714-20100805,9.0,A,5.53,7.97,20110712-20110719,M2,9.84,7.36,measured,0.1,site_median,-1.0,8.9,7.3
TAP_A01,987.0,,,726873.4,9684521.75,O,,,,,20090617-20090708,12.5,A,11.5,20100714-20100805,12.3,A,7.26,11.7,20110712-20110719,M2,12.32,11.5,measured,0.1,site_median,-1.0,12.2,11.43
TAP_A01,339.0,,,726877.44,9684522.3,O,9.9,A,4.84,10.22,20090617-20090708,10.1,A,8.95,20100714-20100805,10.1,A,4.93,9.25,20110712-20110719,M2,10.7,10.22,measured,0.1,observed,-1.0,10.0,10.14
TAP_A01,340.0,,,726877.43,9684517.8,O,71.2,A,40.5,50.11,20090617-20090708,71.4,A,61.58,20100714-20100805,71.5,A,35.64,41.61,20110712-20110719,M2,34.45,50.11,measured,0.15,observed,-1.0,71.35,50.07
TAP_A01,341.0,,,726881.85,9684518.81,O,76.2,A,27.82,36.32,20090617-20090708,76.8,A,44.16,20100714-20100805,76.3,A,38.77,42.86,20110712-20110719,M2,35.37,36.32,measured,0.05,observed,-1.0,76.25,36.31
TAP_A01,342.0,,,726882.84,9684518.81,O,60.2,A,18.54,43.97,20090617-20090708,63.1,A,31.56,20100714-20100805,63.5,A,38.51,44.14,20110712-20110719,M2,32.76,43.97,measured,1.65,observed,-1.0,61.85,43.46
TAP_A01,343.0,,,726894.65,9684522.34,O,10.6,A,11.77,13.39,20090617-20090708,11.8,A,13.26,20100714-20100805,13.0,A,11.44,13.43,20110712-20110719,M2,12.81,13.39,measured,1.2,observed,-1.0,11.8,12.5
TAP_A01,344.0,,,726898.58,9684520.85,O,67.9,D,1.95,3.61,20090617-20090708,67.2,D,3.42,20100714-20100805,67.2,D,,2.55,20110712-20110719,M2,33.57,3.61,measured,0.0,observed,-1.0,67.2,3.61
TAP_A01,345.0,,,726899.57,9684522.35,O,15.0,A,11.94,14.42,20090617-20090708,15.2,A,15.73,20100714-20100805,15.5,A,11.27,15.42,20110712-20110719,M2,14.47,14.42,measured,0.25,observed,-1.0,15.25,14.26
TAP_A01,346.0,,,726903.99,9684522.36,O,5.6,A,6.28,8.98,20090617-20090708,5.4,A,9.28,20100714-20100805,5.5,A,6.58,8.62,20110712-20110719,M2,6.81,8.98,measured,0.0,observed,-1.0,5.5,8.98
TAP_A01,347.0,,,726903.99,9684522.86,O,14.4,A,10.76,14.78,20090617-20090708,15.4,A,13.68,20100714-20100805,16.8,A,10.91,15.75,20110712-20110719,M2,15.29,14.78,measured,1.2,observed,-1.0,15.6,14.06
TAP_A01,348.0,,,726908.42,9684522.37,O,11.0,A,8.31,11.96,20090617-20090708,11.1,A,12.12,20100714-20100805,11.2,A,11.59,14.29,20110712-20110719,M2,11.53,11.96,measured,0.1,observed,-1.0,11.1,11.88
TAP_A01,349.0,,,726909.4,9684522.37,O,11.7,A,7.85,12.24,20090617-20090708,11.6,A,9.43,20100714-20100805,12.1,A,7.46,14.32,20110712-20110719,M2,12.18,12.24,measured,0.2,observed,-1.0,11.9,12.09
TAP_A01,350.0,,,726909.4,9684522.37,O,7.0,A,6.56,10.97,20090617-20090708,7.3,A,8.48,20100714-20100805,7.7,A,7.81,11.5,20110712-20110719,M2,8.77,10.97,measured,0.35,observed,-1.0,7.35,10.59
TAP_A01,351.0,,,726919.24,9684522.9,O,5.1,A,2.39,6.09,20090617-20090708,5.9,A,6.77,20100714-20100805,5.8,A,2.37,6.12,20110712-20110719,M2,7.09,6.09,measured,0.35,observed,-1.0,5.45,5.81
TAP_A01,352.0,,,726921.2,9684522.9,O,17.8,A,10.76,14.31,20090617-20090708,18.8,A,17.11,20100714-20100805,19.4,A,10.7,18.22,20110712-20110719,M2,16.83,14.31,measured,0.8,observed,-1.0,18.6,13.91
TAP_A01,353.0,,,726925.14,9684522.91,O,12.0,A,6.9,11.67,20090617-20090708,12.3,A,15.29,20100714-20100805,13.1,A,9.78,14.55,20110712-20110719,M2,12.88,11.67,measured,0.55,observed,-1.0,12.55,11.33
TAP_A01,354.0,,,726929.07,9684521.42,O,16.2,A,10.17,20.33,20090617-20090708,17.0,A,18.66,20100714-20100805,17.6,A,12.36,16.63,20110712-20110719,M2,15.77,20.33,measured,0.7,observed,-1.0,16.9,19.79
TAP_A01,355.0,,,726931.52,9684519.93,O,42.3,D,1.06,7.72,20090617-20090708,41.4,D,7.41,20100714-20100805,41.4,D,,7.82,20110712-20110719,M2,26.56,7.72,measured,0.0,observed,-1.0,41.4,7.72
TAP_A01,356.0,,,726940.87,9684522.45,L,5.4,A,5.35,10.34,20090617-20090708,5.5,A,5.95,20100714-20100805,5.5,A,3.49,6.51,20110712-20110719,M2,6.81,10.34,measured,0.05,observed,-1.0,5.45,10.26
TAP_A01,357.0,,,726947.76,9684521.47,O,10.2,A,4.48,8.43,20090617-20090708,10.5,A,7.04,20100714-20100805,10.5,D,,2.36,20110712-20110719,M2,11.0,8.43,measured,0.15,observed,-1.0,10.35,8.35
TAP_A01,358.0,,,726957.59,9684521.99,O,10.8,A,4.81,8.87,20090617-20090708,10.9,A,10.5,20100714-20100805,11.0,A,8.0,9.89,20110712-20110719,M2,11.38,8.87,measured,0.1,observed,-1.0,10.9,8.81
TAP_A01,359.0,,,726963.98,9684522.01,O,60.3,A,16.42,24.18,20090617-20090708,60.1,A,22.27,20100714-20100805,60.2,A,16.11,19.87,20110712-20110719,M2,31.98,24.18,measured,0.0,observed,-1.0,60.2,24.18
TAP_A01,360.0,,,726966.25,9684522.01,O,10.5,A,5.21,10.62,20090617-20090708,10.6,A,8.84,20100714-20100805,10.6,A,5.11,8.63,20110712-20110719,M2,11.08,10.62,measured,0.05,observed,-1.0,10.55,10.58
TAP_A01,361.0,,,726969.88,9684520.52,O,27.7,A,14.24,21.42,20090617-20090708,28.1,A,23.72,20100714-20100805,28.5,A,22.79,28.52,20110712-20110719,M2,21.46,21.42,measured,0.4,observed,-1.0,28.1,21.24
TAP_A01,362.0,,,726957.59,9684522.99,L,6.0,A,3.29,4.28,20090617-20090708,6.3,A,,20100714-20100805,6.0,A,,,20110712-20110719,M2,7.27,4.28,measured,0.0,observed,-1.0,6.0,4.28
TAP_A01,2057.0,,,726876.95,9684523.09,O,,,,,20090617-20090708,,A,,20100714-20100805,5.5,A,4.72,7.93,20110712-20110719,M2,6.81,7.93,measured,0.1,site_median,-1.0,5.4,7.81
TAP_A01,363.0,,,727448.03,9683748.6,O,14.6,A,16.0,19.41,20090617-20090708,14.7,A,19.05,20100714-20100805,14.9,A,14.37,17.54,20110712-20110719,M3,14.08,19.41,measured,0.15,observed,-1.0,14.75,19.29
TAP_A01,364.0,,,727444.92,9683756.28,O,106.7,A,50.89,65.14,20090617-20090708,106.6,A,58.58,20100714-20100805,107.2,A,52.56,60.4,20110712-20110719,M3,39.82,65.14,measured,0.25,observed,-1.0,106.95,65.09
TAP_A01,365.0,,,727442.11,9683750.41,O,20.1,D,1.63,15.45,20090617-20090708,17.5,D,14.78,20100714-20100805,17.5,D,1.44,16.66,20110712-20110719,M3,15.71,15.45,measured,0.0,observed,-1.0,17.5,15.45
TAP_A01,366.0,,,727439.57,9683749.55,O,9.1,A,4.78,7.45,20090617-20090708,9.1,A,8.53,20100714-20100805,9.2,A,5.17,9.63,20110712-20110719,M3,10.0,7.45,measured,0.05,observed,-1.0,9.15,7.42
TAP_A01,932.0,,,727439.12,9683750.57,P,22.0,A,4.43,10.37,20090617-20090708,23.2,A,9.75,20100714-20100805,25.0,A,3.88,9.74,20110712-20110719,M3,19.8,10.37,measured,1.5,observed,-1.0,23.5,9.98
TAP_A01,367.0,,,727433.6,9683750.36,O,6.9,A,8.9,13.04,20090617-20090708,7.0,A,9.25,20100714-20100805,7.0,A,6.54,10.22,20110712-20110719,M3,8.17,13.04,measured,0.05,observed,-1.0,6.95,12.96
TAP_A01,368.0,,,727432.05,9683749.44,O,5.7,A,7.16,13.3,20090617-20090708,5.7,A,11.06,20100714-20100805,6.2,A,11.39,12.5,20110712-20110719,M3,7.45,13.3,measured,0.25,observed,-1.0,5.95,12.91
TAP_A01,369.0,,,727430.03,9683749.04,O,5.5,A,7.2,10.03,20090617-20090708,5.9,A,12.28,20100714-20100805,6.1,A,10.29,13.2,20110712-20110719,M3,7.36,10.03,measured,0.3,observed,-1.0,5.8,9.66
TAP_A01,370.0,,,727426.06,9683749.75,O,5.0,A,2.77,4.74,20090617-20090708,5.0,A,5.55,20100714-20100805,5.1,A,1.98,5.37,20110712-20110719,M3,6.43,4.74,measured,0.05,observed,-1.0,5.05,4.7
TAP_A01,371.0,,,727421.54,9683749.48,O,6.0,A,2.46,3.6,20090617-20090708,6.0,A,4.59,20100714-20100805,6.0,A,2.03,4.8,20110712-20110719,M3,7.27,3.6,measured,0.0,observed,-1.0,6.0,3.6
TAP_A01,372.0,,,727416.57,9683750.24,O,15.3,A,9.35,12.45,20090617-20090708,19.0,A,18.56,20100714-20100805,24.0,A,14.66,18.44,20110712-20110719,M3,19.3,12.45,measured,4.35,observed,-1.0,19.65,10.95
TAP_A01,373.0,,,727401.09,9683751.05,O,5.8,A,3.06,4.74,20090617-20090708,6.0,A,5.05,20100714-20100805,6.1,A,1.82,5.12,20110712-20110719,M3,7.36,4.74,measured,0.15,observed,-1.0,5.95,4.66
TAP_A01,374.0,,,727391.11,9683751.57,O,19.1,A,11.93,14.93,20090617-20090708,20.6,A,16.36,20100714-20100805,21.5,A,11.59,17.33,20110712-20110719,M3,17.99,14.93,measured,1.2,observed,-1.0,20.3,14.38
TAP_A01,375.0,,,727365.9,9683757.89,P,68.5,A,5.8,14.12,20090617-20090708,72.3,A,14.71,20100714-20100805,56.4,A,1.59,15.26,20110712-20110719,M3,31.04,14.12,measured,0.0,observed,-1.0,56.4,14.12
TAP_A01,376.0,,,727362.64,9683753.06,O,8.7,A,3.76,4.84,20090617-20090708,9.2,A,5.88,20100714-20100805,9.0,A,2.19,6.11,20110712-20110719,M3,9.84,4.84,measured,0.15,observed,-1.0,8.85,4.78
TAP_A01,377.0,,,727355.13,9683752.95,O,8.2,A,6.78,8.0,20090617-20090708,8.2,A,8.88,20100714-20100805,8.4,A,7.97,9.92,20110712-20110719,M3,9.35,8.0,measured,0.1,observed,-1.0,8.3,7.93
TAP_A01,378.0,,,727352.68,9683754.08,O,27.2,A,27.51,32.55,20090617-20090708,28.3,A,31.46,20100714-20100805,27.6,A,23.37,29.55,20110712-20110719,M3,21.05,32.55,measured,0.2,observed,-1.0,27.4,32.4
TAP_A01,379.0,,,727327.69,9683754.88,O,17.2,A,1.02,7.98,20090617-20090708,17.0,D,9.41,20100714-20100805,17.0,D,1.38,9.4,20110712-20110719,M3,15.41,7.98,measured,0.0,observed,-1.0,17.0,7.98
TAP_A01,935.0,,,727315.82,9683757.7,P,,,,,20090617-20090708,33.2,A,8.99,20100714-20100805,36.0,A,1.9,11.06,20110712-20110719,M3,24.6,8.99,measured,0.1,site_median,-1.0,35.9,8.98
TAP_A01,380.0,,,727309.69,9683755.32,O,14.8,A,7.71,10.5,20090617-20090708,14.8,A,7.46,20100714-20100805,14.5,A,7.82,12.22,20110712-20110719,M3,13.82,10.5,measured,0.0,observed,-1.0,14.5,10.5
TAP_A01,381.0,,,727303.2,9683755.65,O,31.1,A,27.4,31.52,20090617-20090708,31.8,A,27.37,20100714-20100805,32.5,A,28.14,31.91,20110712-20110719,M3,23.2,31.52,measured,0.7,observed,-1.0,31.8,31.11
TAP_A01,382.0,,,727297.26,9683756.96,O,40.5,A,14.96,20.85,20090617-20090708,40.2,A,22.11,20100714-20100805,41.0,A,16.42,20.25,20110712-20110719,M3,26.42,20.85,measured,0.25,observed,-1.0,40.75,20.79
TAP_A01,383.0,,,727295.81,9683758.04,O,21.9,A,16.24,20.49,20090617-20090708,22.2,A,17.59,20100714-20100805,22.6,A,11.48,18.33,20110712-20110719,M3,18.58,20.49,measured,0.35,observed,-1.0,22.25,20.28
TAP_A01,384.0,,,727288.27,9683757.43,O,48.0,D,1.31,15.13,20090617-20090708,48.1,D,25.6,20100714-20100805,48.1,D,9.73,4.91,20110712-20110719,M3,28.72,15.13,measured,0.05,observed,-1.0,48.05,15.12
TAP_A01,385.0,,,727286.72,9683766.03,O,97.0,A,33.79,41.63,20090617-20090708,98.3,A,50.63,20100714-20100805,98.3,A,44.52,54.14,20110712-20110719,M3,38.75,41.63,measured,0.65,observed,-1.0,97.65,41.53
TAP_A01,386.0,,,727285.35,9683759.09,O,31.9,A,22.56,27.85,20090617-20090708,32.3,A,25.14,20100714-20100805,32.1,A,17.8,23.8,20110712-20110719,M3,23.03,27.85,measured,0.1,observed,-1.0,32.0,27.8
TAP_A01,387.0,,,727284.25,9683757.14,O,16.6,A,16.39,19.9,20090617-20090708,17.2,A,19.47,20100714-20100805,17.5,A,15.24,17.89,20110712-20110719,M3,15.71,19.9,measured,0.45,observed,-1.0,17.05,19.56
TAP_A01,388.0,,,727279.73,9683756.88,P,4.8,D,1.26,1.95,20090617-20090708,,D,1.35,20100714-20100805,,D,,,20110712-20110719,M3,,1.95,measured,0.1,site_median,-1.0,,
TAP_A01,389.0,,,727279.36,9683759.4,O,26.9,A,10.64,20.47,20090617-20090708,27.2,A,18.85,20100714-20100805,27.4,A,15.7,21.04,20110712-20110719,M3,20.95,20.47,measured,0.25,observed,-1.0,27.15,20.36
TAP_A01,390.0,,,727277.31,9683758.51,O,22.5,A,18.79,23.55,20090617-20090708,23.1,A,22.54,20100714-20100805,23.5,A,21.2,24.96,20110712-20110719,M3,19.05,23.55,measured,0.5,observed,-1.0,23.0,23.23
TAP_A01,391.0,,,727277.29,9683758.01,O,27.6,A,22.7,26.83,20090617-20090708,27.5,A,25.16,20100714-20100805,27.7,A,2.23,30.95,20110712-20110719,M3,21.09,26.83,measured,0.05,observed,-1.0,27.65,26.8
TAP_A01,392.0,,,727276.79,9683758.03,O,18.8,A,19.88,27.01,20090617-20090708,19.1,A,20.22,20100714-20100805,19.2,A,26.56,31.28,20110712-20110719,M3,16.71,27.01,measured,0.2,observed,-1.0,19.0,26.83
TAP_A01,393.0,,,727273.29,9683758.21,O,12.4,A,2.97,8.27,20090617-20090708,12.2,A,7.87,20100714-20100805,12.2,A,7.18,9.58,20110712-20110719,M3,12.25,8.27,measured,0.0,observed,-1.0,12.2,8.27
TAP_A01,936.0,,,727275.39,9683758.2,P,,,,,20090617-20090708,13.0,A,5.2,20100714-20100805,13.0,A,1.3,5.61,20110712-20110719,M3,12.81,5.2,measured,0.1,site_median,-1.0,12.9,5.17
TAP_A01,394.0,,,727266.77,9683758.05,O,5.2,A,4.52,6.61,20090617-20090708,5.9,A,9.51,20100714-20100805,6.5,A,3.98,8.24,20110712-20110719,M3,7.72,6.61,measured,0.65,observed,-1.0,5.85,6.1
TAP_A01,937.0,,,727262.28,9683758.29,P,25.0,A,0.53,5.26,20090617-20090708,25.0,A,7.17,20100714-20100805,24.0,A,1.66,7.42,20110712-20110719,M3,19.3,5.26,measured,0.0,observed,-1.0,24.0,5.26
TAP_A01,396.0,,,727260.7,9683766.38,O,103.1,A,44.5,61.15,20090617-20090708,102.5,A,63.27,20100714-20100805,104.4,A,42.52,50.26,20110712-20110719,M3,39.49,61.15,measured,0.65,observed,-1.0,103.75,61.04
TAP_A01,938.0,,,727256.99,9683759.46,O,,,,,20090617-20090708,34.2,A,6.07,20100714-20100805,30.0,A,1.65,6.07,20110712-20110719,M3,22.13,6.07,measured,0.1,site_median,-1.0,29.9,6.06
TAP_A01,397.0,,,727251.3,9683758.86,O,5.2,A,6.0,6.71,20090617-20090708,5.7,A,9.24,20100714-20100805,7.1,A,6.38,7.51,20110712-20110719,M3,8.25,6.71,measured,0.95,observed,-1.0,6.15,6.03
TAP_A01,398.0,,,727243.36,9683760.28,O,10.7,A,3.33,9.9,20090617-20090708,11.5,A,9.3,20100714-20100805,11.6,A,4.36,7.94,20110712-20110719,M3,11.82,9.9,measured,0.45,observed,-1.0,11.15,9.62
TAP_A01,399.0,,,727241.81,9683759.35,O,6.6,A,5.66,7.55,20090617-20090708,6.5,A,7.94,20100714-20100805,6.6,A,3.8,6.52,20110712-20110719,M3,7.81,7.55,measured,0.0,observed,-1.0,6.6,7.55
TAP_A01,400.0,,,727228.83,9683760.03,O,5.5,A,6.14,7.75,20090617-20090708,5.5,A,7.8,20100714-20100805,5.5,A,6.06,8.67,20110712-20110719,M3,6.81,7.75,measured,0.0,observed,-1.0,5.5,7.75
TAP_A01,401.0,,,727227.85,9683760.58,O,8.0,A,9.55,10.79,20090617-20090708,8.5,A,10.54,20100714-20100805,8.2,A,7.72,11.48,20110712-20110719,M3,9.19,10.79,measured,0.1,observed,-1.0,8.1,10.68
TAP_A01,939.0,,,727227.59,9683761.25,P,,,,,20090617-20090708,15.2,A,4.66,20100714-20100805,15.0,A,1.12,4.81,20110712-20110719,M3,14.15,4.66,measured,0.1,site_median,-1.0,14.9,4.64
