site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch
TAC_A01,75,Banara guianensis,Salicaceae,797966.9103,9729060.571,8.0,8.72,3.47,False,O,P13,9.02
TAC_A01,76,Banara guianensis,Salicaceae,797967.4497,9729060.296,8.0,8.11,3.59,False,O,P13,9.02
TAC_A01,77,Banara guianensis,Salicaceae,797967.4497,9729060.296,10.4,10.73,6.28,False,O,P13,10.93
TAC_A01,78,Banara guianensis,Salicaceae,797970.8954,9729060.865,9.7,9.68,6.27,False,O,P13,10.39
TAC_A01,79,Banara guianensis,Salicaceae,797972.766,9729059.912,11.1,8.85,4.04,False,O,P13,11.45
TAC_A01,80,Banara guianensis,Salicaceae,797972.8551,9729059.867,8.1,5.98,3.14,False,O,P13,9.1
TAC_A01,81,Banara guianensis,Salicaceae,797974.3694,9729059.096,7.6,9.48,4.98,False,O,P13,8.68
TAC_A01,82,Euterpe oleracea,Arecaceae,797974.3694,9729059.096,5.9,7.06,2.21,False,P,P13,7.18
TAC_A01,83,Euterpe oleracea,Arecaceae,797949.893,9729074.462,6.1,6.98,2.98,False,P,P13,7.36
TAC_A01,84,Euterpe oleracea,Arecaceae,797949.9446,9729074.539,7.1,8.82,3.9,False,P,P13,8.25
TAC_A01,85,Euterpe oleracea,Arecaceae,797950.524,9729074.349,6.8,8.03,3.5,False,P,P13,7.99
TAC_A01,86,Euterpe oleracea,Arecaceae,797950.5606,9729074.227,7.7,7.51,4.57,False,P,P13,8.77
TAC_A01,87,Euterpe oleracea,Arecaceae,797950.5606,9729074.227,6.6,4.78,2.02,False,P,P13,7.81
TAC_A01,88,Euterpe oleracea,Arecaceae,797949.2768,9729074.774,5.9,6.11,1.75,False,P,P13,7.18
TAC_A01,89,Euterpe oleracea,Arecaceae,797950.0691,9729074.372,5.7,3.85,2.04,False,P,P13,6.99
TAC_A01,90,Ximenia americana,Olacaceae,797953.2382,9729072.767,15.1,10.33,4.97,False,O,P13,14.21
TAC_A01,91,Ximenia americana,Olacaceae,797953.3263,9729072.723,19.9,9.45,4.31,False,O,P13,17.11
TAC_A01,92,Euterpe oleracea,Arecaceae,797957.4242,9729070.751,10.6,4.19,2.37,False,P,P13,11.08
TAC_A01,93,Banara guianensis,Salicaceae,797978.3596,9729067.673,8.6,7.03,4.49,False,O,P13,9.52
TAC_A01,94,Banara guianensis,Salicaceae,797978.3596,9729067.673,8.0,6.6,4.46,False,O,P13,9.02
TAC_A01,95,Banara guianensis,Salicaceae,797978.2743,9729067.716,13.7,10.89,2.48,False,O,P13,13.29
TAC_A01,96,Ximenia americana,Olacaceae,797974.7326,9729069.381,15.3,10.23,5.07,False,O,P13,14.34
TAC_A01,97,Euterpe oleracea,Arecaceae,797974.6472,9729069.424,8.8,7.81,4.58,False,P,P13,9.68
TAC_A01,98,Euterpe oleracea,Arecaceae,797974.5618,9729069.467,7.5,7.25,4.29,False,P,P13,8.6
TAC_A01,99,Euterpe oleracea,Arecaceae,797974.4765,9729069.509,7.6,6.94,3.26,False,P,P13,8.68
TAC_A01,100,Euterpe oleracea,Arecaceae,797974.3911,9729069.552,6.5,8.73,4.93,False,P,P13,7.72
TAC_A01,101,Euterpe oleracea,Arecaceae,797974.3486,9729069.468,10.0,9.09,6.02,False,P,P13,10.62
TAC_A01,102,Euterpe oleracea,Arecaceae,797974.3057,9729069.595,7.3,6.82,4.11,False,P,P13,8.43
TAC_A01,103,Euterpe oleracea,Arecaceae,797974.4336,9729069.636,6.8,7.2,4.58,False,P,P13,7.99
TAC_A01,104,Euterpe oleracea,Arecaceae,797974.6043,9729069.551,7.8,8.66,2.9,False,P,P13,8.85
TAC_A01,105,Euterpe oleracea,Arecaceae,797974.0068,9729069.849,7.1,6.76,2.2,False,P,P13,8.25
TAC_A01,106,Cecropia ficifolia,Urticaceae,797973.4947,9729070.105,18.3,10.01,8.12,False,O,P13,16.19
TAC_A01,107,Euterpe oleracea,Arecaceae,797956.9371,9729078.383,6.4,5.93,2.18,False,P,P13,7.64
TAC_A01,108,Euterpe oleracea,Arecaceae,797956.8517,9729078.426,7.2,6.25,2.58,False,P,P13,8.34
TAC_A01,109,Euterpe oleracea,Arecaceae,797956.8517,9729078.426,5.7,5.52,2.01,False,P,P13,6.99
TAC_A01,110,Euterpe oleracea,Arecaceae,797956.8517,9729078.426,6.0,4.46,1.2,False,P,P13,7.27
TAC_A01,111,Euterpe oleracea,Arecaceae,797957.5024,9729082.552,6.6,6.35,2.01,False,P,P13,7.81
TAC_A01,112,Euterpe oleracea,Arecaceae,797957.4186,9729082.594,6.6,6.63,1.97,False,P,P13,7.81
TAC_A01,113,Euterpe oleracea,Arecaceae,797957.3349,9729082.635,6.4,4.52,2.12,False,P,P13,7.64
TAC_A01,114,Euterpe oleracea,Arecaceae,797957.5024,9729082.552,6.9,6.95,2.23,False,P,P13,8.08
TAC_A01,115,Euterpe oleracea,Arecaceae,797963.3646,9729079.646,7.2,5.71,2.47,False,P,P13,8.34
TAC_A01,116,Euterpe oleracea,Arecaceae,797963.1843,9729079.528,8.3,7.51,4.1,False,P,P13,9.27
TAC_A01,117,Euterpe oleracea,Arecaceae,797963.1488,9729079.649,8.4,5.59,2.44,False,P,P13,9.35
TAC_A01,1,Euterpe oleracea,Arecaceae,797885.5829,9729472.986,6.5,7.12,3.31,False,P,P14,7.72
TAC_A01,2,Ximenia americana,Olacaceae,797885.4955,9729473.035,13.2,6.95,3.71,False,O,P14,12.95
TAC_A01,3,Ximenia americana,Olacaceae,797885.4772,9729473.174,13.0,7.0,4.87,False,O,P14,12.81
TAC_A01,4,Ximenia americana,Olacaceae,797884.7963,9729473.432,20.9,10.74,3.44,False,O,P14,17.67
TAC_A01,5,Ximenia americana,Olacaceae,797884.8899,9729474.524,19.4,13.48,5.47,False,O,P14,16.83
TAC_A01,6,Ximenia americana,Olacaceae,797884.0516,9729474.742,14.4,8.34,2.96,False,O,P14,13.76
TAC_A01,7,Ximenia americana,Olacaceae,797883.808,9729474.753,12.8,8.53,4.86,False,O,P14,12.67
TAC_A01,8,Ximenia americana,Olacaceae,797882.4744,9729475.63,13.2,11.76,6.34,False,O,P14,12.95
TAC_A01,9,Ximenia americana,Olacaceae,797881.5707,9729475.763,16.4,11.42,5.73,False,O,P14,15.04
TAC_A01,10,Ximenia americana,Olacaceae,797880.5001,9729476.492,16.9,13.05,5.91,False,O,P14,15.35
TAC_A01,11,Ximenia americana,Olacaceae,797880.5672,9729476.579,10.0,11.4,3.92,False,O,P14,10.62
TAC_A01,12,Euterpe oleracea,Arecaceae,797880.2425,9729477.133,8.1,11.42,5.06,False,P,P14,9.1
TAC_A01,13,Ximenia americana,Olacaceae,797879.9794,9729477.28,6.8,10.52,3.91,False,O,P14,7.99
TAC_A01,14,Ximenia americana,Olacaceae,797879.4952,9729477.306,7.1,10.19,3.91,False,O,P14,8.25
TAC_A01,15,Ximenia americana,Olacaceae,797879.562,9729477.391,7.2,8.11,3.91,False,O,P14,8.34
TAC_A01,16,Ximenia americana,Olacaceae,797873.5641,9729480.046,14.7,8.92,3.94,False,O,P14,13.95
TAC_A01,17,Ximenia americana,Olacaceae,797873.6288,9729480.129,17.6,10.5,5.05,False,O,P14,15.77
TAC_A01,18,Ximenia americana,Olacaceae,797873.4538,9729480.228,15.6,11.66,4.42,False,O,P14,14.54
TAC_A01,19,Ximenia americana,Olacaceae,797873.3663,9729480.278,15.8,9.61,5.33,False,O,P14,14.66
TAC_A01,20,Ximenia americana,Olacaceae,797873.2788,9729480.327,7.1,4.4,2.82,False,O,P14,8.25
TAC_A01,21,Ximenia americana,Olacaceae,797870.2646,9729481.797,7.1,4.0,1.71,False,O,P14,8.25
TAC_A01,22,Ximenia americana,Olacaceae,797870.1772,9729481.847,17.8,11.05,4.69,False,O,P14,15.89
TAC_A01,23,Ximenia americana,Olacaceae,797870.4156,9729481.829,11.0,9.44,4.69,False,O,P14,11.38
TAC_A01,24,Ximenia americana,Olacaceae,797870.0657,9729482.027,12.4,10.45,1.73,False,O,P14,12.39
TAC_A01,25,Ximenia americana,Olacaceae,797868.4171,9729483.307,11.4,4.58,2.55,False,O,P14,11.67
TAC_A01,26,Ximenia americana,Olacaceae,797868.3046,9729483.486,18.9,13.05,5.7,False,O,P14,16.54
TAC_A01,27,Ximenia americana,Olacaceae,797867.8542,9729483.394,9.6,9.56,2.51,False,O,P14,10.31
TAC_A01,28,Ximenia americana,Olacaceae,797868.1788,9729484.133,10.9,12.15,4.37,False,O,P14,11.3
TAC_A01,29,Euterpe oleracea,Arecaceae,797866.4178,9729483.978,6.5,8.16,2.8,False,P,P14,7.72
TAC_A01,30,Euterpe oleracea,Arecaceae,797866.3304,9729484.027,7.6,9.82,3.37,False,P,P14,8.68
TAC_A01,31,Euterpe oleracea,Arecaceae,797866.2429,9729484.077,6.1,7.05,2.61,False,P,P14,7.36
TAC_A01,32,Euterpe oleracea,Arecaceae,797863.7337,9729491.674,7.7,8.9,3.4,False,P,P14,8.77
TAC_A01,33,Euterpe oleracea,Arecaceae,797864.12,9729491.362,6.4,7.59,3.09,False,P,P14,7.64
TAC_A01,34,Euterpe oleracea,Arecaceae,797864.5369,9729491.25,6.2,7.23,2.04,False,P,P14,7.45
TAC_A01,35,Euterpe oleracea,Arecaceae,797864.2692,9729491.392,6.2,8.7,4.03,False,P,P14,7.45
TAC_A01,36,Ximenia americana,Olacaceae,797865.6365,9729490.56,16.4,9.43,3.74,False,O,P14,15.04
TAC_A01,37,Ximenia americana,Olacaceae,797865.7544,9729490.389,21.7,13.59,4.59,False,O,P14,18.1
TAC_A01,38,Ximenia americana,Olacaceae,797866.2325,9729490.355,18.0,14.26,6.83,False,O,P14,16.01
TAC_A01,39,Ximenia americana,Olacaceae,797865.6078,9729490.685,22.0,12.23,5.15,False,O,P14,18.26
TAC_A01,40,Ximenia americana,Olacaceae,797867.7775,9729489.428,10.6,8.33,4.18,False,O,P14,11.08
TAC_A01,41,Ximenia americana,Olacaceae,797876.3416,9729484.901,9.6,6.06,3.14,False,O,P14,10.31
TAC_A01,42,Ximenia americana,Olacaceae,797870.6859,9729487.665,9.0,9.73,4.81,False,O,P14,9.84
TAC_A01,43,Ximenia americana,Olacaceae,797870.9533,9729487.523,7.6,6.73,3.51,False,O,P14,8.68
TAC_A01,44,Ximenia americana,Olacaceae,797871.4711,9729487.702,15.0,12.24,5.9,False,O,P14,14.15
TAC_A01,45,Ximenia americana,Olacaceae,797871.3818,9729487.749,15.4,10.6,4.48,False,O,P14,14.41
TAC_A01,46,Ximenia americana,Olacaceae,797873.5263,9729485.814,11.9,13.48,6.49,False,O,P14,12.03
TAC_A01,47,Ximenia americana,Olacaceae,797874.2262,9729485.904,8.1,7.72,2.25,False,O,P14,9.1
TAC_A01,48,Ximenia americana,Olacaceae,797874.4427,9729486.02,6.2,7.58,3.65,False,O,P14,7.45
TAC_A01,49,Ximenia americana,Olacaceae,797874.5319,9729485.973,10.7,9.2,3.75,False,O,P14,11.15
TAC_A01,50,Ximenia americana,Olacaceae,797876.4704,9729485.066,17.3,9.08,1.86,False,O,P14,15.59
TAC_A01,51,Cecropia ficifolia,Urticaceae,797876.7231,9729484.582,12.6,12.56,9.39,False,O,P14,12.53
TAC_A01,52,Cecropia ficifolia,Urticaceae,797876.5694,9729484.546,10.8,10.71,7.04,False,O,P14,11.23
TAC_A01,53,Cecropia ficifolia,Urticaceae,797876.594,9729484.416,11.7,8.48,5.92,False,O,P14,11.89
TAC_A01,54,Cecropia ficifolia,Urticaceae,797876.6185,9729484.286,11.8,8.86,7.07,False,O,P14,11.96
TAC_A01,55,Euterpe oleracea,Arecaceae,797876.6831,9729484.369,10.8,9.02,6.16,False,P,P14,11.23
TAC_A01,56,Euterpe oleracea,Arecaceae,797877.7446,9729484.276,7.2,9.42,4.4,False,P,P14,8.34
TAC_A01,57,Euterpe oleracea,Arecaceae,797877.8339,9729484.229,6.0,7.98,4.27,False,P,P14,7.27
TAC_A01,58,Euterpe oleracea,Arecaceae,797877.9881,9729484.265,6.7,8.9,3.77,False,P,P14,7.9
TAC_A01,59,Euterpe oleracea,Arecaceae,797878.1016,9729484.088,7.3,11.07,5.92,False,P,P14,8.43
TAC_A01,60,Euterpe oleracea,Arecaceae,797878.1016,9729484.088,6.6,8.04,4.3,False,P,P14,7.81
TAC_A01,61,Ximenia americana,Olacaceae,797882.1175,9729481.967,17.9,12.05,3.2,False,O,P14,15.95
TAC_A01,62,Ximenia americana,Olacaceae,797882.7647,9729481.505,14.2,11.59,6.34,False,O,P14,13.62
TAC_A01,63,Ximenia americana,Olacaceae,797882.9206,9729481.543,16.6,8.93,3.65,False,O,P14,15.16
TAC_A01,64,Ximenia americana,Olacaceae,797885.0624,9729480.412,21.5,9.55,4.27,False,O,P14,17.99
TAC_A01,65,Ximenia americana,Olacaceae,797885.1517,9729480.365,22.2,12.44,4.62,False,O,P14,18.37
TAC_A01,66,Ximenia americana,Olacaceae,797885.5979,9729480.13,10.1,6.54,1.86,False,O,P14,10.7
TAC_A01,67,Euterpe oleracea,Arecaceae,797887.8289,9729478.952,5.6,6.73,1.89,False,P,P14,6.9
TAC_A01,68,Euterpe oleracea,Arecaceae,797883.2781,9729486.367,7.2,6.67,2.53,False,P,P14,8.34
TAC_A01,69,Euterpe oleracea,Arecaceae,797883.1875,9729486.412,7.2,7.96,3.14,False,P,P14,8.34
TAC_A01,70,Euterpe oleracea,Arecaceae,797874.671,9729490.67,10.0,9.88,4.92,False,P,P14,10.62
TAC_A01,71,Ximenia americana,Olacaceae,797874.3992,9729490.806,16.7,11.77,2.8,False,O,P14,15.22
TAC_A01,72,Ximenia americana,Olacaceae,797874.5246,9729490.966,15.2,8.41,2.97,False,O,P14,14.28
TAC_A01,73,Ximenia americana,Olacaceae,797874.1338,9729491.272,20.6,12.04,7.0,False,O,P14,17.5
TAC_A01,74,Ximenia americana,Olacaceae,797874.0368,9729490.987,15.0,13.0,6.35,False,O,P14,14.15
TAC_A01,75,Ximenia americana,Olacaceae,797874.3778,9729491.262,18.0,11.07,5.39,False,O,P14,16.01
TAC_A01,76,Ximenia americana,Olacaceae,797868.8131,9729494.137,10.8,6.92,3.3,False,O,P14,11.23
TAC_A01,77,Ximenia americana,Olacaceae,797869.4485,9729493.822,14.0,12.92,5.05,False,O,P14,13.49
TAC_A01,78,Ximenia americana,Olacaceae,797868.9039,9729494.092,20.1,11.41,4.53,False,O,P14,17.22
TAC_A01,79,Ximenia americana,Olacaceae,797868.2989,9729494.285,10.1,5.86,3.3,False,O,P14,10.7
TAC_A01,80,Ximenia americana,Olacaceae,797867.724,9729494.678,6.5,3.56,2.16,False,O,P14,7.72
TAC_A01,81,Euterpe oleracea,Arecaceae,797868.779,9729498.601,8.0,6.65,2.28,False,P,P14,9.02
TAC_A01,82,Euterpe oleracea,Arecaceae,797868.6869,9729498.645,9.2,9.19,4.57,False,P,P14,10.0
TAC_A01,83,Euterpe oleracea,Arecaceae,797868.5948,9729498.688,9.0,9.84,3.83,False,P,P14,9.84
TAC_A01,84,Euterpe oleracea,Arecaceae,797868.4431,9729498.655,9.7,8.56,4.33,False,P,P14,10.39
TAC_A01,85,Ximenia americana,Olacaceae,797868.9956,9729498.395,9.2,7.57,2.53,False,O,P14,10.0
TAC_A01,86,Euterpe oleracea,Arecaceae,797877.4386,9729494.536,6.6,8.15,2.98,False,P,P14,7.81
TAC_A01,87,Euterpe oleracea,Arecaceae,797877.468,9729494.413,8.5,9.76,4.96,False,P,P14,9.43
TAC_A01,88,Euterpe oleracea,Arecaceae,797877.6229,9729494.45,5.3,7.01,2.78,False,P,P14,6.62
TAC_A01,89,Euterpe oleracea,Arecaceae,797877.715,9729494.407,7.8,9.52,4.34,False,P,P14,8.85
TAC_A01,90,Ximenia americana,Olacaceae,797881.7684,9729492.504,18.1,12.2,5.27,False,O,P14,16.07
TAC_A01,91,Ximenia americana,Olacaceae,797882.0813,9729492.582,17.4,9.81,4.35,False,O,P14,15.65
TAC_A01,92,Ximenia americana,Olacaceae,797889.7329,9729489.0,7.1,10.98,4.48,False,O,P14,8.25
TAC_A01,93,Ximenia americana,Olacaceae,797889.9173,9729488.914,20.1,11.99,7.03,False,O,P14,17.22
TAC_A01,94,Ximenia americana,Olacaceae,797889.7329,9729489.0,10.4,4.13,0.22,False,O,P14,10.93
TAC_A01,95,Ximenia americana,Olacaceae,797890.3782,9729488.698,19.9,14.03,4.74,False,O,P14,17.11
TAC_A01,96,Ximenia americana,Olacaceae,797891.2079,9729488.31,18.9,11.89,5.09,False,O,P14,16.54
TAC_A01,97,Ximenia americana,Olacaceae,797899.6898,9729491.133,24.2,13.19,5.45,False,O,P14,19.4
TAC_A01,98,Euterpe oleracea,Arecaceae,797888.1276,9729496.142,5.8,8.58,3.49,False,P,P14,7.09
TAC_A01,99,Ximenia americana,Olacaceae,797886.8116,9729496.712,17.9,13.16,4.44,False,O,P14,15.95
TAC_A01,100,Ximenia americana,Olacaceae,797886.5296,9729496.834,13.7,12.94,4.17,False,O,P14,13.29
TAC_A01,101,Ximenia americana,Olacaceae,797886.3416,9729496.916,7.2,9.85,5.4,False,O,P14,8.34
TAC_A01,102,Ximenia americana,Olacaceae,797885.9707,9729497.408,8.7,6.93,4.62,False,O,P14,9.6
TAC_A01,103,Ximenia americana,Olacaceae,797885.6836,9729497.201,10.8,7.25,3.07,False,O,P14,11.23
TAC_A01,104,Ximenia americana,Olacaceae,797885.4956,9729497.282,9.6,6.1,3.66,False,O,P14,10.31
TAC_A01,105,Ximenia americana,Olacaceae,797885.3076,9729497.364,15.8,13.91,4.64,False,O,P14,14.66
TAC_A01,106,Ximenia americana,Olacaceae,797885.0897,9729497.568,19.7,12.94,5.91,False,O,P14,17.0
TAC_A01,107,Ximenia americana,Olacaceae,797884.9957,9729497.609,6.1,4.43,2.29,False,O,P14,7.36
TAC_A01,108,Ximenia americana,Olacaceae,797884.9016,9729497.649,16.9,11.66,4.89,False,O,P14,15.35
TAC_A01,109,Ximenia americana,Olacaceae,797883.115,9729498.422,7.0,5.01,3.95,False,O,P14,8.17
TAC_A01,110,Ximenia americana,Olacaceae,797883.021,9729498.463,5.1,5.46,2.93,False,O,P14,6.43
TAC_A01,111,Ximenia americana,Olacaceae,797881.2343,9729499.236,21.2,11.07,5.39,False,O,P14,17.83
TAC_A01,112,Ximenia americana,Olacaceae,797881.0149,9729499.438,7.0,3.84,3.35,False,O,P14,8.17
TAC_A01,113,Euterpe oleracea,Arecaceae,797875.7804,9729501.595,7.1,9.5,5.47,False,P,P14,8.25
TAC_A01,114,Euterpe oleracea,Arecaceae,797875.6864,9729501.636,7.9,9.88,4.63,False,P,P14,8.94
TAC_A01,115,Euterpe oleracea,Arecaceae,797875.7473,9729501.713,7.0,9.38,4.23,False,P,P14,8.17
TAC_A01,116,Euterpe oleracea,Arecaceae,797875.5924,9729501.676,6.6,9.17,4.47,False,P,P14,7.81
TAC_A01,117,Euterpe oleracea,Arecaceae,797875.4983,9729501.717,9.1,9.95,5.11,False,P,P14,9.92
TAC_A01,118,Euterpe oleracea,Arecaceae,797875.5258,9729501.913,8.4,7.43,2.83,False,P,P14,9.35
TAC_A01,119,Euterpe oleracea,Arecaceae,797875.4043,9729501.758,5.2,5.55,2.18,False,P,P14,6.52
TAC_A01,120,Euterpe oleracea,Arecaceae,797874.652,9729502.083,6.0,7.38,2.81,False,P,P14,7.27
TAC_A01,121,Euterpe oleracea,Arecaceae,797875.4043,9729501.758,5.3,4.68,2.2,False,P,P14,6.62
TAC_A01,122,Euterpe oleracea,Arecaceae,797875.5591,9729501.795,5.9,7.56,3.26,False,P,P14,7.18
TAC_A01,123,Euterpe oleracea,Arecaceae,797873.0535,9729502.774,7.0,8.55,5.01,False,P,P14,8.17
TAC_A01,124,Euterpe oleracea,Arecaceae,797872.9594,9729502.815,6.2,8.3,4.1,False,P,P14,7.45
TAC_A01,125,Ximenia americana,Olacaceae,797873.0535,9729502.774,24.5,10.21,4.97,False,O,P14,19.55
TAC_A01,126,Euterpe oleracea,Arecaceae,797873.0193,9729502.892,8.0,9.69,4.84,False,P,P14,9.02
TAC_A01,127,Euterpe oleracea,Arecaceae,797872.549,9729503.095,5.9,9.46,3.86,False,P,P14,7.18
TAC_A01,128,Euterpe oleracea,Arecaceae,797872.455,9729503.136,6.6,7.85,3.54,False,P,P14,7.81
TAC_A01,129,Euterpe oleracea,Arecaceae,797872.4206,9729503.252,7.4,7.25,4.64,False,P,P14,8.51
TAC_A01,130,Zanthoxylum rhoifolium,Rutaceae,797877.361,9729502.168,8.8,9.01,4.64,False,O,P14,9.68
TAC_A01,131,Myrciaria floribunda,Myrtaceae,797874.7853,9729503.058,7.9,7.26,2.92,False,O,P14,8.94
TAC_A01,132,Myrciaria floribunda,Myrtaceae,797880.3556,9729504.872,7.3,5.95,3.41,False,O,P14,8.43
TAC_A01,133,Myrciaria floribunda,Myrtaceae,797880.26,9729504.91,6.1,4.83,3.71,False,O,P14,7.36
TAC_A01,134,Euterpe oleracea,Arecaceae,797884.5209,9729504.249,7.1,6.96,3.69,False,P,P14,8.25
TAC_A01,135,Euterpe oleracea,Arecaceae,797884.6168,9729504.211,35.4,8.8,6.01,False,P,P14,24.36
TAC_A01,136,Euterpe oleracea,Arecaceae,797884.5209,9729504.249,7.6,7.38,3.01,False,P,P14,8.68
TAC_A01,137,Euterpe oleracea,Arecaceae,797884.6168,9729504.211,7.7,9.45,4.73,False,P,P14,8.77
TAC_A01,138,Euterpe oleracea,Arecaceae,797884.7755,9729504.253,6.7,8.91,3.94,False,P,P14,7.9
TAC_A01,139,Euterpe oleracea,Arecaceae,797885.0967,9729504.02,6.5,6.82,2.31,False,P,P14,7.72
TAC_A01,140,Ximenia americana,Olacaceae,797888.6798,9729502.492,20.1,13.1,5.91,False,O,P14,17.22
TAC_A01,141,Ximenia americana,Olacaceae,797888.8716,9729502.416,13.5,12.5,7.94,False,O,P14,13.15
TAC_A01,142,Ximenia americana,Olacaceae,797888.8716,9729502.416,21.1,13.34,6.61,False,O,P14,17.78
TAC_A01,143,Ximenia americana,Olacaceae,797885.1837,9729497.527,13.4,6.92,4.23,False,O,P14,13.08
TAC_A01,144,Ximenia americana,Olacaceae,797886.5002,9729496.958,16.4,10.48,5.4,False,O,P14,15.04
TAC_A01,145,Myrciaria floribunda,Myrtaceae,797886.7176,9729496.753,6.7,5.77,3.88,False,O,P14,7.9
TAC_A01,146,Ximenia americana,Olacaceae,797888.1928,9729496.226,11.4,8.26,5.58,False,O,P14,11.67
TAC_A01,147,Euterpe oleracea,Arecaceae,797893.3646,9729493.988,8.0,9.42,5.72,False,P,P14,9.02
TAC_A01,148,Euterpe oleracea,Arecaceae,797893.4587,9729493.948,6.6,7.38,5.21,False,P,P14,7.81
TAC_A01,149,Ximenia americana,Olacaceae,797894.2109,9729493.622,21.0,12.25,6.87,False,O,P14,17.72
TAC_A01,150,Ximenia americana,Olacaceae,797894.305,9729493.582,18.3,11.49,4.79,False,O,P14,16.19
TAC_A01,151,Ximenia americana,Olacaceae,797894.5871,9729493.46,16.8,9.01,3.48,False,O,P14,15.29
TAC_A01,152,Ximenia americana,Olacaceae,797894.6544,9729493.546,21.4,9.12,4.07,False,O,P14,17.94
TAC_A01,153,Ximenia americana,Olacaceae,797897.22,9729492.321,19.3,11.47,4.69,False,O,P14,16.77
TAC_A01,154,Ximenia americana,Olacaceae,797897.4081,9729492.239,17.7,12.32,7.37,False,O,P14,15.83
TAC_A01,155,Ximenia americana,Olacaceae,797898.5365,9729491.751,18.8,9.61,4.65,False,O,P14,16.48
TAC_A01,156,Euterpe oleracea,Arecaceae,797899.7589,9729491.222,6.1,6.58,3.32,False,P,P14,7.36
TAC_A01,157,Euterpe oleracea,Arecaceae,797899.8281,9729491.311,5.0,5.2,2.67,False,P,P14,6.33
TAC_A01,158,Euterpe oleracea,Arecaceae,797899.6898,9729491.133,8.7,8.07,4.84,False,P,P14,9.6
TAC_A01,1,Swietenia macrophylla ,Meliaceae,797623.0542,9728920.768,10.3,3.91,2.76,False,O,P16,10.85
TAC_A01,2,Theobroma glaucum,Malvaceae,797618.4813,9728922.828,13.5,4.25,1.28,False,O,P16,13.15
TAC_A01,3,Theobroma glaucum,Malvaceae,797613.9998,9728924.848,8.4,4.25,1.66,False,O,P16,9.35
TAC_A01,4,Swietenia macrophylla ,Meliaceae,797609.5184,9728926.867,20.1,9.86,4.15,False,O,P16,17.22
TAC_A01,5,Theobroma glaucum,Malvaceae,797604.8027,9728929.095,11.2,3.64,1.56,False,O,P16,11.53
TAC_A01,6,Theobroma glaucum,Malvaceae,797600.5038,9728931.032,13.0,3.42,0.98,False,O,P16,12.81
TAC_A01,7,Swietenia macrophylla ,Meliaceae,797595.9305,9728933.093,23.2,11.06,2.96,False,O,P16,18.89
TAC_A01,8,Theobroma glaucum,Malvaceae,797597.3088,9728936.066,13.2,3.68,0.79,False,O,P16,12.95
TAC_A01,9,Theobroma glaucum,Malvaceae,797601.9744,9728934.162,7.1,2.4,0.73,False,O,P16,8.25
TAC_A01,10,Theobroma glaucum,Malvaceae,797606.4695,9728932.129,6.6,2.16,1.44,False,O,P16,7.81
TAC_A01,11,Theobroma glaucum,Malvaceae,797610.873,9728930.137,10.9,2.64,0.33,False,O,P16,11.3
TAC_A01,12,Theobroma glaucum,Malvaceae,797610.8325,9728930.053,6.3,3.18,3.0,False,O,P16,7.54
TAC_A01,13,Theobroma glaucum,Malvaceae,797615.4598,9728928.062,12.8,4.36,1.4,False,O,P16,12.67
TAC_A01,14,Theobroma glaucum,Malvaceae,797620.0467,9728925.988,11.6,4.22,1.53,False,O,P16,11.82
TAC_A01,15,Theobroma glaucum,Malvaceae,797624.6336,9728923.913,8.5,1.82,1.0,False,O,P16,9.43
TAC_A01,16,Theobroma glaucum,Malvaceae,797621.777,9728929.48,10.7,3.53,1.41,False,O,P16,11.15
TAC_A01,17,Theobroma glaucum,Malvaceae,797616.9906,9728931.653,5.9,2.14,0.9,False,O,P16,7.18
TAC_A01,18,Theobroma glaucum,Malvaceae,797612.5723,9728933.66,12.2,3.13,1.26,False,O,P16,12.25
TAC_A01,19,Theobroma glaucum,Malvaceae,797608.01,9728935.834,9.9,4.07,1.99,False,O,P16,10.55
TAC_A01,20,Theobroma glaucum,Malvaceae,797603.3676,9728937.84,13.9,4.08,1.52,False,O,P16,13.42
TAC_A01,22,Theobroma glaucum,Malvaceae,797600.2214,9728943.073,6.0,4.6,1.85,False,O,P16,7.27
TAC_A01,23,Tabebuia chrysotricha,,797604.8374,9728940.97,9.5,2.97,1.27,False,O,P16,10.23
TAC_A01,24,Theobroma glaucum,Malvaceae,797609.044,9728938.95,9.1,3.5,1.16,False,O,P16,9.92
TAC_A01,25,Theobroma glaucum,Malvaceae,797613.7924,9728936.889,6.5,3.18,2.2,False,O,P16,7.72
TAC_A01,26,Theobroma glaucum,Malvaceae,797618.4083,9728934.786,9.6,2.8,0.64,False,O,P16,10.31
TAC_A01,27,Theobroma glaucum,Malvaceae,797623.3013,9728932.556,5.0,2.09,0.87,False,O,P16,6.33
TAC_A01,30,Theobroma glaucum,Malvaceae,797625.2682,9728935.837,6.2,1.86,0.81,False,O,P16,7.45
TAC_A01,31,Theobroma glaucum,Malvaceae,797620.3593,9728938.083,15.5,4.2,1.72,False,O,P16,14.47
TAC_A01,32,Theobroma glaucum,Malvaceae,797611.2824,9728942.235,6.4,2.31,0.94,False,O,P16,7.64
TAC_A01,33,Theobroma glaucum,Malvaceae,797606.6514,9728944.354,10.5,4.16,1.63,False,O,P16,11.0
TAC_A01,34,Theobroma glaucum,Malvaceae,797601.8351,9728946.557,8.9,1.5,0.81,False,O,P16,9.76
