site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,dbh,date,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
JAM_A02,80a,Qualea paraensis,Vochysiaceae,498977.7702,8989901.284,0.69,39.2,20131216.0,A,O,0,25.79,25.79,feldpausch_regional,0.18,default,0.0,39.2,25.79
JAM_A02,66,Tachigali myrmecophila,Fabaceae,498976.4113,8989908.28,0.53,50.2,20131216.0,A,O,0,29.34,29.34,feldpausch_regional,0.18,default,0.0,50.2,29.34
JAM_A02,67,Euterpe oleracea,Arecaceae,498987.1751,8989897.243,0.41,12.3,20131216.0,A,P,0,12.32,12.32,feldpausch_regional,0.18,default,0.0,12.3,12.32
JAM_A02,68,Virola elongata,Myristicaceae,498987.0163,8989904.233,0.52,12.6,20131216.0,A,O,0,12.53,12.53,feldpausch_regional,0.18,default,0.0,12.6,12.53
JAM_A02,69,,,498984.4728,8989907.041,,21.9,20131216.0,D,O,0,18.21,18.21,feldpausch_regional,0.18,default,0.0,21.9,18.21
JAM_A02,1,Annona exsucca,Annonaceae,499726.165,8990394.853,0.44,11.0,20131219.0,A,O,0,11.38,11.38,feldpausch_regional,0.18,default,0.0,11.0,11.38
JAM_A02,2,Virola sebifera,Myristicaceae,499725.7131,8990386.099,0.45,10.1,20131219.0,A,O,0,10.7,10.7,feldpausch_regional,0.18,default,0.0,10.1,10.7
JAM_A02,3,Couepia racemosa,Chrysobalanaceae,499730.2039,8990381.287,0.79,22.7,20131219.0,A,O,0,18.63,18.63,feldpausch_regional,0.18,default,0.0,22.7,18.63
JAM_A02,4,Capirona decorticans,Rubiaceae,499728.2457,8990369.488,0.59,21.6,20131219.0,A,O,0,18.05,18.05,feldpausch_regional,0.18,default,0.0,21.6,18.05
JAM_A02,5,Luehea speciosa,Malvaceae,499728.789,8990368.775,0.51,20.9,20131219.0,A,O,0,17.67,17.67,feldpausch_regional,0.18,default,0.0,20.9,17.67
JAM_A02,6,Copaifera reticulata,Fabaceae,499728.201,8990365.405,0.61,14.1,20131219.0,A,O,0,13.56,13.56,feldpausch_regional,0.18,default,0.0,14.1,13.56
JAM_A02,7,Helicostylis sp.,Moraceae,499730.4678,8990361.056,0.65,27.9,20131219.0,A,O,0,21.18,21.18,feldpausch_regional,0.18,default,0.0,27.9,21.18
JAM_A02,8,Ormosia coccinea,Fabaceae,499727.3438,8990359.95,0.63,11.1,20131219.0,A,O,0,11.45,11.45,feldpausch_regional,0.18,default,0.0,11.1,11.45
JAM_A02,9,Tachigali paniculata,Fabaceae,499727.0564,8990359.759,0.56,12.8,20131219.0,A,O,0,12.67,12.67,feldpausch_regional,0.18,default,0.0,12.8,12.67
JAM_A02,11,Maquira sclerophylla,Moraceae,499730.842,8990358.255,0.53,15.5,20131219.0,A,O,0,14.47,14.47,feldpausch_regional,0.18,default,0.0,15.5,14.47
JAM_A02,12,Virola elongata,Myristicaceae,499727.886,8990354.455,0.52,22.7,20131219.0,A,O,0,18.63,18.63,feldpausch_regional,0.18,default,0.0,22.7,18.63
JAM_A02,13,Ocotea canaliculata,Lauraceae,499731.5904,8990352.655,0.48,15.7,20131219.0,A,O,0,14.6,14.6,feldpausch_regional,0.18,default,0.0,15.7,14.6
JAM_A02,14,Symphonia globulifera,Clusiaceae,499728.2782,8990348.167,0.6,10.5,20131219.0,A,O,0,11.0,11.0,feldpausch_regional,0.18,default,0.0,10.5,11.0
JAM_A02,125a,Pterocarpus sp.,Fabaceae,499724.2798,8990348.282,0.51,35.1,20131219.0,A,O,0,24.25,24.25,feldpausch_regional,0.18,default,0.0,35.1,24.25
JAM_A02,5a,Tachigali alba,Fabaceae,499718.8462,8990355.413,0.56,45.8,20131219.0,A,O,0,28.01,28.01,feldpausch_regional,0.18,default,0.0,45.8,28.01
JAM_A02,15,Bombax paraense,Malvaceae,499706.54,8990360.749,0.39,53.2,20131219.0,A,O,0,30.18,30.18,feldpausch_regional,0.18,default,0.0,53.2,30.18
JAM_A02,16,Luehea speciosa,Malvaceae,499697.2325,8990365.999,0.51,43.0,20131219.0,A,O,0,27.1,27.1,feldpausch_regional,0.18,default,0.0,43.0,27.1
JAM_A02,17,Helicostylis sp.,Moraceae,499699.8541,8990355.961,0.65,35.0,20131219.0,A,O,0,24.21,24.21,feldpausch_regional,0.18,default,0.0,35.0,24.21
JAM_A02,18,Helicostylis sp.,Moraceae,499699.045,8990368.935,0.65,43.2,20131219.0,A,O,0,27.17,27.17,feldpausch_regional,0.18,default,0.0,43.2,27.17
JAM_A02,19,Minquartia guianensis,Olacaceae,499700.8574,8990371.872,0.77,49.9,20131219.0,A,O,0,29.25,29.25,feldpausch_regional,0.18,default,0.0,49.9,29.25
JAM_A02,20,Abuta grandifolia,Menispermaceae,499684.452,8990346.94,0.45,52.2,20131219.0,A,O,0,29.91,29.91,feldpausch_regional,0.18,default,0.0,52.2,29.91
JAM_A02,21,Hymenaea intermedia,Fabaceae,499682.2991,8990357.463,0.82,35.3,20131219.0,A,O,0,24.32,24.32,feldpausch_regional,0.18,default,0.0,35.3,24.32
JAM_A02,22,Peltogyne leicointei,Fabaceae,499682.2388,8990366.431,0.8,60.0,20131219.0,A,O,0,31.94,31.94,feldpausch_regional,0.18,default,0.0,60.0,31.94
JAM_A02,23,Astronium gracile,Anacardiaceae,499715.5437,8990392.37,0.73,36.7,20131219.0,A,O,0,24.86,24.86,feldpausch_regional,0.18,default,0.0,36.7,24.86
JAM_A02,130a,Eschweilera parviflora,Lecythidaceae,499720.6039,8990391.228,0.89,38.3,20131219.0,A,O,0,25.46,25.46,feldpausch_regional,0.18,default,0.0,38.3,25.46
JAM_A02,3a,NI,NI,499716.2284,8990381.391,0.64,51.9,20131219.0,A,O,0,29.82,29.82,feldpausch_regional,0.18,default,0.0,51.9,29.82
JAM_A02,24,Ormosia coccinea,Fabaceae,499728.1468,8990240.034,0.63,10.2,20131219.0,A,O,0,10.78,10.78,feldpausch_regional,0.18,default,0.0,10.2,10.78
JAM_A02,22a,Tachigali alba,Fabaceae,499716.1562,8990236.515,0.56,47.5,20131219.0,A,O,0,28.54,28.54,feldpausch_regional,0.18,default,0.0,47.5,28.54
JAM_A02,25,Peltogyne leicointei,Fabaceae,499725.7232,8990230.273,0.8,13.6,20131219.0,A,O,0,13.22,13.22,feldpausch_regional,0.18,default,0.0,13.6,13.22
JAM_A02,26,NI,NI,499726.2288,8990223.525,0.64,12.7,20131219.0,A,O,0,12.6,12.6,feldpausch_regional,0.18,default,0.0,12.7,12.6
JAM_A02,27,Neea oppositifolia,Nyctaginaceae,499728.5838,8990221.466,0.89,12.5,20131219.0,A,O,0,12.46,12.46,feldpausch_regional,0.18,default,0.0,12.5,12.46
JAM_A02,28,Pouteria gongrijpii,Sapotaceae,499728.4515,8990219.671,0.8,34.5,20131219.0,A,O,0,24.01,24.01,feldpausch_regional,0.18,default,0.0,34.5,24.01
JAM_A02,30,Lecythis idatimon,Lecythidaceae,499724.7607,8990217.208,0.82,17.7,20131219.0,A,O,0,15.83,15.83,feldpausch_regional,0.18,default,0.0,17.7,15.83
JAM_A02,31,Heisteria densifrons,Olacaceae,499726.285,8990213.4,0.65,16.4,20131219.0,A,O,0,15.04,15.04,feldpausch_regional,0.18,default,0.0,16.4,15.04
JAM_A02,32,,,499725.3692,8990211.857,,11.3,20131219.0,D,O,0,11.6,11.6,feldpausch_regional,0.18,default,0.0,11.3,11.6
JAM_A02,105a,Dinizia excelsa,Fabaceae,499724.2244,8990209.928,0.94,72.8,20131219.0,A,O,0,34.71,34.71,feldpausch_regional,0.18,default,0.0,72.8,34.71
JAM_A02,35,Tetragastris panamensis,Burseraceae,499726.4986,8990206.772,0.73,14.6,20131219.0,A,O,0,13.89,13.89,feldpausch_regional,0.18,default,0.0,14.6,13.89
JAM_A02,36,Clarisia racemosa,Moraceae,499704.6777,8990203.198,0.59,44.1,20131219.0,A,O,0,27.46,27.46,feldpausch_regional,0.18,default,0.0,44.1,27.46
JAM_A02,37,Apeiba echinata,Malvaceae,499703.784,8990218.289,0.28,43.1,20131219.0,A,O,0,27.14,27.14,feldpausch_regional,0.18,default,0.0,43.1,27.14
JAM_A02,39,Astronium gracile,Anacardiaceae,499677.9564,8990207.963,0.73,57.4,20131219.0,A,O,0,31.29,31.29,feldpausch_regional,0.18,default,0.0,57.4,31.29
JAM_A02,40,Pseudopiptadenia suaveolens,Fabaceae,499681.1276,8990223.789,0.68,40.0,20131219.0,A,O,0,26.07,26.07,feldpausch_regional,0.18,default,0.0,40.0,26.07
JAM_A02,41,NI,NI,499693.0589,8990236.031,0.64,39.7,20131219.0,A,O,0,25.97,25.97,feldpausch_regional,0.18,default,0.0,39.7,25.97
JAM_A02,42,Geissospermum sericeum,Apocynaceae,499700.3377,8990239.56,0.78,40.8,20131219.0,A,O,0,26.35,26.35,feldpausch_regional,0.18,default,0.0,40.8,26.35
JAM_A02,43,Pouteria gongrijpii,Sapotaceae,499724.3795,8990089.806,0.8,10.8,20131219.0,A,O,0,11.23,11.23,feldpausch_regional,0.18,default,0.0,10.8,11.23
JAM_A02,44,Virola elongata,Myristicaceae,499725.4453,8990086.186,0.52,11.5,20131219.0,A,O,0,11.75,11.75,feldpausch_regional,0.18,default,0.0,11.5,11.75
JAM_A02,91a,Helicostylis sp.,Moraceae,499725.0709,8990084.193,0.65,51.0,20131219.0,A,O,0,29.57,29.57,feldpausch_regional,0.18,default,0.0,51.0,29.57
JAM_A02,45,Apeiba echinata,Malvaceae,499725.6096,8990074.484,0.28,27.3,20131219.0,A,O,0,20.91,20.91,feldpausch_regional,0.18,default,0.0,27.3,20.91
JAM_A02,46,Tapirira guianensis,Anacardiaceae,499722.3116,8990063.844,0.46,11.4,20131219.0,A,O,0,11.67,11.67,feldpausch_regional,0.18,default,0.0,11.4,11.67
JAM_A02,90a,Tetragastris panamensis,Burseraceae,499722.0404,8990059.249,0.73,22.3,20131219.0,A,O,0,18.42,18.42,feldpausch_regional,0.18,default,0.0,22.3,18.42
JAM_A02,47,Virola sebifera,Myristicaceae,499722.5424,8990051.24,0.45,13.3,20131219.0,A,O,0,13.02,13.02,feldpausch_regional,0.18,default,0.0,13.3,13.02
