site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2015,dead_2015,hcom_2015,htot_2015,date_2015,dbh_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap
TAP_A03,030b,,,727509.510527904,9653696.10077536,O,11.5,True,,10.68,20160305.0,,True,20180904,6,,10.68,measured,0.333,site_median,1.0,,
TAP_A03,031a,,,727460.70270856,9653724.5758504,O,13.6,False,1.76,5.58,20160305.0,14.4,False,20180904,6,13.76,5.58,measured,0.267,observed,1.0,14.67,5.65
TAP_A03,031b,Byrsonima crispa,Malpighiaceae,727506.660165456,9653694.80732704,O,19.2,False,6.96,13.47,20160305.0,,True,20180904,6,,13.47,measured,0.333,site_median,1.0,,
TAP_A03,032a,,,727463.5226540798,9653722.7026872,O,11.3,True,,,20160305.0,,True,20180904,6,,11.95,local_fit,0.333,site_median,1.0,,
TAP_A03,032b,,,727506.8842111438,9653694.29155696,O,11.8,True,,11.87,20160305.0,,True,20180904,6,,11.87,measured,0.333,site_median,1.0,,
TAP_A03,033a,,,727469.18303056,9653721.7301504,O,19.1,True,,11.26,20160305.0,,True,20180904,6,,11.26,measured,0.333,site_median,1.0,,
TAP_A03,033b,,,727504.611134656,9653694.29037504,O,11.2,True,,6.71,20160305.0,,True,20180904,6,,6.71,measured,0.333,site_median,1.0,,
TAP_A03,034a,Maquira coriacea,Moraceae,727469.05724566,9653727.3927244,O,15.1,False,5.08,9.96,20160305.0,,True,20180904,6,,9.96,measured,0.333,site_median,1.0,,
TAP_A03,034b,Simaba cedron,Simaroubaceae,727504.7410475198,9653696.616056802,O,10.5,False,6.48,7.96,20160305.0,,True,20180904,6,,7.96,measured,0.333,site_median,1.0,,
TAP_A03,035a,Attalea maripa,Arecaceae,727473.3779159999,9653719.19584,P,47.6,False,7.84,12.13,20160305.0,,True,20180904,6,,12.13,measured,0.333,site_median,1.0,,
TAP_A03,036a,,,727476.2445207998,9653712.003872,O,16.0,True,,4.55,20160305.0,,True,20180904,6,,4.55,measured,0.333,site_median,1.0,,
TAP_A03,037a,Thyrsodium spruceanum,Anacardiaceae,727468.81134448,9653708.9927232,O,10.8,False,1.71,3.6,20160305.0,12.7,False,20180904,6,12.6,3.6,measured,0.633,observed,1.0,13.33,3.73
TAP_A03,038a,Guatteria schomburgkiana,Annonaceae,727466.2507648,9653710.075432,O,17.3,False,2.05,5.18,20160305.0,18.1,False,20180904,6,16.07,5.18,measured,0.267,observed,1.0,18.37,5.23
TAP_A03,039a,Attalea maripa,Arecaceae,727477.3194975998,9653709.306884,P,43.6,False,1.28,10.75,20160305.0,38.2,False,20180904,6,25.42,10.75,measured,0.0,observed,1.0,38.2,10.75
TAP_A03,040a,Attalea maripa,Arecaceae,727474.8817627198,9653707.2562048,P,49.2,False,2.36,10.18,20160305.0,47.1,False,20180904,6,28.41,10.18,measured,0.0,observed,1.0,47.1,10.18
TAP_A03,041a,Tapirira guianensis,Anacardiaceae,727476.092743304,9653704.180491362,O,18.0,False,10.15,15.38,20160305.0,24.4,False,20180904,6,19.5,15.38,measured,2.133,observed,1.0,26.53,16.2
TAP_A03,042a,Guatteria schomburgkiana,Annonaceae,727475.1582809918,9653703.79022128,O,23.2,False,7.51,14.8,20160305.0,21.3,False,20180904,6,17.88,14.8,measured,0.0,observed,1.0,21.3,14.8
TAP_A03,043a,Tapirira guianensis,Anacardiaceae,727474.2592920999,9653703.309114,O,18.4,False,7.93,15.38,20160305.0,21.6,False,20180904,6,18.05,15.38,measured,1.067,observed,1.0,22.67,15.86
TAP_A03,044a,Tapirira guianensis,Anacardiaceae,727477.06289452,9653704.4804868,O,18.0,False,6.28,14.23,20160305.0,19.7,False,20180904,6,17.0,14.23,measured,0.567,observed,1.0,20.27,14.5
TAP_A03,045a,Caryocar glabrum,Caryocaraceae,727481.73556522,9653706.4327748,O,22.0,False,7.69,13.46,20160305.0,19.1,False,20180904,6,16.65,13.46,measured,0.0,observed,1.0,19.1,13.46
TAP_A03,046a,Attalea maripa,Arecaceae,727477.629267,9653694.67958,P,41.7,False,3.35,10.15,20160305.0,41.7,False,20180904,6,26.66,10.15,measured,0.0,observed,1.0,41.7,10.15
TAP_A03,047a,Jacaranda copaia,Bignoniaceae,727488.128596,9653696.09344,O,26.3,False,15.76,20.76,20160305.0,28.6,False,20180904,6,21.5,20.76,measured,0.767,observed,1.0,29.37,21.1
TAP_A03,048a,,,727481.37508478,9653707.3261452,O,18.0,True,,,20160305.0,,True,20180904,6,,15.12,local_fit,0.333,site_median,1.0,,
TAP_A03,049a,Cordia scabrifolia,Boraginaceae,727486.24157072,9653695.265644802,O,11.6,False,5.42,8.86,20160305.0,12.1,False,20180904,6,12.18,8.86,measured,0.167,observed,1.0,12.27,8.95
TAP_A03,050a,Cordia scabrifolia,Boraginaceae,727470.3470081788,9653700.504311329,O,19.5,False,11.92,13.06,20160305.0,18.5,False,20180904,6,16.31,13.06,measured,0.0,observed,1.0,18.5,13.06
TAP_A03,051a,,,727483.224656032,9653706.534042882,O,20.7,True,,9.73,20160305.0,,True,20180904,6,,9.73,measured,0.333,site_median,1.0,,
TAP_A03,052a,Guatteria schomburgkiana,Annonaceae,727484.470121152,9653688.56517568,O,13.8,False,4.98,9.5,20160305.0,15.3,False,20180904,6,14.34,9.5,measured,0.5,observed,1.0,15.8,9.71
TAP_A03,053a,Tapirira guianensis,Anacardiaceae,727482.646285288,9653687.53545392,O,11.5,False,7.05,9.59,20160305.0,13.4,False,20180904,6,13.08,9.59,measured,0.633,observed,1.0,14.03,9.91
TAP_A03,054a,Tapirira guianensis,Anacardiaceae,727482.646285288,9653687.53545392,O,10.5,False,5.76,9.59,20160305.0,12.4,False,20180904,6,12.39,9.59,measured,0.633,observed,1.0,13.03,9.93
TAP_A03,055a,,,727485.735298192,9653682.54374928,O,16.5,True,,4.72,20160305.0,,True,20180904,6,,4.72,measured,0.333,site_median,1.0,,
TAP_A03,056a,Tapirira guianensis,Anacardiaceae,727485.830497026,9653682.587351767,O,18.0,False,3.71,8.27,20160305.0,,True,20180904,6,,8.27,measured,0.333,site_median,1.0,,
TAP_A03,057a,Xylopia sp,Annonaceae,727488.3799554,9653694.105376,O,12.8,False,5.47,8.07,20160305.0,,True,20180904,6,,8.07,measured,0.333,site_median,1.0,,
TAP_A03,058a,Attalea maripa,Arecaceae,727476.99074544,9653696.3146496,P,49.5,False,1.91,7.84,20160305.0,38.2,False,20180904,6,25.42,7.84,measured,0.0,observed,1.0,38.2,7.84
TAP_A03,059a,Nectandra cuspidata,Lauraceae,727474.86234024,9653701.7648816,O,19.2,False,6.51,10.82,20160305.0,,True,20180904,6,,10.82,measured,0.333,site_median,1.0,,
TAP_A03,001a,Bagassa guianensis,Moraceae,727261.2335611118,9655253.96108,O,25.5,False,,,20160310.0,27.1,False,20180903,7,20.81,18.03,local_fit,0.533,observed,1.0,27.63,18.25
TAP_A03,001b,Maquira coriacea,Moraceae,727279.437304448,9655260.36832,O,10.9,False,,,20160310.0,25.5,False,20180903,7,20.05,11.73,local_fit,4.867,observed,1.0,30.37,13.04
TAP_A03,002a,Maquira coriacea,Moraceae,727258.83714472,9655257.664764,O,12.4,False,,,20160310.0,14.0,False,20180903,7,13.49,12.52,local_fit,0.533,observed,1.0,14.53,12.84
TAP_A03,002b,,,727278.850540824,9655262.1908,O,11.5,True,9.8,15.48,20160310.0,,True,20180903,7,,15.48,measured,0.333,site_median,1.0,,
TAP_A03,003a,Bagassa guianensis,Moraceae,727260.852904013,9655258.3901392,O,10.4,False,,,20160310.0,10.5,False,20180903,7,11.0,11.46,local_fit,0.033,observed,1.0,10.53,11.49
TAP_A03,003b,,,727278.8196585278,9655262.28672,O,14.0,True,14.51,17.18,20160310.0,,True,20180903,7,,17.18,measured,0.333,site_median,1.0,,
TAP_A03,004a,Trattinnickia burserifolia,Burseraceae,727266.1671785119,9655260.302492,O,16.1,False,10.41,13.88,20160310.0,17.2,False,20180903,7,15.53,13.88,measured,0.367,observed,1.0,17.57,14.08
TAP_A03,004b,Cecropia palmata,Urticaceae,727282.0716487399,9655261.63219,O,17.8,False,,,20160310.0,17.7,False,20180903,7,15.83,15.04,local_fit,0.0,observed,1.0,17.7,15.04
TAP_A03,005a,Cordia scabrifolia,Boraginaceae,727259.1628568,9655262.45606,O,14.3,False,4.52,14.54,20160310.0,14.6,False,20180903,7,13.89,14.54,measured,0.1,observed,1.0,14.7,14.6
TAP_A03,005b,,,727283.6326082199,9655269.70001,O,48.2,False,,,20160310.0,41.6,False,20180903,7,26.63,24.88,local_fit,0.0,observed,1.0,41.6,24.88
TAP_A03,006a,Cordia scabrifolia,Boraginaceae,727259.094366056,9655262.643872,O,13.2,False,,,20160310.0,13.4,False,20180903,7,13.08,12.93,local_fit,0.067,observed,1.0,13.47,12.98
TAP_A03,006b,Casearia grandiflora,Salicaceae,727281.6398471599,9655269.51668,O,24.6,False,,,20160310.0,26.9,False,20180903,7,20.72,17.71,local_fit,0.767,observed,1.0,27.67,18.02
TAP_A03,007a,Casearia grandiflora,Salicaceae,727256.3559532159,9655261.546508,O,15.8,False,,,20160310.0,17.2,False,20180903,7,15.53,14.16,local_fit,0.467,observed,1.0,17.67,14.42
TAP_A03,007b,Bellucia grossularioides,Melastomataceae,727280.62705196,9655269.472392,O,17.3,False,,,20160310.0,18.3,False,20180903,7,16.19,14.82,local_fit,0.333,observed,1.0,18.63,14.99
TAP_A03,008a,Bagassa guianensis,Moraceae,727256.171109335,9655261.4796108,O,17.2,False,10.38,16.17,20160310.0,17.3,False,20180903,7,15.59,16.17,measured,0.033,observed,1.0,17.33,16.19
TAP_A03,008b,Schefflera morototoni,Araliaceae,727279.734599872,9655269.042516,O,12.8,False,,,20160310.0,15.9,False,20180903,7,14.73,12.73,local_fit,1.033,observed,1.0,16.93,13.28
TAP_A03,009a,Bagassa guianensis,Moraceae,727256.136297551,9655261.5731776,O,12.2,False,,,20160310.0,12.3,False,20180903,7,12.32,12.42,local_fit,0.033,observed,1.0,12.33,12.44
TAP_A03,009b,Trattinnickia burserifolia,Burseraceae,727287.87477628,9655276.07516,O,10.1,False,,,20160310.0,10.2,False,20180903,7,10.78,11.29,local_fit,0.033,observed,1.0,10.23,11.31
TAP_A03,010a,Casearia grandiflora,Salicaceae,727263.682987744,9655264.411268,O,22.4,False,,,20160310.0,24.3,False,20180903,7,19.45,16.89,local_fit,0.633,observed,1.0,24.93,17.17
TAP_A03,010b,Guatteria schomburgkiana,Annonaceae,727286.65784128,9655276.70952,O,10.5,False,,,20160310.0,11.3,False,20180903,7,11.6,11.51,local_fit,0.267,observed,1.0,11.57,11.7
TAP_A03,011a,Vismia guianensis,Hypericaceae,727263.5257402558,9655267.231088,O,24.6,False,,,20160310.0,25.1,False,20180903,7,19.85,17.71,local_fit,0.167,observed,1.0,25.27,17.78
TAP_A03,011b,,,727283.1322420998,9655278.115510002,O,12.0,False,,,20160310.0,12.0,False,20180903,7,12.11,12.32,local_fit,0.0,observed,1.0,12.0,12.32
TAP_A03,012a,Laetia procera,Salicaceae,727262.648816832,9655267.338784002,O,19.5,False,,,20160310.0,19.7,False,20180903,7,17.0,15.75,local_fit,0.067,observed,1.0,19.77,15.78
TAP_A03,012b,,,727276.369710464,9655276.399544,O,28.2,False,,,20160310.0,30.5,False,20180903,7,22.35,18.98,local_fit,0.767,observed,1.0,31.27,19.26
TAP_A03,013a,Attalea maripa,Arecaceae,727266.093242416,9655263.471648,P,41.0,False,12.3,17.27,20160310.0,37.0,False,20180903,7,24.98,17.27,measured,0.0,observed,1.0,37.0,17.27
TAP_A03,013b,,,727275.606503264,9655278.802844,O,24.2,False,9.65,16.91,20160310.0,23.0,False,20180903,7,18.79,16.91,measured,0.0,observed,1.0,23.0,16.91
TAP_A03,014a,Guatteria schomburgkiana,Annonaceae,727257.79304192,9655266.2123,O,15.5,False,,,20160310.0,15.6,False,20180903,7,14.54,14.02,local_fit,0.033,observed,1.0,15.63,14.04
TAP_A03,014b,Guatteria schomburgkiana,Annonaceae,727280.2236324,9655280.81614,O,31.6,False,10.53,15.75,20160310.0,22.6,False,20180903,7,18.58,15.75,measured,0.0,observed,1.0,22.6,15.75
TAP_A03,015a,Bagassa guianensis,Moraceae,727257.190145144,9655266.418402,O,22.2,False,,,20160310.0,25.1,False,20180903,7,19.85,16.81,local_fit,0.967,observed,1.0,26.07,17.21
TAP_A03,015b,,,727286.41817264,9655284.594656002,O,23.0,False,15.61,26.75,20160310.0,26.3,False,20180903,7,20.43,26.75,measured,1.1,observed,1.0,27.4,27.43
TAP_A03,016a,Dimorphandra macrostachya,Fabaceae,727252.764980096,9655264.383752,O,11.9,False,,,20160310.0,13.1,False,20180903,7,12.88,12.27,local_fit,0.4,observed,1.0,13.5,12.53
TAP_A03,016b,,,727287.3906207319,9655284.843610002,O,25.2,False,,,20160310.0,27.1,False,20180903,7,20.81,17.93,local_fit,0.633,observed,1.0,27.73,18.19
TAP_A03,017a,Inga thibaudiana,Fabaceae,727254.4780284798,9655266.60026,O,25.9,False,,,20160310.0,26.9,False,20180903,7,20.72,18.18,local_fit,0.333,observed,1.0,27.23,18.31
TAP_A03,017b,Cassia fastuosa,Fabaceae,727289.36232812,9655285.24316,O,31.7,False,,,20160310.0,33.4,False,20180903,7,23.57,20.13,local_fit,0.567,observed,1.0,33.97,20.33
TAP_A03,018a,Schefflera morototoni,Araliaceae,727251.474906796,9655269.222392,O,17.3,False,,,20160310.0,19.2,False,20180903,7,16.71,14.82,local_fit,0.633,observed,1.0,19.83,15.14
TAP_A03,018b,,,727287.85781064,9655286.84944,O,16.5,False,,,20160310.0,16.2,False,20180903,7,14.91,14.47,local_fit,0.0,observed,1.0,16.2,14.47
TAP_A03,019a,Attalea maripa,Arecaceae,727249.5437173571,9655276.3792352,P,45.5,False,6.33,8.8,20160310.0,34.4,False,20180903,7,23.97,8.8,measured,0.0,observed,1.0,34.4,8.8
TAP_A03,019b,,,727286.854303248,9655286.6963,O,12.7,False,4.31,16.44,20160310.0,12.8,False,20180903,7,12.67,16.44,measured,0.033,observed,1.0,12.83,16.47
TAP_A03,020a,Cordia scabrifolia,Boraginaceae,727262.1737880099,9655272.2833984,O,17.4,False,,,20160310.0,18.1,False,20180903,7,16.07,14.86,local_fit,0.233,observed,1.0,18.33,14.99
TAP_A03,020b,,,727285.73647088,9655286.932352,O,25.2,False,,,20160310.0,27.7,False,20180903,7,21.09,17.93,local_fit,0.833,observed,1.0,28.53,18.25
TAP_A03,021a,Tapirira guianensis,Anacardiaceae,727261.643420854,9655273.7964096,O,18.1,False,,,20160310.0,10.6,False,20180903,7,11.08,15.16,local_fit,0.0,observed,1.0,10.6,15.16
TAP_A03,021b,,,727276.00139194,9655280.87979,O,13.4,False,,,20160310.0,13.4,False,20180903,7,13.08,13.02,local_fit,0.0,observed,1.0,13.4,13.02
TAP_A03,022a,Tapirira guianensis,Anacardiaceae,727261.6102729068,9655273.8909728,O,29.2,False,,,20160310.0,,True,20180903,7,,19.31,local_fit,0.333,site_median,1.0,,
TAP_A03,022b,,,727275.971040656,9655280.976028,O,15.9,False,,,20160310.0,18.5,False,20180903,7,16.31,14.2,local_fit,0.867,observed,1.0,19.37,14.64
TAP_A03,023a,Attalea maripa,Arecaceae,727256.0635780878,9655275.37421,P,40.8,False,13.2,17.27,20160310.0,41.7,False,20180903,7,26.66,17.27,measured,0.3,observed,1.0,42.0,17.34
TAP_A03,023b,Cordia scabrifolia,Boraginaceae,727273.7240796878,9655278.11352,O,17.9,False,5.66,20.23,20160310.0,,True,20180903,7,,20.23,measured,0.333,site_median,1.0,,
TAP_A03,024a,Sapium marmieri,Euphorbiaceae,727252.60925632,9655274.529684,O,16.3,False,,,20160310.0,17.5,False,20180903,7,15.71,14.38,local_fit,0.4,observed,1.0,17.9,14.6
TAP_A03,024b,,,727273.446139024,9655278.9768,O,19.5,False,,,20160310.0,21.5,False,20180903,7,17.99,15.75,local_fit,0.667,observed,1.0,22.17,16.07
TAP_A03,025a,,,727248.6271735549,9655273.0647408,O,16.6,False,,,20160310.0,19.7,False,20180903,7,17.0,14.51,local_fit,1.033,observed,1.0,20.73,15.0
TAP_A03,025b,,,727274.603880892,9655278.650234,O,12.7,False,5.81,8.54,20160310.0,12.8,False,20180903,7,12.67,8.54,measured,0.033,observed,1.0,12.83,8.55
TAP_A03,026a,,,727248.591830758,9655273.1579896,O,13.9,False,,,20160310.0,17.5,False,20180903,7,15.71,13.27,local_fit,1.2,observed,1.0,18.7,13.87
TAP_A03,026b,Cordia scabrifolia,Boraginaceae,727274.0204803438,9655280.474728,O,26.7,False,11.07,15.43,20160310.0,27.5,False,20180903,7,21.0,15.43,measured,0.267,observed,1.0,27.77,15.52
TAP_A03,027a,,,727246.934958806,9655275.522647,O,18.1,False,,,20160310.0,20.4,False,20180903,7,17.39,15.16,local_fit,0.767,observed,1.0,21.17,15.53
TAP_A03,027b,,,727280.0568697999,9655288.28728,O,31.0,False,,,20160310.0,32.8,False,20180903,7,23.32,19.91,local_fit,0.6,observed,1.0,33.4,20.12
TAP_A03,028a,,,727251.397925984,9655276.637804,O,21.7,False,,,20160310.0,22.9,False,20180903,7,18.73,16.62,local_fit,0.4,observed,1.0,23.3,16.81
TAP_A03,028b,Casearia grandiflora,Salicaceae,727280.923466888,9655292.487176,O,17.2,False,,,20160310.0,20.0,False,20180903,7,17.17,14.78,local_fit,0.933,observed,1.0,20.93,15.22
TAP_A03,029a,Bellucia grossularioides,Melastomataceae,727250.6186247299,9655279.3309104,O,12.9,False,6.45,10.93,20160310.0,13.1,False,20180903,7,12.88,10.93,measured,0.067,observed,1.0,13.17,10.96
TAP_A03,029b,,,727279.5553900799,9655293.48868,O,13.1,False,,,20160310.0,13.2,False,20180903,7,12.95,12.88,local_fit,0.033,observed,1.0,13.23,12.9
TAP_A03,030a,Inga alba,Fabaceae,727255.9848638419,9655280.996837,O,49.5,False,,,20160310.0,20.5,False,20180903,7,17.45,25.22,local_fit,0.0,observed,1.0,20.5,25.22
TAP_A03,030b,Hymenaea courbaril,Fabaceae,727280.0843445798,9655295.30267,O,11.5,False,11.34,26.47,20160310.0,12.1,False,20180903,7,12.18,26.47,measured,0.2,observed,1.0,12.3,26.77
TAP_A03,031a,,,727250.94396752,9655284.993500002,O,24.1,False,,,20160310.0,25.0,False,20180903,7,19.8,17.53,local_fit,0.3,observed,1.0,25.3,17.66
TAP_A03,031b,Inga thibaudiana,Fabaceae,727281.0212246719,9655295.759152,O,13.8,False,11.8,20.71,20160310.0,15.1,False,20180903,7,14.21,20.71,measured,0.433,observed,1.0,15.53,21.12
TAP_A03,032a,,,727245.918046048,9655283.122436,O,13.5,False,,,20160310.0,,True,20180903,7,,13.07,local_fit,0.333,site_median,1.0,,
TAP_A03,032b,Casearia grandiflora,Salicaceae,727279.75586176,9655300.0356,O,17.9,False,7.55,11.26,20160310.0,18.8,False,20180903,7,16.48,11.26,measured,0.3,observed,1.0,19.1,11.38
TAP_A03,033a,Mabea angularis,Euphorbiaceae,727246.3311531461,9655283.4891616,O,13.0,False,,,20160310.0,13.1,False,20180903,7,12.88,12.83,local_fit,0.033,observed,1.0,13.13,12.85
TAP_A03,033b,Bagassa guianensis,Moraceae,727278.6665172318,9655300.059884,O,13.1,False,,,20160310.0,15.2,False,20180903,7,14.28,12.88,local_fit,0.7,observed,1.0,15.9,13.29
TAP_A03,034a,,,727244.3592373059,9655285.202577,O,16.5,False,,,20160310.0,16.6,False,20180903,7,15.16,14.47,local_fit,0.033,observed,1.0,16.63,14.49
TAP_A03,034b,Esenbeckia febrifuga,Rutaceae,727276.3957122999,9655300.39653,O,16.2,False,,,20160310.0,17.5,False,20180903,7,15.71,14.34,local_fit,0.433,observed,1.0,17.93,14.58
TAP_A03,035a,,,727244.226835064,9655285.2596,O,19.5,False,,4.51,20160310.0,21.0,False,20180903,7,17.72,4.51,measured,0.5,observed,1.0,21.5,4.58
TAP_A03,035b,,,727278.0010064358,9655302.292862002,O,26.2,True,,,20160310.0,,True,20180903,7,,18.28,local_fit,0.333,site_median,1.0,,
TAP_A03,036a,,,727244.3239476099,9655285.2958576,O,12.8,False,,,20160310.0,12.6,False,20180903,7,12.53,12.73,local_fit,0.0,observed,1.0,12.6,12.73
TAP_A03,036b,Caryocar villosum,Caryocaraceae,727273.900549952,9655294.40078,O,23.0,False,,,20160310.0,,True,20180903,7,,17.12,local_fit,0.333,site_median,1.0,,
TAP_A03,037a,,,727244.518172703,9655285.3683728,O,25.0,False,12.85,16.56,20160310.0,27.7,False,20180903,7,21.09,16.56,measured,0.9,observed,1.0,28.6,16.88
TAP_A03,037b,Bertholletia excelsa,Lecythidaceae,727269.15349988,9655292.309680002,O,15.1,False,,,20160310.0,17.0,False,20180903,7,15.41,13.84,local_fit,0.633,observed,1.0,17.63,14.18
TAP_A03,038a,,,727244.482918408,9655285.4616746,O,23.4,False,,,20160310.0,24.4,False,20180903,7,19.5,17.27,local_fit,0.333,observed,1.0,24.73,17.42
TAP_A03,038b,Bertholletia excelsa,Lecythidaceae,727269.2502407181,9655292.345715,O,16.8,False,,,20160310.0,19.8,False,20180903,7,17.05,14.6,local_fit,1.0,observed,1.0,20.8,15.08
TAP_A03,039a,Bertholletia excelsa,Lecythidaceae,727250.718098,9655288.64374,O,40.5,False,,,20160310.0,45.8,False,20180903,7,28.01,22.79,local_fit,1.767,observed,1.0,47.57,23.24
TAP_A03,039b,Cecropia palmata,Urticaceae,727270.3257018318,9655298.876296,O,21.8,False,18.12,25.45,20160310.0,19.4,False,20180903,7,16.83,25.45,measured,0.0,observed,1.0,19.4,25.45
TAP_A03,040a,,,727249.23169892,9655289.6888,O,33.6,False,,,20160310.0,35.8,False,20180903,7,24.52,20.73,local_fit,0.733,observed,1.0,36.53,20.97
TAP_A03,040b,Vismia guianensis,Hypericaceae,727267.177032936,9655298.44856,O,11.5,False,,,20160310.0,13.0,False,20180903,7,12.81,12.06,local_fit,0.5,observed,1.0,13.5,12.38
TAP_A03,041a,,,727249.3925636611,9655289.8557512,O,16.5,False,8.38,16.89,20160310.0,20.2,False,20180903,7,17.28,16.89,measured,1.233,observed,1.0,21.43,17.55
TAP_A03,041b,Vismia guianensis,Hypericaceae,727267.14615064,9655298.54448,O,15.7,False,,,20160310.0,17.3,False,20180903,7,15.59,14.11,local_fit,0.533,observed,1.0,17.83,14.4
TAP_A03,042a,Guatteria schomburgkiana,Annonaceae,727250.983181491,9655290.6648502,O,10.7,False,,,20160310.0,10.8,False,20180903,7,11.23,11.62,local_fit,0.033,observed,1.0,10.83,11.64
TAP_A03,042b,Guatteria schomburgkiana,Annonaceae,727267.603074316,9655300.544162,O,15.8,False,,,20160310.0,16.0,False,20180903,7,14.79,14.16,local_fit,0.067,observed,1.0,16.07,14.2
TAP_A03,043a,Guatteria schomburgkiana,Annonaceae,727240.8517260439,9655295.07176,O,24.1,False,,,20160310.0,24.8,False,20180903,7,19.7,17.53,local_fit,0.233,observed,1.0,25.03,17.64
TAP_A03,043b,,,727275.8977948799,9655302.043388,O,18.6,True,,,20160310.0,,True,20180903,7,,15.37,local_fit,0.333,site_median,1.0,,
TAP_A03,044a,Lecythis lurida,Lecythidaceae,727248.429614456,9655299.002058,O,10.0,False,,,20160310.0,10.5,False,20180903,7,11.0,11.23,local_fit,0.167,observed,1.0,10.67,11.36
TAP_A03,044b,,,727272.8128153998,9655304.981640002,O,15.3,True,,,20160310.0,,True,20180903,7,,13.93,local_fit,0.333,site_median,1.0,,
TAP_A03,045a,Cordia goeldiana,Boraginaceae,727251.0394143359,9655300.202512,O,15.4,False,,,20160310.0,15.6,False,20180903,7,14.54,13.97,local_fit,0.067,observed,1.0,15.67,14.01
TAP_A03,045b,Guatteria schomburgkiana,Annonaceae,727265.9756938398,9655305.63354,O,11.1,False,,,20160310.0,11.2,False,20180903,7,11.53,11.84,local_fit,0.033,observed,1.0,11.23,11.86
TAP_A03,046a,Attalea maripa,Arecaceae,727261.69634508,9655305.09092,P,59.6,False,,,20160310.0,37.6,False,20180903,7,25.2,27.7,local_fit,0.0,observed,1.0,37.6,27.7
TAP_A03,046b,Jacaranda copaia,Bignoniaceae,727264.67556696,9655306.21808,O,14.6,False,4.37,16.85,20160310.0,15.7,False,20180903,7,14.6,16.85,measured,0.367,observed,1.0,16.07,17.12
TAP_A03,047a,Maquira coriacea,Moraceae,727261.7493199588,9655304.2511296,O,12.3,False,,,20160310.0,13.2,False,20180903,7,12.95,12.47,local_fit,0.3,observed,1.0,13.5,12.66
TAP_A03,047b,,,727277.45520192,9655307.81096,O,10.3,False,8.04,13.23,20160310.0,,True,20180903,7,,13.23,measured,0.333,site_median,1.0,,
TAP_A03,048a,Laetia procera,Salicaceae,727258.3664757198,9655301.68448,O,22.4,False,7.99,11.43,20160310.0,25.8,False,20180903,7,20.19,11.43,measured,1.133,observed,1.0,26.93,11.74
TAP_A03,048b,,,727279.5727508,9655308.06902,O,14.0,False,12.49,21.37,20160310.0,14.3,False,20180903,7,13.69,21.37,measured,0.1,observed,1.0,14.4,21.48
TAP_A03,049a,Cecropia ficifolia,Urticaceae,727262.63874432,9655302.22286,O,14.3,False,,,20160310.0,,True,20180903,7,,13.46,local_fit,0.333,site_median,1.0,,
TAP_A03,049b,Casearia grandiflora,Salicaceae,727285.774607028,9655313.224886,O,22.8,False,,,20160310.0,24.2,False,20180903,7,19.4,17.04,local_fit,0.467,observed,1.0,24.67,17.24
TAP_A03,050a,Cordia scabrifolia,Boraginaceae,727259.31484152,9655295.60656,O,13.5,False,,,20160310.0,13.7,False,20180903,7,13.29,13.07,local_fit,0.067,observed,1.0,13.77,13.11
TAP_A03,050b,Guatteria schomburgkiana,Annonaceae,727286.79307616,9655313.5014,O,18.2,False,,,20160310.0,,True,20180903,7,,15.21,local_fit,0.333,site_median,1.0,,
TAP_A03,051a,Cordia scabrifolia,Boraginaceae,727288.878033448,9655306.697208,O,10.3,False,,,20160310.0,10.3,False,20180903,7,10.85,11.4,local_fit,0.0,observed,1.0,10.3,11.4
TAP_A03,051b,,,727287.305852112,9655311.634612,O,10.2,False,,,20160310.0,10.6,False,20180903,7,11.08,11.35,local_fit,0.133,observed,1.0,10.73,11.45
TAP_A03,052a,,,727290.082853542,9655304.6558056,O,19.5,False,,,20160310.0,22.3,False,20180903,7,18.42,15.75,local_fit,0.933,observed,1.0,23.23,16.17
TAP_A03,052b,,,727288.8711681758,9655305.935996,O,29.3,True,,,20160310.0,,True,20180903,7,,19.35,local_fit,0.333,site_median,1.0,,
TAP_A03,053a,Cordia scabrifolia,Boraginaceae,727263.9311573869,9655295.6206928,O,13.8,False,14.5,31.73,20160310.0,13.7,False,20180903,7,13.29,31.73,measured,0.0,observed,1.0,13.7,31.73
TAP_A03,053b,Inga alba,Fabaceae,727289.9292764,9655306.00742,O,47.1,False,10.11,14.56,20160310.0,51.0,False,20180903,7,29.57,14.56,measured,1.3,observed,1.0,52.3,14.74
TAP_A03,054a,Cordia scabrifolia,Boraginaceae,727263.735941072,9655295.547584,O,14.9,False,14.5,27.82,20160310.0,15.0,False,20180903,7,14.15,27.82,measured,0.033,observed,1.0,15.03,27.86
TAP_A03,054b,Inga alba,Fabaceae,727290.036521216,9655305.613988,O,42.3,False,8.59,11.76,20160310.0,45.6,False,20180903,7,27.95,11.76,measured,1.1,observed,1.0,46.7,11.9
TAP_A03,055a,Dimorphandra macrostachya,Fabaceae,727271.2969429198,9655295.79668,O,22.6,False,,,20160310.0,23.6,False,20180903,7,19.1,16.97,local_fit,0.333,observed,1.0,23.93,17.12
