site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,agb_source,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch
JAM_A02,5,Tetragastris altissima,Burseraceae,498961.8967,8990365.102,0.71,0.035963104,8.7,13.19,9.38,A,O,T02,9.6
JAM_A02,6,NI,NI,498970.794,8990365.399,0.7,0.080278905,22.2,5.17,,D,O,T02,18.37
JAM_A02,7,Protium paniculatum,Burseraceae,498970.8157,8990363.399,0.49,0.055230058,13.0,13.1,9.78,A,O,T02,12.81
JAM_A02,8,Tetragastris altissima,Burseraceae,498969.8158,8990363.388,0.71,0.346876634,20.8,22.25,13.46,A,O,T02,17.61
JAM_A02,9,Hymenaea courbaril,Fabaceae,498964.6259,8990362.432,0.79,6.928015569,62.7,43.99,27.88,A,O,T02,32.57
JAM_A02,10,Helicostylis sp.,Moraceae,498970.1081,8990354.891,0.65,0.125614612,13.9,19.57,8.48,A,O,T02,13.42
JAM_A02,11,Licania heteromorpha,Chrysobalanaceae,498969.7797,8990339.086,0.82,0.435092927,19.3,28.11,17.9,A,O,T02,16.77
JAM_A02,12,Tetragastris altissima,Burseraceae,498968.4982,8990337.372,0.71,0.996328219,30.4,29.92,19.66,A,O,T02,22.3
JAM_A02,13,Couepia racemosa,Chrysobalanaceae,498970.4622,8990331.493,0.79,0.303791338,20.0,18.9,9.1,A,O,T02,17.17
JAM_A02,14,Sloanea guianensis,Elaeocarpaceae,498970.2501,8990323.391,0.82,0.074699729,10.8,15.32,6.05,A,O,T02,11.23
JAM_A02,15,Sloanea guianensis,Elaeocarpaceae,498971.4011,8990318.703,0.82,0.122991534,12.6,18.53,9.87,A,O,T02,12.53
JAM_A02,16,Protium paniculatum,Burseraceae,498972.238,8990315.312,0.49,0.05861185,12.5,15.04,10.4,A,O,T02,12.46
JAM_A02,17,Ormosia grossa,Fabaceae,498971.1435,8990314.8,0.62,0.055612622,11.2,14.03,9.11,A,O,T02,11.53
JAM_A02,18,Tachigali myrmecophila,Fabaceae,498971.3728,8990312.102,0.48,0.162864396,20.2,16.47,10.4,A,O,T02,17.28
JAM_A02,19,Neea oppositifolia,Nyctaginaceae,498970.9457,8990323.798,0.89,0.072804471,12.9,9.63,6.4,A,O,T02,12.74
JAM_A02,20,Poeppigia sp.,Fabaceae,498971.5181,8990280.302,0.69,0.06328658,10.6,16.04,8.54,A,O,T02,11.08
JAM_A02,21,Virola michelii,Myristicaceae,498971.3887,8990273.8,0.47,0.223737525,20.0,23.38,14.8,A,O,T02,17.17
JAM_A02,22,Abuta grandifolia,Menispermaceae,498971.3995,8990272.8,0.45,1.971220695,56.6,26.86,17.66,A,O,T02,31.09
JAM_A02,23,Pseudopiptadenia suaveolens,Fabaceae,498971.4039,8990272.4,0.68,0.153798947,13.4,24.76,11.08,A,O,T02,13.08
