site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2014,dead_2014,dbh_2018,dead_2018,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
CAU_A01,159a,Chimarrhis turbinata,Rubiaceae,779830.5046,9584605.796,O,,,20.6,False,T19,17.5,,False,O,17.5,feldpausch,,,0.72,
CAU_A01,160a,Mabea angularis,Euphorbiaceae,779828.5117,9584604.584,O,,,11.9,False,T19,12.03,,False,O,12.03,feldpausch,,,0.6157,
CAU_A01,161a,Vismia guianensis,Hypericaceae,779785.5359,9584600.332,O,,,11.3,False,T19,11.6,,False,O,11.6,feldpausch,,,0.475,
CAU_A01,065a,Pseudopiptadenia suaveolens,Fabaceae,779783.5346,9584736.711,O,12.6,False,16.5,False,T19,15.1,12.6,False,O,15.1,feldpausch,40.6505,40.6505,0.6797,45.9135
CAU_A01,066a,Cordia goeldiana,Boraginaceae,779784.7346,9584736.718,O,27.6,False,28.6,False,T19,21.5,27.6,False,O,21.5,feldpausch,265.201,265.201,0.498,221.1034
CAU_A01,067a,Lecythis idatimon,Lecythidaceae,779783.8441,9584752.113,O,14.6,False,,True,T19,,14.6,False,O,,feldpausch,,,0.7986,
CAU_A01,068a,Dialium guianense,Fabaceae,779786.9541,9584750.431,O,17.7,False,19.6,False,T19,16.94,17.7,False,O,16.94,feldpausch,88.2925,88.2925,0.8964,130.642
CAU_A01,069a,Rinorea guianensis,Violaceae,779783.5954,9584760.411,O,25.3,False,25.3,True,T19,19.95,25.3,False,O,19.95,feldpausch,208.0157,208.0157,0.78,268.7231
CAU_A01,070a,Rinorea guianensis,Violaceae,779787.5636,9584765.835,O,15.0,False,15.7,False,T19,14.6,15.0,False,O,14.6,feldpausch,55.284,55.284,0.78,71.418
CAU_A01,071a,Eschweilera coriacea,Lecythidaceae,779784.7454,9584768.918,O,24.6,False,,True,T19,,24.6,False,O,,feldpausch,,,0.8521,
CAU_A01,072a,Tetragastris panamensis,Burseraceae,779786.7954,9584777.43,O,32.7,False,32.8,False,T19,23.32,32.7,False,O,23.32,feldpausch,399.7247,399.7247,0.7173,475.8489
CAU_A01,073a,Lecythis idatimon,Lecythidaceae,779786.7895,9584778.43,O,23.4,False,23.4,True,T19,18.99,23.4,False,O,18.99,feldpausch,170.2199,170.2199,0.7986,225.0054
CAU_A01,074a,Eschweilera parviflora,Lecythidaceae,779784.4543,9584784.417,O,21.9,False,23.3,False,T19,18.94,21.9,False,O,18.94,feldpausch,149.1868,149.1868,0.918,225.938
CAU_A01,075a,Cordia scabrifolia,Boraginaceae,779785.4543,9584784.423,O,10.4,False,15.0,False,T19,14.15,10.4,False,O,14.15,feldpausch,26.233,26.233,0.474,20.8416
CAU_A01,076a,Helicostylis sp.,Moraceae,779807.5949,9584760.552,O,39.3,False,43.2,False,T19,27.17,39.3,False,O,27.17,feldpausch,664.3339,664.3339,0.643,710.7629
CAU_A01,077a,Lecythis idatimon,Lecythidaceae,779812.6947,9584743.582,O,36.0,False,36.8,False,T19,24.9,36.0,False,O,24.9,feldpausch,514.1073,514.1073,0.7986,679.5734
CAU_A01,078a,Tetragastris panamensis,Burseraceae,779802.7184,9584739.523,O,43.0,False,44.5,False,T19,27.59,43.0,False,O,27.59,feldpausch,803.831,803.831,0.7173,956.9139
CAU_A01,104a,Pouteria guianensis,Sapotaceae,779792.8251,9584738.359,O,13.3,False,15.1,False,T19,14.21,13.3,False,O,14.21,feldpausch,42.5746,42.5746,0.9295,65.266
CAU_A01,105a,Dialium guianense,Fabaceae,779792.8748,9584746.924,O,11.1,False,12.0,False,T19,12.11,11.1,False,O,12.11,feldpausch,25.5906,25.5906,0.8964,37.8651
CAU_A01,108a,Eschweilera ovata,Lecythidaceae,779800.6048,9584758.865,O,44.3,False,44.2,False,T19,27.5,44.3,False,O,27.5,feldpausch,849.2381,849.2381,0.9,1261.5212
CAU_A01,109a,Pouteria sp.,Sapotaceae,779788.5659,9584765.456,O,51.0,False,51.5,False,T19,29.71,51.0,False,O,29.71,feldpausch,1205.5651,1205.5651,0.7187,1437.8787
CAU_A01,110a,Lecythis idatimon,Lecythidaceae,779792.6574,9584766.908,O,33.9,False,34.1,False,T19,23.85,33.9,False,O,23.85,feldpausch,438.3683,438.3683,0.7986,579.4578
CAU_A01,111a,Dialium guianense,Fabaceae,779793.2574,9584766.911,O,15.6,False,15.9,False,T19,14.73,15.6,False,O,14.73,feldpausch,60.2013,60.2013,0.8964,89.0768
CAU_A01,112a,Lecythis idatimon,Lecythidaceae,779792.6127,9584774.521,O,21.0,False,21.6,False,T19,18.05,21.0,False,O,18.05,feldpausch,131.1458,131.1458,0.7986,173.3553
CAU_A01,113a,Lecythis idatimon,Lecythidaceae,779792.5987,9584776.9,O,16.3,False,16.5,False,T19,15.1,16.3,False,O,15.1,feldpausch,67.1943,67.1943,0.7986,88.8209
CAU_A01,114a,Guatteria schomburgkiana,Annonaceae,779798.4763,9584780.741,O,41.9,False,43.5,False,T19,27.27,41.9,False,O,27.27,feldpausch,755.529,755.529,0.6,755.529
CAU_A01,115a,Sacoglottis guianensis,Humiriaceae,779790.4624,9584783.073,O,35.8,False,35.8,False,T19,24.52,35.8,False,O,24.52,feldpausch,500.9707,500.9707,0.8359,692.369
CAU_A01,162a,Vismia latifolia,Hypericaceae,779786.957,9584749.931,O,,,10.2,False,T19,10.78,,False,O,10.78,feldpausch,,,0.43,
CAU_A01,163a,Cordia scabrifolia,Boraginaceae,779787.1423,9584752.432,O,,,10.5,False,T19,11.0,,False,O,11.0,feldpausch,,,0.474,
CAU_A01,164a,Maquira coriacea,Moraceae,779791.154,9584750.456,O,,,14.1,False,T19,13.56,,False,O,13.56,feldpausch,,,0.5112,
CAU_A01,165a,Rinorea pubiflora,Violaceae,779793.6545,9584750.37,O,,,11.1,False,T19,11.45,,False,O,11.45,feldpausch,,,0.75,
CAU_A01,166a,Rinorea guianensis,Violaceae,779791.8975,9584743.06,O,,,29.4,False,T19,21.86,,False,O,21.86,feldpausch,,,0.78,
CAU_A01,167a,Eschweilera coriacea,Lecythidaceae,779793.5157,9584739.969,O,,,10.7,False,T19,11.15,,False,O,11.15,feldpausch,,,0.8521,
CAU_A01,168a,Pouteria guianensis,Sapotaceae,779795.8968,9584743.183,O,,,13.0,False,T19,12.81,,False,O,12.81,feldpausch,,,0.9295,
CAU_A01,169a,Vismia guianensis,Hypericaceae,779793.4246,9584755.469,O,,,11.9,False,T19,12.03,,False,O,12.03,feldpausch,,,0.475,
CAU_A01,170a,,,779804.9714,9584747.537,O,,,19.8,False,T19,17.05,,False,O,17.05,feldpausch,,,0.7301,
CAU_A01,171a,Lecythis idatimon,Lecythidaceae,779805.4684,9584748.04,O,,,21.0,False,T19,17.72,,False,O,17.72,feldpausch,,,0.7986,
CAU_A01,172a,Lecythis idatimon,Lecythidaceae,779806.3684,9584748.045,O,,,33.8,False,T19,23.73,,False,O,23.73,feldpausch,,,0.7986,
CAU_A01,173a,Lecythis idatimon,Lecythidaceae,779809.6889,9584744.565,O,,,25.2,False,T19,19.9,,False,O,19.9,feldpausch,,,0.7986,
CAU_A01,174a,Licania sp.,Chrysobalanaceae,779811.3842,9584745.375,O,,,11.6,False,T19,11.82,,False,O,11.82,feldpausch,,,0.8165,
CAU_A01,175a,Annona sp.,Annonaceae,779811.1889,9584744.573,O,,,10.5,False,T19,11.0,,False,O,11.0,feldpausch,,,0.5112,
CAU_A01,176a,Rinorea guianensis,Violaceae,779809.4948,9584743.563,O,,,17.2,False,T19,15.53,,False,O,15.53,feldpausch,,,0.78,
CAU_A01,177a,Cordia scabrifolia,Boraginaceae,779816.1771,9584746.603,O,,,12.9,False,T19,12.74,,False,O,12.74,feldpausch,,,0.474,
CAU_A01,178a,Endopleura uchi,Humiriaceae,779818.7535,9584750.618,O,,,25.9,False,T19,20.24,,False,O,20.24,feldpausch,,,0.7944,
CAU_A01,179a,Pouteria sp.,Sapotaceae,779818.6711,9584747.617,O,,,19.9,False,T19,17.11,,False,O,17.11,feldpausch,,,0.7187,
CAU_A01,180a,Rinorea guianensis,Violaceae,779821.8423,9584752.536,O,,,10.1,False,T19,10.7,,False,O,10.7,feldpausch,,,0.78,
CAU_A01,181a,Eschweilera ovata,Lecythidaceae,779823.3534,9584750.645,O,,,14.9,False,T19,14.08,,False,O,14.08,feldpausch,,,0.9,
CAU_A01,182a,Strychnos subcordata,Loganiaceae,779825.8593,9584749.66,O,,,10.1,False,T19,10.7,,False,O,10.7,feldpausch,,,0.6959,
CAU_A01,183a,Rinorea guianensis,Violaceae,779825.8781,9584746.46,O,,,11.3,False,T19,11.6,,False,O,11.6,feldpausch,,,0.78,
CAU_A01,184a,Rinorea guianensis,Violaceae,779825.2975,9584743.156,O,,,24.0,False,T19,19.3,,False,O,19.3,feldpausch,,,0.78,
CAU_A01,185a,Inga thibaudiana,Fabaceae,779825.0122,9584740.655,O,,,11.2,False,T19,11.53,,False,O,11.53,feldpausch,,,0.5786,
CAU_A01,001a,Pouteria guianensis,Sapotaceae,780281.2889,9584291.02,O,20.4,False,26.0,False,T20,20.29,20.4,False,O,20.29,feldpausch,138.9204,138.9204,0.9295,212.9619
CAU_A01,001b,Pouteria gongrijpii,Sapotaceae,780287.9051,9584287.74,O,16.8,False,18.0,False,T20,16.01,16.8,False,O,16.01,feldpausch,75.4658,75.4658,0.7994,99.8556
CAU_A01,002a,Pouteria guianensis,Sapotaceae,780283.7981,9584293.609,O,18.5,False,18.5,False,T20,16.31,18.5,False,O,16.31,feldpausch,92.7545,92.7545,0.9295,142.1906
CAU_A01,003a,Eschweilera ovata,Lecythidaceae,780281.0887,9584298.784,O,29.9,False,29.9,False,T20,22.09,29.9,False,O,22.09,feldpausch,318.3507,318.3507,0.9,472.9018
CAU_A01,003b,Pouteria hispida,Sapotaceae,780292.4982,9584292.817,O,49.2,False,49.5,False,T20,29.14,49.2,False,O,29.14,feldpausch,1102.8549,1102.8549,0.874,1592.0544
CAU_A01,004a,Amaioua guianensis,Rubiaceae,780284.7261,9584301.979,O,10.2,False,11.2,False,T20,11.53,10.2,False,O,11.53,feldpausch,20.6821,20.6821,0.625,21.5227
CAU_A01,005a,Inga thibaudiana,Fabaceae,780282.1975,9584308.137,O,12.2,False,16.4,False,T20,15.04,12.2,False,O,15.04,feldpausch,38.0215,38.0215,0.5786,36.6949
CAU_A01,005b,Tetragastris panamensis,Burseraceae,780292.7424,9584299.679,O,43.0,False,44.0,False,T20,27.43,43.0,False,O,27.43,feldpausch,799.281,799.281,0.7173,951.4974
CAU_A01,006a,Inga thibaudiana,Fabaceae,780282.1273,9584308.862,O,10.1,False,13.3,False,T20,13.02,10.1,False,O,13.02,feldpausch,22.8432,22.8432,0.5786,22.0461
CAU_A01,006b,Rinorea guianensis,Violaceae,780291.4768,9584303.858,O,20.2,False,21.9,False,T20,18.21,20.2,False,O,18.21,feldpausch,122.6222,122.6222,0.78,158.4082
CAU_A01,007a,Inga thibaudiana,Fabaceae,780284.2813,9584312.838,O,13.9,False,14.9,False,T20,14.08,13.9,False,O,14.08,feldpausch,45.9898,45.9898,0.5786,44.3852
CAU_A01,007b,Rinorea pubiflora,Violaceae,780291.0831,9584308.864,O,10.7,False,10.8,False,T20,11.23,10.7,False,O,11.23,feldpausch,22.1304,22.1304,0.75,27.5152
CAU_A01,008a,,,780287.1096,9584313.844,O,18.5,True,,True,T20,,18.5,True,O,,feldpausch,,,0.7301,
CAU_A01,008b,Eschweilera coriacea,Lecythidaceae,780296.9575,9584313.211,O,46.6,False,46.8,False,T20,28.32,46.6,False,O,28.32,feldpausch,964.7016,964.7016,0.8521,1358.5258
CAU_A01,009a,Rinorea guianensis,Violaceae,780283.8682,9584316.676,O,11.6,False,11.6,False,T20,11.82,11.6,False,O,11.82,feldpausch,27.2369,27.2369,0.78,35.1857
CAU_A01,010a,Aspidosperma parvifolium,Apocynaceae,780286.3862,9584328.719,O,11.6,False,12.0,False,T20,12.11,11.6,False,O,12.11,feldpausch,27.8889,27.8889,0.781,36.0731
CAU_A01,010b,Pouteria retinervis,Sapotaceae,780294.5252,9584316.618,O,20.1,False,20.2,False,T20,17.28,20.1,False,O,17.28,feldpausch,115.3831,115.3831,0.7187,137.6175
CAU_A01,011a,Tetragastris panamensis,Burseraceae,780287.0166,9584331.044,O,11.8,False,13.2,False,T20,12.95,11.8,False,O,12.95,feldpausch,30.7857,30.7857,0.7173,36.6486
CAU_A01,012a,Rinorea guianensis,Violaceae,780287.2133,9584331.008,O,14.3,False,14.8,False,T20,14.02,14.3,False,O,14.02,feldpausch,48.4064,48.4064,0.78,62.5333
CAU_A01,012b,Inga sp.,Fabaceae,780295.3591,9584328.305,O,20.8,False,24.4,False,T20,19.5,20.8,False,O,19.5,feldpausch,138.8015,138.8015,0.5786,133.9586
CAU_A01,013a,Lecythis idatimon,Lecythidaceae,780287.3117,9584330.989,O,16.7,False,18.0,False,T20,16.01,16.7,False,O,16.01,feldpausch,74.5915,74.5915,0.7986,98.5988
CAU_A01,013b,,,780298.0408,9584335.706,O,37.0,False,38.3,False,T20,25.46,37.0,False,O,25.46,feldpausch,554.2533,554.2533,0.7301,671.2613
CAU_A01,014a,Tachigali myrmecophila,Fabaceae,780306.9935,9584290.363,O,51.3,False,55.8,False,T20,30.88,51.3,False,O,30.88,feldpausch,1266.2948,1266.2948,0.476,1010.1912
CAU_A01,015a,Inga marginata,Fabaceae,780315.4668,9584325.409,O,35.7,False,,True,T20,,35.7,False,O,,feldpausch,,,0.5518,
CAU_A01,016a,Eschweilera ovata,Lecythidaceae,780315.1585,9584284.999,O,43.5,False,43.5,False,T20,27.27,43.5,False,O,27.27,feldpausch,812.8687,812.8687,0.9,1207.4954
CAU_A01,017a,Eperua bijuga,Fabaceae,780324.1549,9584284.16,O,56.4,False,56.1,True,T20,30.96,56.4,False,O,30.96,feldpausch,1527.493,1527.493,0.729,1847.25
CAU_A01,018a,Eschweilera coriacea,Lecythidaceae,780305.8502,9584300.741,O,43.0,False,43.8,False,T20,27.37,43.0,False,O,27.37,feldpausch,797.5746,797.5746,0.8521,1123.1718
CAU_A01,019a,Eschweilera coriacea,Lecythidaceae,780307.296,9584308.609,O,44.2,False,44.8,False,T20,27.69,44.2,False,O,27.69,feldpausch,851.2011,851.2011,0.8521,1198.6904
CAU_A01,020a,Inga alba,Fabaceae,780321.9102,9584327.275,O,78.2,False,78.6,False,T20,35.78,78.2,False,O,35.78,feldpausch,3329.3024,3329.3024,0.5861,3254.0637
CAU_A01,071a,Eschweilera ovata,Lecythidaceae,780285.99,9584293.918,O,,,17.5,False,T20,15.71,,False,O,15.71,feldpausch,,,0.9,
CAU_A01,072a,Rinorea guianensis,Violaceae,780287.9659,9584303.011,O,,,20.0,False,T20,17.17,,False,O,17.17,feldpausch,,,0.78,
CAU_A01,073a,Eschweilera coriacea,Lecythidaceae,780293.4417,9584304.038,O,,,20.2,False,T20,17.28,,False,O,17.28,feldpausch,,,0.8521,
CAU_A01,074a,Ormosia grossa,Fabaceae,780297.1287,9584300.31,O,,,12.4,False,T20,12.39,,False,O,12.39,feldpausch,,,0.5906,
CAU_A01,075a,,,780295.8821,9584298.506,L,,,11.0,False,T20,11.38,,False,L,11.38,feldpausch,,,0.7301,
CAU_A01,076a,,,780296.8841,9584303.405,L,,,18.8,False,T20,16.48,,False,L,16.48,feldpausch,,,0.7301,
CAU_A01,077a,Eschweilera coriacea,Lecythidaceae,780289.4866,9584293.58,O,,,14.0,False,T20,13.49,,False,O,13.49,feldpausch,,,0.8521,
CAU_A01,078a,Tetragastris altissima,Burseraceae,780296.7807,9584291.223,O,,,15.9,False,T20,14.73,,False,O,14.73,feldpausch,,,0.7079,
CAU_A01,079a,Nectandra cuspidata,Lauraceae,780301.7144,9584289.3,O,,,14.2,False,T20,13.62,,False,O,13.62,feldpausch,,,0.518,
CAU_A01,080a,Pouteria guianensis,Sapotaceae,780301.7505,9584289.497,O,,,12.2,False,T20,12.25,,False,O,12.25,feldpausch,,,0.9295,
CAU_A01,081a,Eschweilera coriacea,Lecythidaceae,780303.1842,9584295.639,O,,,11.5,False,T20,11.75,,False,O,11.75,feldpausch,,,0.8521,
CAU_A01,082a,Guarea guidonia,Meliaceae,780304.1241,9584296.991,O,,,12.1,False,T20,12.18,,False,O,12.18,feldpausch,,,0.5651,
CAU_A01,083a,Lecythis idatimon,Lecythidaceae,780304.6355,9584296.897,O,,,32.2,False,T20,23.07,,False,O,23.07,feldpausch,,,0.7986,
CAU_A01,084a,Nectandra cuspidata,Lauraceae,780312.0759,9584291.463,O,,,15.3,False,T20,14.34,,False,O,14.34,feldpausch,,,0.518,
CAU_A01,086a,Lecythis idatimon,Lecythidaceae,780311.1403,9584288.585,O,,,10.8,False,T20,11.23,,False,O,11.23,feldpausch,,,0.7986,
CAU_A01,087a,Apeiba petoumo,Malvaceae,780316.042,9584288.701,O,,,13.7,False,T20,13.29,,False,O,13.29,feldpausch,,,0.2822,
CAU_A01,088a,Aspidosperma parvifolium,Apocynaceae,780320.0708,9584286.944,O,,,12.2,False,T20,12.25,,False,O,12.25,feldpausch,,,0.781,
CAU_A01,089a,Protium paniculatum,Burseraceae,780320.0905,9584286.94,O,,,18.2,False,T20,16.13,,False,O,16.13,feldpausch,,,0.49,
CAU_A01,090a,Eschweilera ovata,Lecythidaceae,780323.7135,9584287.291,O,,,18.7,False,T20,16.42,,False,O,16.42,feldpausch,,,0.9,
CAU_A01,091a,Lacmellea aculeata,Apocynaceae,780323.7497,9584287.488,O,,,11.6,False,T20,11.82,,False,O,11.82,feldpausch,,,0.5048,
CAU_A01,092a,Hevea brasiliensis,Euphorbiaceae,780324.6012,9584293.229,O,,,15.9,False,T20,14.73,,False,O,14.73,feldpausch,,,0.4666,
CAU_A01,093a,Sterculia pruriens,Malvaceae,780327.4879,9584296.765,O,,,12.6,False,T20,12.53,,False,O,12.53,feldpausch,,,0.4862,
CAU_A01,094a,Eschweilera coriacea,Lecythidaceae,780327.783,9584296.711,O,,,24.8,False,T20,19.7,,False,O,19.7,feldpausch,,,0.8521,
CAU_A01,095a,Aspidosperma parvifolium,Apocynaceae,780328.804,9584287.881,O,,,12.2,False,T20,12.25,,False,O,12.25,feldpausch,,,0.781,
CAU_A01,096a,Eschweilera coriacea,Lecythidaceae,780328.577,9584286.093,O,,,24.0,False,T20,19.3,,False,O,19.3,feldpausch,,,0.8521,
CAU_A01,021a,Eschweilera ovata,Lecythidaceae,780306.8079,9584438.749,O,12.9,False,13.6,False,T20,13.22,12.9,False,O,13.22,feldpausch,37.3812,37.3812,0.9,55.5289
CAU_A01,022a,Rinorea guianensis,Violaceae,780306.6133,9584439.903,O,11.1,False,11.5,False,T20,11.75,11.1,False,O,11.75,feldpausch,24.8478,24.8478,0.78,32.0994
CAU_A01,023a,Eperua bijuga,Fabaceae,780310.5587,9584454.735,O,14.9,False,15.5,False,T20,14.47,14.9,False,O,14.47,feldpausch,54.0926,54.0926,0.729,65.416
CAU_A01,024a,,,780313.2432,9584464.917,O,42.0,True,,True,T20,,42.0,True,O,,feldpausch,,,0.7301,
CAU_A01,025a,Rinorea guianensis,Violaceae,780312.1936,9584468.058,O,16.6,False,17.1,False,T20,15.47,16.6,False,O,15.47,feldpausch,71.2942,71.2942,0.78,92.1007
CAU_A01,026a,Diospyros guianensis,Ebenaceae,780313.6651,9584470.533,O,32.2,False,34.4,False,T20,23.97,32.2,False,O,23.97,feldpausch,398.4294,398.4294,0.73,482.4795
CAU_A01,027a,Couepia robusta,Chrysobalanaceae,780313.9695,9584461.123,O,16.2,False,17.3,False,T20,15.59,16.2,False,O,15.59,feldpausch,68.4939,68.4939,0.83,94.0148
CAU_A01,028a,Pradosia cochlearia,Sapotaceae,780314.3628,9584484.843,O,63.7,False,64.3,False,T20,32.94,63.7,False,O,32.94,feldpausch,2057.9702,2057.9702,0.73,2492.1064
CAU_A01,028b,Neea oppositifolia,Nyctaginaceae,780322.583,9584447.134,O,78.1,False,79.1,False,T20,35.87,78.1,False,O,35.87,feldpausch,3329.1497,3329.1497,0.893,4907.8212
CAU_A01,029a,Tetragastris panamensis,Burseraceae,780337.3061,9584466.393,O,46.8,False,47.4,False,T20,28.51,46.8,False,O,28.51,feldpausch,979.1695,979.1695,0.7173,1165.6441
CAU_A01,029b,Abarema jupunba,Fabaceae,780325.8844,9584448.5,O,47.5,False,51.7,False,T20,29.77,47.5,False,O,29.77,feldpausch,1051.4164,1051.4164,0.5851,1025.9986
CAU_A01,030a,Sacoglottis guianensis,Humiriaceae,780359.2044,9584458.302,O,41.5,False,41.5,False,T20,26.59,41.5,False,O,26.59,feldpausch,723.4619,723.4619,0.8359,999.864
CAU_A01,030b,Lecythis idatimon,Lecythidaceae,780317.5137,9584450.532,O,25.1,False,25.4,False,T20,20.0,25.1,False,O,20.0,feldpausch,205.319,205.319,0.7986,271.4012
CAU_A01,031a,Protium hebetatum,Burseraceae,780328.6835,9584447.134,O,73.0,False,74.5,False,T20,35.03,73.0,False,O,35.03,feldpausch,2851.2841,2851.2841,0.5773,2745.9932
CAU_A01,031b,Lecythis idatimon,Lecythidaceae,780313.9303,9584453.164,O,36.2,False,36.2,False,T20,24.67,36.2,False,O,24.67,feldpausch,515.0115,515.0115,0.7986,680.7686
CAU_A01,032a,,,780330.3538,9584450.69,O,35.5,True,,True,T20,,35.5,True,O,,feldpausch,,,0.7301,
CAU_A01,032b,Pouteria gongrijpii,Sapotaceae,780319.0791,9584455.178,O,17.4,False,17.9,False,T20,15.95,17.4,False,O,15.95,feldpausch,80.5206,80.5206,0.7994,106.5441
CAU_A01,033a,Dinizia excelsa,Fabaceae,780323.754,9584470.106,O,141.0,False,142.0,False,T20,42.87,141.0,False,O,42.87,feldpausch,12552.1522,12552.1522,0.9054,18755.0789
CAU_A01,097a,Oenocarpus bacaba,Arecaceae,780312.8566,9584449.533,P,,,18.9,False,T20,16.54,,False,P,16.54,feldpausch,,,0.65,
CAU_A01,098a,Lecythis idatimon,Lecythidaceae,780314.0713,9584453.377,O,,,24.0,False,T20,19.3,,False,O,19.3,feldpausch,,,0.7986,
CAU_A01,099a,Lecythis idatimon,Lecythidaceae,780315.8392,9584446.952,O,,,25.0,False,T20,19.8,,False,O,19.8,feldpausch,,,0.7986,
CAU_A01,100a,Apeiba petoumo,Malvaceae,780316.4613,9584444.804,O,,,12.2,False,T20,12.25,,False,O,12.25,feldpausch,,,0.2822,
CAU_A01,101a,Strychnos subcordata,Loganiaceae,780321.6445,9584451.986,O,,,12.9,False,T20,12.74,,False,O,12.74,feldpausch,,,0.6959,
CAU_A01,102a,Eperua bijuga,Fabaceae,780329.0769,9584447.061,O,,,14.0,False,T20,13.49,,False,O,13.49,feldpausch,,,0.729,
CAU_A01,103a,Diospyros guianensis,Ebenaceae,780330.7249,9584448.284,O,,,13.2,False,T20,12.95,,False,O,12.95,feldpausch,,,0.73,
CAU_A01,104a,Rinorea guianensis,Violaceae,780329.8213,9584443.366,O,,,10.2,False,T20,10.78,,False,O,10.78,feldpausch,,,0.78,
CAU_A01,105a,Guatteria schomburgkiana,Annonaceae,780327.9925,9584441.16,O,,,26.3,False,T20,20.43,,False,O,20.43,feldpausch,,,0.6,
CAU_A01,106a,Pouteria gongrijpii,Sapotaceae,780332.4567,9584441.662,O,,,21.0,False,T20,17.72,,False,O,17.72,feldpausch,,,0.7994,
CAU_A01,107a,Lecythis idatimon,Lecythidaceae,780335.8448,9584440.734,O,,,15.0,False,T20,14.15,,False,O,14.15,feldpausch,,,0.7986,
CAU_A01,108a,,,780336.1823,9584444.231,O,,,10.4,False,T20,10.93,,False,O,10.93,feldpausch,,,0.7301,
CAU_A01,109a,Eperua bijuga,Fabaceae,780336.6421,9584446.18,O,,,13.5,False,T20,13.15,,False,O,13.15,feldpausch,,,0.729,
CAU_A01,110a,Lecythis idatimon,Lecythidaceae,780340.0021,9584444.546,O,,,16.1,False,T20,14.85,,False,O,14.85,feldpausch,,,0.7986,
CAU_A01,111a,Dialium guianense,Fabaceae,780342.2323,9584446.169,O,,,30.2,False,T20,22.22,,False,O,22.22,feldpausch,,,0.8964,
CAU_A01,112a,Lecythis idatimon,Lecythidaceae,780342.413,9584447.153,O,,,27.2,False,T20,20.86,,False,O,20.86,feldpausch,,,0.7986,
CAU_A01,113a,Sacoglottis guianensis,Humiriaceae,780342.3769,9584446.956,O,,,11.4,False,T20,11.67,,False,O,11.67,feldpausch,,,0.8359,
CAU_A01,114a,Pouteria gongrijpii,Sapotaceae,780339.4919,9584439.556,O,,,23.4,False,T20,18.99,,False,O,18.99,feldpausch,,,0.7994,
CAU_A01,115a,Zygia racemosa,Fabaceae,780340.2283,9584436.37,O,,,21.0,False,T20,17.72,,False,O,17.72,feldpausch,,,0.748,
CAU_A01,116a,,,780339.9332,9584436.424,L,,,24.8,False,T20,19.7,,False,L,19.7,feldpausch,,,0.7301,
CAU_A01,117a,Micropholis venulosa,Sapotaceae,780343.6067,9584439.816,O,,,13.1,False,T20,12.88,,False,O,12.88,feldpausch,,,0.67,
CAU_A01,118a,Eperua bijuga,Fabaceae,780348.083,9584442.044,O,,,14.1,False,T20,13.56,,False,O,13.56,feldpausch,,,0.729,
CAU_A01,119a,Spondias sp.,Anacardiaceae,780346.786,9584437.199,O,,,22.6,False,T20,18.58,,False,O,18.58,feldpausch,,,0.3627,
CAU_A01,120a,Eperua bijuga,Fabaceae,780355.2002,9584435.957,O,,,13.8,False,T20,13.36,,False,O,13.36,feldpausch,,,0.729,
CAU_A01,121a,Oenocarpus bacaba,Arecaceae,780353.8035,9584439.976,P,,,26.8,False,T20,20.67,,False,P,20.67,feldpausch,,,0.65,
CAU_A01,122a,Chamaecrista xinguensis,Fabaceae,780356.6238,9584441.491,O,,,30.9,False,T20,22.52,,False,O,22.52,feldpausch,,,0.9035,
CAU_A01,123a,Parkia paraensis,Fabaceae,780356.132,9584441.582,O,,,22.9,False,T20,18.73,,False,O,18.73,feldpausch,,,0.415,
CAU_A01,124a,Lecythis idatimon,Lecythidaceae,780350.2308,9584442.666,O,,,24.2,False,T20,19.4,,False,O,19.4,feldpausch,,,0.7986,
CAU_A01,125a,Protium paniculatum,Burseraceae,780350.0182,9584443.722,O,,,11.2,False,T20,11.53,,False,O,11.53,feldpausch,,,0.49,
CAU_A01,033a,Pouteria sp.,Sapotaceae,780325.9261,9584582.696,O,20.3,False,20.4,False,T20,17.39,20.3,False,O,17.39,feldpausch,118.3656,118.3656,0.7187,141.1747
CAU_A01,034a,Lecythis idatimon,Lecythidaceae,780326.7828,9584588.433,O,16.2,False,19.0,False,T20,16.6,16.2,False,O,16.6,feldpausch,72.8215,72.8215,0.7986,96.2592
CAU_A01,035a,Rinorea guianensis,Violaceae,780327.418,9584592.685,O,23.2,False,23.2,False,T20,18.89,23.2,False,O,18.89,feldpausch,166.5312,166.5312,0.78,215.1317
CAU_A01,036a,Lacunaria jenmanii,Ochnaceae,780326.4868,9584595.251,O,10.8,False,11.8,False,T20,11.96,10.8,False,O,11.96,feldpausch,23.9646,23.9646,0.8043,31.9006
CAU_A01,037a,Sacoglottis guianensis,Humiriaceae,780327.9203,9584596.048,O,23.0,False,24.9,False,T20,19.75,23.0,False,O,19.75,feldpausch,171.0121,171.0121,0.8359,236.3481
CAU_A01,038a,Protium paniculatum,Burseraceae,780328.0571,9584606.442,O,12.4,False,,True,T20,,12.4,False,O,,feldpausch,,,0.49,
CAU_A01,039a,Abarema jupunba,Fabaceae,780329.0957,9584614.072,O,73.5,False,,True,T20,,73.5,False,O,,feldpausch,,,0.5851,
