site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh_2009,type_2009,dead_2009,hcom_2009,htot_2009,dbh_2011,type_2011,dead_2011,hcom_2011,htot_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
DUC_A01,1962,,,171323.0894,9672883.622,49.9,O,True,,18.18,,O,False,,,T03,,18.18,measured,0.15,site_median,-1.0,,,49.9,True,O,18.18,measured,49.75,18.152802184470712,0.6681,715.3467,537.7846,537.7846,710.1168,533.902,533.902,
DUC_A01,1963,Neea oppositifolia,Nyctaginaceae,171323.1211,9672885.914,62.0,O,False,22.47,30.57,62.5,O,False,15.56,29.71,T03,32.53,30.57,measured,0.25,observed,-1.0,62.25,30.51,62.0,False,O,30.57,measured,61.75,30.51483062160702,0.893,1814.9205,1814.9205,2675.5497,1797.4911,1797.4911,2649.8552,
DUC_A01,1964,Pouteria gongrijpii,Sapotaceae,171324.9705,9672893.093,13.1,O,False,11.73,17.85,13.5,O,False,11.87,14.65,T03,13.15,17.85,measured,0.2,observed,-1.0,13.3,17.67,13.1,False,O,17.85,measured,12.9,17.65823950572788,0.7994,51.6384,51.6384,68.3275,49.5852,49.5852,65.6107,
DUC_A01,1965,Pouteria gongrijpii,Sapotaceae,171323.2652,9672900.232,23.5,O,False,18.31,21.68,24.4,O,False,16.06,28.65,T03,19.5,21.68,measured,0.45,observed,-1.0,23.95,21.42,23.5,False,O,21.68,measured,23.05,21.415749445736946,0.7994,195.3345,195.3345,258.4647,185.8618,185.8618,245.9304,
DUC_A01,1966,Sterculia pruriens,Malvaceae,171320.0948,9672900.259,44.0,O,False,19.6,25.65,45.4,O,False,16.09,29.11,T03,27.88,25.65,measured,0.7,observed,-1.0,44.7,25.45,44.0,False,O,25.65,measured,43.3,25.434722969871185,0.4862,782.978,782.978,637.6838,752.6305,752.6305,612.9677,
DUC_A01,1967,Sacoglottis guianensis,Humiriaceae,171323.4388,9672901.406,20.1,O,False,15.76,21.98,20.5,O,False,11.41,20.28,T03,17.45,21.98,measured,0.2,observed,-1.0,20.3,21.83,20.1,False,O,21.98,measured,19.900000000000002,21.83657951933541,0.8359,145.9212,145.9212,201.6711,142.189,142.189,196.513,
DUC_A01,1969,,,171320.5251,9672907.193,32.0,O,False,14.77,19.18,31.7,O,True,3.01,23.03,T03,22.86,19.18,measured,0.0,observed,-1.0,31.7,19.18,32.0,False,O,19.18,measured,32.0,19.18,0.6681,316.6458,316.6458,351.6705,316.6458,316.6458,351.6705,
DUC_A01,1970,Licania sp.,Chrysobalanaceae,171318.7662,9672909.749,34.9,O,False,19.58,29.45,34.5,O,False,13.76,24.33,T03,24.01,29.45,measured,0.0,observed,-1.0,34.5,29.45,34.9,False,O,29.45,measured,34.9,29.45,0.8165,570.0109,570.0109,769.9705,570.0109,570.0109,769.9705,
DUC_A01,1971,Pouteria gongrijpii,Sapotaceae,171317.0704,9672924.322,61.5,O,False,23.34,31.68,61.6,O,False,20.19,28.82,T03,32.32,31.68,measured,0.05,observed,-1.0,61.55,31.66,61.5,False,O,31.68,measured,61.45,31.668442273841674,0.7994,1849.7424,1849.7424,2447.5605,1846.1504,1846.1504,2442.8076,
DUC_A01,1972,,,171317.5349,9672928.404,17.1,O,False,7.79,13.67,17.3,O,True,2.98,13.32,T03,15.59,13.67,measured,0.1,observed,-1.0,17.2,13.62,17.1,False,O,13.67,measured,17.0,13.616075789901412,0.6681,66.9544,66.9544,74.3603,65.9374,65.9374,73.2308,
DUC_A01,1973,Neea oppositifolia,Nyctaginaceae,171313.3002,9672928.248,54.2,O,False,15.01,22.39,54.1,O,False,21.88,27.38,T03,30.43,22.39,measured,0.0,observed,-1.0,54.1,22.39,54.2,False,O,22.39,measured,54.2,22.39,0.893,1030.1017,1030.1017,1518.5724,1030.1017,1030.1017,1518.5724,
DUC_A01,1974,Diospyros guianensis,Ebenaceae,171317.4626,9672935.253,7.5,O,False,7.4,12.59,7.7,O,False,8.34,12.21,T03,8.77,12.59,measured,0.1,observed,-1.0,7.6,12.46,7.5,False,O,12.59,measured,7.4,12.464741328113325,0.73,12.3653,12.3653,14.9738,11.9286,11.9286,14.4449,
DUC_A01,1975,Strychnos subcordata,Loganiaceae,171317.3829,9672936.954,12.0,O,False,14.37,19.3,12.1,O,False,12.4,18.19,T03,12.18,19.3,measured,0.05,observed,-1.0,12.05,19.24,12.0,False,O,19.3,measured,11.95,19.242906524872605,0.6959,46.9598,46.9598,54.2757,46.4441,46.4441,53.6797,
DUC_A01,1976,Caraipa grandifolia,Calophyllaceae,171313.3129,9672949.404,23.9,O,False,17.25,24.07,23.9,O,False,13.71,21.96,T03,19.25,24.07,measured,0.0,observed,-1.0,23.9,24.07,23.9,False,O,24.07,measured,23.9,24.07,0.78,223.5703,223.5703,288.817,223.5703,223.5703,288.817,
DUC_A01,1977,Pouteria gongrijpii,Sapotaceae,171311.8003,9672952.002,50.7,O,False,26.12,42.52,51.5,O,False,18.96,24.46,T03,29.71,42.52,measured,0.4,observed,-1.0,51.1,42.36,50.7,False,O,42.52,measured,50.300000000000004,42.353839626356375,0.7994,1690.9986,1690.9986,2237.5123,1658.7035,1658.7035,2194.7797,
DUC_A01,1978,Neea oppositifolia,Nyctaginaceae,171313.5028,9672957.44,88.7,O,False,28.99,35.99,90.1,O,False,20.23,35.95,T03,37.62,35.99,measured,0.7,observed,-1.0,89.4,35.89,88.7,False,O,35.99,measured,88.0,35.888904087675385,0.893,4281.9449,4281.9449,6312.4286,4204.671,4204.671,6198.5116,
DUC_A01,1980,Brosimum rubescens,Moraceae,171309.5775,9672969.343,34.2,O,False,23.75,29.24,34.6,O,False,24.93,32.43,T03,24.05,29.24,measured,0.2,observed,-1.0,34.4,29.14,34.2,False,O,29.24,measured,34.0,29.141868295630804,0.8251,544.0935,544.0935,742.558,536.1379,536.1379,731.7005,
DUC_A01,1981,Trichilia micrantha,Meliaceae,171310.7799,9672969.55,16.6,O,False,14.03,17.21,16.9,O,False,16.84,22.27,T03,15.35,17.21,measured,0.15,observed,-1.0,16.75,17.11,16.6,False,O,17.21,measured,16.450000000000003,17.104496911191546,0.6125,79.1104,79.1104,80.7186,77.256,77.256,78.8265,
DUC_A01,1982,Pouteria sp.,Sapotaceae,171310.7722,9672971.835,25.0,O,False,21.82,25.94,26.1,O,False,21.98,25.92,T03,20.34,25.94,measured,0.55,observed,-1.0,25.55,25.6,25.0,False,O,25.94,measured,24.45,25.58151138702712,0.7187,262.5876,262.5876,313.1885,248.0373,248.0373,295.8343,
DUC_A01,1983,Licania guianensis,Chrysobalanaceae,171311.0828,9672974.748,15.0,O,False,16.3,20.56,15.8,O,False,16.73,20.05,T03,14.66,20.56,measured,0.4,observed,-1.0,15.4,20.21,15.0,False,O,20.56,measured,14.6,20.180507463627155,0.8165,77.2149,77.2149,104.3019,71.9269,71.9269,97.1588,
DUC_A01,1984,Pouteria gongrijpii,Sapotaceae,171310.2014,9672979.009,28.3,O,False,19.66,23.21,28.5,O,False,12.96,19.08,T03,21.46,23.21,measured,0.1,observed,-1.0,28.4,23.16,28.3,False,O,23.21,measured,28.2,23.160337132295513,0.7994,300.0867,300.0867,397.0717,297.3979,297.3979,393.5139,
DUC_A01,1985,Sacoglottis guianensis,Humiriaceae,171309.5594,9672978.907,41.4,O,False,21.96,28.86,41.5,O,False,14.86,20.94,T03,26.59,28.86,measured,0.05,observed,-1.0,41.45,28.85,41.4,False,O,28.86,measured,41.35,28.841297357842972,0.8359,779.9999,779.9999,1078.0027,777.67,777.67,1074.7825,
DUC_A01,1986,Couma guianensis,Apocynaceae,171309.3115,9672978.234,16.2,O,False,10.23,14.96,16.2,O,False,7.32,14.86,T03,14.91,14.96,measured,0.0,observed,-1.0,16.2,14.96,16.2,False,O,14.96,measured,16.2,14.96,0.4667,65.7911,65.7911,51.4804,65.7911,65.7911,51.4804,
DUC_A01,1988,Virola michelii,Myristicaceae,171305.1513,9672989.616,41.3,O,False,21.18,25.66,41.4,O,False,18.86,26.58,T03,26.56,25.66,measured,0.05,observed,-1.0,41.35,25.64,41.3,False,O,25.66,measured,41.25,25.643315775507883,0.4701,692.197,692.197,545.5497,690.1239,690.1239,543.9158,
DUC_A01,1989,Protium heptaphyllum,Burseraceae,171307.8238,9672993.841,9.6,O,False,9.5,16.35,10.8,O,False,8.88,12.99,T03,11.23,16.35,measured,0.6,observed,-1.0,10.2,15.69,9.6,False,O,16.35,measured,9.0,15.597597342957066,0.6293,25.8373,25.8373,27.0681,21.7554,21.7554,22.7917,
DUC_A01,1990,Euterpe oleracea,Arecaceae,171304.6983,9673010.457,12.5,P,False,17.93,22.37,12.7,P,False,17.31,20.55,T03,12.6,22.37,measured,0.1,observed,-1.0,12.6,22.25,12.5,False,P,22.37,measured,12.4,22.2434963768419,0.3877,58.7358,19.553,19.553,57.5029,19.1261,19.1261,
DUC_A01,1991,Pouteria gongrijpii,Sapotaceae,171303.1461,9673015.914,25.2,O,False,14.71,16.99,25.3,O,False,,11.22,T03,19.95,16.99,measured,0.05,observed,-1.0,25.25,16.96,25.2,False,O,16.99,measured,25.15,16.96899390518877,0.7994,176.4669,176.4669,233.4992,175.572,175.572,232.3151,
DUC_A01,1993,Oenocarpus bataua,Arecaceae,171303.0045,9673020.328,21.5,P,False,16.14,22.57,21.5,P,False,13.53,20.47,T03,17.99,22.57,measured,0.0,observed,-1.0,21.5,22.57,21.5,False,P,22.57,measured,21.5,22.57,0.6815,170.7762,86.7995,86.7995,170.7762,86.7995,86.7995,
DUC_A01,1994,Ficus broadwayi,Moraceae,171300.3377,9673019.906,48.8,O,False,22.18,34.04,49.0,O,False,24.57,35.31,T03,28.99,34.04,measured,0.1,observed,-1.0,48.9,34.0,48.8,False,O,34.04,measured,48.699999999999996,34.004959349746485,0.41,1263.2171,1263.2171,871.0405,1256.905,1256.905,866.6881,
DUC_A01,1995,Calophyllum brasiliense,Calophyllaceae,171300.1721,9673028.118,30.0,O,False,18.75,24.24,30.2,O,False,23.87,28.08,T03,22.22,24.24,measured,0.1,observed,-1.0,30.1,24.19,30.0,False,O,24.24,measured,29.9,24.191843778455112,0.5891,350.8369,350.8369,344.5959,347.8818,347.8818,341.6934,
DUC_A01,1996,Qualea paraensis,Vochysiaceae,171300.1951,9673036.993,20.8,O,False,13.78,18.53,21.2,O,False,13.57,22.7,T03,17.83,18.53,measured,0.2,observed,-1.0,21.0,18.42,20.8,False,O,18.53,measured,20.6,18.41395634112336,0.6893,132.0586,132.0586,151.2161,128.7992,128.7992,147.4838,
DUC_A01,1997,Qualea paraensis,Vochysiaceae,171297.3067,9673040.338,38.0,O,False,20.46,27.73,43.0,O,False,12.6,27.77,T03,27.1,27.73,measured,2.5,observed,-1.0,40.5,26.86,38.0,False,O,27.73,measured,35.5,26.69396849963072,0.6893,634.6252,634.6252,726.6892,535.409,535.409,613.0798,
DUC_A01,1998,Pouteria gongrijpii,Sapotaceae,171300.4683,9673041.472,17.7,O,False,16.83,20.33,18.4,O,False,12.2,22.05,T03,16.25,20.33,measured,0.35,observed,-1.0,18.05,20.07,17.7,False,O,20.33,measured,17.349999999999998,20.059473615596485,0.7994,105.4986,105.4986,139.5946,100.1468,100.1468,132.5133,
DUC_A01,1999,Qualea paraensis,Vochysiaceae,171294.6422,9673048.155,65.6,O,False,20.3,28.56,65.8,O,False,20.1,39.29,T03,33.27,28.56,measured,0.1,observed,-1.0,65.7,28.54,65.6,False,O,28.56,measured,65.5,28.54114544267643,0.6893,1896.1688,1896.1688,2171.2426,1889.3125,1889.3125,2163.3916,
DUC_A01,2000,,,171295.6279,9673073.659,5.5,L,False,,,5.7,L,False,0.0,0.0,T03,6.99,11.19,local_fit,0.1,observed,-1.0,5.6,11.05,5.5,False,L,6.99,feldpausch,5.4,6.892931417312424,0.6681,3.8007,3.8007,4.2211,3.6172,3.6172,4.0173,
DUC_A01,2001,Pouteria sp.,Sapotaceae,171291.4249,9673076.162,49.1,O,False,24.04,30.21,49.6,O,False,20.96,31.27,T03,29.16,30.21,measured,0.25,observed,-1.0,49.35,30.14,49.1,False,O,30.21,measured,48.85,30.132825852345118,0.7187,1137.8339,1137.8339,1357.0956,1123.7436,1123.7436,1340.2901,
DUC_A01,2002,Helicostylis sp.,Moraceae,171291.1038,9673083.321,31.4,O,False,14.09,17.02,32.7,O,False,11.31,24.41,T03,23.28,17.02,measured,0.65,observed,-1.0,32.05,16.82,31.4,False,O,17.02,measured,30.75,16.811446329892007,0.643,271.5713,271.5713,290.5509,257.5876,257.5876,275.5898,
DUC_A01,2004,Couma guianensis,Apocynaceae,171292.0642,9673093.301,18.7,O,False,17.0,21.34,19.5,O,False,16.08,21.0,T03,16.88,21.34,measured,0.4,observed,-1.0,19.1,21.05,18.7,False,O,21.34,measured,18.3,21.035658492187,0.4667,123.1372,123.1372,96.3528,116.4047,116.4047,91.0847,
DUC_A01,2006,Hevea brasiliensis,Euphorbiaceae,171291.4954,9673099.031,20.0,O,False,18.08,22.7,20.9,O,False,18.93,22.74,T03,17.67,22.7,measured,0.45,observed,-1.0,20.45,22.38,20.0,False,O,22.7,measured,19.55,22.36359785088293,0.4666,149.1257,149.1257,116.6782,140.5827,140.5827,109.994,
DUC_A01,2007,Qualea paraensis,Vochysiaceae,171285.2884,9673104.643,87.0,O,False,23.81,35.3,85.0,O,False,18.89,31.57,T03,36.85,35.3,measured,0.0,observed,-1.0,85.0,35.3,87.0,False,O,35.3,measured,87.0,35.3,0.6893,4046.042,4046.042,4632.994,4046.042,4046.042,4632.994,
DUC_A01,2009,Qualea paraensis,Vochysiaceae,171288.2473,9673126.471,13.6,O,False,14.45,17.01,14.3,O,False,12.82,14.7,T03,13.69,17.01,measured,0.35,observed,-1.0,13.95,16.72,13.6,False,O,17.01,measured,13.25,16.702810425293425,0.6893,53.0025,53.0025,60.6914,49.4844,49.4844,56.6631,
DUC_A01,2010,Parkia sp.,Fabaceae,171287.7817,9673130.474,24.4,O,False,9.0,14.93,24.4,O,False,11.77,18.7,T03,19.5,14.93,measured,0.0,observed,-1.0,24.4,14.93,24.4,False,O,14.93,measured,24.4,14.93,0.4553,146.0589,146.0589,111.5764,146.0589,146.0589,111.5764,
DUC_A01,2011,Parkia sp.,Fabaceae,171285.2056,9673137.115,34.9,O,False,14.42,27.12,35.4,O,False,15.82,27.01,T03,24.36,27.12,measured,0.25,observed,-1.0,35.15,27.02,34.9,False,O,27.12,measured,34.65,27.009166890234088,0.4553,525.9527,525.9527,401.7825,516.5547,516.5547,394.6033,
DUC_A01,2012,,,171284.1521,9673164.246,10.2,O,False,5.86,11.28,10.3,O,False,2.0,11.49,T03,10.85,11.28,measured,0.05,observed,-1.0,10.25,11.24,10.2,False,O,11.28,measured,10.149999999999999,11.239988530602622,0.6681,20.2443,20.2443,22.4835,19.9816,19.9816,22.1918,
DUC_A01,2013,Chrysophyllum sanguinolentum,Sapotaceae,171283.3464,9673169.367,6.9,O,False,4.6,12.01,7.0,O,False,7.11,14.35,T03,8.17,12.01,measured,0.05,observed,-1.0,6.95,11.94,6.9,False,O,12.01,measured,6.8500000000000005,11.944692454990212,0.6714,10.0352,10.0352,11.1992,9.8413,9.8413,10.9827,
DUC_A01,2014,Tabernaemontana cymosa,Apocynaceae,171283.1043,9673171.077,9.8,O,False,10.17,16.86,9.9,O,False,14.93,17.43,T03,10.55,16.86,measured,0.05,observed,-1.0,9.85,16.8,9.8,False,O,16.86,measured,9.75,16.797486686008856,0.47,27.717,27.717,21.8393,27.3424,27.3424,21.5441,
DUC_A01,2015,Protium heptaphyllum,Burseraceae,171282.2692,9673174.495,7.3,O,False,3.1,10.85,7.5,O,False,8.71,12.04,T03,8.6,10.85,measured,0.1,observed,-1.0,7.4,10.74,7.3,False,O,10.85,measured,7.2,10.738842940067967,0.6293,10.1449,10.1449,10.6281,9.7766,9.7766,10.2423,
DUC_A01,2016,Protium heptaphyllum,Burseraceae,171281.25,9673181.721,21.5,O,False,15.1,17.5,22.0,O,False,14.24,19.05,T03,18.26,17.5,measured,0.25,observed,-1.0,21.75,17.38,21.5,False,O,17.5,measured,21.25,17.36828150089944,0.6293,133.225,133.225,139.571,129.2611,129.2611,135.4184,
DUC_A01,2017,Protium heptaphyllum,Burseraceae,171279.9457,9673182.117,20.2,O,False,21.22,27.1,20.5,O,False,21.46,25.75,T03,17.45,27.1,measured,0.15,observed,-1.0,20.35,26.96,20.2,False,O,27.1,measured,20.05,26.968253012611697,0.6293,180.7526,180.7526,189.3626,177.2966,177.2966,185.7419,
DUC_A01,2018,Protium heptaphyllum,Burseraceae,171279.7109,9673188.242,11.7,O,False,12.51,16.23,13.1,O,False,14.5,16.83,T03,12.88,16.23,measured,0.7,observed,-1.0,12.4,15.61,11.7,False,O,16.23,measured,11.0,15.530385994112306,0.6293,37.7425,37.7425,39.5403,32.0518,32.0518,33.5786,
DUC_A01,2019,Protium paniculatum,Burseraceae,171279.7617,9673190.101,13.9,O,False,16.94,25.46,14.6,O,False,13.99,17.26,T03,13.89,25.46,measured,0.35,observed,-1.0,14.25,25.04,13.9,False,O,25.46,measured,13.55,25.01153790895704,0.49,81.9867,81.9867,67.282,76.664,76.664,62.914,
DUC_A01,2020,Licania guianensis,Chrysobalanaceae,171279.7676,9673193.184,7.3,O,False,5.09,7.85,7.5,O,False,7.14,8.24,T03,8.6,7.85,measured,0.1,observed,-1.0,7.4,7.77,7.3,False,O,7.85,measured,7.2,7.769577611016915,0.8165,7.3971,7.3971,9.992,7.1286,7.1286,9.6293,
DUC_A01,2021,Nectandra cuspidata,Lauraceae,171275.8307,9673212.863,39.7,O,False,17.37,24.44,40.8,O,False,18.35,25.83,T03,26.35,24.44,measured,0.55,observed,-1.0,40.25,24.26,39.7,False,O,24.44,measured,39.150000000000006,24.254549175409032,0.518,611.0638,611.0638,529.4156,590.2436,590.2436,511.3774,
DUC_A01,2022,Dimorphandra macrostachya,Fabaceae,171273.3547,9673214.911,45.5,O,False,22.2,29.39,48.9,O,False,22.96,32.19,T03,28.96,29.39,measured,1.7,observed,-1.0,47.2,28.87,45.5,False,O,29.39,measured,43.8,28.812814358903132,0.695,954.6886,954.6886,1101.9535,869.3082,869.3082,1003.4028,
DUC_A01,2023,Protium heptaphyllum,Burseraceae,171274.0396,9673220.575,14.6,O,False,13.71,18.71,14.8,O,False,17.23,20.18,T03,14.02,18.71,measured,0.1,observed,-1.0,14.7,18.62,14.6,False,O,18.71,measured,14.5,18.62135140388282,0.6293,66.8069,66.8069,69.9892,65.6118,65.6118,68.7371,
DUC_A01,2024,Licania sp.,Chrysobalanaceae,171272.6528,9673228.355,13.3,O,False,13.33,17.54,13.5,O,False,12.16,18.14,T03,13.15,17.54,measured,0.1,observed,-1.0,13.4,17.45,13.3,False,O,17.54,measured,13.200000000000001,17.44754717710062,0.8165,52.2868,52.2868,70.629,51.2571,51.2571,69.238,
DUC_A01,2025,Guatteria schomburgkiana,Annonaceae,171268.6478,9673241.241,37.3,O,False,27.67,33.66,38.0,O,False,21.69,33.55,T03,25.35,33.66,measured,0.35,observed,-1.0,37.65,33.49,37.3,False,O,33.66,measured,36.949999999999996,33.48354222704289,0.6,739.4345,739.4345,739.4345,722.2367,722.2367,722.2367,
DUC_A01,2026,Oenocarpus bacaba,Arecaceae,171269.8637,9673245.146,10.5,P,False,11.72,16.31,11.8,P,False,10.22,15.7,T03,11.96,16.31,measured,0.65,observed,-1.0,11.15,15.67,10.5,False,P,16.31,measured,9.85,15.57343215791278,0.65,30.7027,12.1091,12.1091,25.9069,10.1587,10.1587,
DUC_A01,2027,Virola crebrinervia,Myristicaceae,171269.4203,9673249.387,29.3,O,False,23.27,24.8,31.2,O,False,27.27,30.07,T03,22.65,24.8,measured,0.95,observed,-1.0,30.25,24.35,29.3,False,O,24.8,measured,28.35,24.312852000533887,0.4734,342.5872,342.5872,271.8524,315.0795,315.0795,250.0243,
DUC_A01,2028,Caryocar glabrum,Caryocaraceae,171268.6389,9673254.187,9.8,O,False,10.09,14.97,10.1,O,False,12.8,16.04,T03,10.7,14.97,measured,0.15,observed,-1.0,9.95,14.8,9.8,False,O,14.97,measured,9.65,14.803159471378605,0.6536,24.6803,24.6803,26.8288,23.6878,23.6878,25.7498,
DUC_A01,2029,Inga marginata,Fabaceae,171268.3517,9673256.604,13.3,O,False,9.37,19.9,13.9,O,False,16.41,19.43,T03,13.42,19.9,measured,0.3,observed,-1.0,13.6,19.6,13.3,False,O,19.9,measured,13.0,19.584281764686462,0.5518,59.1425,59.1425,54.5008,55.6904,55.6904,51.3196,
DUC_A01,2030,Protium heptaphyllum,Burseraceae,171268.6152,9673257.265,12.4,O,False,12.42,17.7,12.8,O,False,11.91,17.09,T03,12.67,17.7,measured,0.2,observed,-1.0,12.6,17.5,12.4,False,O,17.7,measured,12.200000000000001,17.497640079103267,0.6293,46.0089,46.0089,48.2005,44.0741,44.0741,46.1735,
DUC_A01,2031,Protium heptaphyllum,Burseraceae,171267.6844,9673260.191,9.2,O,False,7.75,15.19,9.6,O,False,7.62,15.78,T03,10.31,15.19,measured,0.2,observed,-1.0,9.4,14.97,9.2,False,O,15.19,measured,9.0,14.947727021786136,0.6293,22.1297,22.1297,23.1838,20.8702,20.8702,21.8644,
DUC_A01,2032,Sloanea guianensis,Elaeocarpaceae,171267.2832,9673263.822,9.8,O,False,8.48,13.67,9.9,O,False,10.72,13.42,T03,10.55,13.67,measured,0.05,observed,-1.0,9.85,13.62,9.8,False,O,13.67,measured,9.75,13.619314531301368,0.8212,22.5862,22.5862,30.6811,22.2809,22.2809,30.2663,
DUC_A01,2033,Sloanea guianensis,Elaeocarpaceae,171266.7736,9673267.435,11.3,O,False,7.96,16.4,11.4,O,False,8.63,14.0,T03,11.67,16.4,measured,0.05,observed,-1.0,11.35,16.36,11.3,False,O,16.4,measured,11.25,16.348100101703835,0.8212,35.6252,35.6252,48.3932,35.2091,35.2091,47.8279,
DUC_A01,2034,,,171266.3428,9673271.061,28.1,O,True,,3.55,28.1,O,True,1.6,3.89,T03,21.28,3.55,measured,0.0,observed,-1.0,28.1,3.55,28.1,True,O,3.55,measured,28.1,3.55,0.6681,47.3542,44.829,44.829,47.3542,44.829,44.829,
DUC_A01,2035,Myrcia splendens,Myrtaceae,171264.0472,9673277.04,16.0,O,False,11.24,15.6,16.0,O,False,11.64,13.89,T03,14.79,15.6,measured,0.0,observed,-1.0,16.0,15.6,16.0,False,O,15.6,measured,16.0,15.6,0.8,66.8948,66.8948,88.5794,66.8948,66.8948,88.5794,
DUC_A01,2036,Virola mollissima,Myristicaceae,171263.4645,9673281.42,13.5,O,False,13.26,18.55,14.0,O,False,12.86,17.84,T03,13.49,18.55,measured,0.25,observed,-1.0,13.75,18.32,13.5,False,O,18.55,measured,13.25,18.309085348994707,0.4734,56.8559,56.8559,45.1168,54.1239,54.1239,42.9488,
DUC_A01,2037,,,171261.2623,9673294.485,38.9,O,True,,12.55,38.9,O,True,0.94,11.76,T03,25.68,12.55,measured,0.0,observed,-1.0,38.9,12.55,38.9,True,O,12.55,measured,38.9,12.55,0.6681,306.421,241.3511,241.3511,306.421,241.3511,241.3511,
DUC_A01,2038,,,171262.5883,9673295.254,10.6,L,False,3.64,5.79,10.9,L,False,0.0,0.0,T03,11.3,5.79,measured,0.15,observed,-1.0,10.75,5.73,10.6,False,L,5.79,measured,10.45,5.730854400912042,0.6681,11.3824,11.3824,12.6414,10.9597,10.9597,12.1719,
DUC_A01,2039,Virola mollissima,Myristicaceae,171262.6871,9673295.27,8.7,O,False,8.79,12.36,9.8,O,False,13.32,12.44,T03,10.47,12.36,measured,0.55,observed,-1.0,9.25,11.85,8.7,False,O,12.36,measured,8.149999999999999,11.779246073198069,0.4734,16.226,16.226,12.8758,13.6286,13.6286,10.8147,
DUC_A01,2040,Lecythis idatimon,Lecythidaceae,171261.1686,9673297.824,13.8,O,False,9.82,14.37,13.9,O,False,9.24,15.83,T03,13.42,14.37,measured,0.05,observed,-1.0,13.85,14.34,13.8,False,O,14.37,measured,13.75,14.333717048538972,0.7986,46.2575,46.2575,61.1456,45.8178,45.8178,60.5643,
DUC_A01,2041,Pouteria gongrijpii,Sapotaceae,171260.6278,9673298.297,16.1,O,False,11.35,16.75,17.0,O,False,11.53,22.89,T03,15.41,16.75,measured,0.45,observed,-1.0,16.55,16.45,16.1,False,O,16.75,measured,15.650000000000002,16.429339380109642,0.7994,72.5811,72.5811,96.0385,67.3904,67.3904,89.1703,
DUC_A01,2042,Lecythis idatimon,Lecythidaceae,171259.8601,9673305.442,16.8,O,False,11.62,16.85,17.2,O,False,10.97,18.14,T03,15.53,16.85,measured,0.2,observed,-1.0,17.0,16.72,16.8,False,O,16.85,measured,16.6,16.714084113190594,0.7986,79.3279,79.3279,104.8597,76.8848,76.8848,101.6302,
DUC_A01,2043,Virola elongata,Myristicaceae,171260.1416,9673306.605,17.9,O,False,17.49,21.45,18.3,O,False,13.9,23.25,T03,16.19,21.45,measured,0.2,observed,-1.0,18.1,21.29,17.9,False,O,21.45,measured,17.7,21.28938678808376,0.5233,113.6326,113.6326,99.4386,110.3549,110.3549,96.5704,
DUC_A01,2044,Maquira coriacea,Moraceae,171259.8429,9673308.234,9.4,O,False,16.48,19.52,9.6,O,False,12.0,19.04,T03,10.31,19.52,measured,0.1,observed,-1.0,9.5,19.37,9.4,False,O,19.52,measured,9.3,19.368283919630944,0.5112,29.4791,29.4791,25.2129,28.651,28.651,24.5047,
DUC_A01,2045,Poeppigia procera,Fabaceae,171259.6084,9673310.992,13.8,O,False,14.71,18.79,14.3,O,False,15.06,20.58,T03,13.69,18.79,measured,0.25,observed,-1.0,14.05,18.56,13.8,False,O,18.79,measured,13.55,18.55201574710714,0.735,60.0976,60.0976,73.2619,57.2738,57.2738,69.8195,
DUC_A01,2046,Lacunaria jenmanii,Ochnaceae,171259.2677,9673314.291,14.0,O,False,11.86,16.18,14.3,O,False,8.11,18.94,T03,13.69,16.18,measured,0.15,observed,-1.0,14.15,16.06,14.0,False,O,16.18,measured,13.85,16.059245178260902,0.8043,53.4153,53.4153,71.1043,51.9228,51.9228,69.1176,
DUC_A01,2047,Protium heptaphyllum,Burseraceae,171258.2282,9673315.803,11.9,O,False,8.82,15.67,11.8,O,False,8.25,16.88,T03,11.96,15.67,measured,0.0,observed,-1.0,11.8,15.67,11.9,False,O,15.67,measured,11.9,15.67,0.6293,37.6978,37.6978,39.4935,37.6978,37.6978,39.4935,
DUC_A01,2048,Protium heptaphyllum,Burseraceae,171258.1221,9673318.581,10.0,O,False,15.61,18.38,10.7,O,False,14.98,21.23,T03,11.15,18.38,measured,0.35,observed,-1.0,10.35,17.95,10.0,False,O,18.38,measured,9.65,17.9107940871459,0.6293,31.3662,31.3662,32.8603,28.5298,28.5298,29.8887,
DUC_A01,2049,Licania sp.,Chrysobalanaceae,171257.0828,9673326.801,25.3,O,False,18.51,24.17,25.6,O,False,14.36,23.99,T03,20.09,24.17,measured,0.15,observed,-1.0,25.45,24.09,25.3,False,O,24.17,measured,25.150000000000002,24.080680008832708,0.8165,250.8592,250.8592,338.8604,247.0697,247.0697,333.7417,
