site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
SAN_A02,74,Minquartia guianensis,Olacaceae,732131.232,9634299.886,17.5,13.43,8.12,False,O,7,15.71,15.71,feldpausch_regional,0.18,default,0.0,17.5,15.71,17.5,False,O,13.43,measured,17.5,13.43,0.7867,68.8451,68.8451,89.684,68.8451,68.8451,89.684,
SAN_A02,75,Cordia scabrifolia,Boraginaceae,732133.3597,9634301.322,18.4,21.29,13.72,False,O,7,16.25,16.25,feldpausch_regional,0.18,default,0.0,18.4,16.25,18.4,False,O,21.29,measured,18.4,21.29,0.474,119.0377,119.0377,94.5733,119.0377,119.0377,94.5733,
SAN_A02,76,Inga alba,Fabaceae,732139.8711,9634297.722,14.5,19.05,12.3,False,O,7,13.82,13.82,feldpausch_regional,0.18,default,0.0,14.5,13.82,14.5,False,O,19.05,measured,14.5,19.05,0.5861,67.0855,67.0855,65.5694,67.0855,67.0855,65.5694,
SAN_A02,77,Inga thibaudiana,Fabaceae,732143.2944,9634297.756,23.0,24.32,14.94,False,O,7,18.79,18.79,feldpausch_regional,0.18,default,0.0,23.0,18.79,23.0,False,O,24.32,measured,23.0,24.32,0.5786,209.5337,209.5337,202.2229,209.5337,209.5337,202.2229,
SAN_A02,78,Inga alba,Fabaceae,732145.5303,9634297.232,13.5,12.26,10.7,False,O,7,13.15,13.15,feldpausch_regional,0.18,default,0.0,13.5,13.15,13.5,False,O,12.26,measured,13.5,12.26,0.5861,37.9524,37.9524,37.0947,37.9524,37.9524,37.0947,
SAN_A02,79,Inga alba,Fabaceae,732146.4966,9634296.963,20.5,23.12,17.57,False,O,7,17.45,17.45,feldpausch_regional,0.18,default,0.0,20.5,17.45,20.5,False,O,23.12,measured,20.5,23.12,0.5861,159.3149,159.3149,155.7145,159.3149,159.3149,155.7145,
SAN_A02,80,,,732138.5724,9634278.31,79.5,15.03,,True,O,7,35.94,35.94,feldpausch_regional,0.18,default,0.0,79.5,35.94,79.5,True,O,15.03,measured,79.5,15.03,0.4713,1474.6511,1168.2779,1168.2779,1474.6511,1168.2779,1168.2779,
SAN_A02,81,Goupia glabra,Goupiaceae,732104.6275,9634257.283,73.5,34.9,25.48,False,O,7,34.84,34.84,feldpausch_regional,0.18,default,0.0,73.5,34.84,73.5,False,O,34.9,measured,73.5,34.9,0.7272,2879.0632,2879.0632,3473.3013,2879.0632,2879.0632,3473.3013,
SAN_A02,82,Inga marginata,Fabaceae,732099.5788,9634264.322,39.5,23.57,17.25,False,O,7,25.89,25.89,feldpausch_regional,0.18,default,0.0,39.5,25.89,39.5,False,O,23.57,measured,39.5,23.57,0.5518,584.0381,584.0381,538.201,584.0381,584.0381,538.201,
SAN_A02,83,Apeiba petoumo,Malvaceae,732106.1223,9634266.632,41.7,20.47,12.97,False,O,7,26.66,26.66,feldpausch_regional,0.18,default,0.0,41.7,26.66,41.7,False,O,20.47,measured,41.7,20.47,0.2822,565.7405,565.7405,270.9945,565.7405,565.7405,270.9945,
SAN_A02,84,Minquartia guianensis,Olacaceae,732107.4569,9634281.366,36.3,21.88,11.04,False,O,7,24.71,24.71,feldpausch_regional,0.18,default,0.0,36.3,24.71,36.3,False,O,21.88,measured,36.3,21.88,0.7867,460.5583,460.5583,599.9657,460.5583,460.5583,599.9657,
SAN_A02,85,Diplotropis sp.,Fabaceae,732115.1912,9634285.135,48.3,26.0,16.73,False,O,7,28.78,28.78,feldpausch_regional,0.18,default,0.0,48.3,28.78,48.3,False,O,26.0,measured,48.3,26.0,0.7378,951.7864,951.7864,1164.5101,951.7864,951.7864,1164.5101,
SAN_A02,86,Cecropia ficifolia,Urticaceae,732127.3141,9634284.624,37.2,24.93,15.65,False,O,7,25.05,25.05,feldpausch_regional,0.18,default,0.0,37.2,25.05,37.2,False,O,24.93,measured,37.2,24.93,0.266,548.7335,548.7335,248.0678,548.7335,548.7335,248.0678,
