tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,dead,type,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
38,Zanthoxylum rhoifolium,Rutaceae,800446.6779,9727014.943,17.7,False,O,11,15.83,15.83,feldpausch_regional,0.18,default,-2.0,17.34,15.62,17.7,False,O,15.83,feldpausch,17.34,15.613304384679866,0.5692,82.6414,82.6414,78.5051,78.3313,78.3313,74.4107,
39,Nectandra cuspidata,Lauraceae,800436.5769,9727011.701,23.7,False,O,11,19.15,19.15,feldpausch_regional,0.18,default,-2.0,23.34,18.96,23.7,False,O,19.15,feldpausch,23.34,18.965412186244883,0.518,175.9406,175.9406,152.4321,169.155,169.155,146.5531,
40,Nectandra cuspidata,Lauraceae,800437.6877,9727007.651,19.0,False,O,11,16.6,16.6,feldpausch_regional,0.18,default,-2.0,18.64,16.39,19.0,False,O,16.6,feldpausch,18.64,16.391037822045284,0.518,99.4061,99.4061,86.1239,94.586,94.586,81.9478,
41,Nectandra cuspidata,Lauraceae,800437.2002,9727004.611,17.3,False,O,11,15.59,15.59,feldpausch_regional,0.18,default,-2.0,16.94,15.37,17.3,False,O,15.59,feldpausch,16.94,15.370776692492882,0.518,77.8654,77.8654,67.4613,73.708,73.708,63.8594,
42,Nectandra cuspidata,Lauraceae,800438.0862,9727002.141,19.3,False,O,11,16.77,16.77,feldpausch_regional,0.18,default,-2.0,18.94,16.56,19.3,False,O,16.77,feldpausch,18.94,16.56279608301031,0.518,103.5173,103.5173,89.6857,98.5782,98.5782,85.4065,
43,Xylopia nitida,Annonaceae,800437.756,9727001.913,10.6,False,O,11,11.08,11.08,feldpausch_regional,0.18,default,-2.0,10.24,10.81,10.6,False,O,11.08,feldpausch,10.24,10.807290020466903,0.5483,21.4451,21.4451,19.6409,19.5647,19.5647,17.9187,
44,Xylopia nitida,Annonaceae,800437.1328,9727000.686,22.0,False,O,11,18.26,18.26,feldpausch_regional,0.18,default,-2.0,21.64,18.07,22.0,False,O,18.26,feldpausch,21.64,18.067246632339895,0.5483,145.2428,145.2428,133.0229,139.1904,139.1904,127.4798,
45,Xylopia nitida,Annonaceae,800434.7291,9726999.778,31.5,False,O,11,22.78,22.78,feldpausch_regional,0.18,default,-2.0,31.14,22.62,31.5,False,O,22.78,feldpausch,31.14,22.6265393545077,0.5483,363.1912,363.1912,332.6345,352.7978,352.7978,323.1156,
46,Nectandra cuspidata,Lauraceae,800435.0976,9726996.253,17.5,False,O,11,15.71,15.71,feldpausch_regional,0.18,default,-2.0,17.14,15.49,17.5,False,O,15.71,feldpausch,17.14,15.492052454653425,0.518,80.2304,80.2304,69.5103,75.9969,75.9969,65.8425,
47,Xylopia nitida,Annonaceae,800428.8357,9726998.882,13.5,False,O,11,13.15,13.15,feldpausch_regional,0.18,default,-2.0,13.14,12.91,13.5,False,O,13.15,feldpausch,13.14,12.90362698059947,0.5483,40.6391,40.6391,37.2199,37.8454,37.8454,34.6614,
48,Xylopia nitida,Annonaceae,800430.5062,9726997.897,15.8,False,O,11,14.66,14.66,feldpausch_regional,0.18,default,-2.0,15.44,14.43,15.8,False,O,14.66,feldpausch,15.440000000000001,14.43082832275704,0.5483,61.4308,61.4308,56.2624,57.832,57.832,52.9664,
49,Guatteria schomburgkiana,Annonaceae,800431.8459,9726991.999,23.5,False,O,11,19.05,19.05,feldpausch_regional,0.18,default,-2.0,23.14,18.86,23.5,False,O,19.05,feldpausch,23.14,18.86445625378704,0.6,172.1721,172.1721,172.1721,165.4729,165.4729,165.4729,
50,Nectandra cuspidata,Lauraceae,800433.9888,9726991.919,20.7,False,O,11,17.56,17.56,feldpausch_regional,0.18,default,-2.0,20.34,17.36,20.7,False,O,17.56,feldpausch,20.34,17.360479083022682,0.518,124.134,124.134,107.5477,118.6244,118.6244,102.7742,
51,Vismia latifolia,Hypericaceae,800430.5591,9726985.137,14.0,False,O,11,13.49,13.49,feldpausch_regional,0.18,default,-2.0,13.64,13.25,14.0,False,O,13.49,feldpausch,13.64,13.247551872280896,0.43,44.7295,44.7295,32.3135,41.766,41.766,30.1726,
52,Xylopia nitida,Annonaceae,800428.677,9726985.779,15.5,False,O,11,14.47,14.47,feldpausch_regional,0.18,default,-2.0,15.14,14.24,15.5,False,O,14.47,feldpausch,15.14,14.238712647529205,0.5483,58.4259,58.4259,53.5103,54.9356,54.9356,50.3136,
53,Nectandra cuspidata,Lauraceae,800424.7691,9726988.727,26.3,False,O,11,20.43,20.43,feldpausch_regional,0.18,default,-2.0,25.94,20.26,26.3,False,O,20.43,feldpausch,25.94,20.256900014938434,0.518,229.634,229.634,198.9512,221.6896,221.6896,192.0682,
54,Nectandra cuspidata,Lauraceae,800424.8548,9726988.678,17.8,False,O,11,15.89,15.89,feldpausch_regional,0.18,default,-2.0,17.44,15.68,17.8,False,O,15.89,feldpausch,17.44,15.673921658561875,0.518,83.8644,83.8644,72.6587,79.5157,79.5157,68.8911,
55,Inga alba,Fabaceae,800424.0574,9726981.091,33.1,False,O,11,23.44,23.44,feldpausch_regional,0.18,default,-2.0,32.74,23.3,33.1,False,O,23.44,feldpausch,32.74,23.291941926667235,0.5861,411.3804,411.3804,402.0836,400.2092,400.2092,391.1649,
56,Xylopia nitida,Annonaceae,800419.7366,9726985.699,29.8,False,O,11,22.04,22.04,feldpausch_regional,0.18,default,-2.0,29.44,21.88,29.8,False,O,22.04,feldpausch,29.44,21.880543308170807,0.5483,315.577,315.577,289.0263,306.0018,306.0018,280.2567,
57,,,800419.0989,9726982.337,29.2,False,O,11,21.77,21.77,feldpausch_regional,0.18,default,-2.0,28.84,21.61,29.2,False,O,21.77,feldpausch,28.84,21.608353485727548,0.5847,299.6663,299.6663,292.1904,290.377,290.377,283.1329,
1,Sterculia pruriens,Malvaceae,800107.9129,9727077.671,7.5,False,O,12,8.6,8.6,feldpausch_regional,0.18,default,-2.0,7.14,8.29,7.5,False,O,8.6,feldpausch,7.14,8.290134696048403,0.4862,8.5241,8.5241,6.9424,7.4713,7.4713,6.0849,
2,Pourouma villosa,Urticaceae,800110.6953,9727077.715,13.2,False,O,12,12.95,12.95,feldpausch_regional,0.18,default,-2.0,12.84,12.7,13.2,False,O,12.95,feldpausch,12.84,12.701077780635362,0.34,38.3174,38.3174,22.0112,35.6228,35.6228,20.4633,
3,Pourouma minor,Urticaceae,800110.6033,9727077.723,13.0,False,O,12,12.81,12.81,feldpausch_regional,0.18,default,-2.0,12.64,12.56,13.0,False,O,12.81,feldpausch,12.64,12.559453854983726,0.436,36.7999,36.7999,26.9469,34.1717,34.1717,25.0224,
4,Pourouma minor,Urticaceae,800110.4334,9727077.943,12.7,False,O,12,12.6,12.6,feldpausch_regional,0.18,default,-2.0,12.34,12.35,12.7,False,O,12.6,feldpausch,12.34,12.346939344095293,0.436,34.5977,34.5977,25.3344,32.0678,32.0678,23.4819,
5,Licania heteromorpha,Chrysobalanaceae,800111.7369,9727079.346,12.1,False,O,12,12.18,12.18,feldpausch_regional,0.18,default,-2.0,11.74,11.92,12.1,False,O,12.18,feldpausch,11.74,11.921601999718774,0.8164,30.4544,30.4544,41.1331,28.1161,28.1161,37.9749,
6,Guatteria schomburgkiana,Annonaceae,800115.5277,9727080.519,17.0,False,O,12,15.41,15.41,feldpausch_regional,0.18,default,-2.0,16.64,15.19,17.0,False,O,15.41,feldpausch,16.64,15.188816561640074,0.6,74.4033,74.4033,74.4033,70.3589,70.3589,70.3589,
7,Apeiba petoumo,Malvaceae,800117.3913,9727080.651,37.2,False,O,12,25.05,25.05,feldpausch_regional,0.18,default,-2.0,36.84,24.92,37.2,False,O,25.05,feldpausch,36.84,24.91442551912858,0.2822,551.3112,551.3112,264.0827,538.0872,538.0872,257.7483,
8,Pourouma minor,Urticaceae,800120.1689,9727080.596,12.2,False,O,12,12.25,12.25,feldpausch_regional,0.18,default,-2.0,11.84,11.99,12.2,False,O,12.25,feldpausch,11.84,11.992521947516652,0.436,31.1212,31.1212,22.7887,28.7515,28.7515,21.0534,
9,Sagotia racemosa,Euphorbiaceae,800109.0738,9727081.018,6.3,False,O,12,7.54,7.54,feldpausch_regional,0.18,default,-2.0,5.94,7.22,6.3,False,O,7.54,feldpausch,5.9399999999999995,7.211849934515828,0.58,5.3344,5.3344,5.1608,4.5535,4.5535,4.4053,
10,Lecythis idatimon,Lecythidaceae,800109.8105,9727082.271,9.5,False,O,12,10.23,10.23,feldpausch_regional,0.18,default,-2.0,9.14,9.95,9.5,False,O,10.23,feldpausch,9.14,9.945614561657207,0.7986,16.0183,16.0183,21.1738,14.4516,14.4516,19.1029,
11,Lecythis idatimon,Lecythidaceae,800107.1327,9727081.097,6.2,False,O,12,7.45,7.45,feldpausch_regional,0.18,default,-2.0,5.84,7.12,6.2,False,O,7.45,feldpausch,5.84,7.120127392891332,0.7986,5.1102,5.1102,6.7549,4.3504,4.3504,5.7505,
12,Inga thibaudiana,Fabaceae,800107.3022,9727082.199,12.0,False,O,12,12.11,12.11,feldpausch_regional,0.18,default,-2.0,11.64,11.85,12.0,False,O,12.11,feldpausch,11.64,11.85066919732659,0.5786,29.7969,29.7969,28.7573,27.49,27.49,26.5308,
13,Bowdichia nitida,Fabaceae,800107.2447,9727084.033,5.4,False,O,12,6.71,6.71,feldpausch_regional,0.18,default,-2.0,5.04,6.37,5.4,False,O,6.71,feldpausch,5.04,6.3653868994101055,0.8033,3.5235,3.5235,4.6847,2.9251,2.9251,3.889,
14,Sapium marmieri,Euphorbiaceae,800106.9104,9727085.893,10.3,False,O,12,10.85,10.85,feldpausch_regional,0.18,default,-2.0,9.94,10.58,10.3,False,O,10.85,feldpausch,9.940000000000001,10.57426605405682,0.41,19.8654,19.8654,13.6993,18.0729,18.0729,12.4632,
15,Licania heteromorpha,Chrysobalanaceae,800109.4206,9727084.645,15.8,False,O,12,14.66,14.66,feldpausch_regional,0.18,default,-2.0,15.44,14.43,15.8,False,O,14.66,feldpausch,15.440000000000001,14.43082832275704,0.8164,61.4308,61.4308,82.9713,57.832,57.832,78.1106,
16,Apeiba petoumo,Malvaceae,800119.5528,9727084.933,28.6,False,O,12,21.5,21.5,feldpausch_regional,0.18,default,-2.0,28.24,21.34,28.6,False,O,21.5,feldpausch,28.240000000000002,21.336087441319343,0.2822,284.2805,284.2805,136.1728,275.2736,275.2736,131.8584,
17,Pourouma villosa,Urticaceae,800110.4201,9727086.993,6.4,False,O,12,7.64,7.64,feldpausch_regional,0.18,default,-2.0,6.04,7.31,6.4,False,O,7.64,feldpausch,6.04,7.313097976740602,0.34,5.5722,5.5722,3.2009,4.7688,4.7688,2.7394,
18,Talisia longifolia,Sapindaceae,800109.0227,9727088.239,5.9,False,O,12,7.18,7.18,feldpausch_regional,0.18,default,-2.0,5.54,6.84,5.9,False,O,7.18,feldpausch,5.54,6.8446564986798535,0.8499,4.4745,4.4745,6.2853,3.7765,3.7765,5.3049,
19,Cecropia palmata,Urticaceae,800110.6045,9727089.619,16.4,False,O,12,15.04,15.04,feldpausch_regional,0.18,default,-2.0,16.04,14.81,16.4,False,O,15.04,feldpausch,16.04,14.814867629828917,0.3404,67.7376,67.7376,38.9538,63.9176,63.9176,36.7571,
20,Trattinnickia burserifolia,Burseraceae,800108.6674,9727089.796,6.3,False,O,12,7.54,7.54,feldpausch_regional,0.18,default,-2.0,5.94,7.22,6.3,False,O,7.54,feldpausch,5.9399999999999995,7.211849934515828,0.46,5.3344,5.3344,4.1159,4.5535,4.5535,3.5133,
21,Tapirira guianensis,Anacardiaceae,800108.8373,9727090.898,11.7,False,O,12,11.89,11.89,feldpausch_regional,0.18,default,-2.0,11.34,11.63,11.7,False,O,11.89,feldpausch,11.34,11.628010757572445,0.457,27.8572,27.8572,21.357,25.6448,25.6448,19.6608,
22,Tetragastris panamensis,Burseraceae,800107.3321,9727091.949,7.4,False,O,12,8.51,8.51,feldpausch_regional,0.18,default,-2.0,7.04,8.2,7.4,False,O,8.51,feldpausch,7.04,8.198865428237733,0.7173,8.2189,8.2189,9.7841,7.1903,7.1903,8.5596,
23,Guatteria schomburgkiana,Annonaceae,800111.6691,9727091.556,16.2,False,O,12,14.91,14.91,feldpausch_regional,0.18,default,-2.0,15.84,14.69,16.2,False,O,14.91,feldpausch,15.84,14.683599054839801,0.6,65.5765,65.5765,65.5765,61.8317,61.8317,61.8317,
24,Pourouma minor,Urticaceae,800111.6975,9727091.96,17.1,False,O,12,15.47,15.47,feldpausch_regional,0.18,default,-2.0,16.74,15.25,17.1,False,O,15.47,feldpausch,16.740000000000002,15.249476279075992,0.436,75.546,75.546,55.3191,71.4641,71.4641,52.3301,
25,Inga alba,Fabaceae,800111.6692,9727094.199,20.1,False,O,12,17.22,17.22,feldpausch_regional,0.18,default,-2.0,19.74,17.02,20.1,False,O,17.22,feldpausch,19.740000000000002,17.0173108766495,0.5861,114.992,114.992,112.3933,109.7306,109.7306,107.2508,
26,Banara guianensis,Salicaceae,800113.7645,9727094.926,12.3,False,O,12,12.32,12.32,feldpausch_regional,0.18,default,-2.0,11.94,12.06,12.3,False,O,12.32,feldpausch,11.940000000000001,12.063429349784986,0.61,31.7974,31.7974,32.3145,29.396,29.396,29.8741,
27,Inga thibaudiana,Fabaceae,800112.8768,9727095.514,15.5,False,O,12,14.47,14.47,feldpausch_regional,0.18,default,-2.0,15.14,14.24,15.5,False,O,14.47,feldpausch,15.14,14.238712647529205,0.5786,58.4259,58.4259,56.3874,54.9356,54.9356,53.0188,
28,Brosimum rubescens,Moraceae,800110.0499,9727094.955,24.9,False,O,12,19.75,19.75,feldpausch_regional,0.18,default,-2.0,24.54,19.57,24.9,False,O,19.75,feldpausch,24.54,19.570877888370134,0.8251,199.6711,199.6711,272.5035,192.3568,192.3568,262.5212,
29,Guatteria schomburgkiana,Annonaceae,800110.0141,9727095.771,14.4,False,O,12,13.76,13.76,feldpausch_regional,0.18,default,-2.0,14.04,13.52,14.4,False,O,13.76,feldpausch,14.040000000000001,13.520564939096525,0.6,48.181,48.181,48.181,45.0788,45.0788,45.0788,
30,Nectandra cuspidata,Lauraceae,800107.8471,9727096.676,7.0,False,O,12,8.17,8.17,feldpausch_regional,0.18,default,-2.0,6.64,7.85,7.0,False,O,8.17,feldpausch,6.64,7.852713610028152,0.518,7.0863,7.0863,6.1395,6.15,6.15,5.3282,
31,Licania heteromorpha,Chrysobalanaceae,800111.0866,9727096.488,9.4,False,O,12,10.16,10.16,feldpausch_regional,0.18,default,-2.0,9.04,9.87,9.4,False,O,10.16,feldpausch,9.040000000000001,9.874235624771373,0.8164,15.586,15.586,21.0512,14.0455,14.0455,18.9705,
32,Guatteria schomburgkiana,Annonaceae,800111.3135,9727099.72,6.5,False,O,12,7.72,7.72,feldpausch_regional,0.18,default,-2.0,6.14,7.4,6.5,False,O,7.72,feldpausch,6.14,7.395157304554543,0.6,5.8021,5.8021,5.8021,4.978,4.978,4.978,
33,Pouteria guianensis,Sapotaceae,800108.4056,9727100.689,8.6,False,O,12,9.52,9.52,feldpausch_regional,0.18,default,-2.0,8.24,9.22,8.6,False,O,9.52,feldpausch,8.24,9.224662819036187,0.9295,12.2956,12.2956,18.8489,10.9684,10.9684,16.8143,
34,Inga thibaudiana,Fabaceae,800110.538,9727101.923,6.8,False,O,12,7.99,7.99,feldpausch_regional,0.18,default,-2.0,6.44,7.67,6.8,False,O,7.99,feldpausch,6.4399999999999995,7.66980425820082,0.5786,6.5525,6.5525,6.3238,5.6618,5.6618,5.4643,
35,Trattinnickia burserifolia,Burseraceae,800114.2644,9727102.001,17.0,False,O,12,15.41,15.41,feldpausch_regional,0.18,default,-2.0,16.64,15.19,17.0,False,O,15.41,feldpausch,16.64,15.188816561640074,0.46,74.4033,74.4033,57.4075,70.3589,70.3589,54.2869,
36,,,800115.2963,9727103.436,51.0,False,O,12,29.57,29.57,feldpausch_regional,0.18,default,-2.0,50.64,29.47,51.0,False,O,29.57,feldpausch,50.64,29.466928140462976,0.5847,1200.0202,1200.0202,1170.0831,1179.5143,1179.5143,1150.0888,
37,Pseudopiptadenia suaveolens,Fabaceae,800117.1819,9727103.78,20.3,False,O,12,17.33,17.33,feldpausch_regional,0.18,default,-2.0,19.94,17.13,20.3,False,O,17.33,feldpausch,19.94,17.128422670463497,0.6797,117.967,117.967,133.2402,112.6244,112.6244,127.2059,
38,Guatteria schomburgkiana,Annonaceae,800115.4037,9727104.953,19.9,False,O,12,17.11,17.11,feldpausch_regional,0.18,default,-2.0,19.54,16.91,19.9,False,O,17.11,feldpausch,19.54,16.906180529985804,0.6,112.066,112.066,112.066,106.8853,106.8853,106.8853,
39,Protium paniculatum,Burseraceae,800108.4658,9727105.558,12.9,False,O,12,12.74,12.74,feldpausch_regional,0.18,default,-2.0,12.54,12.49,12.9,False,O,12.74,feldpausch,12.540000000000001,12.488626407215895,0.49,36.056,36.056,29.5892,33.4608,33.4608,27.4594,
40,Guatteria schomburgkiana,Annonaceae,800108.9776,9727106.224,33.5,False,O,12,23.61,23.61,feldpausch_regional,0.18,default,-2.0,33.14,23.46,33.5,False,O,23.61,feldpausch,33.14,23.463193255523848,0.6,424.1211,424.1211,424.1211,412.7495,412.7495,412.7495,
41,Pouteria guianensis,Sapotaceae,800111.1631,9727104.205,7.0,False,O,12,8.17,8.17,feldpausch_regional,0.18,default,-2.0,6.64,7.85,7.0,False,O,8.17,feldpausch,6.64,7.852713610028152,0.9295,7.0863,7.0863,10.8632,6.15,6.15,9.4277,
42,Inga sp.,Fabaceae,800112.5286,9727107.745,8.9,False,O,12,9.76,9.76,feldpausch_regional,0.18,default,-2.0,8.54,9.47,8.9,False,O,9.76,feldpausch,8.540000000000001,9.468422665598206,0.5786,13.4702,13.4702,13.0002,12.0646,12.0646,11.6437,
43,Tetragastris panamensis,Burseraceae,800110.6268,9727109.84,16.1,False,O,12,14.85,14.85,feldpausch_regional,0.18,default,-2.0,15.74,14.62,16.1,False,O,14.85,feldpausch,15.740000000000002,14.622878814173308,0.7173,64.5342,64.5342,76.8242,60.8255,60.8255,72.4093,
44,Bagassa guianensis,Moraceae,800114.0523,9727112.188,18.1,False,O,12,16.07,16.07,feldpausch_regional,0.18,default,-2.0,17.74,15.86,18.1,False,O,16.07,feldpausch,17.740000000000002,15.855739843979478,0.7087,87.6034,87.6034,103.0568,83.1381,83.1381,97.8039,
45,Bagassa guianensis,Moraceae,800114.2447,9727112.273,24.9,False,O,12,19.75,19.75,feldpausch_regional,0.18,default,-2.0,24.54,19.57,24.9,False,O,19.75,feldpausch,24.54,19.570877888370134,0.7087,199.6711,199.6711,234.8935,192.3568,192.3568,226.2889,
46,Licania heteromorpha,Chrysobalanaceae,800115.171,9727112.194,10.0,False,O,12,10.62,10.62,feldpausch_regional,0.18,default,-2.0,9.64,10.34,10.0,False,O,10.62,feldpausch,9.64,10.341091793253828,0.8164,18.3636,18.3636,24.8028,16.657,16.657,22.4977,
47,Thyrsodium spruceanum,Anacardiaceae,800118.561,9727110.072,25.7,False,O,12,20.14,20.14,feldpausch_regional,0.18,default,-2.0,25.34,19.97,25.7,False,O,20.14,feldpausch,25.34,19.964373334572795,0.64,216.4772,216.4772,230.5516,208.8049,208.8049,222.3805,
48,Licania heteromorpha,Chrysobalanaceae,800122.2211,9727109.146,14.1,False,O,12,13.56,13.56,feldpausch_regional,0.18,default,-2.0,13.74,13.32,14.1,False,O,13.56,feldpausch,13.74,13.31827369396353,0.8164,45.585,45.585,61.5692,42.5865,42.5865,57.5193,
49,Euterpe oleracea,Arecaceae,800111.5862,9727114.227,10.0,False,P,12,10.62,10.62,feldpausch_regional,0.18,default,-2.0,9.64,10.34,10.0,False,P,10.62,feldpausch,9.64,10.341091793253828,0.3877,18.3636,10.5895,10.5895,16.657,9.5745,9.5745,
50,Euterpe oleracea,Arecaceae,800111.5006,9727114.336,7.9,False,P,12,8.94,8.94,feldpausch_regional,0.18,default,-2.0,7.54,8.63,7.9,False,P,8.94,feldpausch,7.54,8.635628206046846,0.3877,9.7979,5.5402,5.5402,8.6479,4.8737,4.8737,
51,Euterpe oleracea,Arecaceae,800111.536,9727114.841,9.4,False,P,12,10.16,10.16,feldpausch_regional,0.18,default,-2.0,9.04,9.87,9.4,False,P,10.16,feldpausch,9.040000000000001,9.874235624771373,0.3877,15.586,8.9335,8.9335,14.0455,8.0244,8.0244,
52,Euterpe oleracea,Arecaceae,800111.8069,9727114.717,7.7,False,P,12,8.77,8.77,feldpausch_regional,0.18,default,-2.0,7.34,8.46,7.7,False,P,8.77,feldpausch,7.34,8.462941976829288,0.3877,9.1466,5.1632,5.1632,8.0456,4.5266,4.5266,
53,Euterpe oleracea,Arecaceae,800112.3275,9727114.164,5.9,False,P,12,7.18,7.18,feldpausch_regional,0.18,default,-2.0,5.54,6.84,5.9,False,P,7.18,feldpausch,5.54,6.8446564986798535,0.3877,4.4745,2.4838,2.4838,3.7765,2.0891,2.0891,
54,Euterpe oleracea,Arecaceae,800112.249,9727114.374,7.5,False,P,12,8.6,8.6,feldpausch_regional,0.18,default,-2.0,7.14,8.29,7.5,False,P,8.6,feldpausch,7.14,8.290134696048403,0.3877,8.5241,4.8029,4.8029,7.4713,4.1956,4.1956,
55,Euterpe oleracea,Arecaceae,800112.1634,9727114.483,9.1,False,P,12,9.92,9.92,feldpausch_regional,0.18,default,-2.0,8.74,9.63,9.1,False,P,9.92,feldpausch,8.74,9.630812171708895,0.3877,14.2924,8.1717,8.1717,12.8335,7.3136,7.3136,
56,Pouteria sp.,Sapotaceae,800113.3393,9727115.298,17.0,False,O,12,15.41,15.41,feldpausch_regional,0.18,default,-2.0,16.64,15.19,17.0,False,O,15.41,feldpausch,16.64,15.188816561640074,0.7187,74.4033,74.4033,88.7409,70.3589,70.3589,83.9172,
57,Pouteria sp.,Sapotaceae,800113.5389,9727115.484,15.2,False,O,12,14.28,14.28,feldpausch_regional,0.18,default,-2.0,14.84,14.05,15.2,False,O,14.28,feldpausch,14.84,14.04652800373012,0.7187,55.518,55.518,66.2164,52.1347,52.1347,62.1811,
58,Inga thibaudiana,Fabaceae,800112.6111,9727118.205,8.1,False,O,12,9.1,9.1,feldpausch_regional,0.18,default,-2.0,7.74,8.8,8.1,False,O,9.1,feldpausch,7.739999999999999,8.798533546303183,0.5786,10.4676,10.4676,10.1024,9.2689,9.2689,8.9455,
59,Diospyros artanthifolia,Ebenaceae,800109.9606,9727122.997,13.5,False,O,12,13.15,13.15,feldpausch_regional,0.18,default,-2.0,13.14,12.91,13.5,False,O,13.15,feldpausch,13.14,12.90362698059947,0.6952,40.6391,40.6391,46.9184,37.8454,37.8454,43.6931,
60,,,800112.087,9727124.039,7.7,False,O,12,8.77,8.77,feldpausch_regional,0.18,default,-2.0,7.34,8.46,7.7,False,O,8.77,feldpausch,7.34,8.462941976829288,0.5847,9.1466,9.1466,8.9184,8.0456,8.0456,7.8449,
61,Licania heteromorpha,Chrysobalanaceae,800113.157,9727125.982,7.8,False,O,12,8.85,8.85,feldpausch_regional,0.18,default,-2.0,7.44,8.55,7.8,False,O,8.85,feldpausch,7.4399999999999995,8.544472260985149,0.8164,9.4634,9.4634,12.7817,8.3387,8.3387,11.2626,
62,Swartzia corrugata,Fabaceae,800110.0898,9727122.174,10.0,False,O,12,10.62,10.62,feldpausch_regional,0.18,default,-2.0,9.64,10.34,10.0,False,O,10.62,feldpausch,9.64,10.341091793253828,1.0565,18.3636,18.3636,31.8992,16.657,16.657,28.9346,
63,Inga thibaudiana,Fabaceae,800120.6576,9727126.383,13.2,False,O,12,12.95,12.95,feldpausch_regional,0.18,default,-2.0,12.84,12.7,13.2,False,O,12.95,feldpausch,12.84,12.701077780635362,0.5786,38.3174,38.3174,36.9805,35.6228,35.6228,34.3799,
64,Guatteria schomburgkiana,Annonaceae,800121.5863,9727126.307,18.6,False,O,12,16.36,16.36,feldpausch_regional,0.18,default,-2.0,18.24,16.15,18.6,False,O,16.36,feldpausch,18.240000000000002,16.148792440489622,0.6,94.0161,94.0161,94.0161,89.3564,89.3564,89.3564,
66,Inga thibaudiana,Fabaceae,800122.1375,9727120.968,11.0,False,O,12,11.38,11.38,feldpausch_regional,0.18,default,-2.0,10.64,11.11,11.0,False,O,11.38,feldpausch,10.64,11.111266572550116,0.5786,23.6621,23.6621,22.8365,21.6629,21.6629,20.907,
67,,,800121.8471,9727116.919,45.4,True,O,12,27.88,27.88,feldpausch_regional,0.18,default,-2.0,45.04,27.77,45.4,True,O,27.88,feldpausch,45.04,27.765221259719453,0.5847,902.8996,631.5688,631.5688,885.4047,619.4984,619.4984,
68,Lecythis lurida,Lecythidaceae,800120.862,9727116.187,13.0,False,O,12,12.81,12.81,feldpausch_regional,0.18,default,-2.0,12.64,12.56,13.0,False,O,12.81,feldpausch,12.64,12.559453854983726,0.8633,36.7999,36.7999,52.4905,34.1717,34.1717,48.7417,
69,Banara guianensis,Salicaceae,800123.5701,9727114.94,15.3,False,O,12,14.34,14.34,feldpausch_regional,0.18,default,-2.0,14.94,14.11,15.3,False,O,14.34,feldpausch,14.940000000000001,14.10731821422537,0.61,56.4638,56.4638,57.3821,53.0458,53.0458,53.9085,
70,Bagassa guianensis,Moraceae,800127.6308,9727119.491,26.0,False,O,12,20.29,20.29,feldpausch_regional,0.18,default,-2.0,25.64,20.11,26.0,False,O,20.29,feldpausch,25.64,20.115605777331606,0.7087,223.0468,223.0468,262.3927,215.237,215.237,253.2053,
71,Bagassa guianensis,Moraceae,800127.8237,9727119.576,32.0,False,O,12,22.99,22.99,feldpausch_regional,0.18,default,-2.0,31.64,22.84,32.0,False,O,22.99,feldpausch,31.64,22.838251947604746,0.7087,377.8988,377.8988,444.5609,367.2631,367.2631,432.049,
72,Bagassa guianensis,Moraceae,800127.9238,9727119.67,45.0,False,O,12,27.76,27.76,feldpausch_regional,0.18,default,-2.0,44.64,27.64,45.0,False,O,27.76,feldpausch,44.64,27.644283839959087,0.7087,883.7083,883.7083,1039.5962,866.4213,866.4213,1019.2598,
73,Guatteria schomburgkiana,Annonaceae,800125.7535,9727119.342,24.9,False,O,12,19.75,19.75,feldpausch_regional,0.18,default,-2.0,24.54,19.57,24.9,False,O,19.75,feldpausch,24.54,19.570877888370134,0.6,199.6711,199.6711,199.6711,192.3568,192.3568,192.3568,
74,Eschweilera coriacea,Lecythidaceae,800127.94,9727123.747,10.0,False,O,12,10.62,10.62,feldpausch_regional,0.18,default,-2.0,9.64,10.34,10.0,False,O,10.62,feldpausch,9.64,10.341091793253828,0.8521,18.3636,18.3636,25.8603,16.657,16.657,23.4569,
75,,,800132.623,9727125.198,14.8,False,O,12,14.02,14.02,feldpausch_regional,0.18,default,-2.0,14.44,13.78,14.8,False,O,14.02,feldpausch,14.440000000000001,13.783613149683013,0.5847,51.7652,51.7652,50.4738,48.5237,48.5237,47.3132,
76,Dipteryx odorata,Fabaceae,800132.158,9727120.133,30.5,False,O,12,22.35,22.35,feldpausch_regional,0.18,default,-2.0,30.14,22.19,30.5,False,O,22.35,feldpausch,30.14,22.193042714473396,0.9228,334.7409,334.7409,509.513,324.8299,324.8299,494.4272,
77,Guatteria schomburgkiana,Annonaceae,800129.7204,9727116.154,26.6,False,O,12,20.58,20.58,feldpausch_regional,0.18,default,-2.0,26.24,20.4,26.6,False,O,20.58,feldpausch,26.240000000000002,20.408086150022772,0.6,236.4571,236.4571,236.4571,228.3732,228.3732,228.3732,
