site,tree_id,scientific_name,family_name,utm_easting,utm_northing,wsd,dbh,dead,type,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
JAM_A02,25,Cedrelinga cateniformis,Fabaceae,498974.0767,8986955.458,0.5,65.6,A,O,0,33.22,65.6,True,O,33.22,feldpausch,2197.5715,1521.8507,0.5038,1521.8507
JAM_A02,26,Tachigali paniculata,Fabaceae,498979.4584,8986956.954,0.56,45.1,A,O,0,27.79,45.1,True,O,27.79,feldpausch,888.4818,621.6034,0.5545,621.6034
JAM_A02,27,Eschweilera grandifolia,Lecythidaceae,498980.791,8986971.334,0.88,57.7,A,O,0,31.37,57.7,True,O,31.37,feldpausch,1617.6108,1123.4661,0.8314,1123.4661
JAM_A02,28,Protium hepytaphillum ,Burseraceae,498985.7813,8986969.581,0.63,13.1,A,O,0,12.88,13.1,True,O,12.88,feldpausch,37.5536,27.9585,0.5773,27.9585
JAM_A02,29,Tachigali alba,Fabaceae,498989.4359,8986972.324,0.56,13.5,A,O,0,13.15,13.5,True,O,13.15,feldpausch,40.6391,30.2001,0.5573,30.2001
JAM_A02,30,Cecropia engleriana,Urticaceae,498994.6012,8986935.241,0.49,62.9,A,O,0,32.62,62.9,True,O,32.62,feldpausch,1988.7816,1378.4488,0.49,1378.4488
JAM_A02,55a,,,499094.9562,8986961.469,,76.3,D,O,0,35.37,76.3,False,O,35.37,feldpausch,3137.736,3137.736,0.6306,3293.7384
JAM_A02,31,Tetragastris panamensis,Burseraceae,499094.5038,8986976.437,0.73,13.2,A,O,0,12.95,13.2,True,O,12.95,feldpausch,38.3174,28.5131,0.7173,28.5131
JAM_A02,32,Minquartia guianensis,Olacaceae,499095.8135,8986977.054,0.77,41.1,A,O,0,26.46,41.1,True,O,26.46,feldpausch,706.5251,495.9314,0.7867,495.9314
JAM_A02,33,Maquira sclerophylla,Moraceae,499095.1946,8986978.3,0.53,11.4,A,O,0,11.67,11.4,True,O,11.67,feldpausch,26.0016,19.5314,0.5135,19.5314
JAM_A02,34,Helicostylis sp.,Moraceae,499111.9692,8986977.787,0.65,37.8,A,O,0,25.28,37.8,True,O,25.28,feldpausch,573.8985,404.1241,0.643,404.1241
JAM_A02,36,Abuta grandifolia,Menispermaceae,499119.9579,8986963.688,0.45,110.0,A,O,0,40.12,110.0,True,O,40.12,feldpausch,7246.6865,4993.3737,0.45,4993.3737
JAM_A02,37,Tachigali alba,Fabaceae,499126.1256,8986957.231,0.56,57.8,A,O,0,31.39,57.8,True,O,31.39,feldpausch,1624.0977,1127.9515,0.5573,1127.9515
JAM_A02,38,Dipteryx odorata,Fabaceae,499121.2393,8986976.809,0.92,58.0,A,O,0,31.44,58.0,True,O,31.44,feldpausch,1637.6274,1137.2506,0.9228,1137.2506
JAM_A02,39,Helicostylis sp.,Moraceae,499123.0066,8986979.467,0.65,19.3,A,O,0,16.77,19.3,True,O,16.77,feldpausch,103.5173,75.3082,0.643,75.3082
JAM_A02,40,Helicostylis sp.,Moraceae,499125.9462,8986979.428,0.65,27.1,A,O,0,20.81,27.1,True,O,20.81,feldpausch,247.885,177.1514,0.643,177.1514
JAM_A02,41,Copaifera reticulata,Fabaceae,499135.6674,8986982.292,0.61,28.8,A,O,0,21.59,28.8,True,O,21.59,feldpausch,289.3513,206.1879,0.6075,206.1879
JAM_A02,42,Ormosia nobilis,Fabaceae,499141.8286,8986977.635,0.58,69.7,A,O,0,34.09,69.7,True,O,34.09,feldpausch,2536.8514,1754.7446,0.58,1754.7446
JAM_A02,43,Tachigali alba,Fabaceae,499134.56,8986966.985,0.56,42.0,A,O,0,26.77,42.0,True,O,26.77,feldpausch,745.4665,522.8468,0.5573,522.8468
JAM_A02,44,Tetragastris panamensis,Burseraceae,499145.7513,8986948.967,0.73,54.8,A,O,0,30.62,54.8,True,O,30.62,feldpausch,1428.5696,993.5113,0.7173,993.5113
JAM_A02,45,Poeppigia sp.,Fabaceae,499145.0944,8986946.908,0.69,48.3,A,O,0,28.78,48.3,True,O,28.78,feldpausch,1050.9888,733.6518,0.735,733.6518
JAM_A02,46,,,499137.8042,8986942.259,,49.8,D,O,0,29.22,49.8,False,O,29.22,feldpausch,1132.2863,1132.2863,0.6306,1188.5815
JAM_A02,47,Minquartia guianensis,Olacaceae,499137.9306,8986953.276,0.77,47.4,A,O,0,28.51,47.4,True,O,28.51,feldpausch,1003.8234,701.1386,0.7867,701.1386
JAM_A02,48,Couratari stellata,Lecythidaceae,499118.2217,8986938.52,0.63,46.1,A,O,0,28.1,46.1,True,O,28.1,feldpausch,937.4374,655.3949,0.6331,655.3949
JAM_A02,49,Attalea speciosa,Arecaceae,499257.0712,8986987.445,0.33,26.6,A,P,0,20.58,26.6,True,P,20.58,feldpausch,236.4571,,0.326,
JAM_A02,50,Tetragastris panamensis,Burseraceae,499258.3227,8986991.055,0.73,35.7,A,O,0,24.48,35.7,True,O,24.48,feldpausch,497.4495,351.1104,0.7173,351.1104
JAM_A02,51,,,499259.6709,8986987.455,,11.1,D,O,0,11.45,11.1,False,O,11.45,feldpausch,24.2284,24.2284,0.6306,25.433
JAM_A02,52,Maquira sclerophylla,Moraceae,499271.6623,8986992.539,0.53,15.0,A,O,0,14.15,15.0,True,O,14.15,feldpausch,53.6203,39.5877,0.5135,39.5877
JAM_A02,53,Pouteria gongrijpii,Sapotaceae,499272.9284,8986981.213,0.8,60.0,A,O,0,31.94,60.0,True,O,31.94,feldpausch,1776.8174,1232.8434,0.7994,1232.8434
JAM_A02,54,Pradosia praealta,Sapotaceae,499273.0518,8986978.216,0.73,69.0,A,O,0,33.95,69.0,True,O,33.95,feldpausch,2477.3863,1713.8965,0.7378,1713.8965
JAM_A02,55,Virola elongata,Myristicaceae,499263.3724,8986970.413,0.52,55.5,A,O,0,30.8,55.5,True,O,30.8,feldpausch,1472.8079,1023.9528,0.5233,1023.9528
JAM_A02,56,Peltogyne leicointei,Fabaceae,499264.2869,8986972.492,0.8,80.0,A,O,0,36.02,80.0,True,O,36.02,feldpausch,3503.3135,2418.1999,0.7926,2418.1999
JAM_A02,57,Guatteria schomburgkiana,Annonaceae,499263.8247,8986959.422,0.6,43.2,A,O,0,27.17,43.2,True,O,27.17,feldpausch,799.0914,559.9023,0.6,559.9023
JAM_A02,58,,,499263.9069,8986957.424,,41.0,D,O,0,26.42,41.0,False,O,26.42,feldpausch,702.1359,702.1359,0.6306,737.0448
JAM_A02,59,Copaifera reticulata,Fabaceae,499280.44,8986968.791,0.61,91.5,A,O,0,37.83,91.5,True,O,37.83,feldpausch,4776.6446,3292.8487,0.6075,3292.8487
JAM_A02,60,Peltogyne leicointei,Fabaceae,499281.3545,8986970.87,0.8,39.2,A,O,0,25.79,39.2,True,O,25.79,feldpausch,628.2487,441.7726,0.7926,441.7726
JAM_A02,61,Cedrela odorata,Meliaceae,499285.3414,8986971.194,0.43,53.2,A,O,0,30.18,53.2,True,O,30.18,feldpausch,1329.3709,925.3224,0.4469,925.3224
JAM_A02,62,Vataireopsis speciosa,Fabaceae,499286.0404,8986954.208,0.65,52.0,A,O,0,29.85,52.0,True,O,29.85,feldpausch,1257.8964,876.1342,0.65,876.1342
