site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2013,dead_2013,hcom_2013,htot_2013,date_2013,dbh_2018,htot_2018,dead_2018,date_2018,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
AND_A01,41,Eschweilera coriacea,Lecythidaceae,296021.0423,9717653.215,O,35.0,False,16.64,26.62,20130826.0,,,True,20180323,15,,26.62,measured,0.36,site_median,0.0,,26.62,35.0,False,O,26.62,measured,35.0,26.62,0.8521,519.3792,519.3792,731.4076,519.3792,519.3792,731.4076,
AND_A01,42,Eschweilera coriacea,Lecythidaceae,296025.6091,9717657.306,O,45.0,False,14.63,27.25,20130826.0,53.2,,False,20180323,15,30.18,27.25,measured,1.64,observed,0.0,53.2,27.25,45.0,False,O,27.25,measured,45.0,27.25,0.8521,867.8591,867.8591,1222.1489,867.8591,867.8591,1222.1489,
AND_A01,43,Eperua bijuga,Fabaceae,296027.3865,9717658.065,O,37.5,False,12.64,17.34,20130826.0,39.3,,False,20180323,15,25.82,17.34,measured,0.36,observed,0.0,39.3,17.34,37.5,False,O,17.34,measured,37.5,17.34,0.729,391.0944,391.0944,472.964,391.0944,391.0944,472.964,
AND_A01,44,Lecythis idatimon,Lecythidaceae,296005.0207,9717683.623,O,37.5,False,16.42,23.08,20130826.0,38.5,,False,20180323,15,25.53,23.08,measured,0.2,observed,0.0,38.5,23.08,37.5,False,O,23.08,measured,37.5,23.08,0.7986,516.9968,516.9968,683.3929,516.9968,516.9968,683.3929,
AND_A01,45,Carapa guianensis,Meliaceae,296012.4316,9717691.301,O,76.5,False,19.2,29.0,20130826.0,78.1,,False,20180323,15,35.69,29.0,measured,0.32,observed,0.0,78.1,29.0,76.5,False,O,29.0,measured,76.5,29.0,0.53,2598.1741,2598.1741,2301.897,2598.1741,2598.1741,2301.897,
AND_A01,46,Sacoglottis guianensis,Humiriaceae,296016.7982,9717691.031,O,39.5,False,21.22,26.69,20130826.0,42.8,,False,20180323,15,27.04,26.69,measured,0.66,observed,0.0,42.8,26.69,39.5,False,O,26.69,measured,39.5,26.69,0.8359,659.378,659.378,911.2965,659.378,659.378,911.2965,
AND_A01,47,Eperua bijuga,Fabaceae,296025.8138,9717694.899,O,35.9,False,14.26,19.12,20130826.0,35.9,,False,20180323,15,24.56,19.12,measured,0.0,observed,0.0,35.9,19.12,35.9,False,O,19.12,measured,35.9,19.12,0.729,395.1275,395.1275,477.8413,395.1275,395.1275,477.8413,
AND_A01,84,Protium hebetatum,Burseraceae,296052.209,9717656.012,O,,,,,,27.3,20.61,,20180323,15,20.91,20.61,measured,0.36,site_median,0.0,27.3,20.61,,False,O,20.91,feldpausch,,20.91,0.5773,,,,,,,
AND_A01,85,Simarouba amara,Simaroubaceae,296048.36,9717659.087,O,,,,,,28.8,21.27,,20180323,15,21.59,21.27,measured,0.36,site_median,0.0,28.8,21.27,,False,O,21.59,feldpausch,,21.59,0.3833,,,,,,,
AND_A01,86,,,296048.7969,9717661.846,O,,,,,,11.8,12.37,True,20180323,15,11.96,12.37,measured,0.36,site_median,0.0,11.8,12.37,,False,O,11.96,feldpausch,,11.96,0.633,,,,,,,
AND_A01,87,Licania guianensis,Chrysobalanaceae,296051.9023,9717661.884,O,,,,,,23.7,18.95,,20180323,15,19.15,18.95,measured,0.36,site_median,0.0,23.7,18.95,,False,O,19.15,feldpausch,,19.15,0.8165,,,,,,,
AND_A01,88,Pouteria gongrijpii,Sapotaceae,296055.0437,9717659.258,O,,,,,,29.0,21.36,,20180323,15,21.68,21.36,measured,0.36,site_median,0.0,29.0,21.36,,False,O,21.68,feldpausch,,21.68,0.7994,,,,,,,
AND_A01,89,Licania guianensis,Chrysobalanaceae,296054.8722,9717665.082,O,,,,,,20.5,17.37,,20180323,15,17.45,17.37,measured,0.36,site_median,0.0,20.5,17.37,,False,O,17.45,feldpausch,,17.45,0.8165,,,,,,,
AND_A01,90,Pouteria guianensis,Sapotaceae,296054.4167,9717668.533,O,,,,,,13.2,13.26,,20180323,15,12.95,13.26,measured,0.36,site_median,0.0,13.2,13.26,,False,O,12.95,feldpausch,,12.95,0.9295,,,,,,,
AND_A01,91,Cordia scabrifolia,Boraginaceae,296048.3097,9717665.604,O,,,,,,17.1,15.55,,20180323,15,15.47,15.55,measured,0.36,site_median,0.0,17.1,15.55,,False,O,15.47,feldpausch,,15.47,0.474,,,,,,,
AND_A01,92,,,296045.9057,9717663.828,O,,,,,,11.2,11.97,True,20180323,15,11.53,11.97,measured,0.36,site_median,0.0,11.2,11.97,,False,O,11.53,feldpausch,,11.53,0.633,,,,,,,
AND_A01,93,Tapirira guianensis,Anacardiaceae,296044.6449,9717664.362,O,,,,,,21.2,17.72,,20180323,15,17.83,17.72,measured,0.36,site_median,0.0,21.2,17.72,,False,O,17.83,feldpausch,,17.83,0.457,,,,,,,
AND_A01,94,Cordia scabrifolia,Boraginaceae,296049.0121,9717671.587,O,,,,,,11.6,12.24,,20180323,15,11.82,12.24,measured,0.36,site_median,0.0,11.6,12.24,,False,O,11.82,feldpausch,,11.82,0.474,,,,,,,
AND_A01,95,Tapirira guianensis,Anacardiaceae,296046.3783,9717671.641,O,,,,,,15.2,14.47,,20180323,15,14.28,14.47,measured,0.36,site_median,0.0,15.2,14.47,,False,O,14.28,feldpausch,,14.28,0.457,,,,,,,
AND_A01,96,Cecropia palmata,Urticaceae,296044.3362,9717672.806,O,,,,,,16.0,14.93,,20180323,15,14.79,14.93,measured,0.36,site_median,0.0,16.0,14.93,,False,O,14.79,feldpausch,,14.79,0.3404,,,,,,,
AND_A01,97,Inga thibaudiana,Fabaceae,296043.8905,9717672.615,O,,,,,,13.5,13.45,,20180323,15,13.15,13.45,measured,0.36,site_median,0.0,13.5,13.45,,False,O,13.15,feldpausch,,13.15,0.5786,,,,,,,
AND_A01,98,Inga thibaudiana,Fabaceae,296050.2946,9717681.359,O,,,,,,13.8,13.63,,20180323,15,13.36,13.63,measured,0.36,site_median,0.0,13.8,13.63,,False,O,13.36,feldpausch,,13.36,0.5786,,,,,,,
AND_A01,99,Cecropia palmata,Urticaceae,296040.8773,9717677.439,O,,,,,,19.2,16.69,,20180323,15,16.71,16.69,measured,0.36,site_median,0.0,19.2,16.69,,False,O,16.71,feldpausch,,16.71,0.3404,,,,,,,
AND_A01,100,Simaba cedron,Simaroubaceae,296042.2194,9717680.587,O,,,,,,14.1,13.82,,20180323,15,13.56,13.82,measured,0.36,site_median,0.0,14.1,13.82,,False,O,13.56,feldpausch,,13.56,0.4743,,,,,,,
AND_A01,101,,,296044.7911,9717682.009,O,,,,,,18.0,16.05,True,20180323,15,16.01,16.05,measured,0.36,site_median,0.0,18.0,16.05,,False,O,16.01,feldpausch,,16.01,0.633,,,,,,,
AND_A01,102,Couratari stellata,Lecythidaceae,296052.6493,9717674.214,O,,,,,,18.2,16.16,,20180323,15,16.13,16.16,measured,0.36,site_median,0.0,18.2,16.16,,False,O,16.13,feldpausch,,16.13,0.6331,,,,,,,
AND_A01,103,Pouteria sp.,Sapotaceae,296040.581,9717695.01,O,,,,,,18.2,16.16,,20180323,15,16.13,16.16,measured,0.36,site_median,0.0,18.2,16.16,,False,O,16.13,feldpausch,,16.13,0.7187,,,,,,,
AND_A01,104,Tapirira guianensis,Anacardiaceae,296036.6043,9717691.803,O,,,,,,22.6,18.42,,20180323,15,18.58,18.42,measured,0.36,site_median,0.0,22.6,18.42,,False,O,18.58,feldpausch,,18.58,0.457,,,,,,,
AND_A01,105,,,296026.8376,9717697.054,O,,,,,,14.2,13.88,True,20180323,15,13.62,13.88,measured,0.36,site_median,0.0,14.2,13.88,,False,O,13.62,feldpausch,,13.62,0.633,,,,,,,
AND_A01,106,,,296036.0766,9717700.91,O,,,,,,13.0,13.14,True,20180323,15,12.81,13.14,measured,0.36,site_median,0.0,13.0,13.14,,False,O,12.81,feldpausch,,12.81,0.633,,,,,,,
AND_A01,107,,,296037.5341,9717699.926,O,,,,,,13.0,13.14,True,20180323,15,12.81,13.14,measured,0.36,site_median,0.0,13.0,13.14,,False,O,12.81,feldpausch,,12.81,0.633,,,,,,,
AND_A01,108,Licania guianensis,Chrysobalanaceae,296046.2677,9717705.82,O,,,,,,31.9,22.58,,20180323,15,22.95,22.58,measured,0.36,site_median,0.0,31.9,22.58,,False,O,22.95,feldpausch,,22.95,0.8165,,,,,,,
AND_A01,109,,,296046.7189,9717706.013,O,,,,,,11.5,12.17,True,20180323,15,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.633,,,,,,,
AND_A01,110,Stryphnodendron paniculatum,Fabaceae,296038.1892,9717695.701,O,,,,,,44.3,27.26,,20180323,15,27.53,27.26,measured,0.36,site_median,0.0,44.3,27.26,,False,O,27.53,feldpausch,,27.53,0.6535,,,,,,,
AND_A01,48,Eschweilera coriacea,Lecythidaceae,296102.1731,9717568.061,O,39.5,False,21.15,31.53,20130826.0,,,True,20180323,16,,31.53,measured,0.36,site_median,0.0,,31.53,39.5,False,O,31.53,measured,39.5,31.53,0.8521,775.8412,775.8412,1092.566,775.8412,775.8412,1092.566,
AND_A01,49,Eschweilera coriacea,Lecythidaceae,296099.0959,9717567.82,O,47.2,False,16.18,21.98,20130826.0,,,True,20180323,16,,21.98,measured,0.36,site_median,0.0,,21.98,47.2,False,O,21.98,measured,47.2,21.98,0.8521,772.3506,772.3506,1087.6505,772.3506,772.3506,1087.6505,
AND_A01,51,Lecythis idatimon,Lecythidaceae,296090.7307,9717553.088,O,44.4,False,26.03,35.61,20130826.0,47.3,,False,20180323,16,28.48,35.61,measured,0.58,observed,0.0,47.3,35.61,44.4,False,O,35.61,measured,44.4,35.61,0.7986,1097.7071,1097.7071,1451.0057,1097.7071,1097.7071,1451.0057,
AND_A01,52,Cordia scabrifolia,Boraginaceae,296108.0239,9717557.238,O,12.8,False,8.87,10.4,20130826.0,17.0,,False,20180323,16,15.41,10.4,measured,0.84,observed,0.0,17.0,10.4,12.8,False,O,10.4,measured,12.8,10.4,0.474,29.1312,29.1312,23.1443,29.1312,29.1312,23.1443,
AND_A01,53,Eschweilera coriacea,Lecythidaceae,296105.1338,9717549.343,O,60.0,False,16.78,29.94,20130826.0,,,True,20180323,16,,29.94,measured,0.36,site_median,0.0,,29.94,60.0,False,O,29.94,measured,60.0,29.94,0.8521,1668.1446,1668.1446,2349.1382,1668.1446,1668.1446,2349.1382,
AND_A01,54,Lecythis pisonis,Lecythidaceae,296095.6936,9717544.223,O,105.0,False,30.54,42.23,20130826.0,,,,20180323,16,,42.23,measured,0.36,site_median,0.0,,42.23,105.0,False,O,42.23,measured,105.0,42.23,0.857,6957.1021,6957.1021,9852.4001,6957.1021,6957.1021,9852.4001,
AND_A01,55,Eschweilera coriacea,Lecythidaceae,296091.5345,9717539.174,O,52.0,False,23.71,37.33,20130826.0,,,,20180323,16,,37.33,measured,0.36,site_median,0.0,,37.33,52.0,False,O,37.33,measured,52.0,37.33,0.8521,1564.6882,1564.6882,2203.4474,1564.6882,1564.6882,2203.4474,
AND_A01,56,Diospyros guianensis,Ebenaceae,296116.5201,9717541.408,O,24.9,False,12.97,16.57,20130826.0,26.1,,False,20180323,16,20.34,16.57,measured,0.24,observed,0.0,26.1,16.57,24.9,False,O,16.57,measured,24.9,16.57,0.73,168.2289,168.2289,203.7174,168.2289,168.2289,203.7174,
AND_A01,57,Dialium guianense,Fabaceae,296118.3636,9717530.012,O,21.7,False,11.03,14.77,20130826.0,,,True,20180323,16,,14.77,measured,0.36,site_median,0.0,,14.77,21.7,False,O,14.77,measured,21.7,14.77,0.8964,114.9597,114.9597,170.1,114.9597,114.9597,170.1,
AND_A01,58,Couratari stellata,Lecythidaceae,296120.1971,9717530.209,O,15.3,False,10.28,13.07,20130826.0,,,True,20180323,16,,13.07,measured,0.36,site_median,0.0,,13.07,15.3,False,O,13.07,measured,15.3,13.07,0.6331,51.5779,51.5779,54.3567,51.5779,51.5779,54.3567,
AND_A01,59,Dialium guianense,Fabaceae,296121.5717,9717529.996,O,22.5,False,12.21,15.6,20130826.0,,,True,20180323,16,,15.6,measured,0.36,site_median,0.0,,15.6,22.5,False,O,15.6,measured,22.5,15.6,0.8964,130.1399,130.1399,192.5615,130.1399,130.1399,192.5615,
AND_A01,60,Sagotia racemosa,Euphorbiaceae,296121.8359,9717526.023,O,11.8,False,5.12,9.66,20130826.0,,,True,20180323,16,,9.66,measured,0.36,site_median,0.0,,9.66,11.8,False,O,9.66,measured,11.8,9.66,0.58,23.1266,23.1266,22.3739,23.1266,23.1266,22.3739,
AND_A01,61,Lecythis idatimon,Lecythidaceae,296094.8041,9717522.027,O,40.8,False,17.17,30.48,20130826.0,42.5,,False,20180323,16,26.93,30.48,measured,0.34,observed,0.0,42.5,30.48,40.8,False,O,30.48,measured,40.8,30.48,0.7986,799.5911,799.5911,1056.9405,799.5911,799.5911,1056.9405,
AND_A01,62,Eschweilera coriacea,Lecythidaceae,296098.0307,9717514.672,O,58.2,False,20.78,30.26,20130826.0,,,True,20180323,16,,30.26,measured,0.36,site_median,0.0,,30.26,58.2,False,O,30.26,measured,58.2,30.26,0.8521,1588.2484,1588.2484,2236.6257,1588.2484,1588.2484,2236.6257,
AND_A01,63,Pouteria sp.,Sapotaceae,296090.275,9717510.472,O,45.7,False,24.81,34.48,20130826.0,,,True,20180323,16,,34.48,measured,0.36,site_median,0.0,,34.48,45.7,False,O,34.48,measured,45.7,34.48,0.7187,1125.3374,1125.3374,1342.1911,1125.3374,1125.3374,1342.1911,
AND_A01,64,Eschweilera coriacea,Lecythidaceae,296077.5325,9717512.82,O,74.8,False,13.93,27.16,20130826.0,,,True,20180323,16,,27.16,measured,0.36,site_median,0.0,,27.16,74.8,False,O,27.16,measured,74.8,27.16,0.8521,2332.5559,2332.5559,3284.7849,2332.5559,2332.5559,3284.7849,
AND_A01,65,Tetragastris panamensis,Burseraceae,296079.0536,9717516.655,O,50.2,False,25.53,29.12,20130826.0,,,True,20180323,16,,29.12,measured,0.36,site_median,0.0,,29.12,50.2,False,O,29.12,measured,50.2,29.12,0.7173,1146.2652,1146.2652,1364.5618,1146.2652,1146.2652,1364.5618,
AND_A01,66,Simarouba amara,Simaroubaceae,296083.6719,9717520.702,O,54.3,False,24.93,34.85,20130826.0,59.3,,False,20180323,16,31.76,34.85,measured,1.0,observed,0.0,59.3,34.85,54.3,False,O,34.85,measured,54.3,34.85,0.3833,1592.1349,1592.1349,1028.1938,1592.1349,1592.1349,1028.1938,
AND_A01,67,Apeiba petoumo,Malvaceae,296072.1108,9717537.438,O,67.2,False,23.67,39.78,20130826.0,,,True,20180323,16,,39.78,measured,0.36,site_median,0.0,,39.78,67.2,False,O,39.78,measured,67.2,39.78,0.2822,2746.3655,2746.3655,1315.5321,2746.3655,2746.3655,1315.5321,
AND_A01,68,,,296096.5423,9717561.584,O,,,,,,14.5,14.06,True,20180323,16,13.82,14.06,measured,0.36,site_median,0.0,14.5,14.06,,False,O,13.82,feldpausch,,13.82,0.633,,,,,,,
AND_A01,69,,,296097.8315,9717556.496,O,,,,,,14.8,14.23,True,20180323,16,14.02,14.23,measured,0.36,site_median,0.0,14.8,14.23,,False,O,14.02,feldpausch,,14.02,0.633,,,,,,,
AND_A01,70,,,296101.2836,9717553.006,O,,,,,,15.0,14.35,True,20180323,16,14.15,14.35,measured,0.36,site_median,0.0,15.0,14.35,,False,O,14.15,feldpausch,,14.15,0.633,,,,,,,
AND_A01,71,,,296102.9649,9717551.846,O,,,,,,35.1,23.87,True,20180323,16,24.25,23.87,measured,0.36,site_median,0.0,35.1,23.87,,False,O,24.25,feldpausch,,24.25,0.633,,,,,,,
AND_A01,72,,,296099.2993,9717552.927,O,,,,,,14.2,13.88,True,20180323,16,13.62,13.88,measured,0.36,site_median,0.0,14.2,13.88,,False,O,13.62,feldpausch,,13.62,0.633,,,,,,,
AND_A01,73,,,296101.7994,9717549.91,O,,,,,,10.7,11.64,True,20180323,16,11.15,11.64,measured,0.36,site_median,0.0,10.7,11.64,,False,O,11.15,feldpausch,,11.15,0.633,,,,,,,
AND_A01,74,,,296104.7781,9717550.63,O,,,,,,15.3,14.53,True,20180323,16,14.34,14.53,measured,0.36,site_median,0.0,15.3,14.53,,False,O,14.34,feldpausch,,14.34,0.633,,,,,,,
AND_A01,75,Inga thibaudiana,Fabaceae,296107.1902,9717544.687,O,,,,,,12.2,12.63,,20180323,16,12.25,12.63,measured,0.36,site_median,0.0,12.2,12.63,,False,O,12.25,feldpausch,,12.25,0.5786,,,,,,,
AND_A01,76,,,296098.5208,9717540.7,O,,,,,,21.5,17.87,True,20180323,16,17.99,17.87,measured,0.36,site_median,0.0,21.5,17.87,,False,O,17.99,feldpausch,,17.99,0.633,,,,,,,
AND_A01,77,,,296103.7707,9717535.546,O,,,,,,22.3,18.27,True,20180323,16,18.42,18.27,measured,0.36,site_median,0.0,22.3,18.27,,False,O,18.42,feldpausch,,18.42,0.633,,,,,,,
AND_A01,78,,,296107.9037,9717534.627,O,,,,,,11.0,11.84,True,20180323,16,11.38,11.84,measured,0.36,site_median,0.0,11.0,11.84,,False,O,11.38,feldpausch,,11.38,0.633,,,,,,,
AND_A01,79,,,296112.4563,9717530.348,O,,,,,,19.5,16.85,True,20180323,16,16.88,16.85,measured,0.36,site_median,0.0,19.5,16.85,,False,O,16.88,feldpausch,,16.88,0.633,,,,,,,
AND_A01,80,Couepia sp.,Chrysobalanaceae,296109.7811,9717538.82,O,,,,,,27.6,20.74,,20180323,16,21.05,20.74,measured,0.36,site_median,0.0,27.6,20.74,,False,O,21.05,feldpausch,,21.05,0.7861,,,,,,,
AND_A01,81,Guatteria schomburgkiana,Annonaceae,296114.7262,9717536.791,O,,,,,,18.0,16.05,,20180323,16,16.01,16.05,measured,0.36,site_median,0.0,18.0,16.05,,False,O,16.01,feldpausch,,16.01,0.6,,,,,,,
AND_A01,82,,,296113.4419,9717525.7,O,,,,,,11.5,12.17,True,20180323,16,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.633,,,,,,,
AND_A01,83,,,296113.8524,9717524.77,O,,,,,,13.6,13.51,True,20180323,16,13.22,13.51,measured,0.36,site_median,0.0,13.6,13.51,,False,O,13.22,feldpausch,,13.22,0.633,,,,,,,
AND_A01,1,,,295749.1852,9717890.843,O,47.5,True,,36.16,20130827.0,,,True,20180323,17,,36.16,measured,0.36,site_median,0.0,,36.16,47.5,True,O,36.16,measured,47.5,36.16,0.633,1271.1522,855.2194,855.2194,1271.1522,855.2194,855.2194,
AND_A01,2,Lecythis idatimon,Lecythidaceae,295750.186,9717890.482,O,20.3,False,9.46,14.44,20130827.0,,,True,20180323,17,,14.44,measured,0.36,site_median,0.0,,14.44,20.3,False,O,14.44,measured,20.3,14.44,0.7986,98.7258,98.7258,130.5008,98.7258,98.7258,130.5008,
AND_A01,3,Eschweilera coriacea,Lecythidaceae,295758.1035,9717861.259,O,31.7,False,12.26,17.99,20130827.0,,,True,20180323,17,,17.99,measured,0.36,site_median,0.0,,17.99,31.7,False,O,17.99,measured,31.7,17.99,0.8521,292.0376,292.0376,411.2573,292.0376,292.0376,411.2573,
AND_A01,4,Carapa guianensis,Meliaceae,295741.2166,9717864.159,O,41.6,False,9.99,13.61,20130827.0,44.4,,False,20180323,17,27.56,13.61,measured,0.56,observed,0.0,44.4,13.61,41.6,False,O,13.61,measured,41.6,13.61,0.53,378.0736,378.0736,334.9608,378.0736,378.0736,334.9608,
AND_A01,5,Eschweilera coriacea,Lecythidaceae,295738.0627,9717861.28,O,41.5,False,4.42,6.95,20130827.0,37.1,,False,20180323,17,25.01,6.95,measured,0.0,observed,0.0,37.1,6.95,41.5,False,O,6.95,measured,41.5,6.95,0.8521,195.2845,195.2845,275.0063,195.2845,195.2845,275.0063,
AND_A01,6,,,295762.5453,9717861.952,O,12.1,True,,3.74,20130827.0,,,True,20180323,17,,3.74,measured,0.36,site_median,0.0,,3.74,12.1,True,O,3.74,measured,12.1,3.74,0.633,9.6201,8.6744,8.6744,9.6201,8.6744,8.6744,
AND_A01,7,Eperua bijuga,Fabaceae,295760.0447,9717860.846,O,13.0,False,5.68,11.98,20130827.0,14.5,,False,20180323,17,13.82,11.98,measured,0.3,observed,0.0,14.5,11.98,13.0,False,O,11.98,measured,13.0,11.98,0.729,34.4708,34.4708,41.6868,34.4708,34.4708,41.6868,
AND_A01,8,Lecythis idatimon,Lecythidaceae,295759.6988,9717859.087,O,15.6,False,7.57,12.81,20130827.0,16.7,,False,20180323,17,15.22,12.81,measured,0.22,observed,0.0,16.7,12.81,15.6,False,O,12.81,measured,15.6,12.81,0.7986,52.5301,52.5301,69.4369,52.5301,52.5301,69.4369,
AND_A01,9,Eperua bijuga,Fabaceae,295763.1363,9717857.545,O,11.5,False,9.11,10.46,20130827.0,13.7,,False,20180323,17,13.29,10.46,measured,0.44,observed,0.0,13.7,10.46,11.5,False,O,10.46,measured,11.5,10.46,0.729,23.7687,23.7687,28.7443,23.7687,23.7687,28.7443,
AND_A01,10,Anacardium spruceanum,Anacardiaceae,295715.7483,9717869.805,O,63.9,False,22.12,30.4,20130827.0,,,True,20180323,17,,30.4,measured,0.36,site_median,0.0,,30.4,63.9,False,O,30.4,measured,63.9,30.4,0.4792,1914.6217,1914.6217,1537.3129,1914.6217,1914.6217,1537.3129,
AND_A01,11,Eperua bijuga,Fabaceae,295705.4335,9717875.53,O,37.2,False,15.3,22.58,20130827.0,,,True,20180323,17,,22.58,measured,0.36,site_median,0.0,,22.58,37.2,False,O,22.58,measured,37.2,22.58,0.729,498.1901,498.1901,602.4785,498.1901,498.1901,602.4785,
AND_A01,12,,,295703.4802,9717883.894,O,71.5,True,,31.19,20130827.0,,,True,20180323,17,,31.19,measured,0.36,site_median,0.0,,31.19,71.5,True,O,31.19,measured,71.5,31.19,0.633,2444.6973,1717.0231,1717.0231,2444.6973,1717.0231,1717.0231,
AND_A01,13,Caryocar glabrum,Caryocaraceae,295728.0723,9717894.128,O,44.5,False,18.09,29.29,20130827.0,48.2,,False,20180323,17,28.75,29.29,measured,0.74,observed,0.0,48.2,29.29,44.5,False,O,29.29,measured,44.5,29.29,0.6536,911.1241,911.1241,990.4395,911.1241,911.1241,990.4395,
AND_A01,121,Inga alba,Fabaceae,295754.2744,9717859.406,O,,,,,,31.2,22.29,,20180323,17,22.65,22.29,measured,0.36,site_median,0.0,31.2,22.29,,False,O,22.65,feldpausch,,22.65,0.5861,,,,,,,
AND_A01,122,Lecythis idatimon,Lecythidaceae,295757.7341,9717858.518,O,,,,,,10.7,11.64,,20180323,17,11.15,11.64,measured,0.36,site_median,0.0,10.7,11.64,,False,O,11.15,feldpausch,,11.15,0.7986,,,,,,,
AND_A01,123,Tachigali paniculata,Fabaceae,295752.4823,9717859.231,O,,,,,,35.3,23.95,,20180323,17,24.32,23.95,measured,0.36,site_median,0.0,35.3,23.95,,False,O,24.32,feldpausch,,24.32,0.5545,,,,,,,
AND_A01,124,,,295752.1352,9717861.363,O,,,,,,10.0,11.15,True,20180323,17,10.62,11.15,measured,0.36,site_median,0.0,10.0,11.15,,False,O,10.62,feldpausch,,10.62,0.633,,,,,,,
AND_A01,125,Eperua bijuga,Fabaceae,295750.1076,9717860.988,O,,,,,,20.2,17.21,,20180323,17,17.28,17.21,measured,0.36,site_median,0.0,20.2,17.21,,False,O,17.28,feldpausch,,17.28,0.729,,,,,,,
AND_A01,126,Eschweilera coriacea,Lecythidaceae,295751.8621,9717864.606,O,,,,,,29.1,21.4,,20180323,17,21.73,21.4,measured,0.36,site_median,0.0,29.1,21.4,,False,O,21.73,feldpausch,,21.73,0.8521,,,,,,,
AND_A01,127,Eschweilera coriacea,Lecythidaceae,295752.5486,9717868.12,O,,,,,,35.1,23.87,,20180323,17,24.25,23.87,measured,0.36,site_median,0.0,35.1,23.87,,False,O,24.25,feldpausch,,24.25,0.8521,,,,,,,
AND_A01,128,,,295743.3463,9717865.546,O,,,,,,15.0,14.35,True,20180323,17,14.15,14.35,measured,0.36,site_median,0.0,15.0,14.35,,False,O,14.15,feldpausch,,14.15,0.633,,,,,,,
AND_A01,129,Eschweilera coriacea,Lecythidaceae,295743.59,9717868.888,O,,,,,,11.5,12.17,,20180323,17,11.75,12.17,measured,0.36,site_median,0.0,11.5,12.17,,False,O,11.75,feldpausch,,11.75,0.8521,,,,,,,
AND_A01,130,Eschweilera coriacea,Lecythidaceae,295742.1368,9717872.421,O,,,,,,21.0,17.62,,20180323,17,17.72,17.62,measured,0.36,site_median,0.0,21.0,17.62,,False,O,17.72,feldpausch,,17.72,0.8521,,,,,,,
AND_A01,131,,,295742.3358,9717872.716,O,,,,,,14.0,13.75,,20180323,17,13.49,13.75,measured,0.36,site_median,0.0,14.0,13.75,,False,O,13.49,feldpausch,,13.49,0.633,,,,,,,
AND_A01,132,Sterigmapetalum obovatum,Rhizophoraceae,295738.9534,9717869.755,O,,,,,,17.7,15.89,,20180323,17,15.83,15.89,measured,0.36,site_median,0.0,17.7,15.89,,False,O,15.83,feldpausch,,15.83,0.77,,,,,,,
AND_A01,133,Goupia glabra,Goupiaceae,295742.2111,9717874.828,O,,,,,,30.8,22.13,,20180323,17,22.48,22.13,measured,0.36,site_median,0.0,30.8,22.13,,False,O,22.48,feldpausch,,22.48,0.7272,,,,,,,
AND_A01,134,,,295745.3454,9717874.987,O,,,,,,13.7,13.57,True,20180323,17,13.29,13.57,measured,0.36,site_median,0.0,13.7,13.57,,False,O,13.29,feldpausch,,13.29,0.633,,,,,,,
AND_A01,135,Vatairea sericea,Fabaceae,295744.9129,9717878.056,O,,,,,,35.8,24.15,,20180323,17,24.52,24.15,measured,0.36,site_median,0.0,35.8,24.15,,False,O,24.52,feldpausch,,24.52,0.665,,,,,,,
AND_A01,136,Sterigmapetalum obovatum,Rhizophoraceae,295741.7243,9717881.118,O,,,,,,14.8,14.23,,20180323,17,14.02,14.23,measured,0.36,site_median,0.0,14.8,14.23,,False,O,14.02,feldpausch,,14.02,0.77,,,,,,,
AND_A01,137,Tapirira guianensis,Anacardiaceae,295742.6586,9717883.429,O,,,,,,20.1,17.16,,20180323,17,17.22,17.16,measured,0.36,site_median,0.0,20.1,17.16,,False,O,17.22,feldpausch,,17.22,0.457,,,,,,,
AND_A01,138,,,295741.7753,9717886.535,O,,,,,,14.0,13.75,True,20180323,17,13.49,13.75,measured,0.36,site_median,0.0,14.0,13.75,,False,O,13.49,feldpausch,,13.49,0.633,,,,,,,
AND_A01,139,Croton matourensis,Euphorbiaceae,295739.1288,9717892.832,O,,,,,,20.8,17.52,,20180323,17,17.61,17.52,measured,0.36,site_median,0.0,20.8,17.52,,False,O,17.61,feldpausch,,17.61,0.3883,,,,,,,
AND_A01,140,Pouteria guianensis,Sapotaceae,295738.0968,9717892.321,O,,,,,,19.0,16.59,,20180323,17,16.6,16.59,measured,0.36,site_median,0.0,19.0,16.59,,False,O,16.6,feldpausch,,16.6,0.9295,,,,,,,
AND_A01,14,Lecythis idatimon,Lecythidaceae,295805.3607,9717754.572,O,13.7,False,11.74,15.93,20130827.0,,,True,20180323,18,,15.93,measured,0.36,site_median,0.0,,15.93,13.7,False,O,15.93,measured,13.7,15.93,0.7986,50.4315,50.4315,66.6629,50.4315,50.4315,66.6629,
