site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2010,dead_2010,hcom_2009,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,2221,,,725834.55,9666885.68,O,6.2,A,1.65,6.28,20100116-20100213,6.0,A,1.66,6.19,20110704-20110711,499.998497362,7.27,6.28,measured,0.0,observed,-2.0,6.0,6.28,6.2,True,O,6.28,measured,6.2,6.28,0.6344,4.3253,3.48,3.48,4.3253,3.48,3.48,
TAP_A01,2222,,,725850.76,9666885.65,L,5.7,D,,,20100116-20100213,5.7,D,,,20110704-20110711,499.998497362,6.99,9.65,local_fit,0.0,observed,-2.0,5.7,9.65,5.7,False,L,6.99,feldpausch,5.7,6.99,0.6344,4.0751,4.0751,4.3029,4.0751,4.0751,4.3029,
TAP_A01,2223,Ocotea sp.,Lauraceae,725853.26,9666885.58,O,9.2,A,,23.12,20100116-20100213,9.3,A,15.39,21.09,20110704-20110711,499.998497362,10.08,23.12,measured,0.1,observed,-2.0,9.1,22.75,9.2,True,O,23.12,measured,9.0,22.75124744856455,0.5245,33.3447,22.2524,22.2524,31.447,21.0172,21.0172,
TAP_A01,2224,,,725854.35,9666885.2,O,9.7,A,6.06,24.14,20100116-20100213,10.0,A,17.45,18.66,20110704-20110711,499.998497362,10.62,24.14,measured,0.3,observed,-2.0,9.4,23.09,9.7,True,O,24.14,measured,9.1,23.04182428812199,0.6344,38.5648,25.6261,25.6261,32.5331,21.7111,21.7111,
TAP_A01,2225,Carapa guianensis,Meliaceae,725855.25,9666885.22,O,29.6,A,25.12,31.69,20100116-20100213,30.5,A,23.09,28.37,20110704-20110711,499.998497362,22.35,31.69,measured,0.9,observed,-2.0,28.7,30.56,29.6,True,O,31.69,measured,27.8,30.51421578297066,0.53,443.9379,298.1242,298.1242,378.5387,254.9599,254.9599,
TAP_A01,2226,,,725864.15,9666885.21,O,15.4,A,12.6,17.79,20100116-20100213,15.9,A,15.06,17.13,20110704-20110711,499.998497362,14.73,17.79,measured,0.5,observed,-2.0,14.9,17.0,15.4,True,O,17.79,measured,14.4,16.986231592651492,0.6344,70.5786,50.3205,50.3205,59.1778,42.3647,42.3647,
TAP_A01,2227,,,725868.86,9666885.57,O,13.2,A,7.89,11.74,20100116-20100213,13.4,A,4.14,10.93,20110704-20110711,499.998497362,13.08,11.74,measured,0.2,observed,-2.0,13.0,11.5,13.2,True,O,11.74,measured,12.799999999999999,11.48909505210628,0.6344,34.8191,26.3145,26.3145,32.1051,24.3105,24.3105,
TAP_A01,2228,,,725872.88,9666886.1,O,15.5,A,3.71,17.44,20100116-20100213,16.4,A,9.11,16.59,20110704-20110711,499.998497362,15.04,17.44,measured,0.9,observed,-2.0,14.6,16.11,15.5,True,O,17.44,measured,13.7,16.01441292792159,0.6344,70.1031,50.1543,50.1543,50.6923,36.5419,36.5419,
TAP_A01,2229,,,725889.21,9666886.87,O,32.0,A,16.07,28.61,20100116-20100213,32.4,A,18.32,27.46,20110704-20110711,499.998497362,23.15,28.61,measured,0.4,observed,-2.0,31.6,28.2,32.0,True,O,28.61,measured,31.2,28.18827597587552,0.6344,467.8158,320.4727,320.4727,438.8512,300.971,300.971,
TAP_A01,2230,Myrcia velutina,Myrtaceae,725890.25,9666884.78,O,25.3,A,12.0,22.78,20100116-20100213,25.5,A,12.21,17.14,20110704-20110711,499.998497362,20.05,22.78,measured,0.2,observed,-2.0,25.1,22.55,25.3,True,O,22.78,measured,24.900000000000002,22.554822449774925,0.8109,236.7687,166.2568,166.2568,227.3021,159.7379,159.7379,
TAP_A01,2231,,,725899.88,9666883.9,O,6.9,D,,2.84,20100116-20100213,6.9,D,1.33,2.88,20110704-20110711,499.998497362,8.08,2.84,measured,0.0,observed,-2.0,6.9,2.84,6.9,False,O,2.84,measured,6.9,2.84,0.6344,2.4566,2.4566,2.5939,2.4566,2.4566,2.5939,
TAP_A01,2232,,,725901.48,9666889.0,O,61.0,A,23.42,30.27,20100116-20100213,61.1,A,21.49,28.12,20110704-20110711,499.998497362,32.2,30.27,measured,0.1,observed,-2.0,60.9,30.22,61.0,True,O,30.27,measured,60.8,30.225208695055432,0.6344,1741.3764,1219.5154,1219.5154,1727.7501,1210.0651,1210.0651,
TAP_A01,2233,,,725901.54,9666884.2,O,53.5,A,19.62,31.15,20100116-20100213,53.7,A,23.39,31.31,20110704-20110711,499.998497362,30.32,31.15,measured,0.2,observed,-2.0,53.3,31.04,53.5,True,O,31.15,measured,53.1,31.037481401303232,0.6344,1386.1886,960.3194,960.3194,1361.2139,943.2171,943.2171,
TAP_A01,2234,,,725908.04,9666884.21,O,16.5,A,11.04,16.86,20100116-20100213,16.9,A,10.69,17.92,20110704-20110711,499.998497362,15.35,16.86,measured,0.4,observed,-2.0,16.1,16.31,16.5,True,O,16.86,measured,15.7,16.299448631463928,0.6344,76.6306,55.2837,55.2837,67.288,48.6874,48.6874,
TAP_A01,2235,,,725933.33,9666883.31,O,12.5,A,7.03,16.07,20100116-20100213,12.6,A,11.45,17.5,20110704-20110711,499.998497362,12.53,16.07,measured,0.1,observed,-2.0,12.4,15.89,12.5,True,O,16.07,measured,12.3,15.887936592546058,0.6344,42.5305,30.5071,30.5071,40.7565,29.2646,29.2646,
TAP_A01,2236,Couratari stellata,Lecythidaceae,725944.86,9666887.57,O,142.8,A,39.74,58.22,20100116-20100213,144.3,A,48.58,63.17,20110704-20110711,499.998497362,43.02,58.22,measured,1.5,observed,-2.0,141.3,57.95,142.8,True,O,58.22,measured,139.8,57.94251887550041,0.6331,17346.051,11411.558,11411.558,16564.4157,10894.4587,10894.4587,
TAP_A01,2237,,,725952.36,9666891.0,O,93.5,A,26.56,41.22,20100116-20100213,92.3,A,39.06,49.46,20110704-20110711,499.998497362,37.94,41.22,measured,0.0,observed,-2.0,92.3,41.22,93.5,True,O,41.22,measured,93.5,41.22,0.6344,5417.8921,3688.4255,3688.4255,5417.8921,3688.4255,3688.4255,
TAP_A01,2238,,,725956.51,9666882.57,O,14.8,D,,4.58,20100116-20100213,14.8,D,1.59,4.78,20110704-20110711,499.998497362,14.02,4.58,measured,0.0,observed,-2.0,14.8,4.58,14.8,False,O,4.58,measured,14.8,4.58,0.6344,17.3707,17.3707,18.3417,17.3707,17.3707,18.3417,
TAP_A01,2239,,,725964.82,9666882.83,O,12.9,A,6.36,13.97,20100116-20100213,13.1,A,9.28,14.11,20110704-20110711,499.998497362,12.88,13.97,measured,0.2,observed,-2.0,12.7,13.67,12.9,True,O,13.97,measured,12.5,13.663523338847552,0.6344,39.4497,28.9741,28.9741,36.3026,26.7159,26.7159,
TAP_A01,2240,,,725967.3,9666882.0,O,13.3,A,6.46,12.88,20100116-20100213,12.1,A,8.19,13.9,20110704-20110711,499.998497362,12.18,12.88,measured,0.0,observed,-2.0,12.1,12.88,13.3,True,O,12.88,measured,13.3,12.88,0.6344,38.6809,28.8187,28.8187,38.6809,28.8187,28.8187,
TAP_A01,2241,,,725973.19,9666881.58,O,6.4,A,4.24,7.95,20100116-20100213,6.5,A,4.08,8.09,20110704-20110711,499.998497362,7.72,7.95,measured,0.1,observed,-2.0,6.3,7.76,6.4,True,O,7.95,measured,6.2,7.761787670193921,0.6344,5.7927,4.497,4.497,5.3188,4.1384,4.1384,
TAP_A01,2242,,,725974.19,9666881.55,O,8.0,A,6.64,9.52,20100116-20100213,8.2,A,6.64,9.05,20110704-20110711,499.998497362,9.19,9.52,measured,0.2,observed,-2.0,7.8,9.17,8.0,True,O,9.52,measured,7.6,9.164468365108005,0.6344,10.6768,8.1426,8.1426,9.3073,7.1235,7.1235,
TAP_A01,2243,,,725984.64,9666881.24,O,16.0,A,11.3,15.29,20100116-20100213,16.3,A,11.75,16.83,20110704-20110711,499.998497362,14.98,15.29,measured,0.3,observed,-2.0,15.7,14.9,16.0,True,O,15.29,measured,15.4,14.895982600198764,0.6344,65.5971,47.9893,47.9893,59.3494,43.5183,43.5183,
TAP_A01,2244,,,725985.82,9666882.21,O,12.3,A,11.62,15.22,20100116-20100213,10.3,A,13.54,15.45,20110704-20110711,499.998497362,10.85,15.22,measured,0.0,observed,-2.0,10.3,15.22,12.3,True,O,15.22,measured,12.3,15.22,0.6344,39.0834,28.2543,28.2543,39.0834,28.2543,28.2543,
TAP_A01,2245,,,725988.9,9666881.57,O,10.5,A,7.15,15.53,20100116-20100213,10.5,A,8.9,16.31,20110704-20110711,499.998497362,11.0,15.53,measured,0.0,observed,-2.0,10.5,15.53,10.5,True,O,15.53,measured,10.5,15.53,0.6344,29.2688,20.9323,20.9323,29.2688,20.9323,20.9323,
TAP_A01,2246,,,725993.9,9666881.67,O,18.0,A,12.68,20.24,20100116-20100213,18.0,A,14.72,18.51,20110704-20110711,499.998497362,16.01,20.24,measured,0.0,observed,-2.0,18.0,20.24,18.0,True,O,20.24,measured,18.0,20.24,0.6344,108.5461,76.3985,76.3985,108.5461,76.3985,76.3985,
TAP_A01,2247,,,725999.01,9666881.72,O,29.1,A,21.29,26.86,20100116-20100213,29.5,A,21.34,28.24,20110704-20110711,499.998497362,21.91,26.86,measured,0.4,observed,-2.0,28.7,26.42,29.1,True,O,26.86,measured,28.3,26.41257542534034,0.6344,365.4158,251.6832,251.6832,340.4357,234.7867,234.7867,
TAP_A01,2248,,,726005.88,9666880.76,O,8.6,A,9.71,14.14,20100116-20100213,9.4,A,3.48,15.06,20110704-20110711,499.998497362,10.16,14.14,measured,0.8,observed,-2.0,7.8,12.32,8.6,True,O,14.14,measured,7.0,12.136425476936505,0.6344,18.0901,13.0054,13.0054,10.4271,7.604,7.604,
TAP_A01,2249,,,726006.78,9666880.69,O,5.3,A,2.34,3.49,20100116-20100213,5.3,D,1.52,3.05,20110704-20110711,499.998497362,6.62,3.49,measured,0.0,observed,-2.0,5.3,3.49,5.3,True,O,3.49,measured,5.3,3.49,0.6344,1.7949,1.5727,1.5727,1.7949,1.5727,1.5727,
TAP_A01,2250,,,726007.8,9666881.46,O,12.7,A,17.68,24.54,20100116-20100213,13.3,A,16.68,23.07,20110704-20110711,499.998497362,13.02,24.54,measured,0.6,observed,-2.0,12.1,22.96,12.7,True,O,24.54,measured,11.5,22.873118835780826,0.6344,66.3137,44.523,44.523,51.0087,34.4654,34.4654,
TAP_A01,2251,,,726020.68,9666880.38,O,16.6,A,18.92,25.37,20100116-20100213,17.3,A,16.56,21.04,20110704-20110711,499.998497362,15.59,25.37,measured,0.7,observed,-2.0,15.9,23.97,16.6,True,O,25.37,measured,15.200000000000001,23.890944246902563,0.6344,115.539,78.1645,78.1645,91.7435,62.3938,62.3938,
TAP_A01,2252,,,726032.55,9666882.83,O,74.0,A,33.51,46.75,20100116-20100213,75.0,A,35.02,42.76,20110704-20110711,499.998497362,35.13,46.75,measured,1.0,observed,-2.0,73.0,46.24,74.0,True,O,46.75,measured,72.0,46.233287747101095,0.6344,3880.6803,2560.9687,2560.9687,3638.8955,2402.4672,2402.4672,
TAP_A01,2253,,,726037.92,9666881.55,O,22.5,A,15.41,25.46,20100116-20100213,22.7,A,20.3,23.98,20110704-20110711,499.998497362,18.63,25.46,measured,0.2,observed,-2.0,22.3,25.17,22.5,True,O,25.46,measured,22.1,25.169280717536555,0.6344,209.9127,144.018,144.018,200.4307,137.6437,137.6437,
TAP_A01,2254,,,726039.75,9666882.51,O,45.0,A,27.25,38.01,20100116-20100213,45.9,A,22.29,26.58,20110704-20110711,499.998497362,28.04,38.01,measured,0.9,observed,-2.0,44.1,37.22,45.0,True,O,38.01,measured,43.2,37.20639121319912,0.6344,1200.9138,799.5414,799.5414,1086.0447,724.0893,724.0893,
TAP_A01,2255,Sagotia racemosa,Euphorbiaceae,726045.47,9666879.69,O,10.3,A,4.76,12.47,20100116-20100213,10.4,A,7.42,13.16,20110704-20110711,499.998497362,10.93,12.47,measured,0.1,observed,-2.0,10.2,12.3,10.3,True,O,12.47,measured,10.100000000000001,12.294477872629127,0.58,22.7554,16.8327,16.8327,21.6,15.9987,15.9987,
TAP_A01,2256,,,726048.47,9666879.7,O,6.0,A,4.58,7.38,20100116-20100213,6.1,A,4.3,7.07,20110704-20110711,499.998497362,7.36,7.38,measured,0.1,observed,-2.0,5.9,7.2,6.0,True,O,7.38,measured,5.8,7.192736356726313,0.6344,4.7494,3.7191,3.7191,4.3351,3.4029,3.4029,
TAP_A01,2257,,,726049.66,9666879.52,L,5.0,D,,,20100116-20100213,5.0,D,,,20110704-20110711,499.998497362,6.33,8.99,local_fit,0.0,observed,-2.0,5.0,8.99,5.0,False,L,6.33,feldpausch,5.0,6.33,0.6344,2.8643,2.8643,3.0244,2.8643,2.8643,3.0244,
TAP_A01,2258,,,726058.38,9666879.76,O,11.8,A,4.95,14.48,20100116-20100213,12.8,A,6.6,16.06,20110704-20110711,499.998497362,12.67,14.48,measured,1.0,observed,-2.0,10.8,12.83,11.8,True,O,14.48,measured,9.8,12.670940312968382,0.6344,34.3308,24.965,24.965,20.9737,15.4386,15.4386,
TAP_A01,2259,,,726070.43,9666879.9,O,17.0,A,16.62,20.08,20100116-20100213,17.9,A,7.66,11.8,20110704-20110711,499.998497362,15.95,20.08,measured,0.9,observed,-2.0,16.1,18.7,17.0,True,O,20.08,measured,15.2,18.607603785915565,0.6344,96.3373,67.7046,67.7046,71.8848,50.8573,50.8573,
TAP_A01,2260,,,726070.86,9666879.09,O,6.0,A,5.13,10.7,20100116-20100213,6.2,A,17.02,20.18,20110704-20110711,499.998497362,7.45,10.7,measured,0.2,observed,-2.0,5.8,10.18,6.0,True,O,10.7,measured,5.6,10.154084338123084,0.6344,6.8248,5.0396,5.0396,5.6677,4.206,4.206,
TAP_A01,2261,,,726076.2,9666880.43,O,42.0,A,19.27,32.13,20100116-20100213,43.3,A,19.22,23.72,20110704-20110711,499.998497362,27.2,32.13,measured,1.3,observed,-2.0,40.7,31.09,42.0,True,O,32.13,measured,39.4,31.040568698562122,0.6344,890.8163,607.0312,607.0312,760.3134,519.3383,519.3383,
TAP_A01,2262,,,726077.25,9666878.6,O,5.8,A,4.23,8.22,20100116-20100213,5.2,A,4.42,8.64,20110704-20110711,499.998497362,6.52,8.22,measured,0.0,observed,-2.0,5.2,8.22,5.8,True,O,8.22,measured,5.8,8.22,0.6344,4.9384,3.7956,3.7956,4.9384,3.7956,3.7956,
TAP_A01,2263,,,726083.44,9666878.22,O,6.1,A,8.69,10.61,20100116-20100213,6.0,A,9.09,12.18,20110704-20110711,499.998497362,7.27,10.61,measured,0.0,observed,-2.0,6.0,10.61,6.1,True,O,10.61,measured,6.1,10.61,0.6344,6.9907,5.1731,5.1731,6.9907,5.1731,5.1731,
TAP_A01,2264,,,726086.56,9666878.73,O,13.7,A,11.89,17.27,20100116-20100213,15.3,A,14.51,17.65,20110704-20110711,499.998497362,14.34,17.27,measured,1.6,observed,-2.0,12.1,14.67,13.7,True,O,17.27,measured,10.5,14.300671937199658,0.6344,54.5678,38.8692,38.8692,27.0054,19.5668,19.5668,
TAP_A01,2265,,,726089.26,9666878.75,O,15.7,A,6.2,14.71,20100116-20100213,16.9,A,8.74,14.65,20110704-20110711,499.998497362,15.35,14.71,measured,1.2,observed,-2.0,14.5,13.24,15.7,True,O,14.71,measured,13.299999999999999,13.115406536390894,0.6344,60.8761,44.7678,44.7678,39.3708,29.2488,29.2488,
TAP_A01,2266,,,726090.4,9666880.21,O,23.7,A,15.66,19.6,20100116-20100213,24.0,A,16.87,21.22,20110704-20110711,499.998497362,19.3,19.6,measured,0.3,observed,-2.0,23.4,19.29,23.7,True,O,19.6,measured,23.099999999999998,19.284167650404825,0.6344,179.9747,129.0095,129.0095,168.4951,120.9422,120.9422,
TAP_A01,2267,Minquartia guianensis,Olacaceae,726103.8,9666883.32,O,65.3,A,24.27,33.69,20100116-20100213,65.9,A,19.61,24.62,20110704-20110711,499.998497362,33.29,33.69,measured,0.6,observed,-2.0,64.7,33.43,65.3,True,O,33.69,measured,64.1,33.41857394273425,0.7867,2208.0668,1525.3927,1525.3927,2112.8067,1460.1506,1460.1506,
TAP_A01,2268,,,726115.85,9666877.96,O,43.5,A,20.67,25.15,20100116-20100213,44.3,A,23.97,28.27,20110704-20110711,499.998497362,27.53,25.15,measured,0.8,observed,-2.0,42.7,24.67,43.5,True,O,25.15,measured,41.9,24.655321046698212,0.6344,751.1329,532.9397,532.9397,684.7425,486.4861,486.4861,
TAP_A01,2269,,,726120.24,9666877.58,O,9.2,A,4.48,16.39,20100116-20100213,9.5,A,12.41,16.25,20110704-20110711,499.998497362,10.23,16.39,measured,0.3,observed,-2.0,8.9,15.64,9.2,True,O,16.39,measured,8.6,15.599324076882558,0.6344,23.8344,16.7943,16.7943,19.9101,14.0934,14.0934,
TAP_A01,2270,,,726129.89,9666877.55,O,21.3,A,15.29,21.09,20100116-20100213,21.3,A,17.16,23.6,20110704-20110711,499.998497362,17.88,21.09,measured,0.0,observed,-2.0,21.3,21.09,21.3,True,O,21.09,measured,21.3,21.09,0.6344,156.9482,110.6403,110.6403,156.9482,110.6403,110.6403,
TAP_A01,2271,,,726130.44,9666877.43,O,7.6,A,5.59,12.55,20100116-20100213,7.9,A,6.49,12.04,20110704-20110711,499.998497362,8.94,12.55,measured,0.3,observed,-2.0,7.3,11.83,7.6,True,O,12.55,measured,7.0,11.803017037744242,0.6344,12.6498,9.2125,9.2125,10.1475,7.4327,7.4327,
TAP_A01,2272,,,726142.02,9666876.54,O,8.3,A,4.05,12.5,20100116-20100213,8.9,A,3.87,11.99,20110704-20110711,499.998497362,9.76,12.5,measured,0.6,observed,-2.0,7.7,11.23,8.3,True,O,12.5,measured,7.1000000000000005,11.130672800118901,0.6344,14.9653,10.9519,10.9519,9.8519,7.2884,7.2884,
TAP_A01,2273,,,726149.11,9666879.68,O,95.2,A,39.85,50.31,20100116-20100213,96.5,A,42.62,48.67,20110704-20110711,499.998497362,38.51,50.31,measured,1.3,observed,-2.0,93.9,49.85,95.2,True,O,50.31,measured,92.60000000000001,49.840734709409766,0.6344,6816.707,4500.7677,4500.7677,6399.2304,4225.7666,4225.7666,
TAP_A01,2274,Eschweilera parviflora,Lecythidaceae,726160.38,9666878.42,O,27.0,A,11.02,32.94,20100116-20100213,27.2,A,20.15,27.79,20110704-20110711,499.998497362,20.86,32.94,measured,0.2,observed,-2.0,26.8,32.64,27.0,True,O,32.94,measured,26.6,32.63979017501859,0.918,385.284,256.0265,256.0265,370.8917,246.6426,246.6426,
TAP_A01,2275,,,726163.92,9666876.34,O,6.0,A,5.32,9.72,20100116-20100213,6.3,A,7.35,9.61,20110704-20110711,499.998497362,7.54,9.72,measured,0.3,observed,-2.0,5.7,9.01,6.0,True,O,9.72,measured,5.4,8.972081727510057,0.6344,6.214,4.6588,4.6588,4.6786,3.5344,3.5344,
TAP_A01,2276,,,726172.83,9666876.52,O,25.5,A,14.1,20.85,20100116-20100213,25.8,A,16.86,21.14,20110704-20110711,499.998497362,20.19,20.85,measured,0.3,observed,-2.0,25.2,20.55,25.5,True,O,20.85,measured,24.9,20.54310910712596,0.6344,220.5335,157.0973,157.0973,207.4933,147.9855,147.9855,
TAP_A01,2277,,,726187.8,9666875.28,O,7.4,A,3.61,9.8,20100116-20100213,7.7,A,2.75,9.9,20110704-20110711,499.998497362,8.77,9.8,measured,0.3,observed,-2.0,7.1,9.22,7.4,True,O,9.8,measured,6.800000000000001,9.199456737580373,0.6344,9.4327,7.1342,7.1342,7.5188,5.7205,5.7205,
TAP_A01,2278,Carapa guianensis,Meliaceae,726197.5,9666875.14,O,14.9,A,6.96,14.19,20100116-20100213,14.9,A,12.64,16.64,20110704-20110711,499.998497362,14.08,14.19,measured,0.0,observed,-2.0,14.9,14.19,14.9,True,O,14.19,measured,14.9,14.19,0.53,53.0707,39.152,39.152,53.0707,39.152,39.152,
