site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2016,dead_2016,hcom_2016,htot_2016,dbh_2018,dead_2018,plot_id,htot_feldpausch,dbh_used,dead_used,type_used,htot_used,htot_source,iagc_m1_kgC,iagc_m2_kgC,rho_w_m3,iagc_m3_kgC
SAN_A01b,020a,Pouteria reticulata,Sapotaceae,736432.5188,9668867.964,O,26.0,False,,,26.5,False,6,20.53,26.0,False,O,20.53,feldpausch,225.6214,225.6214,0.794,296.5715
SAN_A01b,021a,,,736432.577,9668867.878,O,13.9,False,,,12.8,False,6,12.67,13.9,False,O,12.67,feldpausch,41.4892,41.4892,0.6965,47.9889
SAN_A01b,022a,,,736436.3842,9668868.892,O,13.8,False,,,14.2,False,6,13.62,13.8,False,O,13.62,feldpausch,43.8997,43.8997,0.6965,50.777
SAN_A01b,023a,Rinorea guianensis,Violaceae,736436.6714,9668870.149,O,11.4,False,,,11.7,False,6,11.89,11.4,False,O,11.89,feldpausch,26.4799,26.4799,0.78,34.2078
SAN_A01b,024a,Virola elongata,Myristicaceae,736436.7676,9668861.665,O,20.7,False,,,21.3,False,6,17.88,20.7,False,O,17.88,feldpausch,126.3413,126.3413,0.5233,110.5599
SAN_A01b,025a,Protium paniculatum,Burseraceae,736435.4873,9668858.664,O,11.4,False,,,11.7,False,6,11.89,11.4,False,O,11.89,feldpausch,26.4799,26.4799,0.49,21.7306
SAN_A01b,026a,Inga sp.,Fabaceae,736440.3606,9668862.855,O,14.5,False,,,14.7,False,6,13.95,14.5,False,O,13.95,feldpausch,49.4943,49.4943,0.5786,47.7674
SAN_A01b,027a,Protium paniculatum,Burseraceae,736440.8646,9668862.09,O,12.0,False,,,12.3,False,6,12.32,12.0,False,O,12.32,feldpausch,30.3011,30.3011,0.49,24.8665
SAN_A01b,028a,Vatairea guianensis,Fabaceae,736437.8216,9668855.262,O,25.1,False,,,25.2,False,6,19.9,25.1,False,O,19.9,feldpausch,204.3169,204.3169,0.672,228.2134
SAN_A01b,029a,Carapa guianensis,Meliaceae,736443.2151,9668860.153,O,48.9,False,17.6,27.74,50.3,False,6,29.37,48.9,False,O,27.74,measured,1038.6363,1038.6363,0.53,920.1976
SAN_A01b,030a,Protium paniculatum,Burseraceae,736443.2728,9668858.434,O,10.7,False,,,10.9,False,6,11.3,10.7,False,O,11.3,feldpausch,22.265,22.265,0.49,18.2717
SAN_A01b,031a,Virola michelii,Myristicaceae,736444.9873,9668860.71,O,29.2,False,,,29.3,False,6,21.82,29.2,False,O,21.82,feldpausch,300.338,300.338,0.4701,236.709
SAN_A01b,032a,Hevea brasiliensis,Euphorbiaceae,736444.953,9668855.883,O,24.2,False,14.02,18.56,24.0,False,6,19.3,24.2,False,O,18.56,measured,177.7462,177.7462,0.4666,139.0713
SAN_A01b,033a,Protium paniculatum,Burseraceae,736444.0661,9668854.815,O,18.1,False,,,18.0,False,6,16.01,18.1,False,O,16.01,feldpausch,87.2841,87.2841,0.49,71.6293
SAN_A01b,034a,Hevea brasiliensis,Euphorbiaceae,736444.953,9668855.883,O,13.6,False,,,14.2,False,6,13.62,13.6,False,O,13.62,feldpausch,42.6664,42.6664,0.4666,33.3828
SAN_A01b,035a,Sextonia rubra,Lauraceae,736440.7543,9668850.987,O,43.3,False,,,43.2,False,6,27.17,43.3,False,O,27.17,feldpausch,802.7061,802.7061,0.5523,740.3427
SAN_A01b,036a,Symphonia globulifera,Clusiaceae,736449.392,9668856.796,O,28.4,False,,,29.0,False,6,21.68,28.4,False,O,21.68,feldpausch,282.704,282.704,0.6004,282.8879
SAN_A01b,037a,Ocotea canaliculata,Lauraceae,736445.2071,9668849.152,O,13.2,False,,,13.5,False,6,13.15,13.2,False,O,13.15,feldpausch,38.8949,38.8949,0.4793,31.2406
SAN_A01b,038a,Maquira coriacea,Moraceae,736443.17,9668852.172,O,10.9,False,,,11.2,False,6,11.53,10.9,False,O,11.53,feldpausch,23.543,23.543,0.5112,20.1359
SAN_A01b,039a,Protium paniculatum,Burseraceae,736440.2156,9668851.772,O,10.7,False,,,11.2,False,6,11.53,10.7,False,O,11.53,feldpausch,22.7072,22.7072,0.49,18.6346
SAN_A01b,040a,,,736440.3106,9668845.396,O,12.7,False,,,13.4,False,6,13.08,12.7,False,O,13.08,feldpausch,35.8835,35.8835,0.6965,41.505
SAN_A01b,041a,Tetragastris panamensis,Burseraceae,736437.8286,9668848.937,O,27.2,False,,,27.3,False,6,20.91,27.2,False,O,20.91,feldpausch,250.8446,250.8446,0.7173,298.6158
SAN_A01b,042a,Miconia poeppigii,Melastomataceae,736438.5955,9668850.969,O,17.1,False,,,17.8,False,6,15.89,17.1,False,O,15.89,feldpausch,77.5472,77.5472,0.5967,77.1267
SAN_A01b,043a,Eschweilera micrantha,Lecythidaceae,736437.8069,9668853.69,O,11.3,False,,,11.8,False,6,11.96,11.3,False,O,11.96,feldpausch,26.1779,26.1779,0.86,37.1989
SAN_A01b,044a,Sloanea guianensis,Elaeocarpaceae,736435.0364,9668852.919,O,18.9,False,,,19.4,False,6,16.83,18.9,False,O,16.83,feldpausch,99.7177,99.7177,0.8212,135.4562
SAN_A01b,045a,Pouteria sp.,Sapotaceae,736433.8515,9668853.024,O,12.5,False,,,12.9,False,6,12.74,12.5,False,O,12.74,feldpausch,33.9058,33.9058,0.7187,40.4395
SAN_A01b,046a,Maquira coriacea,Moraceae,736433.1675,9668854.789,O,14.8,False,10.17,13.18,15.3,False,6,14.34,14.8,False,O,13.18,measured,48.7359,48.7359,0.5112,41.6829
SAN_A01b,047a,,,736429.3886,9668858.551,O,23.2,False,,,23.6,False,6,19.1,23.2,False,O,19.1,feldpausch,168.3379,168.3379,0.6965,194.7096
SAN_A01b,048a,Protium paniculatum,Burseraceae,736430.6109,9668862.481,O,12.8,False,,,12.9,False,6,12.74,12.8,False,O,12.74,feldpausch,35.5124,35.5124,0.49,29.1431
SAN_A01b,049a,Protium paniculatum,Burseraceae,736425.4577,9668863.297,O,10.7,False,,,10.9,False,6,11.3,10.7,False,O,11.3,feldpausch,22.265,22.265,0.49,18.2717
SAN_A01b,050a,Sextonia rubra,Lauraceae,736425.3379,9668865.104,O,121.0,False,25.7,40.11,121.3,False,6,41.24,121.0,False,O,40.11,measured,8726.344,8726.344,0.5523,8048.3821
SAN_A01b,051a,Protium paniculatum,Burseraceae,736425.4488,9668868.254,O,12.5,False,,,12.5,False,6,12.46,12.5,False,O,12.46,feldpausch,33.1783,33.1783,0.49,27.2277
SAN_A01b,052a,Pouteria gongrijpii,Sapotaceae,736428.1426,9668867.699,O,45.2,False,11.63,23.39,46.2,False,6,28.14,45.2,False,O,23.39,measured,754.1616,754.1616,0.7994,997.899
SAN_A01b,053a,Sagotia racemosa,Euphorbiaceae,736425.3082,9668870.126,O,12.7,False,,,12.9,False,6,12.74,12.7,False,O,12.74,feldpausch,34.9728,34.9728,0.58,33.8346
SAN_A01b,054a,,,736425.1225,9668872.077,O,56.0,True,3.09,4.29,,True,6,,56.0,True,O,4.29,measured,218.878,207.867,0.6965,207.867
SAN_A01b,055a,Maquira coriacea,Moraceae,736422.9272,9668871.87,O,10.5,False,,,10.6,False,6,11.08,10.5,False,O,11.08,feldpausch,21.052,21.052,0.5112,18.0054
SAN_A01b,056a,Sagotia racemosa,Euphorbiaceae,736421.0516,9668868.686,O,12.9,False,,,13.2,False,6,12.95,12.9,False,O,12.95,feldpausch,36.6359,36.6359,0.58,35.4435
SAN_A01b,057a,Sagotia racemosa,Euphorbiaceae,736419.8341,9668874.604,O,13.6,False,,,14.3,False,6,13.69,13.6,False,O,13.69,feldpausch,42.8804,42.8804,0.58,41.4848
SAN_A01b,058a,Cordia scabrifolia,Boraginaceae,736418.0764,9668875.408,O,18.5,False,,,18.7,False,6,16.42,18.5,False,O,16.42,feldpausch,93.365,93.365,0.474,74.1768
SAN_A01b,059a,Eschweilera micrantha,Lecythidaceae,736417.5152,9668879.631,O,13.0,False,,,,True,6,,13.0,False,O,,feldpausch,,,0.86,
SAN_A01b,060a,Tetragastris panamensis,Burseraceae,736417.0798,9668881.989,O,16.0,False,10.74,12.81,16.6,False,6,15.16,16.0,False,O,12.81,measured,55.1913,55.1913,0.7173,65.7021
SAN_A01b,061a,,,736409.4696,9668884.645,O,18.0,False,,,18.4,False,6,16.25,18.0,False,O,16.25,feldpausch,87.6084,87.6084,0.6965,101.3331
SAN_A01b,062a,Theobroma glaucum,Malvaceae,736424.1715,9668886.534,O,,,,,10.8,False,6,11.23,,False,O,11.23,feldpausch,,,0.5297,
SAN_A01b,063a,Nectandra cuspidata,Lauraceae,736413.2977,9668879.432,O,,,,,10.2,False,6,10.78,,False,O,10.78,feldpausch,,,0.518,
SAN_A01b,064a,Rinorea guianensis,Violaceae,736431.2326,9668857.381,O,,,,,10.3,False,6,10.85,,False,O,10.85,feldpausch,,,0.78,
SAN_A01b,065a,Eschweilera amazonica,Lecythidaceae,736434.568,9668849.187,O,,,,,10.0,False,6,10.62,,False,O,10.62,feldpausch,,,0.9,
SAN_A01b,001a,Goupia glabra,Goupiaceae,736240.4925,9669119.554,O,18.5,False,,,19.7,False,7,17.0,18.5,False,O,17.0,feldpausch,96.5824,96.5824,0.7272,116.517
SAN_A01b,001b,Attalea maripa,Arecaceae,736252.9162,9669083.606,P,35.5,False,5.4,18.13,35.2,False,7,24.28,35.5,False,P,18.13,measured,367.031,344.4049,0.326,344.4049
SAN_A01b,002a,Casearia grandiflora,Salicaceae,736246.8458,9669121.411,O,12.7,False,,,13.1,False,7,12.88,12.7,False,O,12.88,feldpausch,35.3479,35.3479,0.77,45.0923
SAN_A01b,002b,Attalea maripa,Arecaceae,736236.1155,9669068.118,P,37.7,False,5.67,18.4,38.2,False,7,25.42,37.7,False,P,18.4,measured,418.7369,406.2895,0.326,406.2895
SAN_A01b,003a,,,736244.0205,9669114.932,O,21.0,False,,,22.9,False,7,18.73,21.0,False,O,18.73,feldpausch,135.9658,135.9658,0.6965,157.2662
SAN_A01b,004a,Attalea maripa,Arecaceae,736244.9937,9669113.657,P,26.5,False,,,37.3,False,7,25.09,26.5,False,P,25.09,feldpausch,284.8061,154.1996,0.326,154.1996
SAN_A01b,005a,Attalea maripa,Arecaceae,736245.7652,9669110.123,P,37.2,False,,,37.6,False,7,25.2,37.2,False,P,25.2,feldpausch,554.5331,391.6515,0.326,391.6515
SAN_A01b,006a,Bellucia grossularioides,Melastomataceae,736253.5348,9669109.161,O,11.7,False,11.02,16.49,11.6,False,7,11.82,11.7,False,O,16.49,measured,38.3325,38.3325,0.5975,38.1766
SAN_A01b,007a,Inga alba,Fabaceae,736258.1224,9669111.512,O,39.9,False,,,43.6,False,7,27.3,39.9,False,O,27.3,feldpausch,687.4712,687.4712,0.5861,671.9351
SAN_A01b,008a,Xylopia nitida,Annonaceae,736254.4898,9669106.221,O,19.7,False,,,21.5,False,7,17.99,19.7,False,O,17.99,feldpausch,115.3903,115.3903,0.5483,105.682
SAN_A01b,009a,Casearia grandiflora,Salicaceae,736260.9338,9669108.602,O,16.7,False,,,17.0,False,7,15.41,16.7,False,O,15.41,feldpausch,71.8619,71.8619,0.77,91.6723
SAN_A01b,010a,Casearia grandiflora,Salicaceae,736254.9695,9669100.586,O,18.7,False,,,18.8,False,7,16.48,18.7,False,O,16.48,feldpausch,95.6854,95.6854,0.77,122.0633
SAN_A01b,011a,Guatteria schomburgkiana,Annonaceae,736254.1303,9669098.369,O,12.2,False,,,18.8,False,7,16.48,12.2,False,O,16.48,feldpausch,41.5705,41.5705,0.6,41.5705
SAN_A01b,012a,Vismia guianensis,Hypericaceae,736259.9881,9669102.303,O,11.7,False,,,11.5,False,7,11.75,11.7,False,O,11.75,feldpausch,27.537,27.537,0.475,21.9227
SAN_A01b,013a,Vismia guianensis,Hypericaceae,736259.9881,9669102.303,O,13.8,False,,,12.1,False,7,12.18,13.8,False,O,12.18,feldpausch,39.3637,39.3637,0.475,31.3382
SAN_A01b,014a,Guatteria schomburgkiana,Annonaceae,736260.65,9669099.761,O,20.7,False,,,22.0,False,7,18.26,20.7,False,O,18.26,feldpausch,128.9613,128.9613,0.6,128.9613
SAN_A01b,015a,Casearia grandiflora,Salicaceae,736257.2202,9669097.638,O,15.8,False,,,15.9,False,7,14.73,15.8,False,O,14.73,feldpausch,61.7171,61.7171,0.77,78.7308
SAN_A01b,016a,Vismia latifolia,Hypericaceae,736266.4119,9669100.445,O,14.9,False,8.66,12.83,15.6,False,7,14.54,14.9,False,O,12.83,measured,48.1005,48.1005,0.43,34.7487
SAN_A01b,017a,Bellucia grossularioides,Melastomataceae,736258.4678,9669092.71,O,13.8,False,,,15.3,False,7,14.34,13.8,False,O,14.34,feldpausch,46.1633,46.1633,0.5975,45.9755
SAN_A01b,018a,Guatteria schomburgkiana,Annonaceae,736266.1767,9669095.765,O,12.2,False,,,12.3,False,7,12.32,12.2,False,O,12.32,feldpausch,31.2947,31.2947,0.6,31.2947
SAN_A01b,019a,Casearia grandiflora,Salicaceae,736257.4037,9669087.554,O,17.0,False,,,18.1,False,7,16.07,17.0,False,O,16.07,feldpausch,77.5119,77.5119,0.77,98.8799
SAN_A01b,020a,Rollinia exsucca,Annonaceae,736270.6792,9669089.792,O,13.5,False,,,13.4,False,7,13.08,13.5,False,O,13.08,feldpausch,40.4279,40.4279,0.3748,25.5375
SAN_A01b,021a,Goupia glabra,Goupiaceae,736263.5385,9669086.093,O,12.7,False,,,13.1,False,7,12.88,12.7,False,O,12.88,feldpausch,35.3479,35.3479,0.7272,42.6437
SAN_A01b,022a,Bellucia grossularioides,Melastomataceae,736269.5976,9669086.304,O,18.1,False,12.27,19.94,19.1,False,7,16.65,18.1,False,O,19.94,measured,108.1387,108.1387,0.5975,107.6989
SAN_A01b,023a,Guatteria schomburgkiana,Annonaceae,736274.4614,9669084.775,O,13.0,False,,,14.3,False,7,13.69,13.0,False,O,13.69,feldpausch,39.2652,39.2652,0.6,39.2652
SAN_A01b,024a,Attalea maripa,Arecaceae,736269.8724,9669081.06,P,36.3,False,,,36.9,False,7,24.94,36.3,False,P,24.94,feldpausch,523.3224,366.1576,0.326,366.1576
SAN_A01b,025a,Casearia grandiflora,Salicaceae,736268.4479,9669081.305,O,11.1,False,,,12.1,False,7,12.18,11.1,False,O,12.18,feldpausch,25.7349,25.7349,0.77,32.8293
SAN_A01b,026a,Bellucia grossularioides,Melastomataceae,736262.2285,9669076.485,O,14.5,False,,,16.1,False,7,14.85,14.5,False,O,14.85,feldpausch,52.6085,52.6085,0.5975,52.3946
SAN_A01b,027a,Casearia grandiflora,Salicaceae,736262.2102,9669081.333,O,14.2,False,,,14.6,False,7,13.89,14.2,False,O,13.89,feldpausch,47.3157,47.3157,0.77,60.3593
SAN_A01b,028a,Inga thibaudiana,Fabaceae,736259.1291,9669085.321,O,10.0,False,,,10.8,False,7,11.23,10.0,False,O,11.23,feldpausch,19.3924,19.3924,0.5786,18.7158
SAN_A01b,029a,Attalea maripa,Arecaceae,736255.5227,9669088.358,P,34.5,False,,,35.0,False,7,24.21,34.5,False,P,24.21,feldpausch,460.3228,318.394,0.326,318.394
SAN_A01b,030a,Casearia grandiflora,Salicaceae,736255.6523,9669091.455,O,16.4,False,,,16.6,False,7,15.16,16.4,False,O,15.16,feldpausch,68.265,68.265,0.77,87.0839
SAN_A01b,031a,Goupia glabra,Goupiaceae,736257.7347,9669093.666,O,12.0,False,,,16.9,False,7,15.35,12.0,False,O,15.35,feldpausch,37.5547,37.5547,0.7272,45.306
SAN_A01b,032a,Goupia glabra,Goupiaceae,736257.5672,9669093.556,O,16.4,False,,,11.8,False,7,11.96,16.4,False,O,11.96,feldpausch,54.1629,54.1629,0.7272,65.3421
SAN_A01b,033a,Attalea maripa,Arecaceae,736253.1143,9669096.391,P,34.6,False,,,34.5,False,7,24.01,34.6,False,P,24.01,feldpausch,459.198,320.9368,0.326,320.9368
SAN_A01b,034a,Attalea maripa,Arecaceae,736248.6098,9669092.369,P,30.4,False,,,30.2,False,7,22.22,30.4,False,P,22.22,feldpausch,330.7137,224.8838,0.326,224.8838
SAN_A01b,035a,Attalea maripa,Arecaceae,736246.5683,9669099.923,P,35.0,False,,,35.0,False,7,24.21,35.0,False,P,24.21,feldpausch,473.4351,331.237,0.326,331.237
SAN_A01b,036a,Attalea maripa,Arecaceae,736239.2176,9669107.749,P,42.0,False,5.08,17.58,34.2,False,7,23.89,42.0,False,P,17.58,measured,494.5176,546.7046,0.326,546.7046
SAN_A01b,037a,Attalea maripa,Arecaceae,736241.7632,9669111.142,P,32.2,False,,,32.8,False,7,23.32,32.2,False,P,23.32,feldpausch,387.8809,263.4007,0.326,263.4007
SAN_A01b,038a,Attalea maripa,Arecaceae,736235.9756,9669116.972,P,30.4,False,,,30.2,False,7,22.22,30.4,False,P,22.22,feldpausch,330.7137,224.8838,0.326,224.8838
SAN_A01b,039a,Attalea maripa,Arecaceae,736231.9632,9669115.417,P,29.0,False,,,29.6,False,7,21.95,29.0,False,P,21.95,feldpausch,298.0586,197.5537,0.326,197.5537
SAN_A01b,040a,Swartzia laevicarpa,Fabaceae,736263.6465,9669090.857,O,,,,,10.0,False,7,10.62,,False,O,10.62,feldpausch,,,0.6125,
SAN_A01b,041a,,,736266.5268,9669085.444,O,,,,,11.3,False,7,11.6,,False,O,11.6,feldpausch,,,0.6965,
