site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,586.0,,,727872.43,9683718.85,O,40.4,A,24.21,28.62,20090617-20090708,41.5,A,21.4,20100714-20100805,43.2,A,24.99,29.72,20110712-20110719,M4,27.17,28.62,measured,1.4,observed,-1.0,41.8,28.12,40.4,True,O,28.62,measured,39.0,28.07549210307549,0.6,737.6098,510.9495,510.9495,675.7504,468.7275,468.7275,
TAP_A01,587.0,,,727881.42,9683719.1,O,12.9,A,4.31,9.77,20090617-20090708,13.0,A,8.71,20100714-20100805,,A,,,20110712-20110719,M4,,9.77,measured,0.1,site_median,-1.0,,,12.9,True,O,9.77,measured,12.8,9.71668550258939,0.6,27.8272,21.6258,21.6258,27.2617,21.1967,21.1967,
TAP_A01,588.0,,,727898.41,9683718.62,O,26.3,A,19.57,25.46,20090617-20090708,26.2,A,21.25,20100714-20100805,26.5,A,14.05,19.47,20110712-20110719,M4,20.53,25.46,measured,0.1,observed,-1.0,26.4,25.4,26.3,True,O,25.46,measured,26.2,25.400265711922884,0.6,284.6637,196.7719,196.7719,281.9077,194.9035,194.9035,
TAP_A01,589.0,,,727902.41,9683718.51,O,17.8,A,12.9,19.49,20090617-20090708,17.4,A,17.73,20100714-20100805,17.7,A,11.66,15.92,20110712-20110719,M4,15.83,19.49,measured,0.0,observed,-1.0,17.7,19.49,17.8,True,O,19.49,measured,17.8,19.49,0.6,102.3616,72.4379,72.4379,102.3616,72.4379,72.4379,
TAP_A01,590.0,,,727910.89,9683718.77,O,24.4,A,14.31,20.87,20090617-20090708,24.4,A,20.55,20100714-20100805,24.2,A,15.0,19.26,20110712-20110719,M4,19.4,20.87,measured,0.0,observed,-1.0,24.2,20.87,24.4,True,O,20.87,measured,24.4,20.87,0.6,202.5347,143.9489,143.9489,202.5347,143.9489,143.9489,
TAP_A01,591.0,,,727917.92,9683717.58,O,13.5,A,16.06,18.22,20090617-20090708,13.8,A,17.69,20100714-20100805,14.0,A,17.23,18.97,20110712-20110719,M4,13.49,18.22,measured,0.25,observed,-1.0,13.75,17.99,13.5,True,O,18.22,measured,13.25,17.983371162193183,0.6,55.8686,39.4326,39.4326,53.1839,37.5816,37.5816,
TAP_A01,592.0,,,727920.93,9683716.99,O,6.8,A,9.65,12.4,20090617-20090708,7.5,A,13.66,20100714-20100805,7.7,A,11.77,15.09,20110712-20110719,M4,8.77,12.4,measured,0.45,observed,-1.0,7.25,11.85,6.8,True,O,12.4,measured,6.35,11.777460966892848,0.6,10.0623,7.3029,7.3029,8.3718,6.1056,6.1056,
TAP_A01,593.0,,,727921.9,9683717.97,O,17.5,A,19.02,21.0,20090617-20090708,18.4,A,23.92,20100714-20100805,19.8,A,16.38,23.38,20110712-20110719,M4,17.05,21.0,measured,1.15,observed,-1.0,18.65,20.19,17.5,True,O,21.0,measured,16.35,20.05854040680831,0.6,106.5018,74.4236,74.4236,89.1849,62.5714,62.5714,
TAP_A01,594.0,,,727927.86,9683719.3,O,26.2,A,19.28,22.1,20090617-20090708,27.3,A,22.1,20100714-20100805,28.8,A,22.07,23.54,20110712-20110719,M4,21.59,22.1,measured,1.3,observed,-1.0,27.5,21.5,26.2,True,O,22.1,measured,24.9,21.412772466859945,0.6,246.1,173.9302,173.9302,216.0621,153.0906,153.0906,
TAP_A01,595.0,,,727933.36,9683719.14,O,26.8,A,16.67,20.33,20090617-20090708,27.4,A,23.56,20100714-20100805,28.3,A,14.51,19.5,20110712-20110719,M4,21.37,20.33,measured,0.75,observed,-1.0,27.55,20.0,26.8,True,O,20.33,measured,26.05,19.97785659590083,0.6,237.0947,169.9751,169.9751,220.5226,158.3157,158.3157,
TAP_A01,596.0,,,727943.89,9683717.35,O,12.6,A,11.15,15.39,20090617-20090708,13.4,A,14.01,20100714-20100805,14.9,A,8.71,13.45,20110712-20110719,M4,14.08,15.39,measured,1.15,observed,-1.0,13.75,14.56,12.6,True,O,15.39,measured,11.45,14.379993662256231,0.6,41.4123,29.92,29.92,32.153,23.3731,23.3731,
TAP_A01,597.0,,,727947.39,9683717.25,O,35.5,A,20.02,27.99,20090617-20090708,36.4,A,31.77,20100714-20100805,38.5,A,21.95,30.97,20110712-20110719,M4,25.53,27.99,measured,1.5,observed,-1.0,37.0,27.39,35.5,True,O,27.99,measured,34.0,27.309865341986686,0.6,560.7655,387.4044,387.4044,503.2171,348.2785,348.2785,
TAP_A01,598.0,,,727949.83,9683719.18,O,40.3,A,29.07,34.24,20090617-20090708,42.4,A,30.29,20100714-20100805,44.0,A,19.05,31.97,20110712-20110719,M4,27.43,34.24,measured,1.85,observed,-1.0,42.15,33.48,40.3,True,O,34.24,measured,38.449999999999996,33.37221213404315,0.6,874.422,588.7327,588.7327,778.0403,524.7846,524.7846,
TAP_A01,599.0,,,727951.39,9683717.14,O,13.5,A,22.82,26.99,20090617-20090708,13.6,A,15.19,20100714-20100805,14.5,A,8.13,15.64,20110712-20110719,M4,13.82,26.99,measured,0.5,observed,-1.0,14.0,26.35,13.5,True,O,26.99,measured,13.0,26.28605039081911,0.6,81.9835,54.3815,54.3815,74.2216,49.3494,49.3494,
TAP_A01,600.0,,,727952.89,9683717.1,O,14.1,A,13.89,19.89,20090617-20090708,15.1,A,13.03,20100714-20100805,,A,,,20110712-20110719,M4,,19.89,measured,0.1,site_median,-1.0,,,14.1,True,O,19.89,measured,14.0,19.791919009103438,0.6,66.2528,46.2148,46.2148,65.0242,45.3777,45.3777,
TAP_A01,601.0,,,727958.28,9683720.94,O,48.4,A,28.18,32.1,20090617-20090708,48.5,A,34.36,20100714-20100805,53.3,A,26.9,34.87,20110712-20110719,M4,30.21,32.1,measured,2.45,observed,-1.0,50.85,31.38,48.4,True,O,32.1,measured,45.949999999999996,31.261961686844813,0.6,1173.8909,805.5107,805.5107,1033.6603,710.4831,710.4831,
TAP_A01,602.0,,,727959.86,9683717.9,O,39.4,D,1.75,24.76,20090617-20090708,39.4,D,20.74,20100714-20100805,39.4,D,,2.43,20110712-20110719,M4,25.86,24.76,measured,0.0,observed,-1.0,39.4,24.76,39.4,False,O,24.76,measured,39.4,24.76,0.6,609.7755,609.7755,609.7755,609.7755,609.7755,609.7755,
TAP_A01,603.0,,,727962.9,9683716.32,O,8.1,A,2.6,4.86,20090617-20090708,8.2,A,6.96,20100714-20100805,8.3,A,3.82,7.04,20110712-20110719,M4,9.27,4.86,measured,0.1,observed,-1.0,8.2,4.82,8.1,True,O,4.86,measured,8.0,4.815530565142991,0.6,5.6752,4.8161,4.8161,5.4898,4.6628,4.6628,
TAP_A01,604.0,,,727974.37,9683717.0,O,12.7,A,5.99,13.18,20090617-20090708,12.8,A,10.07,20100714-20100805,13.0,A,5.27,11.06,20110712-20110719,M4,12.81,13.18,measured,0.15,observed,-1.0,12.85,13.08,12.7,True,O,13.18,measured,12.549999999999999,13.070096342676464,0.6,36.1512,26.7767,26.7767,35.0349,25.9695,25.9695,
TAP_A01,605.0,,,727977.85,9683717.4,O,39.4,D,1.64,12.87,20090617-20090708,39.5,D,11.87,20100714-20100805,39.5,D,,9.7,20110712-20110719,M4,25.89,12.87,measured,0.05,observed,-1.0,39.45,12.87,39.4,False,O,12.87,measured,39.35,12.861076118439739,0.6,321.9719,321.9719,321.9719,320.9575,320.9575,320.9575,
TAP_A01,953.0,,,727980.41,9683715.33,O,9.8,A,5.79,10.26,20090617-20090708,10.3,A,13.11,20100714-20100805,11.4,A,9.14,13.47,20110712-20110719,M4,11.67,10.26,measured,0.8,observed,-1.0,10.6,9.74,9.8,True,O,10.26,measured,9.0,9.642260925385866,0.6,17.0692,12.9906,12.9906,13.6051,10.4136,10.4136,
TAP_A01,607.0,,,727981.91,9683715.29,O,6.5,A,3.23,7.16,20090617-20090708,6.9,A,8.83,20100714-20100805,6.8,A,4.29,8.97,20110712-20110719,M4,7.99,7.16,measured,0.15,observed,-1.0,6.65,7.04,6.5,True,O,7.16,measured,6.35,7.035129070287652,0.6,5.3909,4.258,4.258,5.0631,4.0057,4.0057,
TAP_A01,608.0,,,727989.89,9683715.56,P,5.4,A,3.19,6.62,20090617-20090708,5.8,A,4.82,20100714-20100805,6.8,A,3.37,5.66,20110712-20110719,M4,7.99,6.62,measured,0.7,observed,-1.0,6.1,6.1,5.4,True,P,6.62,measured,4.7,5.952286997112523,0.6,3.4774,,,2.3905,,,
TAP_A01,609.0,,,727993.33,9683717.47,O,25.1,A,20.66,26.88,20090617-20090708,25.4,A,24.84,20100714-20100805,25.1,A,17.96,20.47,20110712-20110719,M4,19.85,26.88,measured,0.0,observed,-1.0,25.1,26.88,25.1,True,O,26.88,measured,25.1,26.88,0.6,273.9976,187.3614,187.3614,273.9976,187.3614,187.3614,
TAP_A01,610.0,,,728001.88,9683715.23,O,9.5,A,10.29,15.42,20090617-20090708,9.5,A,15.1,20100714-20100805,9.5,A,10.81,13.89,20110712-20110719,M4,10.23,15.42,measured,0.0,observed,-1.0,9.5,15.42,9.5,True,O,15.42,measured,9.5,15.42,0.6,23.9082,17.0357,17.0357,23.9082,17.0357,17.0357,
TAP_A01,611.0,,,728001.9,9683714.73,O,23.0,A,13.92,16.32,20090617-20090708,23.4,A,20.88,20100714-20100805,23.4,A,17.51,23.4,20110712-20110719,M4,18.99,16.32,measured,0.2,observed,-1.0,23.2,16.23,23.0,True,O,16.32,measured,22.8,16.2295210148631,0.6,141.9608,104.5972,104.5972,138.8059,102.3197,102.3197,
TAP_A01,612.0,,,728002.88,9683715.2,O,5.0,A,3.97,6.5,20090617-20090708,5.1,A,6.17,20100714-20100805,5.0,A,2.98,5.91,20110712-20110719,M4,6.33,6.5,measured,0.0,observed,-1.0,5.0,6.5,5.0,True,O,6.5,measured,5.0,6.5,0.6,2.9394,2.3279,2.3279,2.9394,2.3279,2.3279,
TAP_A01,613.0,,,728005.38,9683715.13,O,10.1,A,7.2,16.55,20090617-20090708,10.3,A,11.81,20100714-20100805,10.4,A,4.49,10.85,20110712-20110719,M4,10.93,16.55,measured,0.15,observed,-1.0,10.25,16.37,10.1,True,O,16.55,measured,9.95,16.371611004829713,0.6,28.8697,20.4023,20.4023,27.7437,19.626,19.626,
TAP_A01,614.0,,,728008.4,9683714.55,O,5.5,A,3.58,6.79,20090617-20090708,5.2,A,9.05,20100714-20100805,5.1,A,2.82,5.24,20110712-20110719,M4,6.43,6.79,measured,0.0,observed,-1.0,5.1,6.79,5.5,True,O,6.79,measured,5.5,6.79,0.6,3.6945,2.9191,2.9191,3.6945,2.9191,2.9191,
TAP_A01,615.0,,,728008.38,9683715.05,O,18.4,A,17.09,20.13,20090617-20090708,18.9,A,20.52,20100714-20100805,19.0,A,12.72,19.9,20110712-20110719,M4,16.6,20.13,measured,0.3,observed,-1.0,18.7,19.91,18.4,True,O,20.13,measured,18.099999999999998,19.9108301759637,0.6,112.7033,79.4766,79.4766,107.9843,76.2205,76.2205,
TAP_A01,616.0,,,728009.88,9683715.01,O,7.5,A,8.34,10.71,20090617-20090708,7.5,A,11.85,20100714-20100805,7.6,A,6.63,11.2,20110712-20110719,M4,8.68,10.71,measured,0.05,observed,-1.0,7.55,10.66,7.5,True,O,10.71,measured,7.45,10.656783252784145,0.6,10.5598,7.8804,7.8804,10.3722,7.7441,7.7441,
TAP_A01,617.0,,,728013.39,9683714.41,O,8.1,A,5.82,8.86,20090617-20090708,7.9,A,9.46,20100714-20100805,8.1,A,7.1,11.41,20110712-20110719,M4,9.1,8.86,measured,0.0,observed,-1.0,8.1,8.86,8.1,True,O,8.86,measured,8.1,8.86,0.6,10.1981,7.871,7.871,10.1981,7.871,7.871,
TAP_A01,618.0,,,728018.88,9683714.75,O,26.8,A,28.73,32.06,20090617-20090708,27.5,A,21.62,20100714-20100805,28.5,A,25.05,28.86,20110712-20110719,M4,21.46,32.06,measured,0.85,observed,-1.0,27.65,31.48,26.8,True,O,32.06,measured,25.95,31.429874586366413,0.6,369.8284,246.7216,246.7216,340.6146,227.5938,227.5938,
TAP_A01,619.0,,,728021.89,9683714.17,O,7.1,A,2.84,4.98,20090617-20090708,6.7,A,7.45,20100714-20100805,6.8,A,5.79,6.39,20110712-20110719,M4,7.99,4.98,measured,0.0,observed,-1.0,6.8,4.98,7.1,True,O,4.98,measured,7.1,4.98,0.6,4.4938,3.7749,3.7749,4.4938,3.7749,3.7749,
TAP_A01,620.0,,,728025.87,9683714.56,O,51.3,A,25.23,33.41,20090617-20090708,51.4,A,30.69,20100714-20100805,52.2,A,31.74,35.29,20110712-20110719,M4,29.91,33.41,measured,0.45,observed,-1.0,51.75,33.26,51.3,True,O,33.41,measured,50.849999999999994,33.265543830785255,0.6,1367.4556,935.0292,935.0292,1338.4662,915.4465,915.4465,
TAP_A01,954.0,,,728028.42,9683714.59,L,,,,,20090617-20090708,6.4,A,,20100714-20100805,6.9,A,,,20110712-20110719,M4,8.08,8.08,feldpausch_regional,0.1,site_median,-1.0,6.8,7.99,,False,L,8.08,feldpausch,,,0.6,,,,,,,
TAP_A01,621.0,,,728030.39,9683713.93,O,6.0,A,4.7,7.02,20090617-20090708,6.1,A,8.14,20100714-20100805,6.0,A,4.84,7.29,20110712-20110719,M4,7.27,7.02,measured,0.0,observed,-1.0,6.0,7.02,6.0,True,O,7.02,measured,6.0,7.02,0.6,4.5231,3.57,3.57,4.5231,3.57,3.57,
TAP_A01,622.0,,,728031.89,9683713.89,O,5.0,A,3.93,8.08,20090617-20090708,5.0,A,5.46,20100714-20100805,4.9,A,3.2,5.03,20110712-20110719,M4,6.23,8.08,measured,0.0,observed,-1.0,4.9,8.08,5.0,True,O,8.08,measured,5.0,8.08,0.6,3.6348,2.7814,2.7814,3.6348,2.7814,2.7814,
TAP_A01,623.0,,,728033.87,9683714.33,O,9.0,A,5.82,11.25,20090617-20090708,9.2,A,11.88,20100714-20100805,9.4,A,4.92,11.43,20110712-20110719,M4,10.16,11.25,measured,0.2,observed,-1.0,9.2,11.07,9.0,True,O,11.25,measured,8.8,11.066173380325786,0.6,15.8149,11.8137,11.8137,14.8947,11.1433,11.1433,
TAP_A01,624.0,,,728038.36,9683714.71,O,5.1,A,5.05,7.79,20090617-20090708,5.3,A,6.39,20100714-20100805,5.3,A,4.81,7.22,20110712-20110719,M4,6.62,7.79,measured,0.1,observed,-1.0,5.2,7.67,5.1,True,O,7.79,measured,5.0,7.672770365492014,0.6,3.6457,2.8085,2.8085,3.4559,2.6662,2.6662,
TAP_A01,625.0,,,728041.88,9683713.61,L,16.5,A,0.0,0.0,20090617-20090708,15.3,A,,20100714-20100805,16.4,A,,,20110712-20110719,M4,15.04,15.24,local_fit,0.0,observed,-1.0,16.4,15.24,16.5,True,L,15.04,feldpausch,16.5,15.04,0.6,68.5462,50.3519,50.3519,68.5462,50.3519,50.3519,
TAP_A01,626.0,,,728041.88,9683713.61,L,6.4,A,0.0,0.0,20090617-20090708,6.3,A,,20100714-20100805,6.3,A,,,20110712-20110719,M4,7.54,9.15,local_fit,0.0,observed,-1.0,6.3,9.15,6.4,True,L,7.54,feldpausch,6.4,7.54,0.6,5.501,4.3063,4.3063,5.501,4.3063,4.3063,
TAP_A01,627.0,,,728049.37,9683713.9,O,21.6,A,18.54,22.55,20090617-20090708,21.8,A,22.13,20100714-20100805,22.2,A,14.34,18.5,20110712-20110719,M4,18.37,22.55,measured,0.3,observed,-1.0,21.9,22.35,21.6,True,O,22.55,measured,21.3,22.347332548825506,0.6,172.1811,120.1824,120.1824,166.0741,116.0073,116.0073,
TAP_A01,628.0,,,728052.35,9683714.32,O,5.9,A,6.12,9.21,20090617-20090708,6.2,A,8.9,20100714-20100805,6.4,A,5.15,8.92,20110712-20110719,M4,7.64,9.21,measured,0.25,observed,-1.0,6.15,8.93,5.9,True,O,9.21,measured,5.65,8.912165886140565,0.6,5.7053,4.3105,4.3105,5.0774,3.8481,3.8481,
TAP_A01,629.0,,,728057.86,9683713.66,O,8.3,A,6.96,12.03,20090617-20090708,8.4,A,10.75,20100714-20100805,8.7,A,0.17,6.86,20110712-20110719,M4,9.6,12.03,measured,0.2,observed,-1.0,8.5,11.82,8.3,True,O,12.03,measured,8.100000000000001,11.815172161375099,0.6,14.4159,10.6138,10.6138,13.5059,9.9606,9.9606,
TAP_A01,630.0,,,728059.36,9683713.62,O,5.3,A,5.35,9.77,20090617-20090708,5.3,A,9.26,20100714-20100805,5.6,A,8.64,12.05,20110712-20110719,M4,6.9,9.77,measured,0.15,observed,-1.0,5.45,9.57,5.3,True,O,9.77,measured,5.1499999999999995,9.557996759759677,0.6,4.9021,3.6504,3.6504,4.5368,3.3854,3.3854,
TAP_A01,631.0,,,728061.74,9683718.05,O,63.8,A,32.26,39.37,20090617-20090708,63.7,A,42.89,20100714-20100805,64.6,A,31.36,40.06,20110712-20110719,M4,33.0,39.37,measured,0.4,observed,-1.0,64.2,39.26,63.8,True,O,39.37,measured,63.4,39.26111598458334,0.6,2456.6998,1654.0405,1654.0405,2420.1733,1629.6691,1629.6691,
TAP_A01,632.0,,,728063.86,9683713.5,O,6.5,A,5.99,8.33,20090617-20090708,6.7,A,8.77,20100714-20100805,6.9,A,5.11,8.93,20110712-20110719,M4,8.08,8.33,measured,0.2,observed,-1.0,6.7,8.14,6.5,True,O,8.33,measured,6.3,8.136056389206308,0.6,6.2491,4.8192,4.8192,5.7456,4.4408,4.4408,
TAP_A01,633.0,,,728073.36,9683713.23,O,36.2,A,19.76,23.2,20090617-20090708,36.1,A,20.82,20100714-20100805,36.1,A,18.94,23.15,20110712-20110719,M4,24.63,23.2,measured,0.0,observed,-1.0,36.1,23.2,36.2,True,O,23.2,measured,36.2,23.2,0.6,485.0384,345.4982,345.4982,485.0384,345.4982,345.4982,
TAP_A01,634.0,,,728086.32,9683713.87,O,16.9,D,1.58,11.71,20090617-20090708,16.7,D,9.87,20100714-20100805,16.7,D,,8.27,20110712-20110719,M4,15.22,11.71,measured,0.0,observed,-1.0,16.7,11.71,16.9,False,O,11.71,measured,16.9,11.71,0.6,56.261,56.261,56.261,56.261,56.261,56.261,
TAP_A01,635.0,,,728089.85,9683712.77,O,4.8,A,2.16,4.26,20090617-20090708,5.3,A,5.51,20100714-20100805,4.8,A,3.68,5.62,20110712-20110719,M4,6.13,4.26,measured,0.0,observed,-1.0,4.8,4.26,4.8,True,O,4.26,measured,4.8,4.26,0.6,1.797,1.5184,1.5184,1.797,1.5184,1.5184,
TAP_A01,636.0,,,728092.36,9683712.2,O,5.0,A,8.07,9.39,20090617-20090708,5.2,A,12.35,20100714-20100805,5.6,A,5.26,12.9,20110712-20110719,M4,6.9,9.39,measured,0.3,observed,-1.0,5.3,9.01,5.0,True,O,9.39,measured,4.7,8.954470088301699,0.6,4.2089,3.1451,3.1451,3.5611,2.6732,2.6732,
TAP_A01,637.0,,,728092.81,9683714.18,O,22.5,A,19.42,21.45,20090617-20090708,22.6,A,21.13,20100714-20100805,22.6,A,16.76,23.92,20110712-20110719,M4,18.58,21.45,measured,0.05,observed,-1.0,22.55,21.42,22.5,True,O,21.45,measured,22.45,21.419521328791706,0.6,177.58,125.1792,125.1792,176.5653,124.4786,124.4786,
TAP_A01,638.0,,,728109.84,9683712.21,O,8.0,A,4.3,9.91,20090617-20090708,8.4,A,10.79,20100714-20100805,8.7,A,3.88,9.93,20110712-20110719,M4,9.6,9.91,measured,0.35,observed,-1.0,8.35,9.61,8.0,True,O,9.91,measured,7.65,9.586525294690803,0.6,11.1035,8.4145,8.4145,9.8507,7.4883,7.4883,
TAP_A01,955.0,,,728112.84,9683712.12,L,7.9,A,1.58,8.61,20090617-20090708,7.0,A,,20100714-20100805,7.5,A,,,20110712-20110719,M4,8.6,8.61,measured,0.0,observed,-1.0,7.5,8.61,7.9,True,L,8.61,measured,7.9,8.61,0.6,9.4448,7.3139,7.3139,9.4448,7.3139,7.3139,
TAP_A01,640.0,,,728124.84,9683711.79,O,6.1,A,9.48,11.94,20090617-20090708,6.2,A,11.47,20100714-20100805,6.2,A,5.87,13.69,20110712-20110719,M4,7.45,11.94,measured,0.05,observed,-1.0,6.15,11.88,6.1,True,O,11.94,measured,6.05,11.865878265715885,0.6,7.8448,5.6978,5.6978,7.673,5.5763,5.5763,
TAP_A01,641.0,,,728128.83,9683711.68,O,10.6,D,1.47,2.78,20090617-20090708,7.9,D,2.95,20100714-20100805,7.9,D,,3.08,20110712-20110719,M4,8.94,2.78,measured,0.0,observed,-1.0,7.9,2.78,10.6,False,O,2.78,measured,10.6,2.78,0.6,5.5622,5.5622,5.5622,5.5622,5.5622,5.5622,
TAP_A01,642.0,,,728143.65,9683717.76,O,82.5,D,1.09,2.97,20090617-20090708,82.7,D,4.46,20100714-20100805,82.7,D,,4.33,20110712-20110719,M4,36.48,2.97,measured,0.1,observed,-1.0,82.6,2.97,82.5,False,O,2.97,measured,82.4,2.968654370423855,0.6,325.6785,325.6785,325.6785,324.7647,324.7647,324.7647,
TAP_A01,643.0,,,728145.84,9683710.7,O,7.5,A,7.81,11.03,20090617-20090708,7.7,A,10.48,20100714-20100805,7.9,A,4.23,13.36,20110712-20110719,M4,8.94,11.03,measured,0.2,observed,-1.0,7.7,10.82,7.5,True,O,11.03,measured,7.3,10.810022298820858,0.6,10.8676,8.0725,8.0725,10.1084,7.5227,7.5227,
TAP_A01,644.0,,,728155.82,9683710.92,O,13.3,A,6.96,12.92,20090617-20090708,13.7,A,13.3,20100714-20100805,14.3,A,7.39,13.4,20110712-20110719,M4,13.69,12.92,measured,0.5,observed,-1.0,13.8,12.61,13.3,True,O,12.92,measured,12.8,12.577230827148673,0.6,38.7982,28.8919,28.8919,35.0695,26.1782,26.1782,
TAP_A01,645.0,,,728166.83,9683710.11,O,11.4,A,13.15,15.17,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M4,,15.17,measured,0.1,site_median,-1.0,,,11.4,True,O,15.17,measured,11.3,15.074842772832229,0.6,33.5877,24.2056,24.2056,32.8129,23.6607,23.6607,
TAP_A01,991.0,,,728169.03,9683710.15,O,,,,,20090617-20090708,6.5,A,3.26,20100714-20100805,6.6,A,0.6,5.09,20110712-20110719,M4,7.81,3.26,measured,0.1,site_median,-1.0,6.5,3.22,,False,O,7.81,feldpausch,,,0.6,,,,,,,
TAP_A01,646.0,,,728177.82,9683710.31,O,17.0,A,12.76,16.0,20090617-20090708,16.6,A,17.28,20100714-20100805,17.7,A,11.45,17.1,20110712-20110719,M4,15.83,16.0,measured,0.35,observed,-1.0,17.35,15.79,17.0,True,O,16.0,measured,16.65,15.776760124524644,0.6,77.1824,56.2247,56.2247,73.1016,53.3171,53.3171,
TAP_A01,647.0,,,728183.33,9683709.65,O,7.3,A,5.47,9.34,20090617-20090708,7.5,A,9.72,20100714-20100805,7.8,A,5.86,9.95,20110712-20110719,M4,8.85,9.34,measured,0.25,observed,-1.0,7.55,9.12,7.3,True,O,9.34,measured,7.05,9.099946279643857,0.6,8.7645,6.675,6.675,7.9827,6.0944,6.0944,
TAP_A01,648.0,,,728188.83,9683709.5,O,8.0,A,4.62,7.89,20090617-20090708,8.1,A,9.03,20100714-20100805,8.3,A,4.82,9.35,20110712-20110719,M4,9.27,7.89,measured,0.15,observed,-1.0,8.15,7.79,8.0,True,O,7.89,measured,7.85,7.780111974164227,0.6,8.8887,6.9831,6.9831,8.4498,6.647,6.647,
TAP_A01,649.0,,,728193.31,9683709.87,O,5.2,A,7.26,8.95,20090617-20090708,5.3,A,9.31,20100714-20100805,5.3,A,5.63,9.38,20110712-20110719,M4,6.62,8.95,measured,0.05,observed,-1.0,5.25,8.88,5.2,True,O,8.95,measured,5.15,8.884127281493651,0.6,4.3359,3.2708,3.2708,4.2243,3.1889,3.1889,
TAP_A01,650.0,,,728193.32,9683709.37,P,32.0,A,4.48,9.76,20090617-20090708,33.3,A,10.96,20100714-20100805,29.1,A,4.39,10.59,20110712-20110719,M4,21.73,9.76,measured,0.0,observed,-1.0,29.1,9.76,32.0,True,P,9.76,measured,32.0,9.76,0.6,163.7633,,,163.7633,,,
TAP_A01,651.0,,,728195.78,9683710.8,O,14.5,A,5.53,19.85,20090617-20090708,15.2,A,17.98,20100714-20100805,16.1,A,13.57,14.94,20110712-20110719,M4,14.85,19.85,measured,0.8,observed,-1.0,15.3,19.17,14.5,True,O,19.85,measured,13.7,19.08314050236315,0.6,69.8337,48.7937,48.7937,60.1525,42.1767,42.1767,
TAP_A01,652.0,,,728197.32,9683709.26,O,8.2,A,3.83,9.12,20090617-20090708,8.7,A,10.03,20100714-20100805,9.1,A,5.33,9.97,20110712-20110719,M4,9.92,9.12,measured,0.45,observed,-1.0,8.65,8.79,8.2,True,O,9.12,measured,7.749999999999999,8.746640419260826,0.6,10.7444,8.2597,8.2597,9.2388,7.13,7.13,
TAP_A01,653.0,,,728197.79,9683710.25,O,6.9,A,6.71,10.61,20090617-20090708,7.0,A,7.5,20100714-20100805,7.1,A,2.52,6.06,20110712-20110719,M4,8.25,10.61,measured,0.1,observed,-1.0,7.0,10.51,6.9,True,O,10.61,measured,6.800000000000001,10.494472567428787,0.6,8.8919,6.619,6.619,8.5502,6.3712,6.3712,
TAP_A01,654.0,,,728197.79,9683710.25,O,8.7,A,5.12,5.81,20090617-20090708,8.7,A,7.46,20100714-20100805,8.5,A,3.63,7.46,20110712-20110719,M4,9.43,5.81,measured,0.0,observed,-1.0,8.5,5.81,8.7,True,O,5.81,measured,8.7,5.81,0.6,7.7667,6.4297,6.4297,7.7667,6.4297,6.4297,
TAP_A01,655.0,,,728204.8,9683709.55,O,18.1,A,17.14,23.67,20090617-20090708,19.5,A,23.56,20100714-20100805,20.9,A,20.5,25.02,20110712-20110719,M4,17.67,23.67,measured,1.4,observed,-1.0,19.5,22.61,18.1,True,O,23.67,measured,16.700000000000003,22.424171824417915,0.6,127.84,87.8033,87.8033,103.634,71.5119,71.5119,
TAP_A01,656.0,,,728212.27,9683710.34,O,18.3,A,17.04,21.13,20090617-20090708,17.5,A,15.98,20100714-20100805,18.5,A,4.59,6.56,20110712-20110719,M4,16.31,21.13,measured,0.1,observed,-1.0,18.4,21.05,18.3,True,O,21.13,measured,18.2,21.053036000834748,0.6,116.9142,81.7955,81.7955,115.2591,80.6629,80.6629,
TAP_A01,956.0,,,728222.36,9683708.56,O,,,,,20090617-20090708,5.2,A,6.61,20100714-20100805,5.0,A,4.71,7.27,20110712-20110719,M4,6.33,6.61,measured,0.1,site_median,-1.0,4.9,6.51,,False,O,6.33,feldpausch,,,0.6,,,,,,,
TAP_A01,657.0,,,728228.8,9683708.88,O,10.6,A,9.53,16.31,20090617-20090708,10.7,A,14.88,20100714-20100805,11.0,A,9.63,16.93,20110712-20110719,M4,11.38,16.31,measured,0.2,observed,-1.0,10.8,16.1,10.6,True,O,16.31,measured,10.4,16.08764779232638,0.6,31.2761,22.2054,22.2054,29.7335,21.1367,21.1367,
TAP_A01,658.0,,,728230.79,9683708.82,O,21.9,A,20.78,25.3,20090617-20090708,22.1,A,22.27,20100714-20100805,22.6,A,19.36,22.73,20110712-20110719,M4,18.58,25.3,measured,0.35,observed,-1.0,22.25,25.04,21.9,True,O,25.3,measured,21.549999999999997,25.038945358856484,0.6,197.9034,135.7376,135.7376,189.8449,130.3233,130.3233,
