site,tree_id,scientific_name,family_name,utm_easting,utm_northing,type,dbh_2009,dead_2009,hcom_2009,htot_2009,date_2009,dbh_2010,dead_2010,htot_2010,date_2010,dbh_2011,dead_2011,hcom_2011,htot_2011,date_2011,plot_id,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,quadra_id
TAP_A01,659.0,,,728231.81,9683708.3,O,7.0,A,5.36,7.57,20090617-20090708,7.1,A,7.73,20100714-20100805,7.0,A,4.95,7.97,20110712-20110719,M4,8.17,7.57,measured,0.0,observed,-1.0,7.0,7.57,7.0,True,O,7.57,measured,7.0,7.57,0.6,6.5779,5.1684,5.1684,6.5779,5.1684,5.1684,
TAP_A01,660.0,,,728235.78,9683709.18,L,5.7,A,0.0,0.0,20090617-20090708,5.7,A,,20100714-20100805,5.9,A,,,20110712-20110719,M4,7.18,8.59,local_fit,0.1,observed,-1.0,5.8,8.48,5.7,True,L,7.18,feldpausch,5.6000000000000005,7.0840217520091375,0.6,4.1832,3.2819,3.2819,3.9884,3.133,3.133,
TAP_A01,661.0,,,728236.28,9683709.17,O,48.9,A,22.9,29.78,20090617-20090708,50.9,A,36.99,20100714-20100805,52.1,A,29.61,32.71,20110712-20110719,M4,29.88,29.78,measured,1.6,observed,-1.0,50.5,29.33,48.9,True,O,29.78,measured,47.3,29.28384534950109,0.6,1113.1202,773.2992,773.2992,1026.1685,713.6472,713.6472,
TAP_A01,662.0,,,728240.79,9683708.55,O,8.2,A,9.44,13.45,20090617-20090708,8.2,A,11.71,20100714-20100805,8.4,A,4.36,12.12,20110712-20110719,M4,9.35,13.45,measured,0.1,observed,-1.0,8.3,13.33,8.2,True,O,13.45,measured,8.1,13.328567833718177,0.6,15.6985,11.3496,11.3496,15.1919,10.9926,10.9926,
TAP_A01,663.0,,,728233.36,9683706.26,O,80.8,D,2.8,7.0,20090617-20090708,80.4,D,5.42,20100714-20100805,80.4,D,,4.04,20110712-20110719,M4,36.09,7.0,measured,0.0,observed,-1.0,80.4,7.0,80.8,False,O,7.0,measured,80.8,7.0,0.6,722.0102,722.0102,722.0102,722.0102,722.0102,722.0102,
TAP_A01,664.0,,,728229.84,9683707.35,O,75.7,A,31.28,43.68,20090617-20090708,74.5,A,42.09,20100714-20100805,76.1,A,30.69,46.16,20110712-20110719,M4,35.33,43.68,measured,0.2,observed,-1.0,75.9,43.63,75.7,True,O,43.68,measured,75.5,43.63420106952073,0.6,3796.3976,2535.1427,2535.1427,3772.9784,2519.6016,2519.6016,
TAP_A01,665.0,,,728229.35,9683706.87,O,16.4,A,9.5,15.54,20090617-20090708,17.1,A,12.02,20100714-20100805,16.9,A,7.38,15.05,20110712-20110719,M4,15.35,15.54,measured,0.25,observed,-1.0,16.65,15.38,16.4,True,O,15.54,measured,16.15,15.378725290193596,0.6,69.9346,51.0921,51.0921,67.1812,49.1253,49.1253,
TAP_A01,666.0,,,728222.83,9683708.05,O,10.0,A,6.13,9.19,20090617-20090708,9.9,A,9.09,20100714-20100805,9.9,A,5.3,9.19,20110712-20110719,M4,10.55,9.19,measured,0.0,observed,-1.0,9.9,9.19,10.0,True,O,9.19,measured,10.0,9.19,0.6,15.9462,12.3609,12.3609,15.9462,12.3609,12.3609,
TAP_A01,667.0,,,728207.32,9683708.98,O,5.5,A,6.38,10.19,20090617-20090708,5.5,A,7.5,20100714-20100805,5.5,A,4.08,6.82,20110712-20110719,M4,6.81,10.19,measured,0.0,observed,-1.0,5.5,10.19,5.5,True,O,10.19,measured,5.5,10.19,0.6,5.4907,4.0688,4.0688,5.4907,4.0688,4.0688,
TAP_A01,668.0,,,728205.83,9683708.52,P,6.4,A,5.96,8.68,20090617-20090708,6.3,A,7.81,20100714-20100805,6.2,A,4.81,9.04,20110712-20110719,M4,7.45,8.68,measured,0.0,observed,-1.0,6.2,8.68,6.4,True,P,8.68,measured,6.4,8.68,0.6,6.3113,,,6.3113,,,
TAP_A01,669.0,,,728205.83,9683708.52,P,6.4,A,4.75,5.99,20090617-20090708,6.5,A,5.75,20100714-20100805,6.5,D,,4.92,20110712-20110719,M4,7.72,5.99,measured,0.05,observed,-1.0,6.45,5.96,6.4,True,P,5.99,measured,6.3500000000000005,5.9546810903308,0.6,4.3943,,,4.3027,,,
TAP_A01,670.0,,,728202.4,9683706.12,O,29.6,A,33.21,39.1,20090617-20090708,30.1,A,30.89,20100714-20100805,30.2,A,25.36,31.06,20110712-20110719,M4,22.22,39.1,measured,0.3,observed,-1.0,29.9,38.87,29.6,True,O,39.1,measured,29.3,38.862389710563775,0.6,544.9876,354.0328,354.0328,531.0887,345.1675,345.1675,
TAP_A01,671.0,,,728202.38,9683707.12,O,21.0,D,1.35,1.52,20090617-20090708,19.1,D,1.7,20100714-20100805,0.0,D,,,20110712-20110719,M4,,1.52,measured,0.1,site_median,-1.0,1.0,,21.0,False,O,1.52,measured,20.9,1.5153012544188973,0.6,11.7196,11.7196,11.7196,11.5759,11.5759,11.5759,
TAP_A01,672.0,,,728193.85,9683708.36,O,15.8,A,21.05,23.92,20090617-20090708,16.5,A,21.18,20100714-20100805,17.4,A,20.35,21.72,20110712-20110719,M4,15.65,23.92,measured,0.8,observed,-1.0,16.6,23.17,15.8,True,O,23.92,measured,15.0,23.083437262806402,0.6,99.0627,67.4839,67.4839,86.4514,59.0775,59.0775,
TAP_A01,673.0,,,728190.87,9683707.94,O,17.8,A,13.41,16.59,20090617-20090708,18.1,A,13.81,20100714-20100805,18.1,A,10.42,16.59,20110712-20110719,M4,16.07,16.59,measured,0.15,observed,-1.0,17.95,16.5,17.8,True,O,16.59,measured,17.650000000000002,16.49628343362948,0.6,87.4683,63.4942,63.4942,85.5609,62.1399,62.1399,
TAP_A01,674.0,,,728186.34,9683709.07,O,14.6,A,10.45,14.2,20090617-20090708,15.4,A,14.44,20100714-20100805,16.3,A,12.9,20.87,20110712-20110719,M4,14.98,14.2,measured,0.85,observed,-1.0,15.45,13.69,14.6,True,O,14.2,measured,13.75,13.6212697427051,0.6,51.04,37.6129,37.6129,43.5937,32.2444,32.2444,
TAP_A01,675.0,,,728184.85,9683708.61,O,17.5,A,14.06,17.87,20090617-20090708,18.2,A,19.26,20100714-20100805,18.9,A,12.87,20.0,20110712-20110719,M4,16.54,17.87,measured,0.7,observed,-1.0,18.2,17.43,17.5,True,O,17.87,measured,16.8,17.385558648464997,0.6,90.9797,65.2189,65.2189,81.7878,58.7695,58.7695,
TAP_A01,676.0,,,728179.34,9683709.27,O,21.4,A,12.74,18.15,20090617-20090708,22.0,A,18.67,20100714-20100805,22.4,A,12.76,20.05,20110712-20110719,M4,18.47,18.15,measured,0.5,observed,-1.0,21.9,17.89,21.4,True,O,18.15,measured,20.9,17.874326567506326,0.6,136.8018,98.7752,98.7752,128.6952,93.0413,93.0413,
TAP_A01,677.0,,,728177.33,9683709.82,O,29.3,D,1.17,5.04,20090617-20090708,29.1,D,6.56,20100714-20100805,29.1,D,,5.36,20110712-20110719,M4,21.73,5.04,measured,0.0,observed,-1.0,29.1,5.04,29.3,False,O,5.04,measured,29.3,5.04,0.6,72.3367,72.3367,72.3367,72.3367,72.3367,72.3367,
TAP_A01,678.0,,,728163.35,9683709.71,O,8.2,A,3.92,5.0,20090617-20090708,7.4,A,4.42,20100714-20100805,7.5,A,1.91,4.2,20110712-20110719,M4,8.6,5.0,measured,0.0,observed,-1.0,7.5,5.0,8.2,True,O,5.0,measured,8.2,5.0,0.6,5.9761,5.0518,5.0518,5.9761,5.0518,5.0518,
TAP_A01,679.0,,,728159.35,9683709.82,O,8.4,A,5.31,9.91,20090617-20090708,9.1,A,11.11,20100714-20100805,9.1,A,5.01,10.78,20110712-20110719,M4,9.92,9.91,measured,0.35,observed,-1.0,8.75,9.63,8.4,True,O,9.91,measured,8.05,9.603349986528713,0.6,12.213,9.277,9.277,10.8998,8.3037,8.3037,
TAP_A01,680.0,,,728154.37,9683709.46,O,53.5,A,16.75,26.99,20090617-20090708,54.4,A,27.91,20100714-20100805,55.0,A,13.43,28.67,20110712-20110719,M4,30.67,26.99,measured,0.75,observed,-1.0,54.25,26.81,53.5,True,O,26.99,measured,52.75,26.80660544644465,0.6,1205.206,854.0651,854.0651,1164.6702,825.6694,825.6694,
TAP_A01,681.0,,,728136.37,9683709.97,O,6.7,A,3.69,5.15,20090617-20090708,7.2,A,5.98,20100714-20100805,7.4,A,2.33,7.65,20110712-20110719,M4,8.51,5.15,measured,0.35,observed,-1.0,7.05,4.97,6.7,True,O,5.15,measured,6.3500000000000005,4.946156936570512,0.6,4.1465,3.4552,3.4552,3.5899,3.0027,3.0027,
TAP_A01,957.0,,,728135.48,9683709.89,P,,,,,20090617-20090708,14.2,A,5.12,20100714-20100805,16.3,A,1.65,4.59,20110712-20110719,M4,14.98,5.12,measured,0.1,site_median,-1.0,16.2,5.1,,False,P,14.98,feldpausch,,,0.6,,,,,,,
TAP_A01,682.0,,,728128.86,9683710.68,L,7.6,D,1.92,2.27,20090617-20090708,5.0,D,,20100714-20100805,,D,,,20110712-20110719,M4,,2.27,measured,0.1,site_median,-1.0,,,7.6,False,L,2.27,measured,7.5,2.247738011083621,0.6,2.3839,2.3839,2.3839,2.3008,2.3008,2.3008,
TAP_A01,683.0,,,728125.91,9683709.26,O,90.5,A,41.79,49.57,20090617-20090708,92.5,A,57.03,20100714-20100805,93.4,A,40.21,54.53,20110712-20110719,M4,38.09,49.57,measured,1.45,observed,-1.0,91.95,49.31,90.5,True,O,49.57,measured,89.05,49.29001486622692,0.6,6086.5666,4018.3309,4018.3309,5865.1462,3872.6133,3872.6133,
TAP_A01,684.0,,,728121.37,9683710.89,O,13.0,A,9.21,12.51,20090617-20090708,13.4,A,17.46,20100714-20100805,13.9,A,11.84,17.31,20110712-20110719,M4,13.42,12.51,measured,0.45,observed,-1.0,13.45,12.23,13.0,True,O,12.51,measured,12.55,12.203688248959363,0.6,35.9585,26.8845,26.8845,32.7664,24.5526,24.5526,
TAP_A01,685.0,,,728119.85,9683711.43,O,7.5,A,6.02,9.85,20090617-20090708,7.7,A,9.32,20100714-20100805,7.5,A,7.16,9.15,20110712-20110719,M4,8.6,9.85,measured,0.0,observed,-1.0,7.5,9.85,7.5,True,O,9.85,measured,7.5,9.85,0.6,9.7314,7.3589,7.3589,9.7314,7.3589,7.3589,
TAP_A01,686.0,,,728116.37,9683711.03,O,6.4,A,6.23,9.35,20090617-20090708,7.0,A,9.38,20100714-20100805,7.4,A,5.63,9.91,20110712-20110719,M4,8.51,9.35,measured,0.5,observed,-1.0,6.9,8.88,6.4,True,O,9.35,measured,5.9,8.79233779565339,0.6,6.7863,5.135,5.135,5.4527,4.1499,4.1499,
TAP_A01,687.0,,,728110.86,9683711.68,O,8.3,D,1.9,8.54,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M4,,8.54,measured,0.1,site_median,-1.0,,,8.3,False,O,8.54,measured,8.200000000000001,8.463911142135125,0.6,10.3182,10.3182,10.3182,9.9893,9.9893,9.9893,
TAP_A01,688.0,,,728108.87,9683711.24,O,9.0,A,9.58,12.35,20090617-20090708,9.1,A,13.61,20100714-20100805,9.0,A,6.89,14.49,20110712-20110719,M4,9.84,12.35,measured,0.0,observed,-1.0,9.0,12.35,9.0,True,O,12.35,measured,9.0,12.35,0.6,17.3224,12.7505,12.7505,17.3224,12.7505,12.7505,
TAP_A01,689.0,,,728111.4,9683710.17,O,19.4,D,1.46,11.16,20090617-20090708,19.5,D,7.9,20100714-20100805,19.5,D,,7.13,20110712-20110719,M4,16.88,11.16,measured,0.05,observed,-1.0,19.45,11.15,19.4,False,O,11.16,measured,19.349999999999998,11.141047267094025,0.6,70.27,70.27,70.27,69.801,69.801,69.801,
TAP_A01,3290.0,,,728105.86,9683711.82,O,8.6,A,6.88,8.87,20090617-20090708,8.6,A,8.54,20100714-20100805,8.9,A,3.2,7.88,20110712-20110719,M4,9.76,8.87,measured,0.15,observed,-1.0,8.75,8.76,8.6,True,O,8.87,measured,8.45,8.755852315726083,0.6,11.4756,8.8809,8.8809,10.9488,8.4835,8.4835,
TAP_A01,691.0,,,728103.91,9683709.88,O,29.1,A,16.28,21.98,20090617-20090708,29.4,A,21.1,20100714-20100805,29.3,A,12.24,18.51,20110712-20110719,M4,21.82,21.98,measured,0.1,observed,-1.0,29.2,21.93,29.1,True,O,21.98,measured,29.0,21.934603284541453,0.6,300.4684,213.6112,213.6112,297.8546,211.7872,211.7872,
TAP_A01,692.0,,,728086.37,9683712.37,O,5.3,A,4.56,6.47,20090617-20090708,5.4,A,5.88,20100714-20100805,5.5,A,3.11,4.64,20110712-20110719,M4,6.81,6.47,measured,0.1,observed,-1.0,5.4,6.37,5.3,True,O,6.47,measured,5.2,6.37653663584166,0.6,3.2786,2.6057,2.6057,3.1144,2.4787,2.4787,
TAP_A01,693.0,,,728084.38,9683711.92,O,8.1,A,6.52,9.93,20090617-20090708,8.0,A,9.84,20100714-20100805,8.1,A,6.25,10.59,20110712-20110719,M4,9.1,9.93,measured,0.0,observed,-1.0,8.1,9.93,8.1,True,O,9.93,measured,8.1,9.93,0.6,11.3985,8.6404,8.6404,11.3985,8.6404,8.6404,
TAP_A01,694.0,,,728082.88,9683711.96,O,8.4,A,6.03,9.28,20090617-20090708,8.5,A,8.53,20100714-20100805,8.6,A,5.11,9.03,20110712-20110719,M4,9.52,9.28,measured,0.1,observed,-1.0,8.5,9.19,8.4,True,O,9.28,measured,8.3,9.198393085201777,0.6,11.4546,8.7917,8.7917,11.0939,8.5218,8.5218,
TAP_A01,695.0,,,728080.88,9683712.02,L,10.5,A,0.0,0.0,20090617-20090708,11.2,A,,20100714-20100805,12.6,A,,,20110712-20110719,M4,12.53,11.95,local_fit,1.05,observed,-1.0,11.55,11.23,10.5,True,L,12.53,feldpausch,9.45,11.60883241688558,0.6,23.7368,17.5615,17.5615,17.9365,13.3635,13.3635,
TAP_A01,696.0,,,728071.41,9683711.29,O,11.5,A,7.11,11.3,20090617-20090708,11.6,A,9.37,20100714-20100805,11.6,A,8.06,13.76,20110712-20110719,M4,11.82,11.3,measured,0.05,observed,-1.0,11.55,11.26,11.5,True,O,11.3,measured,11.45,11.264935537275436,0.6,25.6299,19.3586,19.3586,25.3359,19.1419,19.1419,
TAP_A01,697.0,,,728069.51,9683707.84,O,60.5,A,28.56,36.16,20090617-20090708,60.3,A,41.94,20100714-20100805,61.1,A,29.38,42.14,20110712-20110719,M4,32.2,36.16,measured,0.3,observed,-1.0,60.8,36.08,60.5,True,O,36.16,measured,60.2,36.078646819708986,0.6,2038.347,1387.398,1387.398,2014.231,1371.1442,1371.1442,
TAP_A01,698.0,,,728064.9,9683711.97,O,17.7,A,11.85,16.41,20090617-20090708,17.5,A,19.12,20100714-20100805,17.2,A,7.43,20.0,20110712-20110719,M4,15.53,16.41,measured,0.0,observed,-1.0,17.2,16.41,17.7,True,O,16.41,measured,17.7,16.41,0.6,85.5954,62.225,62.225,85.5954,62.225,62.225,
TAP_A01,699.0,,,728059.39,9683712.62,O,12.1,D,1.29,2.19,20090617-20090708,12.1,D,2.41,20100714-20100805,12.1,D,,2.0,20110712-20110719,M4,12.18,2.19,measured,0.0,observed,-1.0,12.1,2.19,12.1,False,O,2.19,measured,12.1,2.19,0.6,5.706,5.706,5.706,5.706,5.706,5.706,
TAP_A01,700.0,,,728056.39,9683712.71,O,7.3,A,5.66,9.35,20090617-20090708,7.5,A,9.11,20100714-20100805,7.7,A,4.21,9.8,20110712-20110719,M4,8.77,9.35,measured,0.2,observed,-1.0,7.5,9.17,7.3,True,O,9.35,measured,7.1,9.157975444025892,0.6,8.7736,6.6808,6.6808,8.1439,6.2134,6.2134,
TAP_A01,701.0,,,728053.91,9683712.28,O,14.1,A,7.85,12.89,20090617-20090708,14.4,A,11.84,20100714-20100805,14.4,A,3.03,11.5,20110712-20110719,M4,13.76,12.89,measured,0.15,observed,-1.0,14.25,12.8,14.1,True,O,12.89,measured,13.95,12.794579528438305,0.6,43.3854,32.4104,32.4104,42.182,31.5323,31.5323,
TAP_A01,702.0,,,728045.45,9683711.01,O,42.8,A,29.87,34.15,20090617-20090708,42.0,A,23.71,20100714-20100805,,A,,,20110712-20110719,M4,,34.15,measured,0.1,site_median,-1.0,,,42.8,True,O,34.15,measured,42.699999999999996,34.107702458864345,0.6,980.908,662.614,662.614,975.2589,658.853,658.853,
TAP_A01,703.0,,,728042.9,9683713.08,O,96.5,A,27.72,32.72,20090617-20090708,96.5,A,47.55,20100714-20100805,97.8,A,34.52,43.92,20110712-20110719,M4,38.68,32.72,measured,0.65,observed,-1.0,97.15,32.65,96.5,True,O,32.72,measured,95.85,32.64670416182385,0.6,4599.5546,3252.6053,3252.6053,4529.3481,3203.0542,3203.0542,
TAP_A01,704.0,,,728042.42,9683712.1,L,8.6,A,0.0,0.0,20090617-20090708,8.6,A,,20100714-20100805,8.9,A,,,20110712-20110719,M4,9.76,10.73,local_fit,0.15,observed,-1.0,8.75,10.6,8.6,True,L,9.76,feldpausch,8.45,9.634398940415622,0.6,12.5981,9.6034,9.6034,12.0198,9.1736,9.1736,
TAP_A01,705.0,,,728042.4,9683713.1,L,14.1,A,0.0,0.0,20090617-20090708,14.1,A,,20100714-20100805,15.0,A,,,20110712-20110719,M4,14.15,14.01,local_fit,0.45,observed,-1.0,14.55,13.72,14.1,True,L,14.15,feldpausch,13.65,13.834237134221944,0.6,47.5198,34.9797,34.9797,43.6327,32.183,32.183,
TAP_A01,706.0,,,728041.4,9683713.12,O,16.5,A,4.1,9.62,20090617-20090708,15.4,A,8.78,20100714-20100805,15.8,A,2.37,6.78,20110712-20110719,M4,14.66,9.62,measured,0.0,observed,-1.0,15.8,9.62,16.5,True,O,9.62,measured,16.5,9.62,0.6,44.3168,34.9353,34.9353,44.3168,34.9353,34.9353,
TAP_A01,707.0,,,728037.88,9683713.72,O,8.3,A,4.65,9.25,20090617-20090708,8.4,A,9.38,20100714-20100805,8.7,A,3.3,9.88,20110712-20110719,M4,9.6,9.25,measured,0.2,observed,-1.0,8.5,9.09,8.3,True,O,9.25,measured,8.100000000000001,9.084816499810445,0.6,11.1546,8.5609,8.5609,10.4506,8.034,8.034,
TAP_A01,708.0,,,728036.88,9683713.75,O,50.7,A,41.91,46.57,20090617-20090708,49.7,A,43.1,20100714-20100805,50.5,A,25.44,42.1,20110712-20110719,M4,29.43,46.57,measured,0.0,observed,-1.0,50.5,46.57,50.7,True,O,46.57,measured,50.7,46.57,0.6,1848.0253,1198.3572,1198.3572,1848.0253,1198.3572,1198.3572,
TAP_A01,958.0,,,728035.49,9683713.79,L,,,,,20090617-20090708,8.5,A,,20100714-20100805,8.7,A,,,20110712-20110719,M4,9.6,9.6,feldpausch_regional,0.1,site_median,-1.0,8.6,9.52,,False,L,9.6,feldpausch,,,0.6,,,,,,,
TAP_A01,709.0,,,728032.9,9683713.36,O,8.6,A,9.85,12.41,20090617-20090708,8.7,A,13.21,20100714-20100805,8.7,A,10.32,14.56,20110712-20110719,M4,9.6,12.41,measured,0.05,observed,-1.0,8.65,12.36,8.6,True,O,12.41,measured,8.549999999999999,12.356876801223853,0.6,15.9266,11.6886,11.6886,15.6806,11.5126,11.5126,
TAP_A01,710.0,,,728030.42,9683712.93,O,18.2,A,21.11,25.01,20090617-20090708,18.4,A,21.96,20100714-20100805,18.4,A,15.05,20.03,20110712-20110719,M4,16.25,25.01,measured,0.1,observed,-1.0,18.3,24.92,18.2,True,O,25.01,measured,18.099999999999998,24.918312362146956,0.6,136.3575,92.8665,92.8665,134.4161,91.5733,91.5733,
TAP_A01,711.0,,,728028.39,9683713.99,O,7.8,A,7.02,9.81,20090617-20090708,7.9,A,10.06,20100714-20100805,7.9,A,4.63,9.05,20110712-20110719,M4,8.94,9.81,measured,0.05,observed,-1.0,7.85,9.76,7.8,True,O,9.81,measured,7.75,9.763287329947113,0.6,10.464,7.9329,7.9329,10.2855,7.801,7.801,
TAP_A01,712.0,,,728028.39,9683713.99,O,5.8,A,3.49,9.28,20090617-20090708,6.0,A,9.05,20100714-20100805,5.8,A,4.63,9.05,20110712-20110719,M4,7.09,9.28,measured,0.0,observed,-1.0,5.8,9.28,5.8,True,O,9.28,measured,5.8,9.28,0.6,5.559,4.1915,4.1915,5.559,4.1915,4.1915,
TAP_A01,933.0,,,728021.89,9683714.17,O,6.1,A,3.55,6.3,20090617-20090708,6.1,A,7.86,20100714-20100805,6.5,A,3.05,8.39,20110712-20110719,M4,7.72,6.3,measured,0.2,observed,-1.0,6.3,6.15,6.1,True,O,6.3,measured,5.8999999999999995,6.142951342614208,0.6,4.2032,3.3774,3.3774,3.8426,3.095,3.095,
TAP_A01,713.0,,,728001.4,9683714.74,O,6.9,A,3.74,7.87,20090617-20090708,7.0,A,8.12,20100714-20100805,7.1,A,3.5,9.41,20110712-20110719,M4,8.25,7.87,measured,0.1,observed,-1.0,7.0,7.79,6.9,True,O,7.87,measured,6.800000000000001,7.784307173012682,0.6,6.643,5.184,5.184,6.3878,4.9899,4.9899,
TAP_A01,714.0,,,727996.05,9683709.4,O,61.4,A,31.87,40.45,20090617-20090708,61.5,A,36.55,20100714-20100805,61.6,A,30.45,37.03,20110712-20110719,M4,32.32,40.45,measured,0.1,observed,-1.0,61.5,40.41,61.4,True,O,40.45,measured,61.3,40.42039827076619,0.6,2340.5495,1566.2301,1566.2301,2331.4479,1560.1979,1560.1979,
TAP_A01,715.0,,,727980.49,9683712.33,O,11.0,D,1.62,6.52,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M4,,6.52,measured,0.1,site_median,-1.0,,,11.0,False,O,6.52,measured,10.9,6.477434533488427,0.6,13.7393,13.7393,13.7393,13.4105,13.4105,13.4105,
TAP_A01,716.0,,,727980.49,9683712.33,O,10.6,D,1.95,6.81,20090617-20090708,,D,,20100714-20100805,,D,,,20110712-20110719,M4,,6.81,measured,0.1,site_median,-1.0,,,10.6,False,O,6.81,measured,10.5,6.763666438733955,0.6,13.3355,13.3355,13.3355,13.0041,13.0041,13.0041,
TAP_A01,717.0,,,727973.95,9683714.01,O,19.2,A,18.25,22.16,20090617-20090708,20.0,A,27.42,20100714-20100805,20.7,A,19.93,26.02,20110712-20110719,M4,17.56,22.16,measured,0.75,observed,-1.0,19.95,21.63,19.2,True,O,22.16,measured,18.45,21.582920266241448,0.6,134.5057,93.6134,93.6134,121.2766,84.5969,84.5969,
TAP_A01,718.0,,,727973.59,9683709.03,O,85.7,A,20.86,37.84,20090617-20090708,86.5,A,23.04,20100714-20100805,86.7,A,17.42,28.12,20110712-20110719,M4,37.11,37.84,measured,0.5,observed,-1.0,86.2,37.77,85.7,True,O,37.84,measured,85.2,37.759477515546585,0.6,4204.5503,2889.2501,2889.2501,4148.166,2850.6632,2850.6632,
TAP_A01,719.0,,,727968.93,9683715.15,O,7.7,A,9.45,13.64,20090617-20090708,8.2,A,12.28,20100714-20100805,8.5,A,6.29,14.4,20110712-20110719,M4,9.43,13.64,measured,0.4,observed,-1.0,8.1,13.16,7.7,True,O,13.64,measured,7.3,13.108885265746425,0.6,14.0757,10.1232,10.1232,12.2014,8.8079,8.8079,
TAP_A01,720.0,,,727963.91,9683715.79,O,7.6,A,3.36,7.15,20090617-20090708,7.4,A,7.17,20100714-20100805,8.0,A,5.15,7.73,20110712-20110719,M4,9.02,7.15,measured,0.2,observed,-1.0,7.8,7.02,7.6,True,O,7.15,measured,7.3999999999999995,7.009441487471898,0.6,7.3049,5.8145,5.8145,6.8012,5.4237,5.4237,
TAP_A01,721.0,,,727938.92,9683716.49,O,5.7,A,12.98,15.17,20090617-20090708,5.8,A,15.15,20100714-20100805,5.9,A,10.97,13.88,20110712-20110719,M4,7.18,15.17,measured,0.1,observed,-1.0,5.8,14.98,5.7,True,O,15.17,measured,5.6000000000000005,14.96721587437028,0.6,8.681,6.0514,6.0514,8.2768,5.777,5.777,
TAP_A01,722.0,,,727938.95,9683715.49,O,12.6,A,11.81,13.34,20090617-20090708,12.7,A,12.9,20100714-20100805,12.7,A,11.5,15.47,20110712-20110719,M4,12.6,13.34,measured,0.05,observed,-1.0,12.65,13.31,12.6,True,O,13.34,measured,12.549999999999999,13.302650704299042,0.6,36.0194,26.6182,26.6182,35.6432,26.3468,26.3468,
TAP_A01,723.0,,,727938.94,9683715.99,O,9.8,A,6.22,9.32,20090617-20090708,10.0,A,9.46,20100714-20100805,9.8,A,5.54,9.43,20110712-20110719,M4,10.47,9.32,measured,0.0,observed,-1.0,9.8,9.32,9.8,True,O,9.32,measured,9.8,9.32,0.6,15.5412,12.0086,12.0086,15.5412,12.0086,12.0086,
TAP_A01,724.0,,,727937.95,9683715.52,O,8.1,A,12.6,15.77,20090617-20090708,8.7,A,14.14,20100714-20100805,9.2,A,12.71,15.88,20110712-20110719,M4,10.0,15.77,measured,0.55,observed,-1.0,8.65,15.08,8.1,True,O,15.77,measured,7.55,14.968472870163037,0.6,17.9022,12.6141,12.6141,14.8315,10.5014,10.5014,
TAP_A01,725.0,,,727916.5,9683714.62,O,49.4,A,18.5,22.44,20090617-20090708,48.7,A,22.28,20100714-20100805,50.6,A,28.02,34.19,20110712-20110719,M4,29.45,22.44,measured,0.6,observed,-1.0,50.0,22.31,49.4,True,O,22.44,measured,48.8,22.303164431261198,0.6,861.4181,626.1092,626.1092,836.107,607.943,607.943,
TAP_A01,726.0,,,727908.95,9683716.83,O,23.7,A,15.15,17.84,20090617-20090708,23.5,A,21.8,20100714-20100805,23.9,A,24.25,27.6,20110712-20110719,M4,19.25,17.84,measured,0.1,observed,-1.0,23.8,17.79,23.7,True,O,17.84,measured,23.599999999999998,17.7923892459407,0.6,164.184,119.453,119.453,162.4103,118.1885,118.1885,
TAP_A01,727.0,,,727894.45,9683717.24,O,34.8,A,14.01,19.85,20090617-20090708,36.6,A,23.92,20100714-20100805,38.8,A,27.96,34.07,20110712-20110719,M4,25.64,19.85,measured,2.0,observed,-1.0,36.8,19.28,34.8,True,O,19.85,measured,32.8,19.18600768557383,0.6,385.6893,281.0516,281.0516,332.3835,242.8223,242.8223,
TAP_A01,728.0,,,727887.46,9683717.43,O,5.1,A,4.07,6.54,20090617-20090708,5.3,A,6.96,20100714-20100805,5.1,A,2.35,4.14,20110712-20110719,M4,6.43,6.54,measured,0.0,observed,-1.0,5.1,6.54,5.1,True,O,6.54,measured,5.1,6.54,0.6,3.0736,2.4341,2.4341,3.0736,2.4341,2.4341,
TAP_A01,729.0,,,727888.94,9683717.89,O,5.5,A,4.12,4.79,20090617-20090708,5.4,A,3.17,20100714-20100805,5.6,A,,,20110712-20110719,M4,6.9,4.79,measured,0.05,observed,-1.0,5.55,4.76,5.5,True,O,4.79,measured,5.45,4.756787196764016,0.6,2.6282,2.1943,2.1943,2.5643,2.1424,2.1424,
TAP_A01,730.0,,,727876.45,9683718.24,O,6.7,A,6.22,9.41,20090617-20090708,8.1,A,9.64,20100714-20100805,9.2,A,8.74,10.9,20110712-20110719,M4,10.0,9.41,measured,1.25,observed,-1.0,7.95,8.45,6.7,True,O,9.41,measured,5.45,8.04859958315646,0.6,7.4676,5.6573,5.6573,4.2844,3.2941,3.2941,
