site,tree_id,scientific_name,family_name,utm_easting,utm_northing,dbh,htot,hcom,date,dead,type,htot_feldpausch,htot_estimated,htot_estimation_method,dbh_incr_cm_yr,dbh_incr_source,gap_anos,dbh_lidar,htot_estimated_gap,dbh_used,dead_used,type_used,htot_used,htot_source,dbh_used_gap,htot_used_gap,rho_w_m3,iagc_m1_kgC,iagc_m2_kgC,iagc_m3_kgC,iagc_m1_kgC_gap,iagc_m2_kgC_gap,iagc_m3_kgC_gap,plot_id,quadra_id
FN_A01,133,Strychnos subcordata,Loganiaceae,8.056.055.547.782,868.903.153.118,11.5,13.43,9.26,20150820,False,O,11.75,11.75,feldpausch_regional,0.18,default,2.0,11.86,12.01,11.5,False,O,13.43,measured,11.86,13.727893613762227,0.6959,30.3351,30.3351,35.061,32.9136,32.9136,38.0412,unknown,
FN_A01,134,Licania octandra,Chrysobalanaceae,80.560.440.340.742,8.689.036.906.704,30.4,30.24,22.49,20150820,False,O,22.3,22.3,feldpausch_regional,0.18,default,2.0,30.76,22.46,30.4,False,O,30.24,measured,30.759999999999998,30.451530121564986,0.825,446.7636,446.7636,609.6228,460.2698,460.2698,628.0525,unknown,
FN_A01,135,Albizia pedicellaris,Fabaceae,8.056.074.294.584,868.903.671.264,63.2,30.3,22.32,20150820,False,O,32.69,32.69,feldpausch_regional,0.18,default,2.0,63.56,32.77,63.2,False,O,30.3,measured,63.56,30.376027681159638,0.5446,1867.8777,1867.8777,1699.5002,1893.3281,1893.3281,1722.6564,unknown,
FN_A01,136,Aniba parviflora,Lauraceae,8.056.074.056.096,868.903.771.492,13.3,14.52,11.11,20150820,False,O,13.02,13.02,feldpausch_regional,0.18,default,2.0,13.66,13.26,13.3,False,O,14.52,measured,13.66,14.793459794201928,0.54,43.4809,43.4809,39.2319,46.6497,46.6497,42.091,unknown,
FN_A01,137,Tapirira guianensis,Anacardiaceae,80.560.608.697.112,8.689.041.921.176,22.1,24.85,18.48,20150820,False,O,18.31,18.31,feldpausch_regional,0.18,default,2.0,22.46,18.5,22.1,False,O,24.85,measured,22.46,25.108460968518163,0.457,197.9488,197.9488,151.7594,206.3654,206.3654,158.212,unknown,
FN_A01,138,Tetragastris altissima,Burseraceae,8.056.021.024.881,868.904.605.132,39.7,13.55,10.83,20150820,False,O,25.97,25.97,feldpausch_regional,0.18,default,2.0,40.06,26.09,39.7,False,O,13.55,measured,40.06,13.616672306388573,0.7079,343.6153,343.6153,403.7791,351.4032,351.4032,412.9306,unknown,
FN_A01,139,Vochysia guianensis,Vochysiaceae,8.056.020.708.083,8.689.047.053,21.3,18.78,15.4,20150820,False,O,17.88,17.88,feldpausch_regional,0.18,default,2.0,21.66,18.08,21.3,False,O,18.78,measured,21.66,18.984218452047195,0.5087,140.1472,140.1472,119.2932,146.3448,146.3448,124.5685,unknown,
FN_A01,140,Ocotea cernua,Lauraceae,8.056.020.708.083,8.689.047.053,18.5,23.0,17.12,20150820,False,O,16.31,16.31,feldpausch_regional,0.18,default,2.0,18.86,16.52,18.5,False,O,23.0,measured,18.86,23.295837553934913,0.4535,129.7258,129.7258,98.712,136.3897,136.3897,103.7828,unknown,
FN_A01,141,Guatteria schomburgkiana,Annonaceae,80.560.275.502.136,8689051.43,13.8,16.04,12.32,20150820,False,O,13.36,13.36,feldpausch_regional,0.18,default,2.0,14.16,13.6,13.8,False,O,16.04,measured,14.16,16.32968581126747,0.6,51.4973,51.4973,51.4973,55.1065,55.1065,55.1065,unknown,
FN_A01,142,Aspidosperma excelsum,Apocynaceae,805.646.331.586,868.904.353.612,58.9,28.89,21.5,20150820,False,O,31.67,31.67,feldpausch_regional,0.18,default,2.0,59.26,31.75,58.9,False,O,28.89,measured,59.26,28.970772132622873,0.792,1553.8724,1553.8724,2037.4901,1576.7559,1576.7559,2067.4957,unknown,
FN_A01,143,Erisma uncinatum,Vochysiaceae,805.626.725.505,86.890.466.392,67.0,33.63,23.06,20150820,False,O,33.53,33.53,feldpausch_regional,0.18,default,2.0,67.36,33.6,67.0,False,O,33.63,measured,67.36,33.706995945951824,0.5231,2317.6301,2317.6301,2027.1864,2347.2336,2347.2336,2053.08,unknown,
FN_A01,144,Qualea paraensis,Vochysiaceae,80.563.173.386,868.903.476.584,51.0,28.01,19.45,20150820,False,O,29.57,29.57,feldpausch_regional,0.18,default,2.0,51.36,29.67,51.0,False,O,28.01,measured,51.36,28.10697398271509,0.6893,1138.1913,1138.1913,1303.3067,1157.8259,1157.8259,1325.7897,unknown,
FN_A01,145,Erisma uncinatum,Vochysiaceae,8.056.399.825.744,868.903.847.932,36.5,26.1,19.54,20150820,False,O,24.79,24.79,feldpausch_regional,0.18,default,2.0,36.86,24.92,36.5,False,O,26.1,measured,36.86,26.243792571385594,0.5231,552.9648,552.9648,483.6677,566.6914,566.6914,495.6741,unknown,
FN_A01,146,Poeppigia procera,Fabaceae,805.642.115.784,868.904.117.032,47.5,30.53,24.69,20150820,False,O,28.54,28.54,feldpausch_regional,0.18,default,2.0,47.86,28.65,47.5,False,O,30.53,measured,47.86,30.647072612953032,0.735,1077.6059,1077.6059,1313.6534,1097.6984,1097.6984,1338.1471,unknown,
FN_A01,147,Erisma uncinatum,Vochysiaceae,805.638.861.259,868.903.461.936,44.9,21.27,13.07,20150820,False,O,27.72,27.72,feldpausch_regional,0.18,default,2.0,45.26,27.84,44.9,False,O,21.27,measured,45.26,21.358312806477006,0.5231,678.4949,678.4949,593.4665,691.947,691.947,605.2327,unknown,
FN_A01,148,,,805.630.670.494,868.903.091.032,40.2,6.78,,20150820,True,O,26.14,26.14,feldpausch_regional,0.18,default,2.0,40.56,26.27,40.2,True,O,6.78,measured,40.56,6.812797475524957,0.6481,179.139,155.7605,155.7605,183.1444,159.1899,159.1899,unknown,
FN_A01,149,Tetragastris altissima,Burseraceae,80.562.663.687,86.890.315.708,47.7,19.06,13.92,20150820,False,O,28.6,28.6,feldpausch_regional,0.18,default,2.0,48.06,28.71,47.7,False,O,19.06,measured,48.06,19.13265288438921,0.7079,686.0069,686.0069,806.1202,698.7393,698.7393,821.0819,unknown,
FN_A01,150,Tetragastris panamensis,Burseraceae,805.598.403.418.936,868.916.262.759.336,32.0,21.2,15.03,20150820,False,O,22.99,22.99,feldpausch_regional,0.18,default,2.0,32.36,23.14,32.0,False,O,21.2,measured,32.36,21.33881738505401,0.7173,349.1542,349.1542,415.6477,359.1431,359.1431,427.5389,unknown,
FN_A01,151,Aspidosperma spruceanum,Apocynaceae,805.599.716.817.928,868.917.257.109.528,18.7,15.87,13.02,20150820,False,O,16.42,16.42,feldpausch_regional,0.18,default,2.0,19.06,16.63,18.7,False,O,15.87,measured,19.06,16.071553211507208,0.7533,92.2271,92.2271,115.1655,96.911,96.911,121.0144,unknown,
FN_A01,152,Protium paniculatum,Burseraceae,805.599.520.740.781,868.917.359.947.981,10.9,13.39,10.15,20150820,False,O,11.3,11.3,feldpausch_regional,0.18,default,2.0,11.26,11.57,10.9,False,O,13.39,measured,11.26,13.705280496167754,0.49,27.243,27.243,22.3569,29.6938,29.6938,24.3681,unknown,
FN_A01,153,Casearia javitensis,Salicaceae,805.597.709.002.328,868.917.583.909.128,24.5,19.06,15.05,20150820,False,O,19.55,19.55,feldpausch_regional,0.18,default,2.0,24.86,19.73,24.5,False,O,19.06,measured,24.86,19.2347970671337,0.753,186.8585,186.8585,233.2325,193.9762,193.9762,242.1167,unknown,
FN_A01,154,Guatteria schomburgkiana,Annonaceae,805.600.576.140.264,868.917.918.964.664,10.4,13.68,9.92,20150820,False,O,10.93,10.93,feldpausch_regional,0.18,default,2.0,10.76,11.2,10.4,False,O,13.68,measured,10.76,14.01933015801514,0.6,25.3822,25.3822,25.3822,27.782,27.782,27.782,unknown,
FN_A01,155,Tapirira guianensis,Anacardiaceae,805.601.593.816.672,868.918.023.547.072,23.1,21.6,15.43,20150820,False,O,18.84,18.84,feldpausch_regional,0.18,default,2.0,23.46,19.02,23.1,False,O,21.6,measured,23.46,21.812898204766682,0.457,188.2167,188.2167,144.2981,195.8507,195.8507,150.1509,unknown,
FN_A01,156,Inga sp.,Fabaceae,805.601.408.745.512,868.918.332.552.312,15.2,20.52,11.83,20150820,False,O,14.28,14.28,feldpausch_regional,0.18,default,2.0,15.56,14.51,15.2,False,O,20.52,measured,15.559999999999999,20.85180473851082,0.5786,79.0869,79.0869,76.3275,84.0906,84.0906,81.1566,unknown,
FN_A01,157,Tetragastris altissima,Burseraceae,80.560.684.821.752,86.891.825.677.672,38.1,11.51,7.5,20150820,False,O,25.39,25.39,feldpausch_regional,0.18,default,2.0,38.46,25.52,38.1,False,O,11.51,measured,38.46,11.56987316897963,0.7079,270.4181,270.4181,317.7657,276.8264,276.8264,325.2961,unknown,
FN_A01,158,Dipteryx odorata,Fabaceae,805.610.888.334,868.918.138.946,42.6,10.78,8.07,20150820,False,O,26.97,26.97,feldpausch_regional,0.18,default,2.0,42.96,27.09,42.6,False,O,10.78,measured,42.96,10.82815756340471,0.9228,315.4308,315.4308,480.1208,322.053,322.053,490.2006,unknown,
FN_A01,159,Ormosia coccinea,Fabaceae,805.597.384.314.588,868.919.320.671.188,32.1,23.8,11.53,20150820,False,O,23.03,23.03,feldpausch_regional,0.18,default,2.0,32.46,23.18,32.1,False,O,23.8,measured,32.46,23.955213861784543,0.625,393.2762,393.2762,409.2615,404.4897,404.4897,420.9308,unknown,
FN_A01,160,Aspidosperma excelsum,Apocynaceae,80.563.186.181.746,86.891.917.326.326,51.0,38.82,29.44,20150820,False,O,29.57,29.57,feldpausch_regional,0.18,default,2.0,51.36,29.67,51.0,False,O,38.82,measured,51.36,38.95439950049981,0.792,1565.1497,1565.1497,2052.2772,1592.1496,1592.1496,2087.6805,unknown,
FN_A01,161,Tetragastris altissima,Burseraceae,80.562.894.604.608,86.891.856.648.608,41.3,28.8,22.1,20150820,False,O,26.53,26.53,feldpausch_regional,0.18,default,2.0,41.66,26.65,41.3,False,O,28.8,measured,41.66,28.93426850021436,0.7079,774.7512,774.7512,910.4028,791.5736,791.5736,930.1706,unknown,
FN_A01,162,Hymenolobium petraeum,Fabaceae,8.056.365.107.386,8.689.171.695.406,65.0,36.25,26.95,20150820,False,O,33.09,33.09,feldpausch_regional,0.18,default,2.0,65.36,33.17,65.0,False,O,36.25,measured,65.36,36.337056307296315,0.7125,2350.4563,2350.4563,2779.6786,2381.5031,2381.5031,2816.395,unknown,
FN_A01,163,Byrsonima crispa,Malpighiaceae,80.562.999.199.872,86.893.219.397.928,47.0,31.92,20.33,20150820,False,O,28.38,28.38,feldpausch_regional,0.18,default,2.0,47.36,28.49,47.0,False,O,31.92,measured,47.36,32.04425748884171,0.58,1102.4555,1102.4555,1066.5745,1123.2502,1123.2502,1086.6924,unknown,
FN_A01,164,Protium paniculatum,Burseraceae,805.593.821.410.969,86.893.055.326.343,18.3,15.73,8.2,20150820,False,O,16.19,16.19,feldpausch_regional,0.18,default,2.0,18.66,16.4,18.3,False,O,15.73,measured,18.66,15.934936146418542,0.49,87.6541,87.6541,71.933,92.2092,92.2092,75.6711,unknown,
FN_A01,165,Protium paniculatum,Burseraceae,805.594.582.602.624,868.930.603.205.376,13.8,16.72,8.8,20150820,False,O,13.36,13.36,feldpausch_regional,0.18,default,2.0,14.16,13.6,13.8,False,O,16.72,measured,14.16,17.021966755884794,0.49,53.627,53.627,44.0087,57.3854,57.3854,47.0931,unknown,
FN_A01,166,Tetragastris altissima,Burseraceae,805.595.815.273.638,868.930.699.855.762,13.1,16.58,9.78,20150820,False,O,12.88,12.88,feldpausch_regional,0.18,default,2.0,13.46,13.13,13.1,False,O,16.58,measured,13.459999999999999,16.89766153030161,0.7079,48.0495,48.0495,56.4625,51.6078,51.6078,60.6438,unknown,
FN_A01,167,Dialium guianense,Fabaceae,805.597.709.622.272,868.930.844.953.728,18.7,17.83,8.73,20150820,False,O,16.42,16.42,feldpausch_regional,0.18,default,2.0,19.06,16.63,18.7,False,O,17.83,measured,19.06,18.056445731642942,0.8964,103.3283,103.3283,152.8897,108.576,108.576,160.6544,unknown,
FN_A01,168,Licania octandra,Chrysobalanaceae,805.593.581.612.429,868.930.791.346.471,17.5,13.85,8.73,20150820,False,O,15.71,15.71,feldpausch_regional,0.18,default,2.0,17.86,15.93,17.5,False,O,13.85,measured,17.86,14.040167932969696,0.825,70.9457,70.9457,96.8076,74.8116,74.8116,102.0827,unknown,
FN_A01,169,Tetragastris altissima,Burseraceae,80.559.379.677.184,86.893.164.075.216,38.6,38.32,24.35,20150820,False,O,25.57,25.57,feldpausch_regional,0.18,default,2.0,38.96,25.7,38.6,False,O,38.32,measured,38.96,38.51586358838895,0.7079,897.2271,897.2271,1054.323,918.1913,918.1913,1078.9578,unknown,
FN_A01,170,Dialium guianense,Fabaceae,805.593.784.248.832,868.931.703.373.368,27.2,21.63,13.05,20150820,False,O,20.86,20.86,feldpausch_regional,0.18,default,2.0,27.56,21.03,27.2,False,O,21.63,measured,27.56,21.804204730339993,0.8964,259.2712,259.2712,383.6306,268.1026,268.1026,396.6979,unknown,
FN_A01,171,Tetragastris altissima,Burseraceae,80.559.845.012.064,86.893.220.646.336,40.2,31.07,23.1,20150820,False,O,26.14,26.14,feldpausch_regional,0.18,default,2.0,40.56,26.27,40.2,False,O,31.07,measured,40.56,31.220297575893863,0.7079,791.471,791.471,930.05,809.1675,809.1675,950.845,unknown,
FN_A01,172,Protium paniculatum,Burseraceae,80.559.741.353.856,86.893.257.201.564,12.8,11.97,6.09,20150820,False,O,12.67,12.67,feldpausch_regional,0.18,default,2.0,13.16,12.92,12.8,False,O,11.97,measured,13.16,12.205422177589668,0.49,33.416,33.416,27.4227,35.9521,35.9521,29.5039,unknown,
FN_A01,173,,,80.559.550.650.816,86.893.259.683.884,14.3,5.2,,20150820,True,O,13.69,13.69,feldpausch_regional,0.18,default,2.0,14.66,13.93,14.3,True,O,5.2,measured,14.66,5.290177996634453,0.6481,18.3864,15.8643,15.8643,19.6273,16.9093,16.9093,unknown,
FN_A01,174,Cordia scabrifolia,Boraginaceae,80.559.438.524.256,86.893.342.262.544,13.7,18.62,12.52,20150820,False,O,13.29,13.29,feldpausch_regional,0.18,default,2.0,14.06,13.53,13.7,False,O,18.62,measured,14.059999999999999,18.959074968000103,0.474,58.7272,58.7272,46.6577,62.8749,62.8749,49.953,unknown,
FN_A01,175,Mucuna rostrata,Fabaceae,805.594.178.272.704,868.934.423.630.496,25.0,19.97,14.11,20150820,False,O,19.8,19.8,feldpausch_regional,0.18,default,2.0,25.36,19.98,25.0,False,O,19.97,measured,25.36,20.14863592474424,0.6481,203.427,203.427,219.3373,211.0104,211.0104,227.5137,unknown,
FN_A01,176,Guatteria schomburgkiana,Annonaceae,80.559.416.964.896,86.893.446.533.904,15.6,15.49,11.03,20150820,False,O,14.54,14.54,feldpausch_regional,0.18,default,2.0,15.96,14.76,15.6,False,O,15.49,measured,15.959999999999999,15.733084251285412,0.6,63.231,63.231,63.231,67.123,67.123,67.123,unknown,
FN_A01,177,Tetragastris altissima,Burseraceae,8.056.000.628.928,8.689.356.490.332,45.5,26.45,19.44,20150820,False,O,27.91,27.91,feldpausch_regional,0.18,default,2.0,45.86,28.03,45.5,False,O,26.45,measured,45.86,26.55779210085292,0.7079,861.3634,861.3634,1012.1799,878.1957,878.1957,1031.9594,unknown,
FN_A01,178,Tetragastris altissima,Burseraceae,80.561.178.835.968,86.893.510.346.832,42.0,31.26,23.13,20150820,False,O,26.77,26.77,feldpausch_regional,0.18,default,2.0,42.36,26.89,42.0,False,O,31.26,measured,42.36,31.402408679235577,0.7079,867.2664,867.2664,1019.1165,885.7569,885.7569,1040.8445,unknown,
FN_A01,179,Luehea speciosa,Malvaceae,80.561.548.288,868.935.230.085,51.6,35.7,24.48,20150820,False,O,29.74,29.74,feldpausch_regional,0.18,default,2.0,51.96,29.84,51.6,False,O,35.7,measured,51.96,35.821512555877014,0.5766,1475.5607,1475.5607,1419.2997,1500.6911,1500.6911,1443.4719,unknown,
FN_A01,180,Albizia pedicellaris,Fabaceae,80.561.604.352,86.893.369.959,40.3,21.41,15.0,20150820,False,O,26.18,26.18,feldpausch_regional,0.18,default,2.0,40.66,26.3,40.3,False,O,21.41,measured,40.66,21.513218286965262,0.5446,552.9655,552.9655,503.1191,565.2959,565.2959,514.338,unknown,
FN_A01,181,Tetragastris altissima,Burseraceae,8.056.230.636.288,8.689.327.386.312,46.0,17.73,10.78,20150820,False,O,28.07,28.07,feldpausch_regional,0.18,default,2.0,46.36,28.19,46.0,False,O,17.73,measured,46.36,17.801151439549336,0.7079,595.5301,595.5301,699.8017,607.0298,607.0298,713.3149,unknown,
FN_A01,182,Ormosia excelsa,Fabaceae,8.056.203.075.696,8.689.348.541.424,63.8,29.46,20.03,20150820,False,O,32.82,32.82,feldpausch_regional,0.18,default,2.0,64.16,32.91,63.8,False,O,29.46,measured,64.16,29.532841181687456,0.61,1851.1508,1851.1508,1881.2569,1876.1114,1876.1114,1906.6234,unknown,
FN_A01,183,Aspidosperma excelsum,Apocynaceae,8.056.204.708.272,8.689.344.479.568,46.5,32.49,21.97,20150820,False,O,28.23,28.23,feldpausch_regional,0.18,default,2.0,46.86,28.34,46.5,False,O,32.49,measured,46.86,32.618407735285544,0.792,1098.4912,1098.4912,1440.3788,1119.4544,1119.4544,1467.8665,unknown,
FN_A01,184,Vochysia guianensis,Vochysiaceae,8.056.194.629.104,8.689.321.959.996,40.8,18.01,11.43,20150820,False,O,26.35,26.35,feldpausch_regional,0.18,default,2.0,41.16,26.48,40.8,False,O,18.01,measured,41.16,18.095377016255465,0.5087,478.4656,478.4656,407.2694,488.993,488.993,416.2303,unknown,
FN_A01,185,Tetragastris altissima,Burseraceae,80.561.868.437.472,86.893.172.875.878,40.7,12.73,8.59,20150820,False,O,26.32,26.32,feldpausch_regional,0.18,default,2.0,41.06,26.44,40.7,False,O,12.73,measured,41.06,12.790549810251216,0.7079,339.3919,339.3919,398.8162,346.8793,346.8793,407.6145,unknown,
FN_A01,1,Sacoglottis guianensis,Humiriaceae,805.559.704.966.847,867.137.358.652.271,33.9,23.69,16.11,20150819,False,O,23.77,23.77,feldpausch_regional,0.18,default,2.0,34.26,23.91,33.9,False,O,23.69,measured,34.26,23.83389756440157,0.8359,435.4978,435.4978,601.8819,447.2064,447.2064,618.0637,unknown,
FN_A01,2,Tapirira guianensis,Anacardiaceae,805.559.445.443.861,867.137.403.545.797,30.4,20.92,14.82,20150819,False,O,22.3,22.3,feldpausch_regional,0.18,default,2.0,30.76,22.46,30.4,False,O,20.92,measured,30.759999999999998,21.06633631425726,0.457,311.8158,311.8158,239.0566,321.2424,321.2424,246.2836,unknown,
FN_A01,3,Casearia grandiflora,Salicaceae,805.557.910.197.232,867.138.231.898.672,10.2,10.75,7.77,20150819,False,O,10.78,10.78,feldpausch_regional,0.18,default,2.0,10.56,11.05,10.2,False,O,10.75,measured,10.559999999999999,11.02244023216251,0.77,19.3154,19.3154,24.6401,21.1795,21.1795,27.0181,unknown,
FN_A01,4,Esenbeckia febrifuga,Rutaceae,805.557.255.435.712,867.138.360.710.752,16.7,15.11,11.81,20150819,False,O,15.22,15.22,feldpausch_regional,0.18,default,2.0,17.06,15.45,16.7,False,O,15.11,measured,17.06,15.329116084900921,1.0485,70.4961,70.4961,121.5527,74.533,74.533,128.5132,unknown,
FN_A01,5,Casearia grandiflora,Salicaceae,8.055.559.635.704,8.671.381.965.384,12.6,12.04,7.74,20150819,False,O,12.53,12.53,feldpausch_regional,0.18,default,2.0,12.96,12.78,12.6,False,O,12.04,measured,12.959999999999999,12.281043449490953,0.77,32.5893,32.5893,41.5733,35.1042,35.1042,44.7815,unknown,
FN_A01,6,Casearia grandiflora,Salicaceae,80.555.827.213.998,86.713.872.328.358,10.9,12.02,9.23,20150819,False,O,11.3,11.3,feldpausch_regional,0.18,default,2.0,11.26,11.57,10.9,False,O,12.02,measured,11.26,12.303022521578521,0.77,24.5191,24.5191,31.2783,26.7248,26.7248,34.0922,unknown,
FN_A01,7,Casearia grandiflora,Salicaceae,805.558.329.264.496,867.138.736.630.816,14.7,12.02,9.23,20150819,False,O,13.95,13.95,feldpausch_regional,0.18,default,2.0,15.06,14.19,14.7,False,O,12.02,measured,15.059999999999999,12.221971922281533,0.77,43.9593,43.9593,56.0777,46.8409,46.8409,59.7536,unknown,
FN_A01,8,,,805.558.541.265.472,867.138.943.743.712,70.4,2.31,,20150819,True,O,34.23,34.23,feldpausch_regional,0.18,default,2.0,70.76,34.31,70.4,True,O,2.31,measured,70.76,2.3148862588869124,0.6481,186.9854,197.9882,197.9882,189.2463,200.3643,200.3643,unknown,
FN_A01,9,Casearia grandiflora,Salicaceae,805.560.368.176.666,867.137.465.337.018,16.3,11.17,7.48,20150819,False,O,14.98,14.98,feldpausch_regional,0.18,default,2.0,16.66,15.2,16.3,False,O,11.17,measured,16.66,11.336609005264823,0.77,50.0669,50.0669,63.869,53.0085,53.0085,67.6216,unknown,
FN_A01,10,Sloanea guianensis,Elaeocarpaceae,805.556.047.430.768,867.139.065.581.328,12.4,11.57,7.05,20150819,False,O,12.39,12.39,feldpausch_regional,0.18,default,2.0,12.76,12.64,12.4,False,O,11.57,measured,12.76,11.805846055524865,0.8212,30.3832,30.3832,41.2724,32.7679,32.7679,44.5117,unknown,
FN_A01,11,,,805.556.859.664.672,867.139.427.806.912,49.4,12.58,,20150819,True,O,29.11,29.11,feldpausch_regional,0.18,default,2.0,49.76,29.21,49.4,True,O,12.58,measured,49.76,12.62560724927883,0.6481,489.6706,389.9888,389.9888,498.4176,396.8666,396.8666,unknown,
FN_A01,12,,,80.555.019.243.828,86.713.985.591.588,15.3,4.42,,20150819,True,O,14.34,14.34,feldpausch_regional,0.18,default,2.0,15.66,14.57,15.3,True,O,4.42,measured,15.66,4.490933194790613,0.6481,17.9024,15.9,15.9,19.0272,16.8754,16.8754,unknown,
FN_A01,13,,,80.554.951.348.156,86.714.005.113.676,15.7,2.62,,20150819,True,O,14.6,14.6,feldpausch_regional,0.18,default,2.0,16.06,14.83,15.7,True,O,2.62,measured,16.06,2.6608133882892964,0.6481,11.3011,10.9151,10.9151,11.992,11.5668,11.5668,unknown,
FN_A01,14,Qualea paraensis,Vochysiaceae,8.055.516.678.847,8.671.406.239.387,57.6,22.02,14.17,20150819,False,O,31.34,31.34,feldpausch_regional,0.18,default,2.0,57.96,31.43,57.6,False,O,22.02,measured,57.96,22.083678066826494,0.6893,1141.2875,1141.2875,1306.8521,1158.5132,1158.5132,1326.5766,unknown,
FN_A01,15,Aspidosperma excelsum,Apocynaceae,80.555.153.310.398,86.714.066.272.758,17.1,12.16,7.37,20150819,False,O,15.47,15.47,feldpausch_regional,0.18,default,2.0,17.46,15.69,17.1,False,O,12.16,measured,17.46,12.331538385564615,0.792,59.7261,59.7261,78.3149,63.0614,63.0614,82.6883,unknown,
FN_A01,16,Inga thibaudiana,Fabaceae,805.549.718.993.552,867.140.826.781.392,10.4,12.48,8.03,20150819,False,O,10.93,10.93,feldpausch_regional,0.18,default,2.0,10.76,11.2,10.4,False,O,12.48,measured,10.76,12.789564354680481,0.5786,23.2068,23.2068,22.3971,25.4009,25.4009,24.5147,unknown,
FN_A01,17,Guatteria schomburgkiana,Annonaceae,805.549.090.527.203,867.141.305.990.147,12.1,14.28,8.91,20150819,False,O,12.18,12.18,feldpausch_regional,0.18,default,2.0,12.46,12.43,12.1,False,O,14.28,measured,12.459999999999999,14.579211769325422,0.6,35.5691,35.5691,35.5691,38.4341,38.4341,38.4341,unknown,
FN_A01,18,Inga alba,Fabaceae,805.547.337.778.016,867.141.571.580.736,19.2,18.0,10.04,20150819,False,O,16.71,16.71,feldpausch_regional,0.18,default,2.0,19.56,16.92,19.2,False,O,18.0,measured,19.56,18.221576017221793,0.5861,109.8021,109.8021,107.3207,115.2244,115.2244,112.6205,unknown,
FN_A01,19,Esenbeckia febrifuga,Rutaceae,8.055.576.126.868,8.671.410.014.428,43.2,17.62,8.67,20150819,False,O,27.17,27.17,feldpausch_regional,0.18,default,2.0,43.56,27.29,43.2,False,O,17.62,measured,43.56,17.69720378203201,1.0485,523.6327,523.6327,902.8714,534.4599,534.4599,921.5403,unknown,
FN_A01,20,Ormosia excelsa,Fabaceae,80.555.846.180.848,86.714.135.435.008,50.0,26.87,16.65,20150819,False,O,29.28,29.28,feldpausch_regional,0.18,default,2.0,50.36,29.39,50.0,False,O,26.87,measured,50.36,26.965733372717867,0.61,1051.5148,1051.5148,1068.616,1070.0517,1070.0517,1087.4544,unknown,
FN_A01,21,Dipteryx odorata,Fabaceae,805.562.585.251,867.140.105.431,58.3,18.72,11.45,20150819,False,O,31.52,31.52,feldpausch_regional,0.18,default,2.0,58.66,31.61,58.3,False,O,18.72,measured,58.66,18.77315666074157,0.9228,997.2779,997.2779,1517.968,1012.1312,1012.1312,1540.5763,unknown,
FN_A01,22,Ormosia excelsa,Fabaceae,80.556.584.865.904,86.714.161.571.584,71.8,22.56,14.51,20150819,False,O,34.51,34.51,feldpausch_regional,0.18,default,2.0,72.16,34.58,71.8,False,O,22.56,measured,72.16,22.606222868437467,0.61,1796.6958,1796.6958,1825.9163,1817.9504,1817.9504,1847.5165,unknown,
FN_A01,23,Hymenolobium petraeum,Fabaceae,80.557.565.439.792,86.714.237.714.432,56.5,25.52,15.77,20150819,False,O,31.06,31.06,feldpausch_regional,0.18,default,2.0,56.86,31.15,56.5,False,O,25.52,measured,56.86,25.595968587941222,0.7125,1269.3307,1269.3307,1501.1262,1288.8997,1288.8997,1524.2687,unknown,
FN_A01,24,Dipteryx odorata,Fabaceae,8.055.760.419.148,8.671.416.644.308,47.4,27.9,18.14,20150819,False,O,28.51,28.51,feldpausch_regional,0.18,default,2.0,47.76,28.62,47.4,False,O,27.9,measured,47.76,28.007308704081666,0.9228,982.8556,982.8556,1496.0156,1001.2237,1001.2237,1523.9739,unknown,
FN_A01,25,Licania octandra,Chrysobalanaceae,805.583.413.606,867.141.929.626,40.5,19.23,12.11,20150819,False,O,26.25,26.25,feldpausch_regional,0.18,default,2.0,40.86,26.37,40.5,False,O,19.23,measured,40.86,19.32208439044126,0.825,502.7785,502.7785,686.0569,513.9298,513.9298,701.2731,unknown,
FN_A01,26,,,805.577.760.004,867.143.269.684,47.0,26.97,,20150819,True,O,28.38,28.38,feldpausch_regional,0.18,default,2.0,47.36,28.49,47.0,True,O,26.97,measured,47.36,27.074988235402905,0.6481,935.2668,658.7427,658.7427,952.908,671.0018,671.0018,unknown,
FN_A01,27,Neea oppositifolia,Nyctaginaceae,8.055.808.403.776,8.671.402.744.696,49.7,18.27,13.51,20150819,False,O,29.19,29.19,feldpausch_regional,0.18,default,2.0,50.06,29.3,49.7,False,O,18.27,measured,50.06,18.3356606030465,0.893,713.1899,713.1899,1051.3821,725.8456,725.8456,1070.0391,unknown,
FN_A01,28,Aniba parviflora,Lauraceae,805.585.821.282.832,867.140.030.132.272,41.6,1.07,0.76,20150819,False,O,26.63,26.63,feldpausch_regional,0.18,default,2.0,41.96,26.75,41.6,False,O,1.07,measured,41.96,1.0749391202747016,0.54,31.5944,31.5944,28.5069,32.275,32.275,29.121,unknown,
FN_A01,29,Pouteria gongrijpii,Sapotaceae,805.588.343.539.096,867.139.838.447.416,36.3,20.79,17.29,20150819,False,O,24.71,24.71,feldpausch_regional,0.18,default,2.0,36.66,24.85,36.3,False,O,20.79,measured,36.66,20.90537896547526,0.7994,438.1516,438.1516,579.7578,449.0929,449.0929,594.2352,unknown,
